node_id,tipo_nodo,etiqueta,categoria_principal,confianza_categoria,categorias,polaridad,polaridad_score,postura,postura_etiqueta,postura_score,coincidencias_positivas,coincidencias_negativas,peso_coincidente
interesar,palabra,interesar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
adquirir,palabra,adquirir,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
injusto,palabra,injusto,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
caja,palabra,caja,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
recuperar,palabra,recuperar,Delitos,0.8329,Delitos,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
obligar,palabra,obligar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
afuera,palabra,afuera,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
raro,palabra,raro,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
montaje,palabra,montaje,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
imss,palabra,imss,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
placa,palabra,placa,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
tia,palabra,tia,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
acaso,palabra,acaso,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
grave,palabra,grave,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
volar,palabra,volar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
interesante,palabra,interesante,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
ignorancia,palabra,ignorancia,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
ganancia,palabra,ganancia,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
pancho,palabra,pancho,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
cerro,palabra,cerro,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
blanca,palabra,blanca,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
serar,palabra,serar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pegar,palabra,pegar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
pedazo,palabra,pedazo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
presirvienta,palabra,presirvienta,Morena,0.7203,Morena,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
rumbo,palabra,rumbo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mecanico,palabra,mecanico,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
castigo,palabra,castigo,Corrupcion,0.7765,Corrupcion,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
asalto,palabra,asalto,Delitos,0.6882,Delitos,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
terrorismo,palabra,terrorismo,Delitos,0.7022,Delitos,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
rondar,palabra,rondar,Prevencion,0.4134,Prevencion,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
verdura,palabra,verdura,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
lastimar,palabra,lastimar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
fruta,palabra,fruta,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
manifestar,palabra,manifestar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
cientifico,palabra,cientifico,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
sensible,palabra,sensible,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
decente,palabra,decente,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
uds,palabra,uds,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
potencia,palabra,potencia,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
apoyamos,palabra,apoyamos,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
repartir,palabra,repartir,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
ignorar,palabra,ignorar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
disparar,palabra,disparar,Delitos,0.6231,Delitos,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
voltear,palabra,voltear,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
vato,palabra,vato,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mango,palabra,mango,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
iztapalapa,palabra,iztapalapa,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
autorizar,palabra,autorizar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
cola,palabra,cola,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pelea,palabra,pelea,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
perseguir,palabra,perseguir,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
hermosillo,palabra,hermosillo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
derrota,palabra,derrota,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
eliminacion,palabra,eliminacion,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
rendimiento,palabra,rendimiento,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
salvo,palabra,salvo,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
procedimiento,palabra,procedimiento,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
isabel,palabra,isabel,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
empatia,palabra,empatia,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
desesperado,palabra,desesperado,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
metal,palabra,metal,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
reparar,palabra,reparar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
simbolico,palabra,simbolico,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
golpear,palabra,golpear,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
jajajaj,palabra,jajajaj,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
apollar,palabra,apollar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
podcast,palabra,podcast,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
violacion,palabra,violacion,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
urgir,palabra,urgir,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
reaccion,palabra,reaccion,Prevencion,0.6807,Prevencion,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
tambo,palabra,tambo,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
excepcion,palabra,excepcion,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
issste,palabra,issste,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
dormido,palabra,dormido,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
marcado,palabra,marcado,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
apagon,palabra,apagon,Alumbrado,0.7113,Alumbrado,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
doloroso,palabra,doloroso,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
pampita,palabra,pampita,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
politicos,palabra,politicos,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
temblar,palabra,temblar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
escoria,palabra,escoria,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
remesa,palabra,remesa,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
apollo,palabra,apollo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
elite,palabra,elite,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
diseno,palabra,diseno,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
derechos,palabra,derechos,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
humanos,palabra,humanos,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
angel,palabra,angel,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
miguel,palabra,miguel,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
alzar,palabra,alzar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
voz,palabra,voz,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
decision,palabra,decision,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
politica,palabra,politica,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
rocio,palabra,rocio,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
barda,palabra,barda,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
torta,palabra,torta,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
diputado,palabra,diputado,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
aparecer,palabra,aparecer,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mario,palabra,mario,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
santillan,palabra,santillan,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
cuento,palabra,cuento,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
vista,palabra,vista,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
informacionparati,palabra,informacionparati,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
latinus,palabra,latinus,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
javier,palabra,javier,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
guzman,palabra,guzman,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
rosario,palabra,rosario,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
permiso,palabra,permiso,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
soberania,palabra,soberania,Morena,0.7653,Morena,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
calderon,palabra,calderon,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pasajero,palabra,pasajero,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
discurso,palabra,discurso,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
orgulloso,palabra,orgulloso,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
hermana,palabra,hermana,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
alberto,palabra,alberto,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
echar,palabra,echar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
prueba,palabra,prueba,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
completo,palabra,completo,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
lista,palabra,lista,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ordenar,palabra,ordenar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
atras,palabra,atras,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
abuso,palabra,abuso,Prevencion,0.7719,Prevencion,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
acusar,palabra,acusar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
candidato,palabra,candidato,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
origen,palabra,origen,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
candidata,palabra,candidata,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
chamaco,palabra,chamaco,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
orale,palabra,orale,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
camila,palabra,camila,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
cansar,palabra,cansar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
agresion,palabra,agresion,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
chapo,palabra,chapo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
lozano,palabra,lozano,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mosco,palabra,mosco,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
nombrar,palabra,nombrar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
fue,palabra,fue,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
presidencia,palabra,presidencia,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
bad,palabra,bad,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mendez,palabra,mendez,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
way,palabra,way,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mendoza,palabra,mendoza,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pelicula,palabra,pelicula,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
demas,palabra,demas,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
poor,palabra,poor,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
take,palabra,take,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pista,palabra,pista,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
periodismo,palabra,periodismo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
arancel,palabra,arancel,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mafioso,palabra,mafioso,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
joaquin,palabra,joaquin,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ficcion,palabra,ficcion,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
sombrero,palabra,sombrero,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
believe,palabra,believe,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
better,palabra,better,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
departamento,palabra,departamento,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
teresa,palabra,teresa,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
rodrigo,palabra,rodrigo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
feminista,palabra,feminista,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
erar,palabra,erar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
elena,palabra,elena,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
tortura,palabra,tortura,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
velocidad,palabra,velocidad,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
persecucion,palabra,persecucion,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
tardar,palabra,tardar,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
asumir,palabra,asumir,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
agradable,palabra,agradable,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
hotel,palabra,hotel,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
padilla,palabra,padilla,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
enrique,palabra,enrique,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
reeleccion,palabra,reeleccion,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
drama,palabra,drama,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
precioso,palabra,precioso,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
margarita,palabra,margarita,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
titere,palabra,titere,Morena,0.6165,Morena,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
producir,palabra,producir,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
metido,palabra,metido,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
aguilar,palabra,aguilar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
describir,palabra,describir,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
carton,palabra,carton,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
esclavo,palabra,esclavo,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
carrillo,palabra,carrillo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
name,palabra,name,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
guero,palabra,guero,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
isidro,palabra,isidro,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mexico,palabra,mexico,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pais,palabra,pais,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mexicano,palabra,mexicano,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
claudia,palabra,claudia,Morena,1.0,Morena,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
viva,palabra,viva,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
sheinbaum,palabra,sheinbaum,Morena,0.9164,Morena,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
unidos,palabra,unidos,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pardo,palabra,pardo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
veracruz,palabra,veracruz,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
amlo,palabra,amlo,Morena,0.8746,Morena,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
mexicanos,palabra,mexicanos,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
territorio,palabra,territorio,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
obrador,palabra,obrador,Morena,0.8455,Morena,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
viejo,palabra,viejo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pemex,palabra,pemex,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
puebla,palabra,puebla,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
guadalajara,palabra,guadalajara,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
frontera,palabra,frontera,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
desaparecer,palabra,desaparecer,Delitos,0.7438,Delitos,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
nahle,palabra,nahle,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
vivienda,palabra,vivienda,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
delincuencia,palabra,delincuencia,Delitos,0.8986,Delitos,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
movimiento,palabra,movimiento,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
jalisco,palabra,jalisco,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
zocalo,palabra,zocalo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
andres,palabra,andres,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
inseguridad,palabra,inseguridad,Prevencion,0.8107,Prevencion,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
chihuahua,palabra,chihuahua,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
michoacan,palabra,michoacan,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
droga,palabra,droga,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
bravo,palabra,bravo,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
anuncio,palabra,anuncio,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
sanar,palabra,sanar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
infonavit,palabra,infonavit,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
linea,palabra,linea,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
grado,palabra,grado,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
sensacion,palabra,sensacion,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
tren,palabra,tren,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
california,palabra,california,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
tabasco,palabra,tabasco,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
gobernadora,palabra,gobernadora,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
pura,palabra,pura,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
dra,palabra,dra,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
patron,palabra,patron,,0.0,,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,1,1,1
presidentar,palabra,presidentar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
especialmente,palabra,especialmente,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
propiedad,palabra,propiedad,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
guanajuato,palabra,guanajuato,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
reportero,palabra,reportero,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
tijuana,palabra,tijuana,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ingresar,palabra,ingresar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
doctora,palabra,doctora,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mercancia,palabra,mercancia,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
tramite,palabra,tramite,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
oaxaca,palabra,oaxaca,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
revolucion,palabra,revolucion,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
inegi,palabra,inegi,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
informado,palabra,informado,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mananera,palabra,mananera,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
sheimbaum,palabra,sheimbaum,Morena,0.7347,Morena,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
potencial,palabra,potencial,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mitad,palabra,mitad,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
monreal,palabra,monreal,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
credencial,palabra,credencial,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
mentiras,palabra,mentiras,Corrupcion,0.9123,Corrupcion,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
narcogobierno,palabra,narcogobierno,Morena,0.7294,Morena,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
corto,palabra,corto,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0,1,1
gobernante,palabra,gobernante,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
tratado,palabra,tratado,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
medicamento,palabra,medicamento,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
esposo,palabra,esposo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
funcionar,palabra,funcionar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
campesino,palabra,campesino,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
onu,palabra,onu,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
oriente,palabra,oriente,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ejemplar,palabra,ejemplar,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
distribucion,palabra,distribucion,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
jente,palabra,jente,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
localizar,palabra,localizar,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
ricardo,palabra,ricardo,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
gabinete,palabra,gabinete,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
priista,palabra,priista,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
chiapas,palabra,chiapas,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
periodico,palabra,periodico,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
inundacion,palabra,inundacion,Agua,0.8589,Agua,neutral,0.0,sin_postura,Sin postura,0.0,0,0,1
felipe,palabra,felipe,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
telefono,palabra,telefono,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0,0,0
fresco,palabra,fresco,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1,0,1
