node_id,tipo_nodo,etiqueta,categoria_principal,confianza_categoria,categorias,polaridad,polaridad_score,postura,postura_etiqueta,postura_score,coincidencias_positivas,coincidencias_negativas,peso_coincidente
T00,tema,Apoyo y aprobación pública · mundial,,0.0,,positiva,0.9794,apoyo_defensa,Apoyo/defensa,0.9794,1152.0,12.0,1164.0
T01,tema,Movilidad e infraestructura urbana · permanecer,Basura,1.0,Basura | Delitos | Corrupcion,negativa,-0.92,critica_oposicion,Crítica/oposición,-0.92,3.0,72.0,112.0
T02,tema,"Comunidad, familia y vida cotidiana · zona",Prevencion,0.9215,Prevencion | Obras,positiva,0.4688,apoyo_defensa,Apoyo/defensa,0.4688,47.0,17.0,150.0
T03,tema,"Bienestar, salud y educación · temporada",Obras,0.6577,Obras,positiva,0.4828,apoyo_defensa,Apoyo/defensa,0.4828,43.0,15.0,58.0
T04,tema,Medios y conversación digital · incremento,Delitos,0.6882,Delitos,negativa,-0.6296,critica_oposicion,Crítica/oposición,-0.6296,20.0,88.0,110.0
T05,tema,Medios y conversación digital · hora,Obras,0.7098,Obras | Prevencion | Delitos | Corrupcion,negativa,-0.8462,critica_oposicion,Crítica/oposición,-0.8462,2.0,24.0,34.0
T06,tema,"Identidad local, cultura y entretenimiento · evento",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1.0,0.0,1.0
T07,tema,Medios y conversación digital · paz,,0.0,,positiva,0.2759,apoyo_defensa,Apoyo/defensa,0.2759,37.0,21.0,58.0
T08,tema,"Responder, concierto, internet",Agua,0.7274,Agua,negativa,-0.6538,critica_oposicion,Crítica/oposición,-0.6538,9.0,43.0,52.0
T09,tema,Gobierno y disputa política · carretera,Morena,1.0,Morena | Vialidad,positiva,0.3846,apoyo_defensa,Apoyo/defensa,0.3846,9.0,4.0,881.0
T10,tema,México y asuntos nacionales · respetar,Morena,0.7653,Morena,mixta,-0.164,mixta_disputa,Mixta/disputa,-0.164,372.0,518.0,940.0
T11,tema,"Seguridad, violencia y justicia · laredo",Morena,0.9435,Morena | Corrupcion | Delitos,mixta,-0.1594,mixta_disputa,Mixta/disputa,-0.1594,29.0,40.0,69.0
T12,tema,"Comunidad, familia y vida cotidiana · violencia",Delitos,1.0,Delitos,positiva,0.7879,apoyo_defensa,Apoyo/defensa,0.7879,59.0,7.0,105.0
T13,tema,Gestión municipal y servicios públicos · tamaulipas,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,0.0
T14,tema,"Comunidad, familia y vida cotidiana · nino",,0.0,,positiva,0.7143,apoyo_defensa,Apoyo/defensa,0.7143,96.0,16.0,112.0
T15,tema,"Agua, territorio y medio ambiente · caso",,0.0,,negativa,-0.4194,critica_oposicion,Crítica/oposición,-0.4194,18.0,44.0,62.0
T16,tema,"Economía, trabajo y costo de vida · millon",Morena,0.7663,Morena | Obras,mixta,0.0833,mixta_disputa,Mixta/disputa,0.0833,13.0,11.0,62.0
T17,tema,Movilidad e infraestructura urbana · agua,Vialidad,1.0,Vialidad | Agua | Obras,negativa,-0.7143,critica_oposicion,Crítica/oposición,-0.7143,3.0,18.0,251.0
T18,tema,"Comunidad, familia y vida cotidiana · amor",Vialidad,0.9208,Vialidad,positiva,0.4462,apoyo_defensa,Apoyo/defensa,0.4462,316.0,121.0,485.0
T19,tema,"Identidad local, cultura y entretenimiento · esperar",,0.0,,positiva,0.7067,apoyo_defensa,Apoyo/defensa,0.7067,64.0,11.0,75.0
T20,tema,Movilidad e infraestructura urbana · listo,Obras,0.9156,Obras,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,8.0,8.0,27.0
T21,tema,"Protesta, derechos y participación · maria",,0.0,,positiva,0.9062,apoyo_defensa,Apoyo/defensa,0.9062,183.0,9.0,192.0
T22,tema,"Agua, territorio y medio ambiente · registro",Corrupcion,0.8919,Corrupcion | Prevencion | Basura,mixta,-0.1628,mixta_disputa,Mixta/disputa,-0.1628,18.0,25.0,43.0
T23,tema,"Identidad local, cultura y entretenimiento · desarrollo",Obras,1.0,Obras | Prevencion,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,59.0,0.0,107.0
T24,tema,"Agua, territorio y medio ambiente · abril",,0.0,,negativa,-0.3684,critica_oposicion,Crítica/oposición,-0.3684,12.0,26.0,38.0
T25,tema,"Agua, territorio y medio ambiente · sol",Delitos,0.9905,Delitos,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,7.0,230.0
T26,tema,"Columna, informativo, domingo",Vialidad,0.7127,Vialidad,negativa,-0.7391,critica_oposicion,Crítica/oposición,-0.7391,3.0,20.0,25.0
T27,tema,México y asuntos nacionales · ciento,Morena,0.7627,Morena | Basura,positiva,0.6744,apoyo_defensa,Apoyo/defensa,0.6744,108.0,21.0,178.0
T28,tema,"Hermoso, cierre, gustar",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,150.0,0.0,150.0
T29,tema,"Exposicion, energia, ambiental",Delitos,0.7038,Delitos,positiva,0.9231,apoyo_defensa,Apoyo/defensa,0.9231,25.0,1.0,26.0
T30,tema,"Comunidad, familia y vida cotidiana · quedar",Alumbrado,0.9984,Alumbrado | Corrupcion,positiva,0.8647,apoyo_defensa,Apoyo/defensa,0.8647,441.0,32.0,533.0
T31,tema,"Seguridad, violencia y justicia · estatal",Prevencion,1.0,Prevencion,positiva,0.5152,apoyo_defensa,Apoyo/defensa,0.5152,75.0,24.0,160.0
T32,tema,Gobierno y disputa política · horario,Corrupcion,0.788,Corrupcion | Delitos,negativa,-0.9877,critica_oposicion,Crítica/oposición,-0.9877,1.0,162.0,163.0
T33,tema,"Comunidad, familia y vida cotidiana · pensar",,0.0,,mixta,0.0233,mixta_disputa,Mixta/disputa,0.0233,264.0,252.0,516.0
T34,tema,Gestión municipal y servicios públicos · hernandez,Corrupcion,0.8343,Corrupcion | Delitos | Morena,positiva,0.9355,apoyo_defensa,Apoyo/defensa,0.9355,30.0,1.0,31.0
T35,tema,"Julio, semana, mandar",Morena,0.7152,Morena | Corrupcion,positiva,0.9355,apoyo_defensa,Apoyo/defensa,0.9355,30.0,1.0,38.0
T36,tema,Gobierno y disputa política · viva,Morena,0.9712,Morena | Corrupcion | Delitos,negativa,-0.3361,critica_oposicion,Crítica/oposición,-0.3361,79.0,159.0,468.0
T37,tema,"Identidad local, cultura y entretenimiento · gobernador",Americo,0.9252,Americo,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,4.0,0.0,13.0
T38,tema,México y asuntos nacionales · veracruz,,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,7.0,7.0
T39,tema,"Bienestar, salud y educación · jose",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,35.0,0.0,35.0
T40,tema,"Calor, guadalupe, golfo",,0.0,,mixta,0.147,mixta_disputa,Mixta/disputa,0.147,160.0,119.0,279.0
T41,tema,"Ano, mes, comenzar",Corrupcion,0.8998,Corrupcion | Prevencion,negativa,-0.6,critica_oposicion,Crítica/oposición,-0.6,87.0,348.0,537.0
T42,tema,"Comunidad, familia y vida cotidiana · querer",Corrupcion,0.8591,Corrupcion | Obras,positiva,0.4596,apoyo_defensa,Apoyo/defensa,0.4596,1383.0,512.0,1971.0
T43,tema,"San, ruta, pedro",,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,8.0,8.0
T44,tema,"Economía, trabajo y costo de vida · junio",Delitos,0.9535,Delitos | Corrupcion,negativa,-0.3913,critica_oposicion,Crítica/oposición,-0.3913,7.0,16.0,88.0
T45,tema,"Bienestar, salud y educación · atencion",,0.0,,positiva,0.8342,apoyo_defensa,Apoyo/defensa,0.8342,177.0,16.0,193.0
T46,tema,"Identidad local, cultura y entretenimiento · reducir",,0.0,,negativa,-0.3636,critica_oposicion,Crítica/oposición,-0.3636,14.0,30.0,44.0
T47,tema,Gestión municipal y servicios públicos · presidenta,Americo,0.9807,Americo | Morena | Obras,positiva,0.9881,apoyo_defensa,Apoyo/defensa,0.9881,1004.0,6.0,2019.0
T48,tema,"Resumen, real, asociacion",,0.0,,positiva,0.7391,apoyo_defensa,Apoyo/defensa,0.7391,20.0,3.0,23.0
T49,tema,"Economía, trabajo y costo de vida · gobierno",Corrupcion,1.0,Corrupcion | Delitos | Morena,negativa,-0.3565,critica_oposicion,Crítica/oposición,-0.3565,742.0,1564.0,2744.0
T00_P1,posicion,"Enfoque: feliz, bendicion, querido, abrazo",,0.0,,positiva,0.9662,apoyo_defensa,Apoyo/defensa,0.9662,699.0,12.0,711.0
T00_P2,posicion,"Apoyo/defensa: felicidad, felicidades, feliz, bendigar",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,276.0,0.0,276.0
T00_P3,posicion,"Enfoque: dia, feliz, bendicion, abrazo",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,177.0,0.0,177.0
T01_P1,posicion,"Enfoque: desaparecer, avisar, urgente, cita",Delitos,0.7636,Delitos | Corrupcion,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,22.0,37.0
T01_P2,posicion,"Enfoque: basura, camion, recoleccion, contenedor",Basura,1.0,Basura,negativa,-0.8868,critica_oposicion,Crítica/oposición,-0.8868,3.0,50.0,75.0
T02_P1,posicion,"Enfoque: zona, minimo, policia, trabajador",Prevencion,0.9215,Prevencion | Obras,positiva,0.5636,apoyo_defensa,Apoyo/defensa,0.5636,43.0,12.0,133.0
T02_P2,posicion,"Enfoque: persona, policia, labor, situacion",Prevencion,0.9157,Prevencion,mixta,-0.1111,mixta_disputa,Mixta/disputa,-0.1111,4.0,5.0,17.0
T03_P1,posicion,"Enfoque: comida, petrolero, top, cuerpo",,0.0,,positiva,0.3125,apoyo_defensa,Apoyo/defensa,0.3125,21.0,11.0,32.0
T03_P2,posicion,"Enfoque: educacion, alumno, educativo, maestro",Obras,0.6577,Obras,positiva,0.6923,apoyo_defensa,Apoyo/defensa,0.6923,22.0,4.0,26.0
T04_P1,posicion,"Enfoque: ojala, peor, empezar, santa",,0.0,,negativa,-0.6042,critica_oposicion,Crítica/oposición,-0.6042,19.0,77.0,96.0
T04_P2,posicion,"Enfoque: cualquiera, buenisimo, factura, peor",Delitos,0.6882,Delitos,negativa,-0.8333,critica_oposicion,Crítica/oposición,-0.8333,1.0,11.0,14.0
T05_P1,posicion,"Enfoque: voto, red, social, entrar",Obras,0.7098,Obras | Prevencion,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,23.0,31.0
T05_P2,posicion,"Enfoque: hora, medio, entrar, celular",Delitos,0.8329,Delitos | Corrupcion,positiva,0.3333,apoyo_defensa,Apoyo/defensa,0.3333,2.0,1.0,3.0
T06_P1,posicion,"Enfoque: blanca, espacio, evento, orozco",,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,0.0
T06_P2,posicion,"Enfoque: vivir, especial, unir, experiencia",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1.0,0.0,1.0
T07_P1,posicion,"Enfoque: comentario, esunhonorestarconclaudiahoy, foto, avila",,0.0,,negativa,-0.5,critica_oposicion,Crítica/oposición,-0.5,4.0,12.0,16.0
T07_P2,posicion,"Enfoque: paz, descansar, triste, comentario",,0.0,,positiva,0.5714,apoyo_defensa,Apoyo/defensa,0.5714,33.0,9.0,42.0
T08_P1,posicion,"Enfoque: regla, luis, misil, ovni",Agua,0.7274,Agua,negativa,-0.6863,critica_oposicion,Crítica/oposición,-0.6863,8.0,43.0,51.0
T08_P2,posicion,"Enfoque: people, per, texas, come",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1.0,0.0,1.0
T09_P1,posicion,"Enfoque: claudia, sheinbaum, pardo, mexicanos",Morena,1.0,Morena,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,9.0,0.0,649.0
T09_P2,posicion,"Enfoque: claudia, unidos, gringo, mexicanos",Morena,1.0,Morena | Vialidad,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,162.0
T09_P3,posicion,"Enfoque: lopez, manuel, andres, claudia",Morena,1.0,Morena,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,4.0,70.0
T10_P1,posicion,"Critica/ataque: pais, creer, salir, marino",,0.0,,mixta,-0.117,mixta_disputa,Mixta/disputa,-0.117,302.0,382.0,684.0
T10_P2,posicion,"Apoyo/defensa: trump, pais, eeuu, guerra",Morena,0.7653,Morena,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,48.0,48.0,128.0
T10_P3,posicion,"Apoyo/defensa: pueblo, pais, bloqueo, salir",Morena,0.7653,Morena,negativa,-0.6,critica_oposicion,Crítica/oposición,-0.6,22.0,88.0,128.0
T11_P1,posicion,"Enfoque: frontera, agencia, responsable, acto",Corrupcion,0.8746,Corrupcion,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,15.0,15.0
T11_P2,posicion,"Reclamo/exigencia: justicia, victima, acto, asesinar",Morena,0.9435,Morena | Corrupcion | Delitos,mixta,0.0741,mixta_disputa,Mixta/disputa,0.0741,29.0,25.0,54.0
T12_P1,posicion,"Reclamo/exigencia: derecho, violencia, mujer, respeto",Delitos,1.0,Delitos,positiva,0.7586,apoyo_defensa,Apoyo/defensa,0.7586,51.0,7.0,91.0
T12_P2,posicion,"Reclamo/exigencia: mujer, hombre, mujeres, indigena",Delitos,1.0,Delitos,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,8.0,0.0,14.0
T13_P1,posicion,"Enfoque: tamaulipas, tampico, cdvictoria, reynosa",,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,0.0
T13_P2,posicion,"Enfoque: tampico, tamaulipas, altamira, madero",,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,0.0
T14_P1,posicion,"Enfoque: gracia, nino, familia, regalar",,0.0,,positiva,0.6522,apoyo_defensa,Apoyo/defensa,0.6522,76.0,16.0,92.0
T14_P2,posicion,"Enfoque: padre, familia, gracia, cristo",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,20.0,0.0,20.0
T15_P1,posicion,"Enfoque: huracan, john, acapulco, guerrero",,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,35.0,35.0
T15_P2,posicion,"Enfoque: rio, servicio, autoridad, informar",,0.0,,positiva,0.3333,apoyo_defensa,Apoyo/defensa,0.3333,18.0,9.0,27.0
T16_P1,posicion,"Enfoque: alias, pesos, millon, pago",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,10.0,0.0,10.0
T16_P2,posicion,"Enfoque: pension, recibir, pesos, millon",Morena,0.7663,Morena | Obras,negativa,-0.5714,critica_oposicion,Crítica/oposición,-0.5714,3.0,11.0,52.0
T17_P1,posicion,"Enfoque: calle, avenida, camioneta, senalamiento",Vialidad,1.0,Vialidad | Agua,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,13.0,222.0
T17_P2,posicion,"Enfoque: agua, sur, comapa, calle",Agua,0.8732,Agua | Vialidad | Obras,negativa,-0.25,critica_oposicion,Crítica/oposición,-0.25,3.0,5.0,29.0
T18_P1,posicion,"Apoyo/defensa: mundo, tierra, caer, defender",Vialidad,0.9208,Vialidad,negativa,-0.25,critica_oposicion,Crítica/oposición,-0.25,69.0,115.0,205.0
T18_P2,posicion,"Enfoque: amor, corazon, vida, esperanza",Vialidad,0.9208,Vialidad,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,215.0,0.0,228.0
T18_P3,posicion,"Enfoque: vida, animal, mundo, camino",Vialidad,0.9208,Vialidad,positiva,0.6842,apoyo_defensa,Apoyo/defensa,0.6842,32.0,6.0,52.0
T19_P1,posicion,"Enfoque: noche, volver, canal, cielo",,0.0,,positiva,0.4,apoyo_defensa,Apoyo/defensa,0.4,21.0,9.0,30.0
T19_P2,posicion,"Enfoque: esperar, alla, volver, tia",,0.0,,positiva,0.9111,apoyo_defensa,Apoyo/defensa,0.9111,43.0,2.0,45.0
T20_P1,posicion,"Enfoque: importar, gomez, tutti, tour",Obras,0.9156,Obras,mixta,-0.0667,mixta_disputa,Mixta/disputa,-0.0667,7.0,8.0,25.0
T20_P2,posicion,"Enfoque: metro, conclusion, confiar, gomez",Obras,0.6989,Obras,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1.0,0.0,2.0
T21_P1,posicion,"Enfoque: maria, corina, machado, venezuela",,0.0,,positiva,0.8043,apoyo_defensa,Apoyo/defensa,0.8043,83.0,9.0,92.0
T21_P2,posicion,"Enfoque: venezuela, ganar, elreporteromx, informacionentiemporeal",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,100.0,0.0,100.0
T22_P1,posicion,"Enfoque: existir, reglamento, laguna, proteger",Corrupcion,0.8919,Corrupcion | Prevencion,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,14.0,14.0,28.0
T22_P2,posicion,"Enfoque: informacion, tendencia, registro, necesario",Basura,0.7192,Basura | Corrupcion | Prevencion,negativa,-0.4667,critica_oposicion,Crítica/oposición,-0.4667,4.0,11.0,15.0
T23_P1,posicion,"Enfoque: economico, desarrollo, proyecto, oportunidad",Obras,1.0,Obras | Prevencion,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,53.0,0.0,101.0
T23_P2,posicion,"Enfoque: granhermano, producto, empresa, empresario",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,6.0,0.0,6.0
T24_P1,posicion,"Enfoque: cambio, territorio, queretaro, colima",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,10.0,0.0,10.0
T24_P2,posicion,"Enfoque: mar, playa, espanol, territorio",,0.0,,negativa,-0.8571,critica_oposicion,Crítica/oposición,-0.8571,2.0,26.0,28.0
T25_P1,posicion,"Critica/ataque: narco, terrorista, cartel, zetas",Delitos,0.9905,Delitos,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,7.0,207.0
T25_P2,posicion,"Enfoque: cartel, tomas, mosciatti, marca",Delitos,0.8977,Delitos,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,23.0
T26_P1,posicion,"Enfoque: domingo, boric, villa, chile",,0.0,,negativa,-0.6842,critica_oposicion,Crítica/oposición,-0.6842,3.0,16.0,19.0
T26_P2,posicion,"Enfoque: guadalajara, puebla, sujeto, herido",Vialidad,0.7127,Vialidad,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,4.0,6.0
T27_P1,posicion,"Enfoque: mexico, vivo, gobernar, china",Morena,0.7627,Morena | Basura,positiva,0.8919,apoyo_defensa,Apoyo/defensa,0.8919,35.0,2.0,41.0
T27_P2,posicion,"Enfoque: mexico, colombia, vivo, argentina",,0.0,,positiva,0.587,apoyo_defensa,Apoyo/defensa,0.587,73.0,19.0,92.0
T27_P3,posicion,"Enfoque: cuba, mexico, dictadura, china",Morena,0.7627,Morena,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,45.0
T28_P1,posicion,"Enfoque: infonavit, vivienda, colchon, maipu",,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,0.0
T28_P2,posicion,"Enfoque: bonito, super, hermoso, gustar",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,150.0,0.0,150.0
T29_P1,posicion,"Enfoque: humano, hello, mover, sueno",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,24.0,0.0,24.0
T29_P2,posicion,"Enfoque: villavicencio, fernando, noboa, daniel",Delitos,0.7038,Delitos,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,1.0,1.0,2.0
T30_P1,posicion,"Apoyo/defensa: casa, video, gracias, quedar",Alumbrado,0.9984,Alumbrado,positiva,0.44,apoyo_defensa,Apoyo/defensa,0.44,72.0,28.0,151.0
T30_P2,posicion,"Apoyo/defensa: gracias, compartir, video, hola",Alumbrado,0.9984,Alumbrado,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,367.0,0.0,374.0
T30_P3,posicion,"Apoyo/defensa: avion, casa, razon, mirar",Alumbrado,0.9984,Alumbrado | Corrupcion,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,2.0,4.0,8.0
T31_P1,posicion,"Reclamo/exigencia: seguridad, accion, proteccion, seguro",Prevencion,1.0,Prevencion,positiva,0.3924,apoyo_defensa,Apoyo/defensa,0.3924,55.0,24.0,140.0
T31_P2,posicion,"Apoyo/defensa: permitir, capacidad, defensa, tecnologia",Prevencion,0.8894,Prevencion,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,20.0,0.0,20.0
T32_P1,posicion,"Enfoque: che, tommavi, partido, aguascalientes",,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,20.0,20.0
T32_P2,posicion,"Critica/ataque: jajajaja, asegurado, garra, imaginate",Corrupcion,0.788,Corrupcion | Delitos,negativa,-0.986,critica_oposicion,Crítica/oposición,-0.986,1.0,142.0,143.0
T33_P1,posicion,"Enfoque: pensar, mami, alguien, amigo",,0.0,,negativa,-0.6157,critica_oposicion,Crítica/oposición,-0.6157,44.0,185.0,229.0
T33_P2,posicion,"Reclamo/exigencia: hijo, madre, hija, papa",,0.0,,negativa,-0.3651,critica_oposicion,Crítica/oposición,-0.3651,20.0,43.0,63.0
T33_P3,posicion,"Reclamo/exigencia: senor, hijo, rey, hermano",,0.0,,positiva,0.7857,apoyo_defensa,Apoyo/defensa,0.7857,200.0,24.0,224.0
T34_P1,posicion,"Enfoque: politico, publico, ciudadano, alcalde",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,24.0,0.0,24.0
T34_P2,posicion,"Enfoque: humanos, derechos, ciudadano, considerar",Corrupcion,0.8343,Corrupcion | Delitos | Morena,positiva,0.7143,apoyo_defensa,Apoyo/defensa,0.7143,6.0,1.0,7.0
T35_P1,posicion,"Enfoque: monterrey, oro, medalla, heroe",Morena,0.7152,Morena,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,29.0,0.0,35.0
T35_P2,posicion,"Enfoque: cancun, ana, paty, peralta",Corrupcion,0.6145,Corrupcion,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,1.0,1.0,3.0
T36_P1,posicion,"Critica/ataque: mentira, amlo, prian, ala",Corrupcion,0.9123,Corrupcion | Morena | Delitos,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,159.0,316.0
T36_P2,posicion,"Enfoque: viva, amlo, dra, sheimbaum",Morena,0.9712,Morena,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,3.0,0.0,54.0
T36_P3,posicion,"Enfoque: saludos, saludo, bendiga, cordial",Morena,0.8746,Morena,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,76.0,0.0,98.0
T37_P1,posicion,"Enfoque: equipo, futbol, seleccion, liga",Americo,0.9252,Americo,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,9.0
T37_P2,posicion,"Enfoque: noticia, ela, internacional, banamex",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,4.0,0.0,4.0
T38_P1,posicion,"Enfoque: mexicano, ejercito, militar, arma",,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,0.0
T38_P2,posicion,"Enfoque: nacional, militar, arma, mexicano",,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,7.0,7.0
T39_P1,posicion,"Enfoque: historia, angel, constitucion, poor",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,33.0,0.0,33.0
T39_P2,posicion,"Enfoque: gonzalez, edmundo, teresa, edil",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,2.0,0.0,2.0
T40_P1,posicion,"Enfoque: like, love, mexican, day",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,98.0,0.0,98.0
T40_P2,posicion,"Enfoque: amen, virgen, santo, jesus",,0.0,,negativa,-0.3149,critica_oposicion,Crítica/oposición,-0.3149,62.0,119.0,181.0
T41_P1,posicion,"Enfoque: ano, llegar, mama, mes",Corrupcion,0.8998,Corrupcion | Prevencion,negativa,-0.3769,critica_oposicion,Crítica/oposición,-0.3769,81.0,179.0,357.0
T41_P2,posicion,"Enfoque: ano, mes, mama, llegar",Prevencion,0.8136,Prevencion,negativa,-0.9314,critica_oposicion,Crítica/oposición,-0.9314,6.0,169.0,180.0
T42_P1,posicion,"Enfoque: dejar, querer, favor, venir",Corrupcion,0.8591,Corrupcion,mixta,0.102,mixta_disputa,Mixta/disputa,0.102,405.0,330.0,799.0
T42_P2,posicion,"Enfoque: querer, pasar, hablar, entender",,0.0,,positiva,0.7548,apoyo_defensa,Apoyo/defensa,0.7548,687.0,96.0,783.0
T42_P3,posicion,"Enfoque: gente, querer, dejar, apoyar",Obras,0.8319,Obras,positiva,0.5438,apoyo_defensa,Apoyo/defensa,0.5438,291.0,86.0,389.0
T43_P1,posicion,"Enfoque: san, pedro, votar, time",,0.0,,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,8.0,8.0
T43_P2,posicion,"Enfoque: nao, uma, pra, sem",,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,0.0
T44_P1,posicion,"Enfoque: permiso, toluca, droga, negocio",Delitos,0.9535,Delitos,negativa,-0.3,critica_oposicion,Crítica/oposición,-0.3,7.0,13.0,26.0
T44_P2,posicion,"Enfoque: huachicol, fiscal, funcionario, aduana",Corrupcion,0.9177,Corrupcion | Delitos,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,3.0,62.0
T45_P1,posicion,"Reclamo/exigencia: clabe, contar, tarjeta, necesitar",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,35.0,0.0,35.0
T45_P2,posicion,"Reclamo/exigencia: necesitar, ayuda, ayudar, apoyo",,0.0,,positiva,0.7975,apoyo_defensa,Apoyo/defensa,0.7975,142.0,16.0,158.0
T46_P1,posicion,"Enfoque: monstruo, hermana, abuelito, banda",,0.0,,negativa,-0.3953,critica_oposicion,Crítica/oposición,-0.3953,13.0,30.0,43.0
T46_P2,posicion,"Enfoque: aurrera, bodega, rosario, guzman",,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,1.0,0.0,1.0
T47_P1,posicion,"Apoyo/defensa: monica, villarreal, municipal, alcaldesa",Americo,0.9807,Americo | Morena,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,191.0,0.0,1090.0
T47_P2,posicion,"Apoyo/defensa: excelente, seguir, presidenta, bienestar",Morena,0.9112,Morena | Obras,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,742.0,0.0,829.0
T47_P3,posicion,"Apoyo/defensa: presidenta, municipal, seguir, bienestar",Morena,0.9112,Morena | Obras,positiva,0.8442,apoyo_defensa,Apoyo/defensa,0.8442,71.0,6.0,100.0
T48_P1,posicion,"Enfoque: importante, programa, iglesia, comentar",,0.0,,positiva,0.7391,apoyo_defensa,Apoyo/defensa,0.7391,20.0,3.0,23.0
T49_P1,posicion,"Critica/ataque: morena, deber, corrupto, puro",Corrupcion,1.0,Corrupcion | Delitos | Morena,negativa,-0.3921,critica_oposicion,Crítica/oposición,-0.3921,441.0,1010.0,1812.0
T49_P2,posicion,"Critica/ataque: gobierno, deber, morena, puro",Corrupcion,1.0,Corrupcion | Morena | Delitos,mixta,-0.1866,mixta_disputa,Mixta/disputa,-0.1866,170.0,248.0,495.0
