node_id,tipo_nodo,etiqueta,categoria_principal,confianza_categoria,categorias,polaridad,polaridad_score,postura,postura_etiqueta,postura_score,coincidencias_positivas,coincidencias_negativas,peso_coincidente
A389,cuenta,YouTube::@luiscaraveo5848,,0.0,,mixta,0.0667,mixta_disputa,Mixta/disputa,0.0667,8.0,7.0,15.0
A390,cuenta,Twitter::Misha_MashaIIah,Corrupcion,0.7259,Corrupcion | Prevencion | Delitos,negativa,-0.6154,critica_oposicion,Crítica/oposición,-0.6154,5.0,21.0,33.0
A391,cuenta,YouTube::@oliverl.9399,Morena,0.7299,Morena | Americo,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,15.0,18.0
A392,cuenta,YouTube::@francisco2628,,0.0,,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,2.0,4.0,6.0
A393,cuenta,YouTube::@inversionrealista286,Obras,0.9393,Obras | Morena | Basura,negativa,-0.2381,critica_oposicion,Crítica/oposición,-0.2381,8.0,13.0,24.0
A394,cuenta,Twitter::Nani_BerVe,Obras,0.8319,Obras | Corrupcion | Delitos,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,7.0,7.0,17.0
A395,cuenta,YouTube::@HernanRueda-j1f,Delitos,0.8977,Delitos | Corrupcion | Obras,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,6.0,12.0,26.0
A396,cuenta,YouTube::@sergiopeteco5815,Prevencion,0.7758,Prevencion | Morena,negativa,-0.5714,critica_oposicion,Crítica/oposición,-0.5714,3.0,11.0,15.0
A397,cuenta,YouTube::@yourpadre10,Corrupcion,0.945,Corrupcion | Morena | Delitos | Basura,negativa,-0.8261,critica_oposicion,Crítica/oposición,-0.8261,2.0,21.0,32.0
A398,cuenta,YouTube::@mateoecheverri6332,Obras,0.8319,Obras,positiva,0.2632,apoyo_defensa,Apoyo/defensa,0.2632,12.0,7.0,19.0
A399,cuenta,YouTube::@LaloMora-r5q,Morena,0.7653,Morena | Alumbrado | Delitos,negativa,-0.25,critica_oposicion,Crítica/oposición,-0.25,3.0,5.0,13.0
A400,cuenta,YouTube::@laurabenegas7703,Delitos,0.9905,Delitos | Americo | Obras,negativa,-0.2,critica_oposicion,Crítica/oposición,-0.2,2.0,3.0,12.0
A401,cuenta,YouTube::@hugosegoviano9977,Delitos,0.9698,Delitos | Corrupcion | Prevencion,negativa,-0.2,critica_oposicion,Crítica/oposición,-0.2,4.0,6.0,13.0
A402,cuenta,YouTube::@kamilh.g.8985,Corrupcion,0.9196,Corrupcion | Delitos | Obras,negativa,-0.75,critica_oposicion,Crítica/oposición,-0.75,1.0,7.0,8.0
A403,cuenta,Twitter::Mamertos0,Corrupcion,1.0,Corrupcion,mixta,0.0667,mixta_disputa,Mixta/disputa,0.0667,8.0,7.0,15.0
A404,cuenta,YouTube::@carlosivanvarelamora2517,Corrupcion,1.0,Corrupcion | Delitos | Morena,negativa,-0.5556,critica_oposicion,Crítica/oposición,-0.5556,2.0,7.0,12.0
A405,cuenta,YouTube::@robertocano2137,,0.0,,positiva,0.5,apoyo_defensa,Apoyo/defensa,0.5,3.0,1.0,4.0
A406,cuenta,YouTube::@anateresablanco2418,,0.0,,negativa,-0.2,critica_oposicion,Crítica/oposición,-0.2,2.0,3.0,5.0
A407,cuenta,YouTube::@georginaruizmayorquin7063,Corrupcion,1.0,Corrupcion | Morena | Prevencion | Delitos,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,9.0,9.0,21.0
A408,cuenta,YouTube::@MagnoliaRodriguez-e3s,Basura,0.7192,Basura | Corrupcion | Obras,negativa,-0.4118,critica_oposicion,Crítica/oposición,-0.4118,5.0,12.0,18.0
A409,cuenta,YouTube::@JuanmanuelNavarro-h4g,Delitos,0.9905,Delitos | Prevencion | Morena,mixta,-0.0909,mixta_disputa,Mixta/disputa,-0.0909,5.0,6.0,21.0
A410,cuenta,YouTube::@lindaf3077,Delitos,0.8977,Delitos | Prevencion | Morena,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,2.0,4.0,10.0
A411,cuenta,YouTube::@SamuelBacca-x8x,Delitos,1.0,Delitos,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,2.0,4.0,8.0
A412,cuenta,YouTube::@BarKliiN93,Delitos,0.8977,Delitos,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,3.0,3.0,7.0
A413,cuenta,YouTube::@teresamorales2052,Morena,0.9712,Morena | Corrupcion | Delitos | Obras,mixta,-0.0667,mixta_disputa,Mixta/disputa,-0.0667,14.0,16.0,40.0
A414,cuenta,YouTube::@nellyaramirez712,Corrupcion,0.8591,Corrupcion | Obras,negativa,-0.5455,critica_oposicion,Crítica/oposición,-0.5455,5.0,17.0,24.0
A415,cuenta,YouTube::@jaimereinoso5565,Morena,1.0,Morena | Delitos | Obras | Corrupcion,negativa,-0.4615,critica_oposicion,Crítica/oposición,-0.4615,7.0,19.0,33.0
A416,cuenta,YouTube::@vicentesalizzoni109,Obras,0.9156,Obras | Morena | Vialidad | Corrupcion | Alumbrado | Delitos,negativa,-0.2,critica_oposicion,Crítica/oposición,-0.2,4.0,6.0,18.0
A417,cuenta,YouTube::@adolfomachado4503,Morena,0.7653,Morena,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,5.0,10.0,16.0
A418,cuenta,YouTube::@yayhermosura7833,,0.0,,negativa,-0.4737,critica_oposicion,Crítica/oposición,-0.4737,5.0,14.0,19.0
A419,cuenta,YouTube::@renestiven9029,Obras,0.9367,Obras | Vialidad | Alumbrado,mixta,0.1429,mixta_disputa,Mixta/disputa,0.1429,8.0,6.0,16.0
A420,cuenta,YouTube::@alicia0074,Morena,0.9712,Morena,positiva,0.5385,apoyo_defensa,Apoyo/defensa,0.5385,10.0,3.0,14.0
A421,cuenta,YouTube::@patyhdez1652,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,7.0,0.0,7.0
A422,cuenta,YouTube::@EdithGarcia-k2y,Morena,1.0,Morena | Delitos | Americo | Obras,positiva,0.4118,apoyo_defensa,Apoyo/defensa,0.4118,12.0,5.0,27.0
A423,cuenta,YouTube::@alfmon5883,Corrupcion,1.0,Corrupcion,negativa,-0.5714,critica_oposicion,Crítica/oposición,-0.5714,3.0,11.0,14.0
A424,cuenta,YouTube::@antuanbenett9749,Morena,0.9712,Morena | Obras | Delitos | Prevencion | Basura | Corrupcion,negativa,-0.4118,critica_oposicion,Crítica/oposición,-0.4118,5.0,12.0,25.0
A425,cuenta,YouTube::@jesusdenazareth178,Delitos,0.9698,Delitos | Morena,negativa,-0.25,critica_oposicion,Crítica/oposición,-0.25,6.0,10.0,16.0
A426,cuenta,YouTube::@BP-dy4lv,Morena,0.7627,Morena | Obras,mixta,-0.0909,mixta_disputa,Mixta/disputa,-0.0909,5.0,6.0,16.0
A427,cuenta,Twitter::MissPoirot07,Corrupcion,0.8746,Corrupcion | Morena,mixta,-0.0526,mixta_disputa,Mixta/disputa,-0.0526,9.0,10.0,20.0
A428,cuenta,Twitter::Rocha4T,Morena,1.0,Morena | Corrupcion | Americo,negativa,-0.2857,critica_oposicion,Crítica/oposición,-0.2857,5.0,9.0,21.0
A429,cuenta,YouTube::@JoseParrales-d7k,Obras,0.8542,Obras | Morena | Corrupcion,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,2.0,4.0,11.0
A430,cuenta,YouTube::@jaimevazquez9357,Prevencion,0.7719,Prevencion,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,2.0,2.0,4.0
A431,cuenta,Twitter::CerebrosG,Vialidad,1.0,Vialidad | Corrupcion,negativa,-0.2308,critica_oposicion,Crítica/oposición,-0.2308,5.0,8.0,20.0
A432,cuenta,Twitter::ErnestinaGodoy_,Morena,0.9435,Morena | Delitos | Americo | Obras | Vialidad,positiva,0.5,apoyo_defensa,Apoyo/defensa,0.5,9.0,3.0,18.0
A433,cuenta,Twitter::JoaquinGomezSev,,0.0,,negativa,-0.6364,critica_oposicion,Crítica/oposición,-0.6364,2.0,9.0,11.0
A434,cuenta,Twitter::angelamrobledo,Corrupcion,0.8746,Corrupcion,negativa,-0.5,critica_oposicion,Crítica/oposición,-0.5,1.0,3.0,4.0
A435,cuenta,Twitter::victorcabreramx,Vialidad,0.9325,Vialidad | Corrupcion | Obras,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,5.0,8.0
A436,cuenta,YouTube::@Malenaartrom57,Corrupcion,1.0,Corrupcion | Prevencion | Americo | Morena,negativa,-0.75,critica_oposicion,Crítica/oposición,-0.75,1.0,7.0,11.0
A437,cuenta,Twitter::jpaltamirano,,0.0,,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,1.0,1.0,2.0
A438,cuenta,Twitter::Eduardo_DSales,Delitos,0.9184,Delitos | Prevencion,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,1.0,3.0
A439,cuenta,Twitter::HaniaSieraDavid,Alumbrado,0.9984,Alumbrado,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,3.0,4.0
A440,cuenta,YouTube::@JosueDelangel-z5f,,0.0,,positiva,0.5,apoyo_defensa,Apoyo/defensa,0.5,3.0,1.0,4.0
A441,cuenta,Twitter::JCFloriant,Basura,0.8085,Basura | Agua | Obras,negativa,-0.2,critica_oposicion,Crítica/oposición,-0.2,2.0,3.0,6.0
A442,cuenta,YouTube::@Eltrokerosolitario,Corrupcion,0.9097,Corrupcion | Delitos,negativa,-0.75,critica_oposicion,Crítica/oposición,-0.75,1.0,7.0,8.0
A443,cuenta,Twitter::Guillogo_,Morena,0.7627,Morena | Delitos,positiva,0.5556,apoyo_defensa,Apoyo/defensa,0.5556,7.0,2.0,11.0
A444,cuenta,Twitter::analydiamonaco,,0.0,,neutral,0.0,sin_postura,Sin postura,0.0,0.0,0.0,0.0
A445,cuenta,Twitter::_RoqueCastro,,0.0,,negativa,-0.25,critica_oposicion,Crítica/oposición,-0.25,3.0,5.0,8.0
A446,cuenta,Twitter::lagorda833,Agua,0.7652,Agua,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,4.0,4.0
A447,cuenta,Twitter::AndreaChavezTre,Delitos,1.0,Delitos | Morena | Prevencion,mixta,-0.0769,mixta_disputa,Mixta/disputa,-0.0769,12.0,14.0,31.0
A448,cuenta,Twitter::isain,Delitos,0.7098,Delitos | Morena | Vialidad | Prevencion | Alumbrado,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,6.0,12.0,22.0
A449,cuenta,Twitter::chadorinah,Delitos,1.0,Delitos | Morena,positiva,0.3333,apoyo_defensa,Apoyo/defensa,0.3333,4.0,2.0,8.0
A450,cuenta,YouTube::@anamariaestebaneshernandez2411,Morena,0.9712,Morena | Delitos | Corrupcion | Prevencion,negativa,-0.5714,critica_oposicion,Crítica/oposición,-0.5714,3.0,11.0,18.0
A451,cuenta,Twitter::ghitis,Corrupcion,0.788,Corrupcion | Morena,positiva,0.25,apoyo_defensa,Apoyo/defensa,0.25,5.0,3.0,8.0
A452,cuenta,Twitter::rcnradio,Delitos,0.9338,Delitos | Morena | Alumbrado | Corrupcion | Vialidad,mixta,-0.1667,mixta_disputa,Mixta/disputa,-0.1667,5.0,7.0,18.0
A453,cuenta,YouTube::@jorgebravo9712,Corrupcion,0.8746,Corrupcion,negativa,-0.6,critica_oposicion,Crítica/oposición,-0.6,1.0,4.0,5.0
A454,cuenta,YouTube::@Ljusticis77-ym9wf,Morena,0.9435,Morena | Corrupcion,mixta,-0.1429,mixta_disputa,Mixta/disputa,-0.1429,3.0,4.0,7.0
A455,cuenta,Twitter::Sunny_s4n,,0.0,,negativa,-0.7778,critica_oposicion,Crítica/oposición,-0.7778,1.0,8.0,9.0
A456,cuenta,Twitter::SocCivilMx,Morena,0.9435,Morena | Delitos,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,2.0,4.0,7.0
A457,cuenta,Twitter::mvinicioag,Delitos,1.0,Delitos | Morena,negativa,-0.4286,critica_oposicion,Crítica/oposición,-0.4286,2.0,5.0,8.0
A458,cuenta,Twitter::monikquinterog,Morena,0.9435,Morena | Corrupcion | Delitos | Prevencion,mixta,-0.1111,mixta_disputa,Mixta/disputa,-0.1111,4.0,5.0,10.0
A459,cuenta,Twitter::___tupadre,Morena,0.9712,Morena,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,4.0,0.0,6.0
A460,cuenta,Twitter::hurgamemoriaPE,Prevencion,1.0,Prevencion,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,2.0,2.0,5.0
A461,cuenta,YouTube::@carlosh6132,Delitos,0.7514,Delitos | Morena,negativa,-0.6,critica_oposicion,Crítica/oposición,-0.6,1.0,4.0,5.0
A462,cuenta,YouTube::@ErnestoJimenez-mm1zt,Morena,0.9435,Morena | Vialidad | Corrupcion,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,4.0,0.0,6.0
A463,cuenta,YouTube::@cesarchamichume2042,Morena,0.9435,Morena,positiva,0.6,apoyo_defensa,Apoyo/defensa,0.6,4.0,1.0,5.0
A464,cuenta,Twitter::EstebanMerchan7,Corrupcion,0.996,Corrupcion | Morena,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,5.0,10.0,18.0
A465,cuenta,Twitter::ManuelV2872313,Delitos,1.0,Delitos | Morena | Corrupcion,positiva,0.4,apoyo_defensa,Apoyo/defensa,0.4,7.0,3.0,14.0
A466,cuenta,Twitter::@MoroleonNews,Delitos,1.0,Delitos,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,4.0,0.0,8.0
A467,cuenta,Twitter::ComandoChavin,Morena,0.7299,Morena,mixta,-0.0769,mixta_disputa,Mixta/disputa,-0.0769,6.0,7.0,13.0
A468,cuenta,Twitter::LaRed_Py,Delitos,1.0,Delitos | Prevencion,mixta,-0.1429,mixta_disputa,Mixta/disputa,-0.1429,3.0,4.0,9.0
A469,cuenta,Twitter::MoniMacha,Delitos,1.0,Delitos | Obras | Prevencion | Corrupcion,positiva,0.5,apoyo_defensa,Apoyo/defensa,0.5,3.0,1.0,8.0
A470,cuenta,Twitter::PattyGallegosNY,Delitos,1.0,Delitos,positiva,0.6,apoyo_defensa,Apoyo/defensa,0.6,4.0,1.0,7.0
A471,cuenta,Twitter::JuanCaMunozA,Delitos,1.0,Delitos,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,1.0,2.0,6.0
A472,cuenta,Twitter::@carlos_ramones,,0.0,,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,3.0,3.0,6.0
A473,cuenta,YouTube::@MiguelOrtega-v7i,Basura,1.0,Basura | Corrupcion | Prevencion | Morena,negativa,-0.6364,critica_oposicion,Crítica/oposición,-0.6364,2.0,9.0,12.0
A474,cuenta,YouTube::@rebeckacampbell2782,Morena,1.0,Morena | Corrupcion,positiva,0.6667,apoyo_defensa,Apoyo/defensa,0.6667,5.0,1.0,7.0
A475,cuenta,Twitter::Pedroelgrande74,Prevencion,1.0,Prevencion,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,1.0,1.0,3.0
A476,cuenta,Twitter::@MagdaDe86897296,Americo,0.9252,Americo,negativa,-1.0,critica_oposicion,Crítica/oposición,-1.0,0.0,3.0,4.0
A477,cuenta,Twitter::PoleoRafael,Corrupcion,0.7213,Corrupcion | Basura | Prevencion,negativa,-0.25,critica_oposicion,Crítica/oposición,-0.25,3.0,5.0,9.0
A478,cuenta,YouTube::@ConsueloLopez-f3p,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,11.0,0.0,11.0
A479,cuenta,Twitter::videitomanda,,0.0,,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,1.0,2.0,3.0
A480,cuenta,Twitter::rataneda,,0.0,,negativa,-0.5,critica_oposicion,Crítica/oposición,-0.5,1.0,3.0,4.0
A481,cuenta,Twitter::MamelaFialloFlo,Corrupcion,0.9123,Corrupcion | Obras,mixta,-0.1765,mixta_disputa,Mixta/disputa,-0.1765,7.0,10.0,18.0
A482,cuenta,Twitter::ManuelGaleazz1R,Delitos,1.0,Delitos | Obras,mixta,0.0,mixta_disputa,Mixta/disputa,0.0,3.0,3.0,8.0
A483,cuenta,YouTube::@francisreyes9315,Obras,0.8319,Obras,positiva,0.6667,apoyo_defensa,Apoyo/defensa,0.6667,5.0,1.0,7.0
A484,cuenta,YouTube::@adrianvalverde6355,Delitos,0.9013,Delitos | Americo,negativa,-0.375,critica_oposicion,Crítica/oposición,-0.375,5.0,11.0,19.0
A485,cuenta,YouTube::@julian260674,Obras,0.8884,Obras | Vialidad | Delitos | Morena | Agua,negativa,-0.2308,critica_oposicion,Crítica/oposición,-0.2308,5.0,8.0,17.0
A486,cuenta,Twitter::EniorJimenez,Alumbrado,0.9984,Alumbrado | Americo,positiva,0.5,apoyo_defensa,Apoyo/defensa,0.5,3.0,1.0,6.0
A487,cuenta,Twitter::Molly2397,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,5.0,0.0,5.0
A488,cuenta,YouTube::@arandaimagenes,Morena,1.0,Morena,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,3.0,6.0,11.0
A489,cuenta,YouTube::@alegrate-sandrabt3872,Obras,0.941,Obras,positiva,0.6,apoyo_defensa,Apoyo/defensa,0.6,4.0,1.0,7.0
A490,cuenta,YouTube::@FranciscoRodriguez-zr6tz,,0.0,,negativa,-0.4286,critica_oposicion,Crítica/oposición,-0.4286,2.0,5.0,7.0
A491,cuenta,Twitter::NanoDante6,Corrupcion,0.6297,Corrupcion,positiva,0.2,apoyo_defensa,Apoyo/defensa,0.2,3.0,2.0,6.0
A492,cuenta,YouTube::@culturaartes,Delitos,1.0,Delitos | Prevencion,positiva,0.2,apoyo_defensa,Apoyo/defensa,0.2,3.0,2.0,7.0
A493,cuenta,YouTube::@SalvadorRivas-mg2pz,Delitos,1.0,Delitos,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,1.0,2.0,4.0
A494,cuenta,Twitter::Cnajera22,Corrupcion,1.0,Corrupcion | Delitos | Morena,negativa,-0.4545,critica_oposicion,Crítica/oposición,-0.4545,3.0,8.0,13.0
A495,cuenta,Twitter::AndresJRendonC,Delitos,1.0,Delitos | Corrupcion | Vialidad | Prevencion,negativa,-0.2,critica_oposicion,Crítica/oposición,-0.2,2.0,3.0,8.0
A496,cuenta,Twitter::@MuroPoliticoMX,Obras,0.941,Obras | Americo | Vialidad | Prevencion | Delitos | Corrupcion | Morena | Agua | Alumbrado | Basura,mixta,0.1429,mixta_disputa,Mixta/disputa,0.1429,52.0,39.0,140.0
A497,cuenta,Twitter::@mas_tamaulipas,Obras,0.8549,Obras | Americo | Vialidad | Prevencion,positiva,0.3571,apoyo_defensa,Apoyo/defensa,0.3571,19.0,9.0,32.0
A498,cuenta,Twitter::@TamaulipasHabla,Obras,0.8917,Obras | Delitos | Americo | Corrupcion | Vialidad | Morena | Prevencion | Alumbrado | Basura,negativa,-0.2444,critica_oposicion,Crítica/oposición,-0.2444,17.0,28.0,66.0
A499,cuenta,Twitter::cendyrobles,Americo,1.0,Americo | Obras,positiva,0.3913,apoyo_defensa,Apoyo/defensa,0.3913,16.0,7.0,25.0
A500,cuenta,Twitter::@lacapital2006,Americo,0.9807,Americo | Obras | Prevencion | Agua | Morena | Delitos,positiva,0.5556,apoyo_defensa,Apoyo/defensa,0.5556,14.0,4.0,33.0
A501,cuenta,Twitter::@TvAstronoticias,Vialidad,0.9944,Vialidad | Obras | Prevencion | Americo | Morena,mixta,0.0769,mixta_disputa,Mixta/disputa,0.0769,7.0,6.0,26.0
A502,cuenta,Twitter::@ReporteraDaisy,Obras,1.0,Obras | Prevencion | Delitos | Americo | Morena | Corrupcion | Alumbrado | Agua,positiva,0.4222,apoyo_defensa,Apoyo/defensa,0.4222,32.0,13.0,66.0
A503,cuenta,Twitter::@tomasbriones,Prevencion,1.0,Prevencion | Americo,positiva,0.5,apoyo_defensa,Apoyo/defensa,0.5,12.0,4.0,20.0
A504,cuenta,Twitter::@EjeConurbado,Americo,1.0,Americo | Obras | Prevencion | Delitos | Vialidad | Morena | Agua,mixta,0.1818,mixta_disputa,Mixta/disputa,0.1818,26.0,18.0,92.0
A505,cuenta,Twitter::TraidoresConAVA,Prevencion,0.9215,Prevencion | Obras | Americo | Vialidad | Basura | Delitos,mixta,0.1765,mixta_disputa,Mixta/disputa,0.1765,20.0,14.0,44.0
A506,cuenta,Twitter::@RadioUAT,Obras,0.9944,Obras | Corrupcion,positiva,0.4545,apoyo_defensa,Apoyo/defensa,0.4545,8.0,3.0,16.0
A507,cuenta,Twitter::NoresteDigital,Americo,0.9807,Americo | Obras | Prevencion,positiva,0.8571,apoyo_defensa,Apoyo/defensa,0.8571,13.0,1.0,22.0
A508,cuenta,Twitter::@laexpresionmx,Obras,0.9393,Obras | Americo | Prevencion | Delitos | Morena | Basura,positiva,0.2,apoyo_defensa,Apoyo/defensa,0.2,12.0,8.0,31.0
A509,cuenta,Twitter::@vhmtzrmz,Americo,1.0,Americo | Delitos | Corrupcion | Morena | Vialidad | Agua,mixta,0.1429,mixta_disputa,Mixta/disputa,0.1429,8.0,6.0,27.0
A510,cuenta,Twitter::tomasbriones,Obras,1.0,Obras | Americo | Prevencion,positiva,0.2,apoyo_defensa,Apoyo/defensa,0.2,6.0,4.0,15.0
A511,cuenta,Twitter::@NoresteDigital,Morena,0.9112,Morena | Obras,positiva,0.5556,apoyo_defensa,Apoyo/defensa,0.5556,7.0,2.0,10.0
A512,cuenta,Twitter::@LaRedAltamiraMx,Americo,0.9807,Americo | Obras | Prevencion | Vialidad | Agua | Morena,positiva,0.625,apoyo_defensa,Apoyo/defensa,0.625,13.0,3.0,38.0
A513,cuenta,Twitter::@VoxPopuliNoti,Obras,1.0,Obras | Americo | Prevencion | Morena | Delitos | Vialidad | Agua | Corrupcion | Alumbrado | Basura,positiva,0.5405,apoyo_defensa,Apoyo/defensa,0.5405,285.0,85.0,590.0
A514,cuenta,Twitter::VoxPopuliNoti,Americo,1.0,Americo | Obras | Prevencion | Vialidad | Morena | Delitos | Corrupcion | Basura | Agua,positiva,0.4404,apoyo_defensa,Apoyo/defensa,0.4404,139.0,54.0,350.0
A515,cuenta,Twitter::@Jaume_Osante,Obras,0.9944,Obras | Prevencion | Vialidad | Morena | Americo | Delitos | Corrupcion | Basura | Agua | Alumbrado,positiva,0.6647,apoyo_defensa,Apoyo/defensa,0.6647,139.0,28.0,240.0
A516,cuenta,Twitter::yosoytampico,Vialidad,1.0,Vialidad | Alumbrado | Prevencion | Agua | Obras | Basura | Corrupcion,negativa,-0.6053,critica_oposicion,Crítica/oposición,-0.6053,30.0,122.0,337.0
A517,cuenta,Twitter::@gruponoticiaspc,Americo,1.0,Americo | Obras | Prevencion | Morena | Vialidad | Agua | Delitos | Corrupcion,positiva,0.4722,apoyo_defensa,Apoyo/defensa,0.4722,53.0,19.0,129.0
A518,cuenta,Twitter::@OscarMalibran,Americo,1.0,Americo | Obras | Prevencion | Vialidad | Morena,positiva,0.3803,apoyo_defensa,Apoyo/defensa,0.3803,49.0,22.0,99.0
A519,cuenta,Twitter::@HOYTamaulipas,Obras,0.9393,Obras | Prevencion | Morena | Vialidad | Delitos | Agua | Americo,positiva,0.5,apoyo_defensa,Apoyo/defensa,0.5,21.0,7.0,43.0
A520,cuenta,Twitter::@RevistaDebateMX,Obras,0.8917,Obras | Prevencion | Vialidad | Agua | Morena | Americo | Corrupcion,positiva,0.6,apoyo_defensa,Apoyo/defensa,0.6,36.0,9.0,72.0
A521,cuenta,Twitter::@necaxamor,Morena,0.9712,Morena | Corrupcion | Delitos | Obras | Vialidad,negativa,-0.4805,critica_oposicion,Crítica/oposición,-0.4805,20.0,57.0,91.0
A522,cuenta,Twitter::@yosoytampico,Vialidad,1.0,Vialidad | Agua | Alumbrado | Basura | Delitos | Obras | Americo | Prevencion,negativa,-0.4634,critica_oposicion,Crítica/oposición,-0.4634,11.0,30.0,70.0
A523,cuenta,Twitter::AlcaldesMexico,Obras,1.0,Obras | Prevencion | Morena | Vialidad,positiva,0.7273,apoyo_defensa,Apoyo/defensa,0.7273,19.0,3.0,36.0
A524,cuenta,Twitter::EduardoVizMar,Americo,1.0,Americo | Prevencion | Obras | Morena | Delitos,positiva,0.5,apoyo_defensa,Apoyo/defensa,0.5,18.0,6.0,50.0
A525,cuenta,Twitter::@MilenioTam,Americo,1.0,Americo | Prevencion | Vialidad | Obras | Alumbrado,mixta,-0.12,mixta_disputa,Mixta/disputa,-0.12,11.0,14.0,34.0
A526,cuenta,Twitter::@88hh8888,Obras,0.941,Obras | Basura | Vialidad | Agua | Delitos,negativa,-0.4211,critica_oposicion,Crítica/oposición,-0.4211,11.0,27.0,52.0
A527,cuenta,Twitter::@spyk3304,Americo,0.9807,Americo | Corrupcion | Delitos | Obras | Morena | Prevencion,mixta,-0.1892,mixta_disputa,Mixta/disputa,-0.1892,15.0,22.0,77.0
A528,cuenta,Twitter::Devesa_News,Vialidad,1.0,Vialidad | Basura | Agua | Delitos | Corrupcion | Morena | Obras | Prevencion,negativa,-0.5714,critica_oposicion,Crítica/oposición,-0.5714,9.0,33.0,55.0
A529,cuenta,Twitter::TampicoViral,Americo,0.9807,Americo | Corrupcion | Delitos | Morena | Agua | Prevencion | Vialidad | Obras,mixta,-0.1333,mixta_disputa,Mixta/disputa,-0.1333,13.0,17.0,73.0
A530,cuenta,Twitter::@Devesa_News,Vialidad,1.0,Vialidad | Basura | Agua | Morena | Corrupcion | Prevencion | Obras,negativa,-0.7255,critica_oposicion,Crítica/oposición,-0.7255,7.0,44.0,66.0
A531,cuenta,Facebook::Aj Segovia,Obras,0.9393,Obras | Morena | Delitos | Prevencion,positiva,0.7895,apoyo_defensa,Apoyo/defensa,0.7895,17.0,2.0,27.0
A532,cuenta,Facebook::Instituto de la Juventud Tampico,Obras,0.6402,Obras,positiva,0.4667,apoyo_defensa,Apoyo/defensa,0.4667,11.0,4.0,16.0
A533,cuenta,Twitter::MG_MOLINAM,Obras,1.0,Obras | Delitos | Morena | Alumbrado | Vialidad | Corrupcion,mixta,0.0435,mixta_disputa,Mixta/disputa,0.0435,12.0,11.0,33.0
A534,cuenta,Facebook::Armando Gonzalez,,0.0,,positiva,1.0,apoyo_defensa,Apoyo/defensa,1.0,9.0,0.0,9.0
A535,cuenta,YouTube::@pedropaezrivera9667,Prevencion,1.0,Prevencion | Obras,positiva,0.2,apoyo_defensa,Apoyo/defensa,0.2,9.0,6.0,21.0
A536,cuenta,YouTube::@PasZeRey,Delitos,0.8049,Delitos | Corrupcion,positiva,0.3333,apoyo_defensa,Apoyo/defensa,0.3333,6.0,3.0,12.0
A537,cuenta,YouTube::@BelkisPrato,Prevencion,0.8136,Prevencion | Vialidad,negativa,-0.2,critica_oposicion,Crítica/oposición,-0.2,4.0,6.0,13.0
A538,cuenta,Twitter::micorazonenyamb,Morena,0.9435,Morena | Obras | Alumbrado | Prevencion | Delitos,mixta,-0.125,mixta_disputa,Mixta/disputa,-0.125,7.0,9.0,18.0
A539,cuenta,YouTube::@barbararosalinda,Morena,0.9112,Morena,positiva,0.4545,apoyo_defensa,Apoyo/defensa,0.4545,8.0,3.0,12.0
A540,cuenta,YouTube::@ma.concepcioncardona6086,Obras,0.9454,Obras | Corrupcion,positiva,0.8333,apoyo_defensa,Apoyo/defensa,0.8333,11.0,1.0,20.0
A541,cuenta,YouTube::@maryibarra359,Morena,1.0,Morena | Delitos,negativa,-0.3333,critica_oposicion,Crítica/oposición,-0.3333,2.0,4.0,8.0
