tema_id,sub_id,comunidad_cod,n_palabras,n_aristas,densidad,grado_medio,grado_max,asortatividad_peso,color
32,2,320002,9,14,0.3889,3.11,7,-0.418,#98df8a
32,3,320003,7,12,0.5714,3.43,6,-0.589,#98df8a
32,4,320004,9,12,0.3333,2.67,5,-0.466,#98df8a
32,5,320005,10,10,0.2222,2.0,4,-0.457,#98df8a
32,6,320006,7,9,0.4286,2.57,6,-0.582,#98df8a
32,7,320007,5,6,0.6,2.4,4,-0.718,#98df8a
32,8,320008,7,8,0.381,2.29,6,-0.782,#98df8a
32,9,320009,10,3,0.0667,0.6,1,1.0,#98df8a
32,10,320010,8,8,0.2857,2.0,5,-0.494,#98df8a
32,11,320011,7,5,0.2381,1.43,3,-0.641,#98df8a
32,12,320012,7,4,0.1905,1.14,2,0.0,#98df8a
32,13,320013,7,4,0.1905,1.14,2,0.129,#98df8a
32,14,320014,5,4,0.4,1.6,3,-0.441,#98df8a
32,15,320015,3,2,0.6667,1.33,2,-0.914,#98df8a
32,16,320016,2,1,1.0,1.0,1,,#98df8a
32,17,320017,3,2,0.6667,1.33,2,-0.976,#98df8a
33,0,330000,3,3,1.0,2.0,2,-0.5,#ff9896
33,1,330001,8,12,0.4286,3.0,6,-0.678,#ff9896
33,2,330002,13,12,0.1538,1.85,6,-0.584,#ff9896
33,3,330003,11,16,0.2909,2.91,8,-0.342,#ff9896
33,4,330004,6,8,0.5333,2.67,5,-0.766,#ff9896
33,5,330005,6,6,0.4,2.0,5,-0.492,#ff9896
33,6,330006,5,8,0.8,3.2,4,-0.509,#ff9896
33,7,330007,12,8,0.1212,1.33,6,-0.668,#ff9896
33,8,330008,5,9,0.9,3.6,4,-0.304,#ff9896
33,9,330009,5,4,0.4,1.6,4,-0.952,#ff9896
33,10,330010,6,7,0.4667,2.33,4,-0.241,#ff9896
33,11,330011,5,6,0.6,2.4,4,-0.652,#ff9896
33,12,330012,4,3,0.5,1.5,3,-0.871,#ff9896
33,13,330013,7,6,0.2857,1.71,5,-0.75,#ff9896
33,14,330014,7,6,0.2857,1.71,2,0.013,#ff9896
33,15,330015,3,3,1.0,2.0,2,-0.5,#ff9896
33,16,330016,4,4,0.6667,2.0,3,-0.269,#ff9896
33,18,330018,3,3,1.0,2.0,2,-0.5,#ff9896
33,19,330019,3,3,1.0,2.0,2,-0.5,#ff9896
33,20,330020,5,4,0.4,1.6,3,-0.56,#ff9896
33,-1,339999,12,51,0.7727,8.5,11,-0.238,#ff9896
34,0,340000,12,45,0.6818,7.5,10,-0.22,#c5b0d5
34,1,340001,11,22,0.4,4.0,8,-0.234,#c5b0d5
34,2,340002,9,18,0.5,4.0,7,-0.445,#c5b0d5
34,3,340003,9,15,0.4167,3.33,6,-0.269,#c5b0d5
34,4,340004,11,15,0.2727,2.73,9,-0.729,#c5b0d5
34,5,340005,10,11,0.2444,2.2,7,-0.622,#c5b0d5
34,6,340006,4,4,0.6667,2.0,3,0.207,#c5b0d5
34,7,340007,8,6,0.2143,1.5,3,-0.612,#c5b0d5
34,8,340008,5,2,0.2,0.8,2,-0.961,#c5b0d5
34,9,340009,4,3,0.5,1.5,2,-0.475,#c5b0d5
34,10,340010,4,1,0.1667,0.5,1,,#c5b0d5
34,11,340011,2,1,1.0,1.0,1,,#c5b0d5
