source,target,weight
carpintero,laguna,211
fuerte,viento,61
abrir,puerta,57
existir,informacion,50
frente,frio,50
informacion,poblacion,44
evitar,poblacion,41
forma,informacion,36
evitar,forma,36
evitar,informacion,36
fuerte,proteger,36
frente,fuerte,35
indicar,poblacion,35
necesario,poblacion,34
informacion,registro,33
forma,poblacion,32
cual,viento,31
existir,fuerte,30
base,informacion,30
fuerte,intenso,30
abrir,informacion,29
abrir,proteger,29
forma,proteger,28
existir,forma,27
laguna,sitio,27
intenso,viento,27
informacion,necesario,27
evitar,proteger,26
informacion,minuto,25
abrir,fuerte,25
rector,uat,25
existir,poblacion,25
cual,existir,24
existir,proteger,24
informacion,proteger,24
frente,informacion,23
cual,fuerte,23
forma,fuerte,22
abrir,evitar,22
existir,frente,22
colocar,evitar,22
abrir,existir,21
abrir,necesario,21
poblacion,proteger,21
laguna,puerta,21
informacion,solicitar,21
forma,indicar,21
laguna,poblacion,20
fuerte,indicar,20
informacion,obtener,19
abrir,forma,19
frente,necesario,19
frente,poblacion,19
abrir,frente,19
evitar,frente,19
existir,indicar,19
indicar,laguna,19
exponer,indicar,19
evitar,existir,18
cual,informacion,18
fuerte,informacion,18
constante,fuerte,18
fuerte,necesario,18
informacion,laguna,18
evitar,indicar,18
frio,viento,17
informacion,obligar,17
frente,proteger,17
evitar,solicitar,17
fuerte,victoria,17
uat,victoria,17
frente,llegada,16
fuerte,precaucion,16
forma,frente,16
frente,puerta,16
constante,laguna,16
evitar,fuerte,16
evitar,sitio,16
forma,registro,16
indicar,informacion,16
exponer,poblacion,15
combatir,informacion,15
cual,poblacion,15
abrir,laguna,15
evitar,precaucion,15
informacion,lunes,15
frio,informacion,15
evitar,laguna,15
evitar,necesario,15
indicar,sitio,15
existir,registro,14
exhortar,poblacion,14
forma,solicitar,14
evitar,exhortar,14
indicar,registro,14
fuerte,lunes,14
poblacion,precaucion,14
frente,minuto,14
forma,frio,14
evitar,registro,14
forma,necesario,13
auto,existir,13
fuerte,minuto,13
carpintero,sitio,13
cual,evitar,13
necesario,proteger,13
forma,lunes,13
frente,viento,13
abrir,poblacion,13
informacion,victoria,13
frio,fuerte,13
existir,necesario,13
exponer,forma,13
abrir,obtener,13
frente,indicar,13
base,registro,13
fuerte,llegada,13
precaucion,viento,13
colocar,indicar,13
exhortar,precaucion,13
frente,victoria,12
existir,resto,12
existir,exponer,12
constante,existir,12
laguna,proteger,12
carril,motociclista,12
poblacion,puerta,12
base,poblacion,12
confianza,fuerte,12
estructura,evitar,12
informacion,oportuno,12
frente,lunes,12
lunes,necesario,12
forma,sitio,12
informacion,sucio,12
indicar,solicitar,12
forma,penal,12
frente,obtener,12
cual,forma,12
victoria,viento,12
base,indicar,12
forma,obtener,11
combatir,proteger,11
existir,minuto,11
abrir,exponer,11
abrir,indicar,11
existir,obligar,11
poblacion,registro,11
constante,poblacion,11
minuto,victoria,11
evitar,intenso,11
existir,humanismo,11
constante,proteger,11
cual,proteger,11
base,proteger,11
fuerte,poblacion,11
combatir,existir,11
carril,indicar,11
auto,necesario,11
informacion,precaucion,11
forma,vigente,11
obtener,proteger,11
conforme,informacion,11
indicar,necesario,11
cual,indicar,11
carpintero,indicar,11
resto,sitio,11
indicar,viento,11
indicar,victoria,11
indicar,llegada,11
existir,solicitar,10
poblacion,sitio,10
abrir,cual,10
base,forma,10
constante,forma,10
frio,llegada,10
forma,laguna,10
abrir,carpintero,10
poblacion,victoria,10
confianza,informacion,10
estructura,fuerte,10
fuerte,solicitar,10
estructura,indicar,10
lunes,viento,10
cual,victoria,10
colocar,informacion,10
frente,solicitar,10
necesario,victoria,10
abrir,victoria,10
intenso,precaucion,10
informacion,sitio,10
estructura,forma,10
estructura,informacion,10
lunes,minuto,10
fuerte,tendencia,10
forma,llegada,10
combatir,necesario,10
colocar,forma,10
motociclista,reglamento,10
evitar,vigente,10
existir,sitio,10
indicar,obtener,10
existir,llegada,10
frente,sitio,9
estructura,frente,9
abrir,minuto,9
