source,target,weight
tamaulipas,tampico,2520
ciudad,tampico,2053
madero,tampico,848
ciudad,tamaulipas,749
altamira,tampico,691
ciudad,madero,575
altamira,tamaulipas,413
altamira,madero,394
madero,tamaulipas,367
reynosa,tamaulipas,357
matamoros,tamaulipas,324
matamoros,reynosa,287
matamoros,tampico,273
cdvictoria,tamaulipas,269
altamira,ciudad,261
cdvictoria,tampico,247
reynosa,tampico,209
altamira,matamoros,162
altamira,reynosa,152
nuevolaredo,reynosa,152
tampico,turista,133
matamoros,nuevolaredo,130
altamira,cdvictoria,123
responsabilidad,tampico,123
altamira,nuevolaredo,121
cdmadero,tampico,118
cdvictoria,reynosa,117
altamira,cdmadero,104
cdvictoria,matamoros,100
nuevolaredo,tamaulipas,95
leer,tampico,90
cdmx,tampico,88
cdmadero,cdvictoria,86
cdmadero,tamaulipas,85
ciudad,turista,84
cdmadero,reynosa,77
ciudad,reynosa,75
cdmadero,matamoros,73
ciudad,matamoros,71
cdmx,tamaulipas,67
nuevolaredo,tampico,66
madero,reynosa,57
cdvictoria,nuevolaredo,56
cdmx,ciudad,56
tamaulipas,turista,56
cdvictoria,madero,55
mante,tampico,54
madero,matamoros,48
responsabilidad,tamaulipas,46
ciudad,responsabilidad,44
madero,nuevolaredo,41
mante,tamaulipas,36
ciudad,mante,36
cdmx,madero,34
altamira,mante,33
ciudad,leer,31
madero,turista,29
madero,mante,28
altamira,cdmx,28
contenido,tamaulipas,26
cruce,tampico,24
motocicleta,tampico,20
aldama,ciudad,20
leer,tamaulipas,18
historicamente,tampico,18
ciudad,cruce,17
cdvictoria,ciudad,16
contenido,tampico,16
tampico,whatsapp,15
mante,reynosa,15
cdmadero,nuevolaredo,14
ciudad,contenido,14
tamaulipas,television,13
motocicleta,tamaulipas,13
ciudad,motocicleta,13
tampico,television,13
cdmx,cdvictoria,13
aldama,altamira,12
cdmx,mante,12
ciudad,historicamente,12
historicamente,tamaulipas,12
empresarios,tampico,12
leer,madero,11
reaccionar,tampico,11
cdmx,matamoros,11
sanidad,tampico,11
cdmx,turista,11
madero,responsabilidad,10
mante,matamoros,10
cdmadero,madero,9
mante,motocicleta,9
cdvictoria,leer,8
aldama,madero,8
ciudad,reaccionar,8
motocicleta,responsabilidad,8
tamaulipas,terrorismo,8
influencer,tampico,8
cdmadero,cdmx,8
ciudad,television,7
empresarios,tamaulipas,7
cdmx,reynosa,7
reaccionar,tamaulipas,7
cruce,matamoros,7
aldama,tampico,6
leer,matamoros,6
one,tampico,6
cruce,madero,6
altamira,turista,6
cruce,tamaulipas,6
altamira,leer,5
cdmx,leer,5
cdmx,contenido,5
leer,reynosa,5
ciudad,empresarios,5
aldama,tamaulipas,5
altamira,responsabilidad,5
cdmx,nuevolaredo,5
ciudad,nuevolaredo,5
altamira,contenido,5
ciudad,influencer,5
amp,one,5
motocicleta,reynosa,5
cdmadero,ciudad,4
contenido,reynosa,4
contenido,madero,4
aldama,cdmx,4
leer,reaccionar,4
reaccionar,reynosa,4
responsabilidad,vino,4
contenido,responsabilidad,4
school,tampico,4
television,turista,4
ciudad,whatsapp,4
altamira,motocicleta,4
cdmadero,leer,3
historicamente,terrorismo,3
amp,cdmx,3
aldama,mante,3
cdmx,motocicleta,3
leer,turista,3
leer,vino,3
madero,reaccionar,3
contenido,reaccionar,3
ciudad,vino,3
cdmx,whatsapp,3
ciudad,terrorismo,3
contenido,influencer,3
amp,ciudad,3
cdmx,terrorismo,3
sanidad,tamaulipas,3
cdmx,responsabilidad,3
tamaulipas,whatsapp,3
reynosa,terrorismo,3
matamoros,responsabilidad,3
madero,television,3
madero,motocicleta,3
reaccionar,turista,2
contenido,leer,2
leer,responsabilidad,2
cdvictoria,television,2
reynosa,television,2
contenido,vino,2
cdmx,cruce,2
cruce,motocicleta,2
aldama,contenido,2
aldama,reynosa,2
one,tamaulipas,2
tampico,terrorismo,2
altamira,reaccionar,2
influencer,tamaulipas,2
cdmx,one,2
ciudad,school,2
contenido,one,2
aldama,matamoros,2
reaccionar,terrorismo,2
cdmx,television,2
leer,motocicleta,2
leer,terrorismo,2
responsabilidad,television,2
altamira,cruce,2
matamoros,terrorismo,2
cdvictoria,motocicleta,2
cdvictoria,mante,2
altamira,influencer,2
one,school,1
historicamente,madero,1
reynosa,school,1
aldama,school,1
altamira,school,1
altamira,historicamente,1
madero,one,1
altamira,one,1
influencer,reaccionar,1
altamira,whatsapp,1
cdmadero,whatsapp,1
aldama,turista,1
aldama,reaccionar,1
reaccionar,vino,1
aldama,vino,1
matamoros,reaccionar,1
influencer,turista,1
cdmx,influencer,1
amp,television,1
altamira,vino,1
motocicleta,reaccionar,1
one,terrorismo,1
madero,vino,1
reaccionar,responsabilidad,1
cdmx,historicamente,1
terrorismo,turista,1
one,reaccionar,1
ciudad,one,1
influencer,leer,1
leer,television,1
responsabilidad,terrorismo,1
motocicleta,terrorismo,1
cruce,reynosa,1
cdmadero,motocicleta,1
amp,cruce,1
cruce,leer,1
amp,madero,1
amp,leer,1
mante,nuevolaredo,1
altamira,sanidad,1
altamira,empresarios,1
ciudad,sanidad,1
tampico,vino,1
cruce,responsabilidad,1
cdmadero,mante,1
school,tamaulipas,1
influencer,television,1
