source,target,weight
civil,proteccion,404
estatal,seguridad,149
accion,seguridad,147
secretaria,seguridad,145
seguridad,seguro,134
proteccion,seguridad,122
accion,municipio,115
municipio,seguridad,110
estatal,municipio,108
estatal,secretaria,107
accion,proteccion,98
municipio,secretaria,96
publica,seguridad,94
civil,seguridad,90
accion,seguro,88
accion,civil,88
seguridad,vial,83
municipio,proteccion,78
civil,estatal,76
accion,secretaria,75
proteccion,secretaria,73
accion,estatal,72
civil,secretaria,69
delito,seguridad,69
estatal,proteccion,69
garantizar,seguridad,66
accion,cabo,66
continuar,municipio,66
administracion,municipio,65
accion,prevencion,64
coordinacion,seguridad,64
municipio,sistema,63
accion,permitir,63
accion,continuar,62
coordinacion,proteccion,61
cabo,municipio,59
civil,coordinacion,59
resultado,seguridad,58
civil,municipio,58
municipio,participacion,57
municipio,seguro,57
accion,contribuir,56
objetivo,seguridad,56
diverso,municipio,55
accion,administracion,55
cabildo,sesion,54
cabo,seguridad,54
ayuntamiento,municipio,54
reforzar,seguridad,53
coordinacion,estatal,53
reunion,seguridad,52
secretaria,seguro,52
publica,secretaria,52
accion,reforzar,51
movilidad,seguridad,51
accion,preventivo,50
accion,resultado,50
estrategia,seguridad,50
permitir,seguridad,50
estatal,sistema,50
permitir,seguro,50
cabo,secretaria,50
prevencion,seguridad,49
municipio,reunion,49
secretaria,sistema,49
proteccion,sistema,49
coordinacion,municipio,48
coordinacion,secretaria,48
administracion,secretaria,47
control,seguridad,47
permitir,sistema,47
accion,objetivo,46
accion,participacion,46
accion,sistema,46
municipio,permitir,45
municipio,resultado,44
seguridad,sistema,44
estatal,reunion,44
accion,conjunto,43
civil,seguro,43
civil,director,42
civil,marin,42
continuar,seguridad,42
estatal,resultado,42
accion,coordinacion,41
municipio,objetivo,41
accion,estrategia,40
accion,vial,39
director,proteccion,39
marin,proteccion,39
diverso,estatal,39
accion,coordinado,38
participacion,secretaria,38
instalacion,secretaria,38
municipio,vial,38
delito,estatal,38
conjunto,seguridad,37
director,sistema,37
institucion,seguridad,37
garantizar,objetivo,37
movilidad,vial,37
delito,prevencion,36
director,secretaria,36
director,municipio,36
diverso,seguridad,36
proteccion,seguro,36
cabo,estatal,36
accion,garantizar,36
estrategia,permitir,36
administracion,sistema,35
continuar,secretaria,35
ayuntamiento,seguridad,35
administracion,estatal,34
defensa,secretaria,34
conjunto,estatal,34
estrategia,municipio,34
estatal,publica,34
cabo,proteccion,33
diverso,secretaria,33
accion,ayuntamiento,32
civil,objetivo,32
comite,estatal,32
relacionado,seguridad,32
ayuntamiento,cabo,32
estrategia,secretaria,32
civil,sistema,32
control,municipio,32
accion,delito,31
reflejar,resultado,31
objetivo,seguro,31
garantizar,proteccion,31
proteccion,reunion,31
accion,organismo,31
garantizar,seguro,31
accion,instalacion,31
conjunto,resultado,31
resultado,secretaria,30
accion,reunion,30
institucion,municipio,30
accion,institucion,30
seguridad,tranquilidad,30
organismo,sistema,30
municipio,organismo,30
reunion,secretaria,30
permitir,secretaria,30
estatal,seguro,30
estatal,estrategia,30
ayuntamiento,secretaria,29
permitir,resultado,29
accion,reflejar,29
resultado,seguro,29
cabo,coordinacion,29
prevencion,seguro,29
delito,seguro,29
continuar,seguro,28
administracion,seguridad,28
encabezar,secretaria,28
estatal,participacion,28
accion,movilidad,28
cabo,objetivo,28
director,reunion,28
objetivo,secretaria,28
estatal,objetivo,28
instalacion,seguro,28
continuar,estatal,28
coordinacion,reunion,27
participacion,resultado,27
civil,institucion,27
instalacion,seguridad,27
director,resultado,27
cabo,seguro,27
inversion,municipio,27
relacionado,secretaria,26
conjunto,municipio,26
cabildo,municipio,26
inversion,invertir,26
cabo,civil,26
administracion,director,26
prevencion,proteccion,26
estatal,organismo,26
seguro,sistema,26
asimismo,municipio,26
permitir,proteccion,26
estatal,permitir,26
ayuntamiento,estatal,26
delito,relacionado,26
movilidad,seguro,26
institucion,seguro,26
accion,diverso,26
continuar,permitir,26
administracion,resultado,25
continuar,participacion,25
civil,prevencion,25
accion,inversion,25
civil,reunion,25
integral,sistema,25
coordinado,seguridad,25
ayuntamiento,cabildo,25
accion,encabezar,25
ayuntamiento,representacion,25
garantizar,municipio,25
capacidad,sistema,25
continuar,diverso,25
municipio,reforzar,24
administracion,ayuntamiento,24
coordinacion,permitir,24
cabo,participacion,24
objetivo,proteccion,24
cabo,encabezado,24
municipio,porteno,24
inversion,secretaria,24
administracion,objetivo,24
preventivo,proteccion,24
capacidad,municipio,24
administracion,seguro,24
accion,control,23
civil,permitir,23
prevenir,seguridad,23
municipio,sesion,23
permitir,reunion,23
representacion,seguridad,23
accion,instruccion,23
accion,prevenir,23
continuar,proteccion,23
civil,preventivo,23
accion,ordenado,23
seguro,vial,23
capacidad,permitir,23
accion,capacidad,23
administracion,continuar,22
objetivo,permitir,22
instalacion,municipio,22
defensa,seguridad,22
estrategia,resultado,22
participacion,seguridad,22
incidencia,municipio,22
encabezado,reunion,22
accion,implementar,22
director,seguridad,22
civil,continuar,22
garantizar,secretaria,22
ordenado,seguro,22
implementar,municipio,22
continuar,garantizar,22
municipio,prevencion,21
ayuntamiento,coordinacion,21
cabo,permitir,21
accion,coordinar,21
institucion,permitir,21
contribuir,permitir,21
estatal,reforzar,21
administracion,inversion,21
accion,encabezado,21
institucion,proteccion,21
objetivo,reunion,21
director,marin,21
delito,municipio,21
delito,secretaria,21
institucion,sistema,21
coordinacion,seguro,21
accion,integral,21
civil,participacion,21
secretaria,vial,21
estatal,instalacion,21
director,estatal,21
civil,diverso,21
cecodiat,prevencion,21
capacidad,inversion,21
estatal,relacionado,21
resultado,reunion,20
invertir,seguro,20
reflejar,seguro,20
administracion,cabo,20
civil,organismo,20
capacitacion,municipio,20
accion,director,20
encabezado,municipio,20
plantel,secretaria,20
disposicion,municipio,20
control,estatal,20
preventivo,seguridad,20
cabo,sistema,20
capacidad,seguridad,20
control,seguro,20
defensa,estatal,20
control,proteccion,20
proteccion,simulacro,20
coordinacion,prevencion,19
accion,cabildo,19
administracion,cabildo,19
ayuntamiento,director,19
materia,seguridad,19
encabezado,seguridad,19
administracion,invertir,19
accion,relacionado,19
diverso,sistema,19
institucion,secretaria,19
contribuir,seguridad,19
encabezar,participacion,19
instalacion,sistema,19
diverso,institucion,19
cabo,instalacion,19
encabezado,estatal,19
participacion,prevencion,19
conjunto,seguro,19
seguro,tranquilidad,19
administracion,permitir,19
objetivo,vial,19
capacidad,objetivo,19
movilidad,secretaria,19
continuar,objetivo,19
integrar,municipio,19
resultado,sistema,19
institucion,resultado,19
prevencion,reforzar,18
estrategia,reunion,18
encabezado,secretaria,18
civil,conjunto,18
encabezar,municipio,18
continuar,sistema,18
encabezar,sistema,18
director,objetivo,18
control,secretaria,18
coordinado,secretaria,18
accion,fortalecimiento,18
cabo,sesion,18
civil,control,18
municipio,proposito,18
ejercicio,municipio,18
cabo,director,18
asimismo,resultado,18
delito,diverso,18
objetivo,sistema,18
director,encabezado,18
civil,estrategia,18
diverso,permitir,18
conjunto,secretaria,18
disposicion,seguridad,18
disposicion,estatal,18
coordinado,municipio,17
cecodiat,control,17
coordinacion,resultado,17
inversion,permitir,17
consolidar,participacion,17
continuar,resultado,17
municipio,publica,17
civil,defensa,17
civil,garantizar,17
cabo,garantizar,17
prioridad,seguridad,17
ayuntamiento,sesion,17
civil,encabezado,17
instalacion,proteccion,17
integral,proteccion,17
marin,seguridad,17
estrategia,seguro,17
invertir,seguridad,17
ayuntamiento,encabezado,17
instruccion,secretaria,17
accion,sesion,17
contribuir,sistema,17
conjunto,continuar,17
municipio,representacion,17
cabo,diverso,17
administracion,instalacion,17
civil,simulacro,17
coordinado,proteccion,17
cabo,conjunto,17
instalacion,objetivo,17
materia,municipio,17
continuar,reunion,16
ayuntamiento,resultado,16
municipio,prevenir,16
cabildo,seguridad,16
integral,permitir,16
capacidad,civil,16
instruccion,proteccion,16
conjunto,proteccion,16
delito,institucion,16
institucion,participacion,16
organismo,reunion,16
organismo,seguro,16
encabezar,seguridad,16
establecer,permitir,16
ayuntamiento,participacion,16
delito,permitir,16
contribuir,municipio,16
fortalecimiento,seguridad,16
organismo,participacion,16
encabezado,objetivo,16
cabo,reunion,16
ampliar,municipio,16
garantizar,sistema,16
integral,seguridad,16
consolidar,municipio,16
participacion,proteccion,16
ayuntamiento,seguro,16
capacitacion,secretaria,16
estatal,institucion,16
conjunto,permitir,16
ampliar,permitir,16
estatal,prevencion,16
municipio,relacionado,16
estrategia,inversion,16
cecodiat,integral,15
objetivo,prevencion,15
ayuntamiento,reunion,15
administracion,encabezar,15
proteccion,reforzar,15
control,permitir,15
municipio,preventivo,15
ayuntamiento,proteccion,15
seguridad,tarea,15
coordinar,seguridad,15
materia,sistema,15
comite,municipio,15
invertir,municipio,15
contribuir,secretaria,15
organismo,permitir,15
consolidar,secretaria,15
participacion,representacion,15
ayuntamiento,marin,15
cabo,prevencion,15
accion,proposito,15
capacitacion,seguridad,15
conjunto,institucion,15
prevenir,seguro,15
objetivo,organismo,15
estrategia,proteccion,15
inversion,reunion,15
coordinacion,encabezado,15
conjunto,estrategia,15
inversion,seguro,15
administracion,reunion,15
asimismo,seguridad,15
cabo,vial,15
continuar,coordinacion,15
accion,establecer,15
capacidad,seguro,15
garantizar,permitir,15
diverso,seguro,15
permitir,relacionado,15
instalacion,institucion,15
estrategia,objetivo,15
control,prevencion,15
ejercicio,permitir,15
continuar,institucion,15
estatal,incidencia,15
accion,prioritario,14
coordinado,prevencion,14
integral,prevencion,14
estrategia,prevencion,14
coordinacion,delito,14
administracion,publica,14
civil,instruccion,14
cabo,instruccion,14
municipio,prioridad,14
encabezado,proteccion,14
accion,ejercicio,14
encabezar,estatal,14
materia,secretaria,14
institucion,plantel,14
continuar,instruccion,14
disposicion,diverso,14
accion,materia,14
establecer,municipio,14
garantizar,institucion,14
ayuntamiento,organismo,14
prevencion,secretaria,14
capacitacion,objetivo,14
civil,instalacion,14
capacitacion,institucion,14
organismo,resultado,14
institucion,objetivo,14
ayuntamiento,estrategia,14
diverso,proteccion,14
proposito,seguridad,14
administracion,reflejar,14
movilidad,objetivo,14
continuar,contribuir,14
municipio,reflejar,14
director,permitir,14
control,sistema,14
estatal,sesion,14
coordinacion,objetivo,14
patrimonio,tranquilidad,14
integral,seguro,14
civil,relacionado,13
prevencion,reunion,13
inversion,objetivo,13
coordinar,municipio,13
coordinado,participacion,13
coordinado,resultado,13
cabildo,encabezado,13
administracion,contribuir,13
administracion,civil,13
instruccion,objetivo,13
director,instalacion,13
continuar,estrategia,13
estatal,materia,13
organismo,seguridad,13
conjunto,participacion,13
cabildo,reunion,13
participacion,sistema,13
diverso,relacionado,13
diverso,participacion,13
coordinado,seguro,13
encabezado,representacion,13
cabo,prevenir,13
accion,destinado,13
patrimonio,seguridad,13
delito,disminuir,13
ampliar,estrategia,13
ayuntamiento,permitir,13
objetivo,participacion,13
continuar,delito,13
estatal,tranquilidad,13
accion,disminuir,13
diverso,objetivo,13
estatal,prioridad,13
civil,coordinado,13
capacitacion,certificacion,13
participacion,reunion,13
disminuir,municipio,13
accion,defensa,13
cabo,continuar,13
organismo,secretaria,13
instalacion,vial,13
reforzar,secretaria,13
implementar,sistema,13
capacidad,institucion,13
continuar,vial,13
simulacro,sistema,13
cabo,estrategia,13
plantel,sistema,13
contribuir,coordinacion,13
especializado,municipio,13
ejercicio,simulacro,13
conjunto,encabezado,13
director,diverso,13
participacion,permitir,13
delito,sistema,13
capacitacion,estatal,13
continuar,relacionado,13
invertir,secretaria,13
accion,plantel,13
delito,participacion,13
asimismo,diverso,13
indicador,municipio,13
delito,preventivo,12
accion,prioridad,12
delito,estrategia,12
contribuir,objetivo,12
continuar,director,12
instruccion,seguridad,12
ayuntamiento,porteno,12
administracion,sesion,12
encabezar,instalacion,12
ampliar,inversion,12
administracion,proteccion,12
director,seguro,12
defensa,proteccion,12
enfocado,secretaria,12
contribuir,fortalecimiento,12
administracion,participacion,12
director,participacion,12
cabildo,objetivo,12
civil,proposito,12
cabo,institucion,12
contribuir,participacion,12
encabezado,sistema,12
proteccion,relacionado,12
ayuntamiento,instruccion,12
administracion,coordinacion,12
implementar,proteccion,12
cabo,contribuir,12
conjunto,coordinacion,12
accion,ampliar,12
ampliar,capacidad,12
permitir,prevencion,12
estatal,integral,12
coordinacion,participacion,12
estrategia,garantizar,12
cabildo,cabo,12
coordinacion,garantizar,12
capacidad,proteccion,12
consolidar,estatal,12
participacion,seguro,12
preventivo,reforzar,12
objetivo,reforzar,12
estatal,garantizar,12
accion,patrimonio,12
ampliar,objetivo,12
especializado,sistema,12
diverso,instalacion,12
publica,sistema,12
relacionado,sistema,12
prioridad,seguro,12
delito,disposicion,12
control,defensa,12
diverso,estrategia,12
manejo,municipio,12
disposicion,secretaria,12
instalacion,plantel,12
integral,secretaria,12
capacitacion,estrategia,12
disminuir,estatal,12
estatal,inversion,12
creacion,objetivo,11
consolidar,continuar,11
cabo,encabezar,11
contingencia,proteccion,11
establecer,seguridad,11
establecer,proteccion,11
ayuntamiento,encabezar,11
continuar,control,11
instruccion,municipio,11
conjunto,director,11
proposito,sistema,11
coordinacion,institucion,11
coordinacion,defensa,11
director,encabezar,11
ayuntamiento,conjunto,11
encabezar,proteccion,11
cabo,ejercicio,11
ejercicio,proteccion,11
proteccion,sesion,11
accion,incidencia,11
diverso,garantizar,11
defensa,participacion,11
movilidad,municipio,11
comite,instalacion,11
capacitacion,civil,11
certificacion,municipio,11
festejo,municipio,11
administracion,diverso,11
civil,sesion,11
administracion,institucion,11
incidencia,seguridad,11
enfocado,municipio,11
capacidad,estatal,11
