source,target,weight
agua,sur,164
calle,centro,155
centro,sur,136
avenida,calle,132
avenida,hidalgo,121
comapa,sur,116
calle,obra,106
calle,vecino,99
agua,comapa,97
obras,publicas,93
agua,calle,84
calle,sur,71
obra,sur,65
centro,riesgo,63
agua,falta,60
calle,hidalgo,56
agua,centro,54
agua,riesgo,52
agua,obra,51
concreto,obra,48
area,riesgo,47
banqueta,calle,47
area,sur,47
calle,reportar,46
calle,obras,46
area,centro,45
area,calle,44
agua,area,43
reportar,sur,43
obra,vecino,41
avenida,sur,41
centro,hidalgo,39
obra,obras,38
falta,sur,37
calle,publicas,36
provocar,sur,36
hidalgo,sur,36
riesgo,sur,35
calle,falta,34
calle,riesgo,33
reportar,riesgo,32
agua,inundacion,32
avenida,obra,32
calle,via,32
calle,comapa,32
area,obra,31
calle,provocar,30
agua,reportar,30
cfe,sur,29
area,avenida,29
avenida,centro,29
inundacion,riesgo,27
agua,vecino,26
calle,concreto,26
alerta,sur,26
centro,obra,25
centro,falta,25
calle,limpiar,25
sur,via,25
avenida,camioneta,25
obra,publicas,25
calle,camioneta,24
calle,par,24
falta,provocar,23
recursos,sur,23
alerta,riesgo,23
centro,vecino,22
circulacion,reportar,22
calle,circulacion,22
circulacion,sur,22
circulacion,lesionado,22
centro,via,21
centro,reportar,21
falta,obra,21
avenida,reportar,21
cfe,reportar,21
lesionado,reportar,20
agua,recursos,20
inmueble,riesgo,19
falta,riesgo,19
agua,alerta,19
agua,cfe,19
avenida,provocar,18
area,reportar,18
centro,inmueble,18
hidalgo,obra,18
alerta,centro,18
potosi,valles,17
agua,limpiar,17
calle,senalamiento,17
centro,juridico,17
inundacion,sur,17
reportar,vecino,17
banqueta,obra,17
circulacion,provocar,17
gerente,sur,16
avenida,via,16
avenida,riesgo,16
administrativo,sur,16
calle,domicilio,16
centro,cfe,16
comapa,obra,16
sur,vecino,16
avenida,vecino,16
lesionado,sur,16
provocar,riesgo,16
estructural,riesgo,15
riesgo,via,15
calle,trafico,15
agua,provocar,15
avenida,publicas,15
agua,concreto,15
potosi,sur,15
centro,provocar,15
alerta,area,14
calle,inundacion,14
agua,hidalgo,14
involucrado,sur,14
centro,par,14
calle,principio,14
obras,sur,14
agua,inmueble,14
alerta,calle,14
agua,obras,14
avenida,obras,14
recomendacion,sur,14
area,hidalgo,14
similar,sur,13
circulacion,riesgo,13
centro,mando,13
area,vecino,13
lesionado,provocar,13
centro,similar,13
agua,avenida,13
area,provocar,13
mando,sur,13
circulacion,involucrado,13
centro,ordenar,12
centro,inundacion,12
cfe,comapa,12
comapa,vecino,12
falta,mando,12
limpiar,vecino,12
circulacion,via,12
centro,involucrado,12
circulacion,hidalgo,12
hidalgo,potosi,12
centro,disponible,12
area,obras,11
falta,via,11
trafico,via,11
camioneta,lesionado,11
riesgo,vecino,11
avenida,lesionado,11
camioneta,falta,11
avenida,trafico,11
par,vecino,11
inmueble,sur,11
camioneta,senalamiento,11
camioneta,reportar,11
avenida,circulacion,11
agua,potosi,11
hidalgo,trafico,11
hidalgo,reportar,11
calle,conducir,11
cfe,obra,11
avenida,concreto,11
hidalgo,riesgo,11
administrativo,area,11
agua,mando,10
hidalgo,provocar,10
escombro,retiro,10
lesionado,riesgo,10
centro,potosi,10
comapa,gerente,10
concreto,vecino,10
publicas,sur,10
obra,riesgo,10
comapa,falta,10
avenida,senalamiento,10
camioneta,hidalgo,10
camioneta,conducir,10
hidalgo,obras,10
agua,publicas,10
hidalgo,via,10
falta,hidalgo,10
concreto,sur,10
agua,par,10
area,via,10
calle,valles,10
agua,recomendacion,10
area,falta,10
circulacion,retiro,10
centro,concreto,9
provocar,via,9
avenida,inundacion,9
retiro,riesgo,9
area,lesionado,9
obras,riesgo,9
agua,banqueta,9
agua,via,9
agua,camioneta,9
agua,gerente,9
cfe,hidalgo,9
cfe,falta,9
hidalgo,publicas,9
agua,involucrado,9
inundacion,obra,9
agua,pollo,9
comapa,inundacion,9
area,siniestro,9
alerta,reportar,9
calle,inmueble,9
recomendacion,riesgo,9
area,camioneta,9
falta,reportar,9
domicilio,riesgo,9
alerta,recomendacion,9
calle,siniestro,9
centro,circulacion,9
area,iluminar,8
agua,causar,8
hidalgo,par,8
calle,lesionado,8
gallardo,sur,8
calle,escombro,8
obra,reportar,8
obra,potosi,8
camioneta,sur,8
centro,limpiar,8
falta,similar,8
alerta,hidalgo,8
calle,mando,8
provocar,reportar,8
area,circulacion,8
area,principio,8
limpiar,sur,8
obra,recursos,8
provocar,vecino,8
area,cfe,8
reportar,siniestro,8
retiro,sur,8
calle,cfe,8
hidalgo,inundacion,7
centro,fachada,7
area,retiro,7
publicas,riesgo,7
publicas,vecino,7
alerta,falta,7
involucrado,provocar,7
camioneta,vecino,7
area,publicas,7
area,concreto,7
obras,vecino,7
reportar,via,7
centro,publicas,7
falta,par,7
par,sur,7
alerta,potosi,7
banqueta,obras,7
camioneta,limpiar,7
implicar,sur,7
involucrado,lesionado,7
lesionado,siniestro,7
administrativo,falta,7
