source,target,weight
pedro,san,89
tormenta,tropical,45
tomar,votar,40
san,tomar,28
com,nao,27
com,uma,25
nao,uma,24
ministro,votar,22
ruta,tomar,22
jazz,octubre,21
marcos,san,17
elegir,votar,16
pra,uma,16
sueldo,tomar,16
san,tercer,15
mendez,pedro,15
electo,pedro,15
ortiz,sem,15
electo,san,14
calzada,pedro,14
ministro,tomar,14
ruta,san,14
pedro,tomar,13
aviso,tomar,13
band,jazz,12
cerrado,tomar,12
calzada,san,12
doctora,tomar,12
com,pra,12
doctora,votar,12
soltar,votar,12
ruta,vuelo,12
com,sem,11
aviso,ruta,11
doctora,octubre,10
elegir,ministro,10
aportar,tomar,10
martin,san,10
san,votar,10
jazz,pedro,10
alterno,ruta,9
doctora,san,9
legislativo,san,8
elegir,tomar,8
obedecer,tomar,8
narino,tumaco,8
nao,pra,8
tomar,tormenta,8
cerrado,san,8
orgullosamente,sem,8
apostar,octubre,7
octubre,san,7
octubre,pedro,7
indicacion,tomar,7
ortiz,votar,7
nao,sem,7
aportar,ministro,7
aviso,san,7
san,soltar,7
blues,san,7
ramon,tomar,6
octubre,votar,6
paga,tomar,6
com,sua,6
elegir,san,6
aportar,ruta,6
san,tropical,6
mendez,sem,6
pedro,sem,6
iclei,san,6
ortiz,san,6
indicacion,tormenta,6
ramon,san,5
god,time,5
bless,time,5
alterno,tomar,5
corriente,tomar,5
corriente,paga,5
comprometer,legislativo,5
nao,ter,5
soltar,tomar,5
tomar,trascender,5
sueldo,votar,5
global,san,5
time,votar,5
parcial,san,5
apostar,global,4
cerrado,octubre,4
elegir,octubre,4
enamorar,octubre,4
pedro,votar,4
aviso,cerrado,4
enterado,tomar,4
agradar,tomar,4
sem,uma,4
corriente,san,4
san,sueldo,4
regresen,votar,4
alcanzado,tomar,4
doctora,sueldo,4
martin,tomar,4
ruta,votar,4
avalar,votar,4
tomar,vuelo,4
martin,votar,4
san,tormenta,4
aviso,tormenta,4
com,tomar,4
global,iclei,4
corriente,tormenta,4
elegir,vuelo,4
octubre,tomar,4
band,blues,4
ortiz,pedro,4
global,tomar,4
ministro,sueldo,4
locatario,ruta,4
pedro,ruta,4
bless,votar,4
avalar,locatario,4
miriam,time,4
god,votar,4
indicacion,san,4
global,sueldo,3
jazz,orgullosamente,3
tercer,tomar,3
pedro,ramon,3
doctora,orgullosa,3
electo,elegir,3
electo,ministro,3
legislativo,ministro,3
electo,legislativo,3
electo,tomar,3
bless,god,3
san,time,3
extraordinaria,san,3
aviso,parcial,3
aviso,pedro,3
parcial,pedro,3
alterno,indicacion,3
fino,tomar,3
corriente,votar,3
paga,sueldo,3
pra,sua,3
apostar,tomar,3
inedito,legislativo,3
regresen,tomar,3
ministro,san,3
aportar,tercer,3
corriente,pedro,3
comprometer,tomar,3
ministro,uma,3
doctora,ortiz,3
cerrado,ruta,3
avalar,electo,3
electo,votar,3
agradar,votar,3
elegir,ramon,3
ganado,votar,3
ramon,vuelo,3
aviso,tropical,3
obedecer,votar,3
fuser,san,3
pra,twitter,3
nao,tomar,3
captar,tomar,3
doctora,global,3
martin,soltar,3
mendez,ortiz,3
miriam,sem,3
ramon,sem,3
sem,votar,3
indicacion,parcial,3
doctora,paga,3
aviso,marcos,3
mendez,san,3
indicacion,pedro,3
pedro,soltar,3
demolicion,votar,3
bless,miriam,3
san,trascender,3
senorita,votar,3
indicacion,tercer,3
soltar,vuelo,3
calzada,ruta,3
aportar,soltar,3
global,ruta,3
tormenta,vuelo,3
avalar,legislativo,3
san,uma,3
buenavista,sueldo,3
aportar,mendez,2
aportar,band,2
aportar,jazz,2
inedito,jazz,2
apostar,jazz,2
global,jazz,2
octubre,trascender,2
apostar,trascender,2
apostar,sueldo,2
sueldo,trascender,2
jazz,trascender,2
orgullosamente,sueldo,2
excelencia,jazz,2
octubre,orgullosa,2
octubre,ramon,2
enamorar,san,2
