de_tema,a_tema,termino_interno,termino_externo,weight
9,11,ano,verano,9
9,11,ano,anaya,8
9,11,ano,turistico,8
9,12,ano,nacional,18
9,12,refineria,nacional,10
9,12,refineria,unidos,10
9,13,ano,pavimentacion,14
9,13,ano,puerta,10
9,13,espera,pavimentacion,8
9,14,ano,gobierno,20
9,14,ano,negocio,9
9,14,jaiba,pasion,7
9,15,ano,metro,10
9,15,ano,nivel,8
9,15,ano,registro,8
9,16,ano,pena,9
9,16,ano,participar,9
9,16,ano,area,6
9,17,ano,ciento,16
9,17,ano,entregar,9
9,17,ano,region,6
9,18,ano,ciudad,20
9,18,ano,municipio,13
9,18,ano,madero,6
9,19,ano,dia,12
9,19,ano,via,12
9,19,tecnologica,universidad,9
9,20,ano,colonia,18
9,20,ninos,colonia,14
9,20,heroes,colonia,14
9,21,ano,institucion,8
9,21,ano,marina,8
9,21,ano,militar,7
9,22,ano,presidenta,9
9,22,ano,presidente,8
9,22,ano,servir,7
9,23,ano,obra,14
9,23,ano,vida,14
9,23,ano,espacio,9
9,24,ano,joven,19
9,24,ano,academia,18
9,24,ano,persona,17
9,25,ano,caso,21
9,25,ano,publico,11
9,25,ano,proceso,11
10,0,tamaulipas,tampico,165
10,0,tamaulipas,villarreal,94
10,0,altamira,tampico,46
10,1,tamaulipas,americo,74
10,1,tamaulipas,gobernador,70
10,1,tamaulipas,dafne,60
10,2,tamaulipas,mexico,40
10,2,tamaulipas,san,17
10,2,tamaulipas,fiscal,17
10,3,tamaulipas,federal,19
10,3,antonio,sosa,11
10,3,sol,sosa,11
10,4,tamaulipas,buscar,18
10,4,tamaulipas,guardia,17
10,4,julio,casa,11
10,5,tamaulipas,pais,18
10,5,tamaulipas,pasar,15
10,5,tamaulipas,querer,13
10,6,tamaulipas,acuerdo,22
10,6,tamaulipas,estrategia,16
10,6,tamaulipas,cierre,13
10,7,tamaulipas,atencion,15
10,7,tamaulipas,pesos,14
10,7,tamaulipas,inversion,13
10,8,tamaulipas,sur,50
10,8,tamaulipas,educacion,22
10,8,tamaulipas,informar,19
10,9,tamaulipas,ano,44
10,9,julio,ano,11
10,9,registrar,ano,11
10,11,tamaulipas,anaya,36
10,11,tamaulipas,turistico,14
10,11,sistema,dif,14
10,12,tamaulipas,nacional,52
10,12,jornada,nacional,26
10,12,tamaulipas,militarizado,21
10,13,ambiente,medio,11
10,13,tamaulipas,continuar,11
10,14,tamaulipas,gobierno,42
10,14,jornada,gobierno,20
10,14,tamaulipas,claudia,17
10,15,tamaulipas,agosto,18
10,15,iniciar,agosto,12
10,16,tamaulipas,secretaria,26
10,16,tamaulipas,seguridad,25
10,16,tamaulipas,autoridad,22
10,17,tamaulipas,region,34
10,17,tamaulipas,estatal,28
10,17,tamaulipas,contemplar,16
10,18,tamaulipas,ciudad,41
10,18,tamaulipas,municipio,33
10,18,tamaulipas,madero,33
10,19,tamaulipas,dia,17
10,19,tamaulipas,veracruz,14
10,19,tamaulipas,norte,13
10,20,tamaulipas,zona,38
10,20,tamaulipas,laguna,12
10,20,tamaulipas,llegar,12
10,21,jornada,reforestacion,27
10,21,tamaulipas,sheinbaum,25
10,21,tamaulipas,reforestacion,15
10,22,tamaulipas,presidenta,21
10,22,jornada,presidenta,16
10,22,tamaulipas,construir,11
10,23,tamaulipas,fortalecer,25
10,23,tamaulipas,bienestar,23
10,23,jornada,bienestar,21
10,24,tamaulipas,fiscalia,30
10,24,tamaulipas,joven,26
10,24,tamaulipas,academia,25
10,25,tamaulipas,caso,53
10,25,tamaulipas,escuela,29
10,25,julio,caso,23
11,0,anaya,villarreal,86
11,0,anaya,monica,38
11,0,anaya,tampico,35
11,1,anaya,americo,40
11,1,anaya,gobernador,39
11,1,verano,dafne,10
11,2,titular,fiscal,12
11,2,mesa,fiscal,9
11,2,turistico,mexico,8
11,3,anaya,impulsado,7
11,3,mujeres,mujer,6
11,3,red,promover,5
11,4,turistico,buscar,6
11,5,turistico,pais,7
11,5,realidad,querer,5
11,6,anaya,instalacion,6
11,7,anaya,victoria,6
11,8,turistico,visitante,12
11,8,verano,visitante,8
11,8,verano,periodo,7
11,9,verano,ano,9
11,9,anaya,ano,8
11,9,turistico,ano,8
11,10,anaya,tamaulipas,36
11,10,turistico,tamaulipas,14
11,10,dif,sistema,14
11,12,anaya,nacional,10
11,12,consolidar,nacional,6
11,12,desarrollar,nacional,6
11,13,anaya,entrega,9
11,13,mujeres,programa,7
11,13,miramar,pavimentacion,6
11,14,red,social,15
11,14,anaya,gobierno,13
11,14,verano,gobierno,9
11,15,curso,agosto,10
11,15,anaya,encabezado,7
11,15,titular,agosto,6
11,16,reunion,secretaria,7
11,16,mujeres,cuidar,6
11,16,reunion,autoridad,6
11,17,anaya,estatal,10
11,18,anaya,ciudad,15
11,18,verano,ciudad,10
11,18,verano,madero,9
11,19,turistico,atractivo,7
11,19,turistico,universidad,6
11,19,curso,disponible,6
11,20,turistico,zona,8
11,20,miramar,colonia,6
11,20,anaya,colonia,5
11,21,anaya,sheinbaum,6
11,21,verano,marina,5
11,22,anaya,presidenta,26
11,22,dif,presidenta,8
11,22,red,presidenta,6
11,23,anaya,fortalecer,13
11,23,anaya,espacio,9
11,23,anaya,desarrollo,9
11,24,verano,academia,13
11,24,verano,doenitz,9
11,24,verano,militarizada,9
11,25,verano,campamento,13
11,25,verano,escuela,6
12,0,nacional,tampico,52
12,0,nacional,villarreal,25
12,0,nacional,festival,18
12,1,militarizado,dafne,24
12,1,nacional,gobernador,17
12,1,nacional,americo,15
12,2,nacional,mexico,31
12,2,unidos,mexico,12
12,2,nacional,servicio,10
12,3,nacional,pardo,10
12,3,nacional,impulsado,9
12,3,hombre,mujer,7
12,4,nacional,guardia,20
12,4,nacional,tercer,9
12,4,nacional,casa,7
12,5,nacional,pais,13
12,5,cualquiera,deber,9
12,5,unidos,pais,8
12,6,nacional,acuerdo,13
12,6,unidos,frontera,8
12,6,sumar,esfuerzo,6
12,7,nacional,hidalgo,6
12,8,militarizado,educacion,18
12,8,sep,educacion,10
12,8,modelo,educacion,10
12,9,nacional,ano,18
12,9,nacional,refineria,10
12,9,unidos,refineria,10
12,10,nacional,tamaulipas,52
12,10,nacional,jornada,26
12,10,militarizado,tamaulipas,21
12,11,nacional,anaya,10
12,11,nacional,consolidar,6
12,11,nacional,desarrollar,6
12,13,nacional,continuar,10
12,13,militarizado,colegio,6
12,14,nacional,gobierno,25
12,14,nacional,claudia,15
12,14,sumar,gobierno,10
12,15,nacional,nivel,20
12,16,nacional,secretaria,17
12,16,nacional,participar,15
12,16,nacional,seguridad,14
12,17,nacional,estatal,9
12,17,nacional,instituto,8
12,17,sep,estatal,7
12,18,nacional,ciudad,17
12,18,nacional,municipio,11
12,18,militarizado,madero,10
12,19,nacional,mauricio,7
12,19,cualquiera,mantenimiento,7
12,19,nacional,dia,6
12,20,nacional,llegar,8
12,21,nacional,reforestacion,25
12,21,sumar,reforestacion,16
12,21,nacional,sheinbaum,16
12,22,nacional,presidenta,20
