termino,tema_id,peso
maria,0,0.008003846742212772
situacion,0,0.007496523205190897
macias,0,0.006775598507374525
sector,0,0.00642684381455183
secretario,0,0.004803658928722143
escenario,0,0.004573730286210775
analisismartes,0,0.004552478902041912
venta,0,0.00442473404109478
plan,0,0.004405369516462088
cuyo,0,0.004187471233308315
administracion,0,0.004140396602451801
analisislunes,0,0.0038384872023016214
reunion,0,0.0038144895806908607
empresarial,0,0.0037722974084317684
cultura,0,0.0037010509986430407
titular,0,0.0036717744078487158
hidraulicos,0,0.003621825482696295
recursos,0,0.0036185611970722675
ganado,0,0.003534637624397874
salida,0,0.0033654775470495224
consejo,0,0.003308010520413518
suministro,0,0.0032322814222425222
requerir,0,0.0031623640097677708
fuga,0,0.003091544844210148
cadena,0,0.0030908817425370216
revision,0,0.003090177197009325
restaurante,0,0.0029762987978756428
elevar,0,0.0029404805973172188
revisar,0,0.0027219122275710106
solucion,0,0.0027191455010324717
ambiental,0,0.0025916362646967173
reto,0,0.002557420404627919
integrante,0,0.0025350649375468493
panorama,0,0.0024423934519290924
establecimiento,0,0.0023518071975558996
estacionamiento,0,0.002333302516490221
seguido,0,0.0023139873519539833
expectativa,0,0.0023131428752094507
invertir,0,0.002312068361788988
pierdar,0,0.002297500614076853
honor,0,0.0022597182542085648
aire,0,0.0022193193435668945
recuperacion,0,0.002204364165663719
sello,0,0.002126791514456272
inmobiliario,0,0.002099345438182354
planta,0,0.0020929058082401752
cocina,0,0.0020253576803952456
recuerdo,0,0.0020211944356560707
decidir,0,0.0019109719432890415
rural,0,0.001773516763933003
union,0,0.0015764060663059354
marco,0,0.0015646221581846476
yucatan,0,0.0015643446240574121
comapa,0,0.0015642020152881742
gerente,0,0.0015641857171431184
celular,0,0.0015641343779861927
francisco,0,0.0015641109785065055
afectado,0,0.001562331453897059
cesar,0,0.0015588827664032578
salazar,0,0.0015571777475997806
alvarez,0,0.001551345456391573
agregar,0,0.0015374562935903668
exposiciones,0,0.0015297136269509792
perdida,0,0.0015045853797346354
garza,0,0.0014263888588175178
comunicacion,0,0.0011668120278045535
