k,coherencia_c_v,perplexity
25,0.4171876078425467,-6.351646942586233
26,0.44258670496402114,-6.352117635290556
27,0.3769232118737154,-6.424007030821842
28,0.39848368719509913,-6.378551719051495
29,0.4007284252123817,-6.394502924365078
30,0.40253108683977334,-6.395040327033925
31,0.3925625161764464,-6.458098318044362
32,0.42589613919144015,-6.450333930292977
33,0.39790183885610036,-6.479494919575206
34,0.420084758580455,-6.485161367283841
35,0.41349782959353626,-6.444891270611829
