doc_id,texto,tokens,positivas,negativas,polaridad_score
0,aviso meteorologico tampico y zona sur manana domingo de abril se informa que se preve el ingreso de,58,2,0,0.034482758620689655
1,tenemos una sorpresa para ti te regalamos pases dobles para el concierto de el bogueto para particip,25,1,0,0.04
2,en tampico siempre se vive un dia lleno de experiencias inolvidables paseo en lancha por la laguna r,29,0,0,0.0
3,comprometidos con tu seguridad en estas fiestas de abril tampico en compania del coordinador estatal,77,7,0,0.09090909090909091
4,atento aviso este domingo de abril con motivo del aniversario de la fundacion de tampico se realizar,22,1,0,0.045454545454545456
5,crum en la estacion de bomberos de tampico siguiendo a las indicaciones de la lic monica villarreal ,77,2,0,0.025974025974025976
6,tampico arranca semana santa con fuerza solo en los primeros dias de vacaciones del de marzo al de a,33,0,0,0.0
7,tenemos una sorpresa para ti te regalamos pases dobles para el concierto de gabito ballesteros para ,25,1,0,0.04
8,el encabezado por nuestra presidenta y a traves de la presenta la del mes de con una programacion qu,137,13,0,0.0948905109489051
9,el arbol de la vida monica villarreal,4,0,0,0.0
10,el encabezado por nuestra alcaldesa la y a traves de la hace una cordial invitacion a los de los dom,33,2,0,0.06060606060606061
11,mi turista favorito,2,0,0,0.0
12,tenemos una sorpresa para ti te regalamos pases dobles para el concierto de bronco para participar d,22,1,0,0.045454545454545456
13,el autismo es una forma en la que algunas personas sienten piensan y ven el mundo de manera diferent,38,0,0,0.0
14,el encabezado por nuestra alcaldesa la y a traves de la hace una cordial invitacion al tampico capit,61,5,1,0.06557377049180328
15,seguimos trabajando para ti continuamos con las labores de limpieza del canal pluvial en la colonia ,16,1,0,0.0625
16,damos un paso importante para mejorar nuestros servicios incorporamos una nueva canastilla de metros,33,6,1,0.15151515151515152
17,operativo fiestas de abril tampico continuamos laborando con los operativos de las fiestas de abril ,55,5,0,0.09090909090909091
18,visitamos un espacio que nos conecta con la riqueza ambiental de tampico y nos invita a cuidarla la ,43,0,0,0.0
19,supervision preventiva en las fiestas de abril tampico como parte de las acciones de prevencion en l,71,5,0,0.07042253521126761
20,acompananos a este recorrido,2,0,0,0.0
21,te saludo este miercoles de podcast estamos en la casa de la naturaleza donde veremos las acciones q,14,0,0,0.0
22,los bailes populares han sido todo un exito reuniendo a familias y amigos en un ambiente lleno de al,25,2,0,0.08
23,sostuvimos una reunion mas para dar seguimiento y brindar atencion puntual a los programas y proyect,13,0,0,0.0
24,espacios dignos para nuestros mejores amigos porque nuestras mascotas tambien son parte de la famili,38,1,0,0.02631578947368421
25,para la lic monica villarreal anaya mantener nuestras areas verdes impecables es fundamental para la,32,3,0,0.09375
26,mantenemos el paso firme en el aseo de la via publica por instruccion de la presidenta lic monica vi,33,6,0,0.18181818181818182
27,tu seguridad es nuestra prioridad atendiendo las instrucciones de nuestra presidenta la lic monica v,44,3,3,0.0
28,con el objetivo de mejorar la fluidez del trafico vehicular y garantizar traslados mas seguros para ,92,8,1,0.07608695652173914
29,sabias que el mantenimiento de la laguna del carpintero no se detiene siguiendo las instrucciones de,60,7,1,0.1
30,jornada cumplida hoy lunes de marzo atendiendo las instrucciones de nuestra presidenta monica villar,42,2,2,0.0
31,durante muchos anos las y los vecinos de la colonia santo nino se sintieron olvidados hoy eso ya cam,23,2,0,0.08695652173913043
32,disfruta del arte y la cultura en semana santa por instrucciones de la presidenta municipal monica z,59,3,0,0.05084745762711865
33,en tampico estamos mas que listos para recibirte por instrucciones de la presidenta municipal de tam,70,0,0,0.0
34,compromiso diario en las calles de tampico para nuestra presidenta monica villarreal anaya mantener ,49,6,0,0.12244897959183673
35,bajo la vision de nuestra presidenta la lic monica villarreal anaya trabajamos sin descanso para que,41,3,3,0.0
36,me dio mucho gusto pasar a botanas mko un negocio con gran tradicion que ya va en su quinta generaci,24,0,0,0.0
37,un tampico limpio es tarea de todos los dias bajo la vision de nuestra presidenta la lic monica vill,44,4,0,0.09090909090909091
38,proteccion civil y bomberos de tampico semana santa y fiestas de abril dando seguimiento a la import,68,8,0,0.11764705882352941
39,tuve la oportunidad de disfrutar una deliciosa degustacion gastronomica en nuestro mercado municipal,43,0,0,0.0
40,hoy supervisamos los trabajos de rehabilitacion del parque de la petrolera un espacio muy importante,32,1,0,0.03125
41,abate rezago de alumbrado publico inicia un programa de renovacion del sistema tamaulipas tampico cd,11,3,0,0.2727272727272727
42,dif tampico garantiza la seguridad alimentaria a los grupos prioritarios apoyo que si llega dif tamp,18,2,0,0.1111111111111111
43,no que en el amiguismo y nepotismo ya no existia hagan su trabajo y detengan a este asesino q su pro,9,0,1,-0.1111111111111111
44,tampico brilla en semana santa mas de mil visitantes impulsan turismo y economia bajo el liderazgo d,21,0,0,0.0
45,en el dia mundial del autismo luz adriana villarreal anaya encabeza emotiva convivencia que impulsa ,21,1,0,0.047619047619047616
46,tampico refuerza alumbrado publico con nuevas luminarias y mejoras en seguridad vial tampico revista,11,2,0,0.18181818181818182
47,ordena su oferta turistica con diez rutas tematicas para ampliar derrama economica en semana santa e,17,0,0,0.0
48,refuerzan alianza en tampico con hoteleros y canaco para impulsar turismo y seguridad tampico revist,11,1,0,0.09090909090909091
49,tampico innova con rutas turisticas para atraer visitantes en semana santa tampico revistadebate not,14,0,0,0.0
50,placas xpy d el tatuado es el que ebrio y drogado atropello y mato a cheque que estaba comprando tac,19,0,0,0.0
51,lo quieren vivo o muerto,3,0,1,-0.3333333333333333
52,mensaje de eneri balleza viuda no descansare hasta que juan meave el asesino de mi esposo ezequiel e,17,0,0,0.0
53,tampico registra importante afluencia turistica en semana santa en semana santa mas de mil turistas ,17,0,0,0.0
54,irresponsabilidad de al dejar sola a una mujer quien perdio a su esposo al ser atropellado por un im,9,0,0,0.0
55,usuarios en tampico ya se ponen de acuerdo en facebook para organizar bloqueos y protestas por el ca,23,1,0,0.043478260869565216
56,fortalece gobierno de tampico el sistema de alumbrado publico en diversos sectores el gobierno munic,18,3,0,0.16666666666666666
57,se ve que va a vivir muy humilde hasta las calles de la colonia mandaron darle una manita de gato po,12,1,0,0.08333333333333333
58,tsss,1,0,0,0.0
59,que creativa la alcaldesa habra que ver precios que al final es lo que le interesa tiene que acabar ,17,0,0,0.0
60,fortalece monica villarreal coordinacion con hoteleros y canaco para impulsar turismo y seguridad la,18,1,0,0.05555555555555555
61,destaca monica villarreal riqueza gastronomica de tampico como motor turistico la alcaldesa resalta ,18,0,0,0.0
62,que tal con el proposito de ampliar la oferta turistica tampico ofrece nuevas experiencias a traves ,66,0,0,0.0
63,ofrece tampico nuevas experiencias turisticas a traves de diez rutas tematicas diez opciones para ex,16,0,0,0.0
64,un fracaso el operativo de semana santa tampico de asalto a banamex justo en el banderazo del operat,20,2,3,-0.05
65,igual que la senadora quien sigue haciendo actos de campana anticipada por todo tamaulipas deberia e,29,0,0,0.0
66,cristo vive,2,0,0,0.0
67,de que se trata senores asi es el gobierno de morena mandado amedrentar a una viuda que solo pide ju,15,0,0,0.0
68,se exige la destitucion inmediata de la presidencia municipal monica villarreal ya que desde que ent,10,0,0,0.0
69,amplia monica villarreal ofertas turisticas en este periodo vacacional tamaulipas cdvictoria,9,0,0,0.0
70,comprueba la alcaldesa monica villarreal el exquisito sazon de la gastronomia tampiquena en el merca,19,0,0,0.0
71,tamaulipas sin censura valor tamaulipas depositos a la hija de monica villarreal y al yerno de la ua,9,0,1,-0.1111111111111111
72,monica villarreal anaya inauguro las fiestas de abril con el objetivo de fortalecer el turismo segur,26,0,0,0.0
73,destaca monica villarreal riqueza gastronomica de tampico como motor turistico,8,0,0,0.0
74,tamaulipas destaca monicavillarreal riqueza gastronomica de tampico como motor turistico enterate,9,0,0,0.0
75,tampico destaca su gastronomia como eje clave del turismo regional la riqueza gastronomica de tampic,19,0,0,0.0
76,gracias para ya no votar mas por morena,3,0,0,0.0
77,mas que llevar una vida lujosa tanto ella como su familia urge urge su destitucion inmediata por que,14,0,0,0.0
78,su intervencion y urge una auditoria tanto del gobernador como de la hermana de este mismo,5,0,0,0.0
79,se acaba de romper una tradicion esta es la familia que destruiste gobierno de tampico,7,0,0,0.0
80,la red fortalece gobierno de tampico sistema de alumbrado publico en diversos sectores click para le,16,3,0,0.1875
81,fortalece gobierno de tampico el sistema de alumbrado publico en diversos sectores el gobierno munic,19,1,0,0.05263157894736842
82,tamaulipas fortalece gobierno de tampico el sistema de alumbrado publico en diversos sectores entera,10,1,0,0.1
83,fortalece gobierno de tampico el sistema de alumbrado publico en diversos sectores,8,1,0,0.125
84,amiga context,2,0,0,0.0
85,la red desde el averno queremos a barrabas liberen a barrabas click para leer mas web somoslared est,12,2,0,0.16666666666666666
86,aldo ya se encuentra en cd mante tamps manana va a tampico para que se preparen las fans de ver a nu,10,0,0,0.0
87,tampico aldo de fiesta en luxxe,4,0,0,0.0
88,a que hora se restablece internet de en tampico,4,0,0,0.0
89,andamos de vacaciones en tampico nos toco dar de comer a los mapaches jaja,7,0,0,0.0
90,saludos desde tampico tamaulipas hoy gana el potro,5,0,0,0.0
91,y sigue caido tampico,2,0,0,0.0
92,que ambiente asi luce la afluencia este sabado de gloria en playamiramar tamaulipas visitantes tanto,19,0,0,0.0
93,haber a que horas tienes hora y media para que regrese el internet en tampico juega mi maquina,8,0,0,0.0
94,una de las representaciones mas largas de tampico asi se vivio el viacrucis en infonavit,6,0,0,0.0
95,y siguen abriendo mas girasoles garden tampico girasol photo mexico,8,0,0,0.0
96,abrazo fuerte hasta tampico,3,0,0,0.0
97,tamaulipas vive auge turistico miles de millones en derrama y tampico destaca con hasta mdp,10,0,0,0.0
98,a que hora restableces el internet todo el dia sin internet desde las am tampico,5,0,0,0.0
99,dlv cinepolis tampico una hora en la fila para comprar comida y sin clima y con tantos ninos viniend,13,0,0,0.0
100,tampico aldo x luxxe,4,0,0,0.0
101,porsinoloviste muere hombre tras caida en tampico suman muertes en semana santa en tamaulipas,10,0,0,0.0
102,madero tampico en algun lugar del planeta sucedio una mujer se llevo un susto tremendo al encontrars,18,0,0,0.0
103,visitantes continuan llegando a playa hermosa en el municipio de puebloviejo este se ha convertido e,19,0,0,0.0
104,es el mejor momento para cambiarte a telmex netflix gratis por meses y meses de servicio sin costo a,17,1,0,0.058823529411764705
105,en tancol la tradicion no solo se recuerda se vive por mas de anos vecinos han salido a las calles c,18,2,0,0.1111111111111111
106,aldo ya se encuentra en cd mantes y no se les olvide que manana se va a presentar en tampico,7,0,0,0.0
107,aldito ya listo para este finde hoy en ciudad mante y manana en tampico,7,0,0,0.0
108,olvidate de las fallas cambiate a telmex sin pagar gastos de instalacion y disfruta meses de servici,21,1,0,0.047619047619047616
109,undiacomohoy pero de muere en tampico tamaulipas carlos zorrilla gomez primer candidato del pan a al,11,0,0,0.0
110,con unas dona tota mananeras en linares rumbo tampico tambien,6,0,0,0.0
111,tampico lo investigo la t fueron los gringos,3,0,0,0.0
112,no hay internet tampico madero,3,0,0,0.0
113,fallando desde la manana en tampico y no responden en su lada dan ganas de cambiarse a totalplay,8,0,0,0.0
114,no estoy de acuerdo el hermetismo del club es un hecho y tampico en tu critica a ritxi porque me par,7,0,0,0.0
115,porsinoloviste semana santa en tamaulipas deja saldo tragico con ahogamientos accidentes y la recien,14,0,0,0.0
116,a mi me contestaron despues de minutos esperando y me dijeron que en una hora o dos regresa,5,0,0,0.0
117,ifdpenterritorio en tampico el realizo una brigada de difusion en universidad para informar a estudi,22,2,2,0.0
118,desde el arranque de la temporada vacacional el de marzo playamiramar suma mas de mil visitantes de ,17,1,0,0.058823529411764705
119,ojala que si sea verdad bro mucha gente esta afectada otro compa compartio un mapa y si son un buen ,11,0,0,0.0
120,playa tesoro vive un sabado de gloria con gran afluencia cerca de mil personas se dieron cita en alt,16,0,0,0.0
121,yo tampico no es un rancho heb ejercito solo estamos aceptando efectivo,6,0,0,0.0
122,tampico es demasiado hermoso para ir a la playa,4,0,0,0.0
123,el homicida es hijo de funcionarios del ayuntamiento de tampico por eso el encubrimiento y proteccio,8,1,0,0.125
124,quierooooo ir a tampico asap,3,0,0,0.0
125,quien para una escapadita a solo tres horas de tampico existen estos balnearios naturales,5,0,0,0.0
126,jajaja pues obvio bro que simpleza tan burda es semana santa cachas asi comentaras que esta con esa ,18,0,0,0.0
127,un clasico de semanasanta tampico lapesca matamoros felizsabado sabadodegloria,7,0,0,0.0
128,falso que se suspendio la atencion de urgencias en el hospital general de tampico dr carlos canseco ,42,2,0,0.047619047619047616
129,take me back to tampico con el chavo q se parecia a nsqk,6,0,0,0.0
130,no hay internet en tampico tamaulipas,3,0,0,0.0
131,tampico,1,0,0,0.0
132,a mi me pintaron a tampico como una joya debut y despedida fue hace unos anos desconozco como este a,6,0,0,0.0
133,no le contestan a nadie desde hace como alrededor de hora gente afectada en tampico desde hace mas d,15,0,0,0.0
134,realiza proteccion civil tamaulipas recorrido de supervision en la feria de tampico con el objetivo ,23,3,0,0.13043478260869565
135,atencion hotel puente los espera con habitaciones climatizadas y remodeladas la ubicacion perfecta p,14,0,0,0.0
136,excelente espectaculo disfrutaron miles de personas que fueron a ver gabito ballesteros a la feria d,9,1,0,0.1111111111111111
137,estamadrugada el conductor de un carro se estrello de lleno contra una camioneta estacionada en aven,22,0,0,0.0
138,almomento a rajatabla se pasa el semaforo en rojo choca y tumba dos palmeras en el camellon de la ta,23,1,0,0.043478260869565216
139,putas tampico en cualquier navegador de ahi he sacado mis mejores experiencias con scorts recomiendo,11,0,0,0.0
140,almomento ya se registro el primer accidente de este sabado de gloria en la carretera tampico mante ,11,0,0,0.0
141,horas sin internet desde la manana en tampico,4,0,0,0.0
142,mejor arreglen la falla de internet en todo tampico pesimo servicio de call center,8,1,0,0.125
143,supervision en la feria de tampico proteccion civil realizo recorrido para verificar medidas de segu,19,4,0,0.21052631578947367
144,pueblo viejo refuerza la atencion medica en vacaciones con servicios gratuitos vacunas y orientacion,21,0,0,0.0
145,sabado de gloria en tampico continua la fiesta de semana santa gente de zona en playa miramar el bog,18,0,0,0.0
146,da edicion de la copa unidos por el deporte la asociacion fuerzas unidas por tampico convoca a la se,20,0,0,0.0
147,en tampico mexico autoridades impulsan un programa para sustituir carretas tiradas por caballos por ,30,1,0,0.03333333333333333
148,mensaje de eneri balleza exigiendo justicia para ezequiel el cheque gonzalez la colonia morelos de t,40,1,0,0.025
149,pesimo servicio de izzi informan que en la zona de tampico tamaulipas tienen fallas en internet mal ,11,1,1,0.0
150,cdvictoria tamaulipas arranco el ano con mas dinero del esperado durante el primer bimestre el estad,18,0,0,0.0
151,cdvictoria una iniciativa en el propone castigar con mayor rigor a funcionarios que incurran en acos,21,0,1,-0.047619047619047616
152,cdvictoria la ase reporto un indice minimo de observaciones de apenas en colocandolo entre los estad,18,0,0,0.0
153,se pasa el alto e imp cta a un vehiculo pierde el control del volante y se estr ll contra dos palmer,19,0,0,0.0
154,ambos existen y para ambos tambien hay alternativas dependiendo de sus gustos especificos tampico y ,22,0,0,0.0
155,a tampico,1,0,0,0.0
156,llegar a tu casa despues de trabajar en la madrugada y que tu internet y el de medio cd madero tampi,18,1,0,0.05555555555555555
157,que se puede esperar de la derecha y de los comentocratas a sueldo hasta en las sombras y los reflej,27,1,0,0.037037037037037035
158,mentirosos,1,0,0,0.0
159,lk u taught me how hard it is,4,0,0,0.0
160,denis bouanga vs facundo torres dos de los jugadores mas determinantes de la mls se citan en los ang,12,0,0,0.0
161,fg en toda la zona,2,0,0,0.0
