usuario,palabra,conteo,tema,sub,plataforma
Facebook::Abby Brito,felicidad,1,0,1,Facebook
Facebook::Abby Brito,labor,1,19,7,Facebook
Facebook::Abby Brito,accion,1,23,3,Facebook
Facebook::Abby Brito,diferencia,1,7,6,Facebook
Facebook::Abby Brito,demostrar,1,18,2,Facebook
Facebook::Abby Brito,compromiso,1,23,8,Facebook
Facebook::Abby Brito,bienestar,1,23,5,Facebook
Facebook::Abby Brito,familia,1,1,1,Facebook
Facebook::Abby Brito,tampiquenas,1,23,6,Facebook
Facebook::Alejandra Sanchez,programa,1,13,0,Facebook
Facebook::Alejandra Sanchez,gobierno,1,14,0,Facebook
Facebook::Alejandra Sanchez,municipal,1,0,0,Facebook
Facebook::Alejandra Sanchez,cuidar,1,16,1,Facebook
Facebook::Alejandra Sanchez,apoyar,1,3,2,Facebook
Facebook::Alejandra Sanchez,bienestar,1,23,5,Facebook
Facebook::Alejandra Sanchez,ciudadania,1,23,3,Facebook
Facebook::Alejandra Sanchez,presidenta,1,22,5,Facebook
Facebook::Alexis Rocha,felicidad,1,0,1,Facebook
Facebook::Alexis Rocha,seguir,1,0,3,Facebook
Facebook::Alexis Rocha,transformar,1,20,3,Facebook
Facebook::Alexis Rocha,tampico,1,0,-1,Facebook
Facebook::Alexis Rocha,continuar,1,13,3,Facebook
Facebook::Amalia Avalos,ano,1,9,0,Facebook
Facebook::Amalia Avalos,esperar,1,0,4,Facebook
Facebook::Amalia Avalos,vecino,1,20,3,Facebook
Facebook::Amalia Avalos,colonia,1,20,3,Facebook
Facebook::Amalia Avalos,contar,1,20,6,Facebook
Facebook::Amalia Avalos,calle,1,20,3,Facebook
Facebook::Amalia Avalos,realidad,1,11,4,Facebook
Facebook::Amalia Avalos,cumplir,1,13,1,Facebook
Facebook::Ana Laura E P,tampicotecuida,6,0,1,Facebook
Facebook::Ana Laura E P,excelente,1,0,1,Facebook
Facebook::Ana Laura E P,presidenta,1,22,5,Facebook
Facebook::Ana Laura E P,felicidad,1,0,1,Facebook
Facebook::Ana Laura E P,nino,1,0,2,Facebook
Facebook::Ana Laura E P,joven,1,24,6,Facebook
Facebook::Ana Yuliana Mar Torres,tampicotecuida,3,0,1,Facebook
Facebook::Ana Yuliana Mar Torres,gracias,2,0,1,Facebook
Facebook::Ana Yuliana Mar Torres,lic,2,21,5,Facebook
Facebook::Ana Yuliana Mar Torres,persona,1,24,3,Facebook
Facebook::Ana Yuliana Mar Torres,grande,1,22,1,Facebook
Facebook::Ana Yuliana Mar Torres,obra,1,23,4,Facebook
Facebook::Ana Yuliana Mar Torres,formar,1,6,6,Facebook
Facebook::Ana Yuliana Mar Torres,generar,1,0,3,Facebook
Facebook::Ana Yuliana Mar Torres,impulsar,1,0,3,Facebook
Facebook::Ana Yuliana Mar Torres,desarrollo,1,23,1,Facebook
Facebook::Ana Yuliana Mar Torres,economico,1,3,8,Facebook
Facebook::Armando Chavez,bonito,1,20,2,Facebook
Facebook::Armando Chavez,deporte,1,0,2,Facebook
Facebook::Armando Chavez,gracias,1,0,1,Facebook
Facebook::Armando Chavez,alcaldesa,1,0,0,Facebook
Facebook::Armando Chavez,monica,1,0,0,Facebook
Facebook::Armando Chavez,villarreal,1,0,0,Facebook
Facebook::Armando Chavez,promover,1,3,7,Facebook
Facebook::Armando Chavez,hermoso,1,19,7,Facebook
Facebook::Arturo Garibay,excelente,2,0,1,Facebook
Facebook::Arturo Garibay,equipo,1,0,1,Facebook
Facebook::Arturo Garibay,opcion,1,19,8,Facebook
Facebook::Arturo Garibay,joven,1,24,6,Facebook
Facebook::Arturo Garibay,pueblo,1,5,2,Facebook
Facebook::Arturo Garibay,plaza,1,3,2,Facebook
Facebook::Arturo Garibay,golfo,1,2,5,Facebook
Facebook::Arturo Garibay,jornada,1,10,2,Facebook
Facebook::Arturo Garibay,bienestar,1,23,5,Facebook
Facebook::Arturo Garibay,detener,1,5,3,Facebook
Facebook::Arturo Garibay,presidenta,1,22,5,Facebook
Facebook::Arturo Garibay,monica,1,0,0,Facebook
Facebook::Aurelio Cantú D,presidenta,2,22,5,Facebook
Facebook::Aurelio Cantú D,excelente,1,0,1,Facebook
Facebook::Aurelio Cantú D,evento,1,0,2,Facebook
Facebook::Aurelio Cantú D,felicidades,1,0,1,Facebook
Facebook::Aurelio Cantú D,tampico,1,0,-1,Facebook
Facebook::Aurelio Cantú D,gracias,1,0,1,Facebook
Facebook::Aurelio Cantú D,liderazgo,1,13,0,Facebook
Facebook::Aurelio Cantú D,monica,1,0,0,Facebook
Facebook::Aurelio Cantú D,villarreal,1,0,0,Facebook
Facebook::Aurelio Cantú D,tampicotecuida,1,0,1,Facebook
Facebook::Ber Joss,hablar,1,5,2,Facebook
Facebook::Ber Joss,felicidad,1,0,1,Facebook
Facebook::Ber Joss,lic,1,21,5,Facebook
Facebook::Ber Joss,monica,1,0,0,Facebook
Facebook::Ber Joss,compromiso,1,23,8,Facebook
Facebook::Ber Joss,cumplir,1,13,1,Facebook
Facebook::Carlos Elizalde,seguro,2,17,7,Facebook
Facebook::Carlos Elizalde,social,2,14,2,Facebook
Facebook::Carlos Elizalde,luna,1,17,5,Facebook
Facebook::Carlos Elizalde,tampico,1,0,-1,Facebook
Facebook::Carlos Elizalde,muerto,1,25,0,Facebook
Facebook::Carlos Elizalde,hambre,1,25,5,Facebook
Facebook::Carlos Elizalde,chucho,1,25,5,Facebook
Facebook::Carlos Elizalde,nader,1,25,5,Facebook
Facebook::Carlos Elizalde,disfrutar,1,18,3,Facebook
Facebook::Carlos Elizalde,dinero,1,5,4,Facebook
Facebook::Carlos Elizalde,pueblo,1,5,2,Facebook
Facebook::Chucho Nader,saludo,2,17,7,Facebook
Facebook::Chucho Nader,quedar,1,4,3,Facebook
Facebook::Chucho Nader,compartir,1,23,0,Facebook
Facebook::Chucho Nader,video,1,24,8,Facebook
Facebook::Chucho Nader,esperar,1,0,4,Facebook
Facebook::Chucho Nader,gustar,1,5,6,Facebook
Facebook::Chucho Nader,pasar,1,5,2,Facebook
Facebook::Chucho Nader,semana,1,22,0,Facebook
Facebook::Chucho Nader,recordar,1,23,7,Facebook
Facebook::Chucho Nader,grande,1,22,1,Facebook
Facebook::Chucho Nader,esposa,1,25,5,Facebook
Facebook::Chucho Nader,visitar,1,8,1,Facebook
Facebook::Chucho Nader,ano,1,9,0,Facebook
Facebook::Chucho Nader,luna,1,17,5,Facebook
Facebook::Cornelio Lopez,gracias,3,0,1,Facebook
Facebook::Cornelio Lopez,obra,1,23,4,Facebook
Facebook::Cornelio Lopez,necesario,1,21,7,Facebook
Facebook::Cornelio Lopez,familia,1,1,1,Facebook
Facebook::Cornelio Lopez,zona,1,20,3,Facebook
Facebook::Cornelio Lopez,equipo,1,0,1,Facebook
Facebook::Cornelio Lopez,acompanar,1,18,2,Facebook
Facebook::Daniela Cervantes,excelente,3,0,1,Facebook
Facebook::Daniela Cervantes,iniciativa,1,3,0,Facebook
Facebook::Daniela Cervantes,labor,1,19,7,Facebook
Facebook::Daniela Cervantes,felicidades,1,0,1,Facebook
Facebook::David Garcia,gusto,1,18,2,Facebook
Facebook::David Garcia,tampico,1,0,-1,Facebook
Facebook::David Garcia,labor,1,19,7,Facebook
Facebook::David Garcia,social,1,14,2,Facebook
Facebook::David Garcia,hora,1,25,6,Facebook
Facebook::Delicias Mamam,alcaldesa,3,0,0,Facebook
Facebook::Delicias Mamam,felicidades,2,0,1,Facebook
Facebook::Delicias Mamam,seguir,2,0,3,Facebook
Facebook::Delicias Mamam,pasion,1,14,4,Facebook
Facebook::Delicias Mamam,deporte,1,0,2,Facebook
Facebook::Delicias Mamam,super,1,19,10,Facebook
Facebook::Delicias Mamam,jornada,1,10,2,Facebook
Facebook::Delicias Mamam,bienestar,1,23,5,Facebook
Facebook::Delicias Mamam,exito,1,18,2,Facebook
Facebook::Delicias Mamam,felicidad,1,0,1,Facebook
Facebook::Delicias Mamam,salud,1,0,1,Facebook
Facebook::Delicias Mamam,ano,1,9,0,Facebook
Facebook::Delicias Mamam,dedicacion,1,6,2,Facebook
Facebook::Delicias Mamam,servicio,1,2,6,Facebook
Facebook::Delicias Mamam,comunidad,1,23,7,Facebook
Facebook::Delicias Mamam,tampico,1,0,-1,Facebook
Facebook::Delicias Mamam,cuidar,1,16,1,Facebook
Facebook::Delicias Mamam,excelente,1,0,1,Facebook
Facebook::Delicias Mamam,proyecto,1,23,4,Facebook
Facebook::Delicias Mamam,innovacion,1,9,7,Facebook
Facebook::Delicias Mamam,inclusion,1,11,0,Facebook
Facebook::Delicias Mamam,iniciativa,1,3,0,Facebook
Facebook::Deniss Rangel,tampico,2,0,-1,Facebook
Facebook::Deniss Rangel,beneficio,2,23,3,Facebook
Facebook::Deniss Rangel,hermoso,1,19,7,Facebook
Facebook::Deniss Rangel,felicidad,1,0,1,Facebook
Facebook::Deniss Rangel,campeon,1,6,0,Facebook
Facebook::Deniss Rangel,logro,1,4,5,Facebook
Facebook::Deniss Rangel,esfuerzo,1,6,2,Facebook
Facebook::Deniss Rangel,dedicacion,1,6,2,Facebook
Facebook::Deniss Rangel,gracias,1,0,1,Facebook
Facebook::Deniss Rangel,seguir,1,0,3,Facebook
Facebook::Deniss Rangel,jornada,1,10,2,Facebook
Facebook::Deniss Rangel,excelente,1,0,1,Facebook
Facebook::Deniss Rangel,gracia,1,0,1,Facebook
Facebook::Deniss Rangel,constante,1,2,6,Facebook
Facebook::Deniss Rangel,ciudadano,1,13,4,Facebook
Facebook::Deyanira Gonzalez,quitar,1,13,2,Facebook
Facebook::Deyanira Gonzalez,carro,1,20,4,Facebook
Facebook::Deyanira Gonzalez,taller,1,15,4,Facebook
Facebook::Deyanira Gonzalez,calle,1,20,3,Facebook
Facebook::Deyanira Gonzalez,col,1,7,1,Facebook
Facebook::Dirección de Deportes Tampico,tampico,3,0,-1,Facebook
Facebook::Dirección de Deportes Tampico,nacional,3,12,1,Facebook
Facebook::Dirección de Deportes Tampico,evento,2,0,2,Facebook
Facebook::Dirección de Deportes Tampico,deportivo,2,0,2,Facebook
Facebook::Dirección de Deportes Tampico,deporte,2,0,2,Facebook
Facebook::Dirección de Deportes Tampico,recibir,1,1,1,Facebook
Facebook::Dirección de Deportes Tampico,nina,1,5,1,Facebook
Facebook::Dirección de Deportes Tampico,nino,1,0,2,Facebook
Facebook::Dirección de Deportes Tampico,integrado,1,14,2,Facebook
Facebook::Dirección de Deportes Tampico,equipo,1,0,1,Facebook
Facebook::Dirección de Deportes Tampico,republica,1,1,7,Facebook
Facebook::Dirección de Deportes Tampico,madero,1,18,0,Facebook
Facebook::Dirección de Deportes Tampico,casa,1,4,1,Facebook
Facebook::Dirección de Deportes Tampico,festival,1,0,2,Facebook
Facebook::Dirección de Deportes Tampico,minibasket,1,4,2,Facebook
Facebook::Dirección de Deportes Tampico,desarrollar,1,11,4,Facebook
Facebook::Dirección de Deportes Tampico,julio,1,10,1,Facebook
Facebook::Dirección de Deportes Tampico,llegar,1,20,2,Facebook
Facebook::Dirección de Deportes Tampico,ciudad,1,18,0,Facebook
Facebook::Dirección de Deportes Tampico,confirmar,1,13,3,Facebook
Facebook::Dirección de Deportes Tampico,camino,1,16,0,Facebook
Facebook::Dirección de Deportes Tampico,correcto,1,0,2,Facebook
Facebook::Dirección de Deportes Tampico,fortalecer,1,23,0,Facebook
Facebook::Dirección de Deportes Tampico,infraestructura,1,23,4,Facebook
Facebook::Dirección de Deportes Tampico,impulsar,1,0,3,Facebook
Facebook::Dirección de Deportes Tampico,turismo,1,0,2,Facebook
Facebook::Dirección de Deportes Tampico,generar,1,0,3,Facebook
Facebook::Dirección de Deportes Tampico,bienestar,1,23,5,Facebook
Facebook::Dirección de Deportes Tampico,mil,1,0,3,Facebook
Facebook::Dirección de Deportes Tampico,familia,1,1,1,Facebook
Facebook::Dirección de Deportes Tampico,importante,1,9,4,Facebook
Facebook::Dirección de Deportes Tampico,derrama,1,0,2,Facebook
Facebook::Dirección de Deportes Tampico,economico,1,3,8,Facebook
Facebook::Dirección de Deportes Tampico,comercio,1,12,1,Facebook
Facebook::Dirección de Deportes Tampico,hotel,1,9,5,Facebook
Facebook::Dirección de Deportes Tampico,restaurante,1,0,2,Facebook
Facebook::Dirección de Deportes Tampico,gobierno,1,14,0,Facebook
Facebook::Dirección de Deportes Tampico,municipal,1,0,0,Facebook
Facebook::Dirección de Deportes Tampico,creer,1,5,1,Facebook
Facebook::Dirección de Deportes Tampico,transformar,1,20,3,Facebook
Facebook::Dirección de Deportes Tampico,vida,1,23,6,Facebook
Facebook::Dirección de Deportes Tampico,fomentar,1,0,2,Facebook
Facebook::Dirección de Deportes Tampico,abrir,1,13,4,Facebook
Facebook::Dirección de Deportes Tampico,oportunidad,1,0,3,Facebook
Facebook::Dirección de Deportes Tampico,ninez,1,0,2,Facebook
Facebook::Dirección de Deportes Tampico,juventud,1,19,5,Facebook
Facebook::Dirección de Deportes Tampico,seguir,1,0,3,Facebook
Facebook::Dirección de Deportes Tampico,continuar,1,13,3,Facebook
Facebook::Dirección de Deportes Tampico,referente,1,18,5,Facebook
Facebook::Dirección de Deportes Tampico,organizacion,1,0,2,Facebook
Facebook::Dirección de Deportes Tampico,grande,1,22,1,Facebook
Facebook::Dirección de Deportes Tampico,fiesta,1,0,-1,Facebook
Facebook::Dirección de Deportes Tampico,tampicotecuida,1,0,1,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,oportunidad,4,0,3,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,tampico,4,0,-1,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,desarrollo,3,23,1,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,economico,3,3,8,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,seguir,3,0,3,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,generar,2,0,3,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,impulsar,2,0,3,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,formar,2,6,6,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,encuentro,2,3,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,orgullo,1,6,2,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,concluir,1,25,4,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,taller,1,15,4,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,mantenimiento,1,19,1,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,dirigido,1,17,1,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,pescador,1,1,4,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,encontrar,1,19,1,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,temporada,1,8,6,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,veda,1,1,4,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,impulsado,1,3,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,presidenta,1,22,5,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,municipal,1,0,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,monica,1,0,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,villarreal,1,0,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,anaya,1,11,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,direccion,1,3,2,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,celebrar,1,18,4,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,entrega,1,13,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,hombre,1,12,1,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,mujer,1,3,6,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,aprovechar,1,3,8,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,periodo,1,8,1,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,adquirir,1,18,8,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,conocimiento,1,22,4,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,fortalecer,1,23,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,habilidad,1,23,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,alternativa,1,8,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,familia,1,1,1,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,representar,1,6,6,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,ingreso,1,1,2,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,fomentar,1,0,2,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,construir,1,22,5,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,futuro,1,23,5,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,capacitacion,1,18,3,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,herramienta,1,3,8,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,abrir,1,13,4,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,mejorar,1,23,6,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,calidad,1,23,6,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,vida,1,23,6,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,gente,1,21,5,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,tampicotecuida,1,0,1,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,generacion,1,2,2,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,invitar,1,15,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,espacio,1,23,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,conectar,1,15,0,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,alianza,1,11,2,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,estrategico,1,23,4,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,empresa,1,4,2,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,expo,1,14,4,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,septiembre,1,17,1,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,nacer,1,19,2,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,crecimiento,1,2,4,Facebook
Facebook::Dirección de Desarrollo Económico Tampico,limitado,1,20,6,Facebook
Facebook::Elda Vianhey,bienestar,1,23,5,Facebook
Facebook::Elda Vianhey,familia,1,1,1,Facebook
Facebook::Elda Vianhey,tampiquena,1,23,5,Facebook
Facebook::Elda Vianhey,gracias,1,0,1,Facebook
Facebook::Elda Vianhey,super,1,19,10,Facebook
Facebook::Elda Vianhey,padre,1,22,6,Facebook
Facebook::Elda Vianhey,iniciativa,1,3,0,Facebook
Facebook::Fidencio Rocha,gobierno,3,14,0,Facebook
Facebook::Fidencio Rocha,devolver,1,23,3,Facebook
Facebook::Fidencio Rocha,gente,1,21,5,Facebook
Facebook::Fidencio Rocha,felicidades,1,0,1,Facebook
Facebook::Fidencio Rocha,presidenta,1,22,5,Facebook
Facebook::Fidencio Rocha,programa,1,13,0,Facebook
Facebook::Fidencio Rocha,apoyar,1,3,2,Facebook
Facebook::Fidencio Rocha,escuchar,1,21,5,Facebook
Facebook::Fidencio Rocha,cumplir,1,13,1,Facebook
Facebook::Fidencio Rocha,resultado,1,6,-1,Facebook
Facebook::Fidencio Rocha,seguir,1,0,3,Facebook
Facebook::Fidencio Rocha,transformacion,1,0,4,Facebook
Facebook::Fidencio Rocha,tampico,1,0,-1,Facebook
Facebook::Fidencio Rocha,sembrar,1,12,2,Facebook
Facebook::Fidencio Rocha,vida,1,23,6,Facebook
Facebook::Fidencio Rocha,monica,1,0,0,Facebook
Facebook::Francisco Adrian Pallares Martinez,felicidad,2,0,1,Facebook
Facebook::Francisco Adrian Pallares Martinez,tampicotecuida,2,0,1,Facebook
Facebook::Francisco Adrian Pallares Martinez,fomentar,1,0,2,Facebook
Facebook::Francisco Adrian Pallares Martinez,deporte,1,0,2,Facebook
Facebook::Francisco Adrian Pallares Martinez,hora,1,25,6,Facebook
Facebook::Guiye Kings,mujer,2,3,6,Facebook
Facebook::Guiye Kings,salud,1,0,1,Facebook
Facebook::Guiye Kings,presencia,1,2,4,Facebook
Facebook::Guiye Kings,hermoso,1,19,7,Facebook
Facebook::Guiye Kings,detalle,1,18,7,Facebook
Facebook::Guiye Kings,compartir,1,23,0,Facebook
Facebook::Guiye Kings,grupo,1,14,3,Facebook
Facebook::Guiye Kings,ejercicio,1,25,7,Facebook
Facebook::Guiye Kings,diario,1,7,5,Facebook
Facebook::Guiye Kings,gracias,1,0,1,Facebook
Facebook::Guiye Kings,presidenta,1,22,5,Facebook
Facebook::Guiye Kings,monica,1,0,0,Facebook
Facebook::Gustavo Enrique Avalos Alvarez,presidenta,4,22,5,Facebook
Facebook::Gustavo Enrique Avalos Alvarez,excelente,2,0,1,Facebook
Facebook::Irene Almendarez Moreno,excelente,5,0,1,Facebook
Facebook::Irene Almendarez Moreno,tampico,1,0,-1,Facebook
Facebook::Jaivo Tampico,ano,2,9,0,Facebook
Facebook::Jaivo Tampico,felicidades,1,0,1,Facebook
Facebook::Jaivo Tampico,gente,1,21,5,Facebook
Facebook::Jaivo Tampico,apoyar,1,3,2,Facebook
Facebook::Jaivo Tampico,tampiqueno,1,6,-1,Facebook
Facebook::Jaivo Tampico,licencia,1,6,4,Facebook
Facebook::Jaivo Tampico,joven,1,24,6,Facebook
Facebook::Jaivo Tampico,servir,1,22,4,Facebook
Facebook::Javier Meraz,excelente,4,0,1,Facebook
Facebook::Javier Meraz,tampico,3,0,-1,Facebook
Facebook::Javier Meraz,hermoso,2,19,7,Facebook
Facebook::Javier Meraz,enhorabuena,2,17,7,Facebook
Facebook::Javier Meraz,felicidades,2,0,1,Facebook
Facebook::Javier Meraz,gob,2,12,2,Facebook
Facebook::Javier Meraz,visita,1,9,4,Facebook
Facebook::Javier Meraz,duda,1,0,1,Facebook
Facebook::Javier Meraz,noticia,1,23,5,Facebook
Facebook::Javier Meraz,resultado,1,6,-1,Facebook
Facebook::Javier Meraz,vista,1,9,5,Facebook
Facebook::Javier Meraz,ambito,1,23,1,Facebook
Facebook::Javier Meraz,quedar,1,4,3,Facebook
Facebook::Javier Meraz,padre,1,22,6,Facebook
Facebook::Javier Meraz,joven,1,24,6,Facebook
Facebook::Javier Meraz,alto,1,10,5,Facebook
Facebook::Javier Meraz,nombre,1,25,4,Facebook
Facebook::Javier Meraz,ciudad,1,18,0,Facebook
Facebook::Javier Meraz,jornada,1,10,2,Facebook
Facebook::Javier Meraz,bienestar,1,23,5,Facebook
Facebook::Jesus RH,recorrido,1,18,-1,Facebook
Facebook::Jesus RH,colonia,1,20,3,Facebook
Facebook::Jesus RH,calle,1,20,3,Facebook
Facebook::Jesus RH,abierto,1,7,6,Facebook
Facebook::Jesus RH,dejar,1,5,7,Facebook
Facebook::Jesus Ramirez,monica,3,0,0,Facebook
Facebook::Jesus Ramirez,presidenta,2,22,5,Facebook
Facebook::Jesus Ramirez,villarreal,2,0,0,Facebook
Facebook::Jesus Ramirez,canal,1,24,8,Facebook
Facebook::Jesus Ramirez,potencial,1,13,3,Facebook
Facebook::Jesus Ramirez,enorme,1,21,1,Facebook
Facebook::Jesus Ramirez,gusto,1,18,2,Facebook
Facebook::Jesus Ramirez,equipo,1,0,1,Facebook
Facebook::Jesus Ramirez,comunidad,1,23,7,Facebook
Facebook::Jesus Ramirez,especialista,1,12,5,Facebook
Facebook::Jesus Ramirez,vida,1,23,6,Facebook
Facebook::Jesus Ramirez,exito,1,18,2,Facebook
Facebook::Jesus Ramirez,proyecto,1,23,4,Facebook
Facebook::Jesus Ramirez,tampico,1,0,-1,Facebook
Facebook::Jesus Ramirez,tampicovacontodo,1,23,5,Facebook
Facebook::Jesus Ramirez,activo,1,7,3,Facebook
Facebook::Jesus Ramirez,cumplir,1,13,1,Facebook
Facebook::Jesus Ramirez,compromiso,1,23,8,Facebook
Facebook::Jesus Ramirez,excelente,1,0,1,Facebook
Facebook::Jesus Ramirez,apoyar,1,3,2,Facebook
Facebook::Jesus Ramirez,sector,1,23,1,Facebook
Facebook::Jesus Ramirez,tocar,1,5,2,Facebook
Facebook::Jesus Ramirez,pescador,1,1,4,Facebook
Facebook::Jesus Ramirez,tampicotecuida,1,0,1,Facebook
Facebook::Jesus Sobrevilla,felicidad,1,0,1,Facebook
Facebook::Jesus Sobrevilla,familia,1,1,1,Facebook
Facebook::Jesus Sobrevilla,colonia,1,20,3,Facebook
Facebook::Jesus Sobrevilla,excelente,1,0,1,Facebook
Facebook::Jesus Sobrevilla,presidenta,1,22,5,Facebook
Facebook::Jesus Sobrevilla,monica,1,0,0,Facebook
Facebook::Johany Merry,excelente,1,0,1,Facebook
Facebook::Johany Merry,tampico,1,0,-1,Facebook
Facebook::Johany Merry,gracias,1,0,1,Facebook
Facebook::Johany Merry,monica,1,0,0,Facebook
Facebook::Johany Merry,villarreal,1,0,0,Facebook
Facebook::José Elías Sosa,chucho,1,25,5,Facebook
Facebook::José Elías Sosa,fuerte,1,2,6,Facebook
Facebook::José Elías Sosa,abrazo,1,18,3,Facebook
Facebook::José Elías Sosa,amigo,1,6,2,Facebook
Facebook::José Elías Sosa,saludo,1,17,7,Facebook
Facebook::José Ángel Ruiz Sierra,calle,1,20,3,Facebook
Facebook::José Ángel Ruiz Sierra,esperanza,1,19,1,Facebook
Facebook::José Ángel Ruiz Sierra,zona,1,20,3,Facebook
Facebook::José Ángel Ruiz Sierra,centro,1,0,4,Facebook
Facebook::José Ángel Ruiz Sierra,serio,1,5,12,Facebook
Facebook::José Ángel Ruiz Sierra,felicidades,1,0,1,Facebook
Facebook::José Ángel Ruiz Sierra,presidentar,1,22,6,Facebook
Facebook::José Ángel Ruiz Sierra,ano,1,9,0,Facebook
Facebook::José Ángel Ruiz Sierra,mantenimiento,1,19,1,Facebook
Facebook::José Ángel Ruiz Sierra,ciudad,1,18,0,Facebook
Facebook::José Ángel Ruiz Sierra,deportiva,1,0,0,Facebook
Facebook::Juan Lugo,tampico,1,0,-1,Facebook
Facebook::Juan Lugo,excelente,1,0,1,Facebook
Facebook::Juan Lugo,ojala,1,5,10,Facebook
Facebook::Juan Lugo,autobus,1,20,6,Facebook
Facebook::Juan Lugo,urbano,1,23,2,Facebook
Facebook::Juan Lugo,pasar,1,5,2,Facebook
Facebook::Juan Manuel Cobos Hernández,pilar,2,0,1,Facebook
Facebook::Juan Manuel Cobos Hernández,felicidad,1,0,1,Facebook
Facebook::Juan Manuel Cobos Hernández,salud,1,0,1,Facebook
Facebook::Juan Manuel Cobos Hernández,especialmente,1,6,5,Facebook
Facebook::Juan Manuel Cobos Hernández,maria,1,10,1,Facebook
Facebook::Juany Almazan,humano,2,19,5,Facebook
Facebook::Juany Almazan,luz,1,1,1,Facebook
Facebook::Juany Almazan,felicidad,1,0,1,Facebook
Facebook::Juany Almazan,entrega,1,13,0,Facebook
Facebook::Juany Almazan,ayudar,1,22,3,Facebook
Facebook::Juany Almazan,necesitar,1,22,0,Facebook
Facebook::Juany Almazan,hora,1,25,6,Facebook
Facebook::Julian Romero Treviño,compromiso,2,23,8,Facebook
Facebook::Julian Romero Treviño,tampicovacontodo,2,23,5,Facebook
Facebook::Julian Romero Treviño,inversion,1,7,0,Facebook
Facebook::Julian Romero Treviño,impulsar,1,0,3,Facebook
Facebook::Julian Romero Treviño,generar,1,0,3,Facebook
Facebook::Julian Romero Treviño,bienestar,1,23,5,Facebook
Facebook::Julian Romero Treviño,mejorar,1,23,6,Facebook
Facebook::Julian Romero Treviño,calidad,1,23,6,Facebook
Facebook::Julian Romero Treviño,vida,1,23,6,Facebook
Facebook::Julian Romero Treviño,familia,1,1,1,Facebook
Facebook::Julian Romero Treviño,reafirmar,1,23,8,Facebook
