usuario,palabra,conteo,tema,sub,plataforma
Facebook::Mónica Villarreal,direccion,1,21,3,Facebook
Facebook::Mónica Villarreal,mama,1,7,3,Facebook
Facebook::Mónica Villarreal,saludable,1,16,2,Facebook
Facebook::Mónica Villarreal,invitar,1,9,0,Facebook
Facebook::Mónica Villarreal,extraordinario,1,16,-1,Facebook
Facebook::Mónica Villarreal,metro,1,20,-1,Facebook
Facebook::Mónica Villarreal,familiar,1,16,2,Facebook
Facebook::Mónica Villarreal,paz,1,3,1,Facebook
Facebook::Mónica Villarreal,representar,1,11,3,Facebook
Facebook::Mónica Villarreal,centro,1,14,0,Facebook
Facebook::Mónica Villarreal,fisico,1,7,2,Facebook
Facebook::Mónica Villarreal,enfrentar,1,11,0,Facebook
Facebook::Mónica Villarreal,carmen,1,5,1,Facebook
Facebook::Mónica Villarreal,pescador,1,13,3,Facebook
Facebook::Mónica Villarreal,fecha,1,24,0,Facebook
Facebook::Mónica Villarreal,hombre,1,13,2,Facebook
Facebook::Mónica Villarreal,mujer,1,0,2,Facebook
Facebook::Mónica Villarreal,ano,1,11,4,Facebook
Facebook::Mónica Villarreal,campamento,1,7,5,Facebook
Facebook::Mónica Villarreal,seguro,1,21,1,Facebook
Facebook::Mónica Villarreal,aprovechar,1,11,1,Facebook
Facebook::Mónica Villarreal,vacacion,1,21,1,Facebook
Facebook::Mónica Villarreal,administracion,1,24,0,Facebook
Facebook::Mónica Villarreal,evitar,1,13,2,Facebook
Facebook::Mónica Villarreal,noche,1,23,0,Facebook
Facebook::Mónica Villarreal,cumplir,1,0,2,Facebook
Facebook::Mónica Villarreal,jornada,1,16,2,Facebook
Facebook::Mónica Villarreal,equipo,1,21,3,Facebook
Facebook::Mónica Villarreal,limpieza,1,5,0,Facebook
Facebook::Mónica Villarreal,responder,1,13,0,Facebook
Facebook::Mónica Villarreal,apoyar,1,13,0,Facebook
Facebook::Mónica Villarreal,jorge,1,13,0,Facebook
Facebook::Mónica Villarreal,arte,1,1,0,Facebook
Facebook::Mónica Villarreal,libertad,1,25,0,Facebook
Facebook::Mónica Villarreal,llegar,1,23,0,Facebook
Facebook::Mónica Villarreal,cuerpo,1,9,4,Facebook
Facebook::Mónica Villarreal,grupo,1,14,4,Facebook
Facebook::Mónica Villarreal,casa,1,25,0,Facebook
Facebook::Mónica Villarreal,forma,1,23,0,Facebook
Facebook::Mónica Villarreal,apoyo,1,8,1,Facebook
Facebook::Mónica Villarreal,escolar,1,21,2,Facebook
Facebook::Mónica Villarreal,cualquiera,1,0,3,Facebook
Facebook::Mónica Villarreal,jueves,1,2,1,Facebook
Facebook::Mónica Villarreal,salir,1,25,0,Facebook
Facebook::Mónica Villarreal,frente,1,13,2,Facebook
Facebook::Mónica Villarreal,seguridad,1,24,1,Facebook
Facebook::Mónica Villarreal,acudir,1,16,0,Facebook
Facebook::Mónica Villarreal,ambiente,1,8,0,Facebook
Facebook::Mónica Villarreal,puerto,1,9,3,Facebook
Facebook::Mónica Villarreal,concluir,1,5,0,Facebook
Facebook::Mónica Villarreal,puerta,1,5,2,Facebook
Facebook::Mónica Villarreal,comunidad,1,14,0,Facebook
Facebook::Tampico Gob,tampico,7,2,0,Facebook
Facebook::Tampico Gob,escolar,3,21,2,Facebook
Facebook::Tampico Gob,escuela,3,20,0,Facebook
Facebook::Tampico Gob,presidenta,2,20,1,Facebook
Facebook::Tampico Gob,municipal,2,5,0,Facebook
Facebook::Tampico Gob,monica,2,16,0,Facebook
Facebook::Tampico Gob,villarreal,2,16,0,Facebook
Facebook::Tampico Gob,prevencion,2,16,1,Facebook
Facebook::Tampico Gob,vacacion,2,21,1,Facebook
Facebook::Tampico Gob,seguir,2,18,1,Facebook
Facebook::Tampico Gob,ciudad,2,12,2,Facebook
Facebook::Tampico Gob,oportunidad,2,11,3,Facebook
Facebook::Tampico Gob,exposicion,2,23,1,Facebook
Facebook::Tampico Gob,programa,1,16,1,Facebook
Facebook::Tampico Gob,entorno,1,11,1,Facebook
Facebook::Tampico Gob,direccion,1,21,3,Facebook
Facebook::Tampico Gob,delito,1,15,1,Facebook
Facebook::Tampico Gob,gracias,1,5,1,Facebook
Facebook::Tampico Gob,plantel,1,21,2,Facebook
Facebook::Tampico Gob,puerta,1,5,2,Facebook
Facebook::Tampico Gob,cuerpo,1,9,4,Facebook
Facebook::Tampico Gob,directivo,1,11,5,Facebook
Facebook::Tampico Gob,construir,1,14,1,Facebook
Facebook::Tampico Gob,paz,1,3,1,Facebook
Facebook::Tampico Gob,tamaulipas,1,4,0,Facebook
Facebook::Tampico Gob,importante,1,11,3,Facebook
Facebook::Tampico Gob,crecimiento,1,5,0,Facebook
Facebook::Tampico Gob,compromiso,1,21,0,Facebook
Facebook::Tampico Gob,empresa,1,6,1,Facebook
Facebook::Tampico Gob,desarrollo,1,5,0,Facebook
Facebook::Tampico Gob,economico,1,11,3,Facebook
Facebook::Tampico Gob,fortalecer,1,16,0,Facebook
Facebook::Tampico Gob,sector,1,21,0,Facebook
Facebook::Tampico Gob,generar,1,14,4,Facebook
Facebook::Tampico Gob,ano,1,11,4,Facebook
Facebook::Tampico Gob,exito,1,21,0,Facebook
Facebook::Tampico Gob,tampicovacontodo,1,1,0,Facebook
Facebook::Tampico Gob,descubrir,1,23,3,Facebook
Facebook::Tampico Gob,proteger,1,21,1,Facebook
Facebook::Tampico Gob,espacio,1,2,1,Facebook
Facebook::Tampico Gob,formar,1,5,0,Facebook
Facebook::Tampico Gob,compartir,1,23,0,Facebook
Facebook::Tampico Gob,forma,1,23,0,Facebook
Facebook::Tampico Gob,recordar,1,2,0,Facebook
Facebook::Tampico Gob,jardin,1,23,4,Facebook
Facebook::Tampico Gob,metropolitano,1,23,4,Facebook
Facebook::Tampico Gob,dia,1,23,0,Facebook
Facebook::Tampico Gob,entrada,1,23,-1,Facebook
Facebook::Tampico Gob,gratuito,1,23,-1,Facebook
Instagram::desecotampico,presidenta,1,20,1,Instagram
Instagram::desecotampico,municipal,1,5,0,Instagram
Instagram::desecotampico,monica,1,16,0,Instagram
Instagram::desecotampico,villarreal,1,16,0,Instagram
Instagram::desecotampico,tamaulipas,1,4,0,Instagram
Instagram::desecotampico,importante,1,11,3,Instagram
Instagram::desecotampico,crecimiento,1,5,0,Instagram
Instagram::desecotampico,compromiso,1,21,0,Instagram
Instagram::desecotampico,empresa,1,6,1,Instagram
Instagram::desecotampico,desarrollo,1,5,0,Instagram
Instagram::desecotampico,economico,1,11,3,Instagram
Instagram::desecotampico,ciudad,1,12,2,Instagram
Instagram::desecotampico,fortalecer,1,16,0,Instagram
Instagram::desecotampico,sector,1,21,0,Instagram
Instagram::desecotampico,generar,1,14,4,Instagram
Instagram::desecotampico,oportunidad,1,11,3,Instagram
Instagram::desecotampico,tampico,1,2,0,Instagram
Instagram::desecotampico,ano,1,11,4,Instagram
Instagram::desecotampico,exito,1,21,0,Instagram
Instagram::desecotampico,tampicovacontodo,1,1,0,Instagram
Instagram::juanpizanamtz,tampico,3,2,0,Instagram
Instagram::juanpizanamtz,vivir,1,1,1,Instagram
Instagram::juanpizanamtz,espacio,1,2,1,Instagram
Instagram::juanpizanamtz,falta,1,8,1,Instagram
Instagram::juanpizanamtz,disfrutar,1,23,4,Instagram
Instagram::juanpizanamtz,vida,1,22,0,Instagram
Instagram::juanpizanamtz,recordar,1,2,0,Instagram
Instagram::juanpizanamtz,importante,1,11,3,Instagram
Instagram::juanpizanamtz,construir,1,14,1,Instagram
Instagram::juanpizanamtz,oportunidad,1,11,3,Instagram
Instagram::juanpizanamtz,gracias,1,5,1,Instagram
Instagram::juanpizanamtz,familia,1,15,3,Instagram
Instagram::juanpizanamtz,proyecto,1,14,1,Instagram
Instagram::juanpizanamtz,claudia,1,5,2,Instagram
Instagram::juanpizanamtz,nivel,1,22,0,Instagram
Instagram::juanpizanamtz,nacional,1,4,2,Instagram
Instagram::juanpizanamtz,tamaulipas,1,4,0,Instagram
Instagram::juanpizanamtz,presidenta,1,20,1,Instagram
Instagram::juanpizanamtz,monica,1,16,0,Instagram
Instagram::juanpizanamtz,villarreal,1,16,0,Instagram
Instagram::juanpizanamtz,comunidad,1,14,0,Instagram
Instagram::metrotampico,ano,8,11,4,Instagram
Instagram::metrotampico,metro,6,20,-1,Instagram
Instagram::metrotampico,agosto,6,1,0,Instagram
Instagram::metrotampico,escuela,4,20,0,Instagram
Instagram::metrotampico,municipal,4,5,0,Instagram
Instagram::metrotampico,comunidad,4,14,0,Instagram
Instagram::metrotampico,escenario,3,11,2,Instagram
Instagram::metrotampico,gobierno,3,13,0,Instagram
Instagram::metrotampico,tampico,3,2,0,Instagram
Instagram::metrotampico,impulsar,3,11,2,Instagram
Instagram::metrotampico,espacio,3,2,1,Instagram
Instagram::metrotampico,verano,3,20,1,Instagram
Instagram::metrotampico,ninos,3,20,1,Instagram
Instagram::metrotampico,vida,2,22,0,Instagram
Instagram::metrotampico,arte,2,1,0,Instagram
Instagram::metrotampico,maestro,2,20,-1,Instagram
Instagram::metrotampico,alumno,2,20,-1,Instagram
Instagram::metrotampico,tampicovacontodo,2,1,0,Instagram
Instagram::metrotampico,desarrollo,2,5,0,Instagram
Instagram::metrotampico,presidenta,2,20,1,Instagram
Instagram::metrotampico,monica,2,16,0,Instagram
Instagram::metrotampico,villarreal,2,16,0,Instagram
Instagram::metrotampico,formar,2,5,0,Instagram
Instagram::metrotampico,descubrir,2,23,3,Instagram
Instagram::metrotampico,joven,2,15,0,Instagram
Instagram::metrotampico,cobrar,1,24,2,Instagram
Instagram::metrotampico,cierre,1,3,4,Instagram
Instagram::metrotampico,vivir,1,1,1,Instagram
Instagram::metrotampico,tarde,1,13,2,Instagram
Instagram::metrotampico,final,1,4,1,Instagram
Instagram::metrotampico,seguir,1,18,1,Instagram
Instagram::metrotampico,cultura,1,1,0,Instagram
Instagram::metrotampico,extraordinario,1,16,-1,Instagram
Instagram::metrotampico,equipo,1,21,3,Instagram
Instagram::metrotampico,publico,1,17,3,Instagram
Instagram::metrotampico,profundo,1,23,0,Instagram
Instagram::metrotampico,fuerza,1,20,2,Instagram
Instagram::metrotampico,obra,1,13,1,Instagram
Instagram::metrotampico,reunir,1,12,1,Instagram
Instagram::metrotampico,direccion,1,21,3,Instagram
Instagram::metrotampico,juan,1,12,1,Instagram
Instagram::metrotampico,cultural,1,23,3,Instagram
Instagram::metrotampico,metropolitano,1,23,4,Instagram
Instagram::metrotampico,continuar,1,9,2,Instagram
Instagram::metrotampico,fortalecer,1,16,0,Instagram
Instagram::metrotampico,reflejar,1,9,0,Instagram
Instagram::metrotampico,alto,1,6,1,Instagram
Instagram::metrotampico,esperar,1,14,2,Instagram
Instagram::metrotampico,persona,1,17,-1,Instagram
Instagram::metrotampico,ofrecer,1,11,1,Instagram
Instagram::metrotampico,tampicotecuida,1,1,0,Instagram
Instagram::metrotampico,oportunidad,1,11,3,Instagram
Instagram::metrotampico,compartir,1,23,0,Instagram
Instagram::metrotampico,oferta,1,16,0,Instagram
Instagram::metrotampico,edad,1,7,0,Instagram
Instagram::metrotampico,martes,1,2,1,Instagram
Instagram::metrotampico,iniciar,1,20,2,Instagram
Instagram::metrotampico,mar,1,15,3,Instagram
Instagram::monicavtampico,tampico,11,2,0,Instagram
Instagram::monicavtampico,exposicion,7,23,1,Instagram
Instagram::monicavtampico,mundo,4,9,0,Instagram
Instagram::monicavtampico,experiencia,4,1,1,Instagram
Instagram::monicavtampico,familia,4,15,3,Instagram
Instagram::monicavtampico,tampicotecuida,3,1,0,Instagram
Instagram::monicavtampico,salud,3,10,2,Instagram
Instagram::monicavtampico,gratuito,3,23,-1,Instagram
Instagram::monicavtampico,metropolitano,3,23,4,Instagram
Instagram::monicavtampico,julio,3,2,-1,Instagram
Instagram::monicavtampico,persona,3,17,-1,Instagram
Instagram::monicavtampico,dia,3,23,0,Instagram
Instagram::monicavtampico,entrada,3,23,-1,Instagram
Instagram::monicavtampico,lograr,2,17,1,Instagram
Instagram::monicavtampico,millon,2,14,1,Instagram
Instagram::monicavtampico,gobierno,2,13,0,Instagram
Instagram::monicavtampico,tampicovacontodo,2,1,0,Instagram
Instagram::monicavtampico,bodies,2,23,1,Instagram
Instagram::monicavtampico,humano,2,9,4,Instagram
Instagram::monicavtampico,pais,2,0,4,Instagram
Instagram::monicavtampico,visitante,2,5,2,Instagram
Instagram::monicavtampico,cultura,2,1,0,Instagram
Instagram::monicavtampico,prevencion,2,16,1,Instagram
Instagram::monicavtampico,seguir,2,18,1,Instagram
Instagram::monicavtampico,disfrutar,2,23,4,Instagram
Instagram::monicavtampico,espacio,2,2,1,Instagram
Instagram::monicavtampico,cultural,2,23,3,Instagram
Instagram::monicavtampico,reunir,2,12,1,Instagram
Instagram::monicavtampico,mar,2,15,3,Instagram
Instagram::monicavtampico,vivir,2,1,1,Instagram
Instagram::monicavtampico,unico,2,1,3,Instagram
Instagram::monicavtampico,jaiba,2,1,3,Instagram
Instagram::monicavtampico,mexico,2,3,1,Instagram
Instagram::monicavtampico,manana,1,5,3,Instagram
Instagram::monicavtampico,afiliado,1,18,2,Instagram
Instagram::monicavtampico,tamaulipas,1,4,0,Instagram
Instagram::monicavtampico,compartir,1,23,0,Instagram
Instagram::monicavtampico,avance,1,11,2,Instagram
Instagram::monicavtampico,contar,1,1,2,Instagram
Instagram::monicavtampico,inversion,1,18,2,Instagram
Instagram::monicavtampico,pesos,1,3,4,Instagram
Instagram::monicavtampico,obra,1,13,1,Instagram
Instagram::monicavtampico,publico,1,17,3,Instagram
Instagram::monicavtampico,resultado,1,17,-1,Instagram
Instagram::monicavtampico,recurso,1,9,3,Instagram
Instagram::monicavtampico,municipal,1,5,0,Instagram
Instagram::monicavtampico,fortalecer,1,16,0,Instagram
Instagram::monicavtampico,labor,1,17,1,Instagram
Instagram::monicavtampico,social,1,1,2,Instagram
Instagram::monicavtampico,municipio,1,8,2,Instagram
Instagram::monicavtampico,proyecto,1,14,1,Instagram
Instagram::monicavtampico,impulsar,1,11,2,Instagram
Instagram::monicavtampico,desarrollo,1,5,0,Instagram
Instagram::monicavtampico,recorrer,1,9,0,Instagram
Instagram::monicavtampico,recibir,1,12,3,Instagram
Instagram::monicavtampico,destino,1,5,1,Instagram
Instagram::monicavtampico,conocimiento,1,9,4,Instagram
Instagram::monicavtampico,alla,1,11,1,Instagram
Instagram::monicavtampico,cuidar,1,5,2,Instagram
Instagram::monicavtampico,direccion,1,21,3,Instagram
Instagram::monicavtampico,bienestar,1,16,1,Instagram
Instagram::monicavtampico,servicio,1,16,1,Instagram
Instagram::monicavtampico,mama,1,7,3,Instagram
Instagram::monicavtampico,programa,1,16,1,Instagram
Instagram::monicavtampico,saludable,1,16,2,Instagram
Instagram::monicavtampico,invitar,1,9,0,Instagram
Instagram::monicavtampico,extraordinario,1,16,-1,Instagram
Instagram::monicavtampico,ofrecer,1,11,1,Instagram
Instagram::monicavtampico,metro,1,20,-1,Instagram
Instagram::monicavtampico,costo,1,3,4,Instagram
Instagram::monicavtampico,familiar,1,16,2,Instagram
Instagram::monicavtampico,carmen,1,5,1,Instagram
Instagram::monicavtampico,pescador,1,13,3,Instagram
Instagram::monicavtampico,mantener,1,15,0,Instagram
Instagram::monicavtampico,generacion,1,9,2,Instagram
Instagram::monicavtampico,compromiso,1,21,0,Instagram
Instagram::monicavtampico,fecha,1,24,0,Instagram
Instagram::monicavtampico,hombre,1,13,2,Instagram
Instagram::monicavtampico,mujer,1,0,2,Instagram
Instagram::monicavtampico,arte,1,1,0,Instagram
Instagram::monicavtampico,libertad,1,25,0,Instagram
Instagram::monicavtampico,jardin,1,23,4,Instagram
Instagram::monicavtampico,historia,1,1,1,Instagram
Instagram::monicavtampico,martes,1,2,1,Instagram
Instagram::monicavtampico,domingo,1,1,3,Instagram
Instagram::monicavtampico,internacional,1,11,-1,Instagram
Instagram::monicavtampico,llegar,1,23,0,Instagram
Instagram::monicavtampico,cuerpo,1,9,4,Instagram
Instagram::monicavtampico,agosto,1,1,0,Instagram
Instagram::monicavtampico,especial,1,23,3,Instagram
Instagram::monicavtampico,grupo,1,14,4,Instagram
Instagram::monicavtampico,verano,1,20,1,Instagram
Instagram::monicavtampico,descubrir,1,23,3,Instagram
Instagram::monicavtampico,construir,1,14,1,Instagram
Instagram::monicavtampico,cercano,1,13,0,Instagram
Instagram::monicavtampico,escuchar,1,13,0,Instagram
Instagram::monicavtampico,responder,1,13,0,Instagram
Instagram::monicavtampico,vida,1,22,0,Instagram
Instagram::monicavtampico,apoyar,1,13,0,Instagram
Instagram::monicavtampico,jorge,1,13,0,Instagram
Instagram::monicavtampico,condicion,1,0,2,Instagram
Instagram::monicavtampico,concluir,1,5,0,Instagram
Instagram::monicavtampico,abrir,1,11,-1,Instagram
Instagram::monicavtampico,puerta,1,5,2,Instagram
Instagram::monicavtampico,actividad,1,10,1,Instagram
Instagram::monicavtampico,deporte,1,5,2,Instagram
Instagram::monicavtampico,comunidad,1,14,0,Instagram
Instagram::monicavtampico,gracias,1,5,1,Instagram
Instagram::prevencion.delito_tampico,tampico,4,2,0,Instagram
Instagram::prevencion.delito_tampico,escolar,3,21,2,Instagram
Instagram::prevencion.delito_tampico,escuela,3,20,0,Instagram
Instagram::prevencion.delito_tampico,prevencion,2,16,1,Instagram
Instagram::prevencion.delito_tampico,vacacion,2,21,1,Instagram
Instagram::prevencion.delito_tampico,presidenta,1,20,1,Instagram
Instagram::prevencion.delito_tampico,municipal,1,5,0,Instagram
Instagram::prevencion.delito_tampico,monica,1,16,0,Instagram
Instagram::prevencion.delito_tampico,villarreal,1,16,0,Instagram
Instagram::prevencion.delito_tampico,programa,1,16,1,Instagram
Instagram::prevencion.delito_tampico,entorno,1,11,1,Instagram
Instagram::prevencion.delito_tampico,direccion,1,21,3,Instagram
Instagram::prevencion.delito_tampico,delito,1,15,1,Instagram
Instagram::prevencion.delito_tampico,gracias,1,5,1,Instagram
Instagram::prevencion.delito_tampico,plantel,1,21,2,Instagram
Instagram::prevencion.delito_tampico,puerta,1,5,2,Instagram
Instagram::prevencion.delito_tampico,cuerpo,1,9,4,Instagram
Instagram::prevencion.delito_tampico,directivo,1,11,5,Instagram
Instagram::prevencion.delito_tampico,seguir,1,18,1,Instagram
Instagram::prevencion.delito_tampico,construir,1,14,1,Instagram
Instagram::prevencion.delito_tampico,paz,1,3,1,Instagram
Instagram::tampico.noticias,tampico,2,2,0,Instagram
Instagram::tampico.noticias,mama,1,7,3,Instagram
