tema_id,sub_id,palabra,peso_lda,grado_in_sub,rank_in_sub
0,1,hijo,0.0143,,0
0,1,investigar,0.0117,,1
0,1,cosa,0.0109,,2
0,2,camara,0.0093,,0
0,2,mujer,0.007,,1
0,2,derecho,0.0072,,2
0,2,cumplir,0.0071,,3
0,2,delegacion,0.0049,,4
0,2,condicion,0.0072,,5
0,3,muerto,0.0102,,0
0,3,cualquiera,0.0091,,1
0,3,cabo,0.0077,,2
0,4,pais,0.0164,,0
0,4,empezar,0.0079,,1
0,4,control,0.0046,,2
1,0,tampicotecuida,0.0137,,0
1,0,agosto,0.0152,,1
1,0,arte,0.0183,,2
1,0,tampicovacontodo,0.0138,,3
1,0,cultura,0.0092,,4
1,1,experiencia,0.0182,,0
1,1,vivir,0.0138,,1
1,1,historia,0.0161,,2
1,2,contar,0.0129,,0
1,2,social,0.0184,,1
1,2,privado,0.0093,,2
1,2,afirmar,0.0047,,3
1,3,unico,0.0206,,0
1,3,jaiba,0.0182,,1
1,3,domingo,0.0138,,2
2,0,tampico,0.1121,,0
2,0,buscar,0.0421,,1
2,0,recordar,0.0167,,2
2,0,encuentro,0.0295,,3
2,0,integrante,0.0167,,4
2,0,parecer,0.0167,,5
2,1,espacio,0.0329,,0
2,1,martes,0.0329,,1
2,1,jueves,0.0329,,2
2,2,sol,0.0622,,0
2,2,regresar,0.049,,1
2,2,editorial,0.049,,2
3,0,organizado,0.0132,,0
3,0,detener,0.0101,,1
3,0,delincuencia,0.0133,,2
3,0,obtener,0.0134,,3
3,1,mexico,0.0302,,0
3,1,paz,0.0135,,1
3,1,pan,0.0101,,2
3,1,noticia,0.0078,,3
3,2,ciento,0.0168,,0
3,2,promedio,0.0101,,1
3,2,perdida,0.0101,,2
3,2,directamente,0.0035,,3
3,2,manifestar,0.0035,,4
3,3,acuerdo,0.0166,,0
3,3,senalar,0.0132,,1
3,3,amigo,0.0068,,2
3,3,oficial,0.0035,,3
3,4,pesos,0.0268,,0
3,4,costo,0.0127,,1
3,4,cuyo,0.0067,,2
3,4,cierre,0.0035,,3
4,0,tamaulipas,0.0446,,0
4,0,sur,0.0301,,1
4,0,norte,0.0121,,2
4,1,partido,0.0148,,0
4,1,final,0.0124,,1
4,1,morena,0.0124,,2
4,1,electoral,0.0084,,3
4,2,nacional,0.0246,,0
4,2,civil,0.0126,,1
4,2,medida,0.0085,,2
4,2,litro,0.0127,,3
4,3,empresario,0.0085,,0
4,3,mayo,0.0167,,1
4,3,junio,0.0201,,2
4,4,cerrar,0.0109,,0
4,4,anunciar,0.0144,,1
4,4,mensaje,0.0121,,2
5,0,municipal,0.0149,,0
5,0,formar,0.0211,,1
5,0,desarrollo,0.0258,,2
5,0,desarrollar,0.0289,,3
5,0,crecimiento,0.0134,,4
5,0,limpieza,0.0234,,5
5,0,concluir,0.0137,,6
5,0,alcalde,0.0149,,7
5,1,carmen,0.0221,,0
5,1,gracias,0.0222,,1
5,1,rio,0.0149,,2
5,1,panuco,0.0149,,3
5,1,destino,0.0076,,4
5,1,habitante,0.0076,,5
5,1,previo,0.0076,,6
5,2,cuidar,0.0076,,0
5,2,claudia,0.0076,,1
