tema_id,sub_id,palabra,peso_lda,grado_in_sub,rank_in_sub
5,2,puerta,0.0076,,2
5,2,visitante,0.0076,,3
5,2,carpeta,0.0076,,4
5,2,deporte,0.0076,,5
5,3,manana,0.0076,,0
5,3,viernes,0.0281,,1
5,3,permanecer,0.0076,,2
5,3,posteriormente,0.0076,,3
6,0,ruffo,0.0428,,0
6,0,california,0.0378,,1
6,0,baja,0.0379,,2
6,0,ernesto,0.0407,,3
6,0,appel,0.0275,,4
6,0,exgobernador,0.0211,,5
6,0,ensenada,0.0174,,6
6,0,republica,0.0132,,7
6,1,empresa,0.0788,,0
6,1,operacion,0.028,,1
6,1,combustible,0.0241,,2
6,1,grande,0.0261,,3
6,1,alto,0.0127,,4
6,1,red,0.0175,,5
6,1,comenzar,0.009,,6
6,1,industria,0.013,,7
6,1,supuesto,0.0046,,8
6,1,identificar,0.0046,,9
6,2,huachicol,0.03,,0
6,2,relacionado,0.029,,1
6,2,fiscal,0.0301,,2
6,2,firma,0.0174,,3
6,3,orden,0.0161,,0
6,3,aprehension,0.0162,,1
6,3,solicitar,0.0089,,2
6,3,titular,0.0055,,3
7,0,institucion,0.0151,,0
7,0,fiscalia,0.0125,,1
7,0,edad,0.0104,,2
7,1,justicia,0.0194,,0
7,1,querer,0.0125,,1
7,1,pagar,0.0067,,2
7,2,mal,0.0097,,0
7,2,morir,0.0109,,1
7,2,culpa,0.0083,,2
7,2,fisico,0.0051,,3
7,3,hija,0.0187,,0
7,3,mama,0.0091,,1
7,3,golpe,0.0058,,2
7,4,ojala,0.0079,,0
7,4,suceder,0.0069,,1
7,4,resultar,0.007,,2
7,4,mano,0.0048,,3
7,5,curso,0.0138,,0
7,5,campamento,0.0164,,1
7,5,meter,0.0083,,2
7,6,responsable,0.0102,,0
7,6,caer,0.0069,,1
7,6,alguien,0.0052,,2
7,6,adolescente,0.0045,,3
7,7,pasar,0.0136,,0
7,7,culpable,0.0059,,1
7,7,tratar,0.0042,,2
8,0,maximo,0.0244,,0
8,0,temperatura,0.0244,,1
8,0,grado,0.0123,,2
8,0,ambiente,0.0132,,3
8,1,atencion,0.0081,,0
8,1,politico,0.0084,,1
8,1,falta,0.0082,,2
8,1,apoyo,0.0061,,3
8,1,proceso,0.0063,,4
8,2,zona,0.0184,,0
8,2,municipio,0.0144,,1
8,2,ayuntamiento,0.0102,,2
8,2,peligroso,0.0042,,3
9,0,mundo,0.0442,,0
9,0,invitar,0.0124,,1
9,0,recorrer,0.0124,,2
9,0,calle,0.0243,,3
9,0,reflejar,0.0124,,4
9,0,viajar,0.0124,,5
9,1,dejar,0.0123,,0
9,1,marina,0.0124,,1
9,1,participacion,0.0124,,2
9,2,hora,0.0124,,0
9,2,continuar,0.0124,,1
9,2,sitio,0.0124,,2
9,2,generacion,0.0124,,3
9,3,operar,0.0124,,0
9,3,sistema,0.0124,,1
9,3,puerto,0.0186,,2
9,3,recurso,0.0243,,3
9,3,clase,0.0124,,4
9,4,cuerpo,0.036,,0
9,4,humano,0.0152,,1
9,4,conocimiento,0.0124,,2
10,0,madre,0.0169,,0
10,0,militar,0.0174,,1
10,0,alejandra,0.0067,,2
10,1,menor,0.0274,,0
10,1,actividad,0.0146,,1
10,1,revisar,0.0061,,2
10,2,medico,0.0209,,0
10,2,victima,0.0094,,1
10,2,salud,0.0188,,2
10,3,presunto,0.0213,,0
10,3,video,0.0098,,1
10,3,declaracion,0.0076,,2
10,4,exigir,0.0108,,0
10,4,macay,0.0072,,1
10,4,mariela,0.0072,,2
11,0,pequeno,0.0323,,0
11,0,mexicano,0.0144,,1
11,0,entender,0.0144,,2
11,0,enfrentar,0.0144,,3
11,0,consecuencia,0.0144,,4
11,0,profesional,0.0144,,5
11,1,aprovechar,0.0144,,0
11,1,mundial,0.0283,,1
11,1,alla,0.0144,,2
11,1,observar,0.0144,,3
11,1,ofrecer,0.0144,,4
11,1,entorno,0.0144,,5
11,2,explicar,0.0144,,0
11,2,impulsar,0.0198,,1
11,2,escenario,0.0144,,2
11,2,comercio,0.0144,,3
11,2,avance,0.0144,,4
11,2,milenio,0.0144,,5
11,3,importante,0.0185,,0
11,3,economico,0.0389,,1
11,3,oportunidad,0.0367,,2
11,3,representar,0.0252,,3
11,4,ano,0.0318,,0
11,4,posibilidad,0.0144,,1
11,4,marcado,0.0144,,2
11,5,directivo,0.0144,,0
11,5,cambio,0.0144,,1
11,5,ayudar,0.0144,,2
12,0,dafne,0.0395,,0
12,0,militarizado,0.0191,,1
12,0,localviernes,0.0133,,2
12,1,antonio,0.0369,,0
12,1,juan,0.0201,,1
12,1,sosa,0.0239,,2
12,1,evento,0.032,,3
12,1,reunir,0.0117,,4
12,1,hernandez,0.0295,,5
12,2,ciudad,0.05,,0
12,2,mante,0.0207,,1
12,2,originario,0.0066,,2
12,3,recibir,0.0122,,0
12,3,pedir,0.0164,,1
12,3,luis,0.0066,,2
12,3,localdomingo,0.0125,,3
13,0,gobierno,0.0229,,0
13,0,escuchar,0.0116,,1
13,0,apoyar,0.0116,,2
13,0,responder,0.0116,,3
13,0,jorge,0.0173,,4
13,0,cercano,0.0116,,5
13,1,deber,0.0173,,0
13,1,ley,0.0116,,1
13,1,pendiente,0.0229,,2
13,1,obra,0.0229,,3
13,1,problema,0.0059,,4
13,2,frente,0.0116,,0
13,2,hombre,0.0116,,1
13,2,evitar,0.0059,,2
13,2,tarde,0.0116,,3
13,2,ejercito,0.0059,,4
13,2,miercoles,0.0059,,5
13,3,agua,0.04,,0
13,3,utilizar,0.0059,,1
13,3,pescador,0.0116,,2
13,3,informar,0.0059,,3
14,0,centro,0.0307,,0
14,0,general,0.0156,,1
14,0,region,0.0157,,2
14,0,comunidad,0.0156,,3
14,0,victoria,0.0157,,4
14,1,millon,0.0307,,0
14,1,proyecto,0.0307,,1
14,1,construir,0.0307,,2
14,2,terminar,0.0157,,0
14,2,esperar,0.0157,,1
14,2,indicar,0.0157,,2
14,2,encargado,0.0157,,3
14,3,federal,0.0157,,0
14,3,frontera,0.0156,,1
14,3,coahuila,0.0157,,2
14,3,unidos,0.0157,,3
14,4,infraestructura,0.0458,,0
14,4,generar,0.0156,,1
14,4,medio,0.0157,,2
14,4,grupo,0.0458,,3
14,5,laredo,0.0307,,0
14,5,sumar,0.0157,,1
14,5,confirmar,0.0157,,2
15,0,joven,0.0326,,0
15,0,existir,0.0165,,1
15,0,declarar,0.0125,,2
15,0,mantener,0.0084,,3
15,0,mes,0.0125,,4
15,1,delito,0.0365,,0
15,1,ocurrir,0.0131,,1
15,1,veracruz,0.0202,,2
15,1,considerar,0.0165,,3
15,1,grave,0.0058,,4
15,1,prueba,0.0125,,5
15,3,familia,0.0308,,0
15,3,mar,0.0125,,1
15,3,instancia,0.006,,2
16,0,villarreal,0.0329,,0
16,0,monica,0.0337,,1
16,0,fortalecer,0.0104,,2
16,0,oferta,0.0086,,3
16,0,acudir,0.0066,,4
16,1,prevencion,0.0314,,0
16,1,programa,0.0107,,1
16,1,bienestar,0.0112,,2
16,1,servicio,0.01,,3
16,2,jornada,0.0224,,0
16,2,saludable,0.0171,,1
16,2,familiar,0.0087,,2
17,0,investigacion,0.0337,,0
17,0,personal,0.0282,,1
17,0,diverso,0.0226,,2
17,0,inmediato,0.0115,,3
17,0,criminal,0.0115,,4
17,0,entidad,0.0115,,5
17,1,lograr,0.0226,,0
17,1,unidad,0.0226,,1
17,1,elemento,0.0115,,2
17,1,accion,0.0115,,3
17,1,labor,0.0115,,4
17,1,vehiculo,0.0115,,5
17,2,autoridad,0.0225,,0
17,2,padre,0.0116,,1
17,2,correspondiente,0.0115,,2
17,2,legal,0.0115,,3
17,3,asegurar,0.0115,,0
17,3,perder,0.0115,,1
17,3,operativo,0.0316,,2
17,3,publico,0.0115,,3
17,4,atender,0.0226,,0
17,4,colonia,0.0226,,1
17,4,gestion,0.0115,,2
17,4,alcaldesa,0.0226,,3
17,4,excelente,0.0115,,4
18,0,situacion,0.0151,,0
18,0,fuga,0.0151,,1
18,0,emergencia,0.0114,,2
18,1,seguir,0.0178,,0
18,1,calidad,0.0114,,1
18,1,aparecer,0.0039,,2
18,2,inversion,0.015,,0
18,2,publica,0.0065,,1
18,2,afiliado,0.0074,,2
20,0,escuela,0.0199,,0
20,0,disciplina,0.006,,1
20,0,instalacion,0.0046,,2
20,1,presidenta,0.0122,,0
20,1,verano,0.013,,1
20,1,ninos,0.0068,,2
20,2,fuerza,0.0056,,0
20,2,iniciar,0.0061,,1
20,2,estatal,0.0068,,2
21,0,sector,0.0157,,0
21,0,comision,0.008,,1
21,0,presidente,0.008,,2
21,0,principal,0.008,,3
21,0,compromiso,0.0155,,4
21,0,funcionario,0.012,,5
21,0,exito,0.008,,6
21,0,aumento,0.008,,7
21,1,vacacion,0.0148,,0
21,1,realidad,0.0232,,1
21,1,seguro,0.0155,,2
21,1,soler,0.0157,,3
21,1,respuesta,0.008,,4
21,1,proteger,0.008,,5
21,2,escolar,0.0234,,0
21,2,plantel,0.008,,1
21,2,convertir,0.0157,,2
21,2,riesgo,0.008,,3
21,3,secretaria,0.0157,,0
21,3,equipo,0.0157,,1
21,3,direccion,0.0157,,2
21,3,entregar,0.008,,3
22,0,accidente,0.018,,0
22,0,vida,0.0163,,1
22,0,nivel,0.0184,,2
22,0,unicamente,0.0082,,3
22,1,llamado,0.0096,,0
22,1,encontrar,0.0123,,1
22,1,similar,0.0091,,2
22,1,hospital,0.0082,,3
22,2,registrar,0.0103,,0
22,2,guardia,0.0055,,1
22,2,presencia,0.0081,,2
22,2,francisco,0.0052,,3
22,3,ingresar,0.0113,,0
22,3,ubicado,0.0098,,1
22,3,area,0.0081,,2
23,0,dia,0.0274,,0
23,0,llegar,0.0215,,1
23,0,compartir,0.0074,,2
23,0,forma,0.0074,,3
23,0,profundo,0.0074,,4
23,0,noche,0.0074,,5
23,0,tamaulipeco,0.0074,,6
23,0,tampiqueno,0.0145,,7
23,1,exposicion,0.1016,,0
23,1,bodies,0.0402,,1
23,1,turistico,0.0184,,2
23,3,cultural,0.0407,,0
23,3,descubrir,0.0353,,1
23,3,especial,0.0215,,2
23,4,metropolitano,0.0419,,0
23,4,disfrutar,0.0276,,1
23,4,jardin,0.0215,,2
24,0,muerte,0.0549,,0
24,0,madero,0.0315,,1
24,0,amenazar,0.0492,,2
24,0,septiembre,0.0415,,3
24,0,dano,0.0084,,4
24,0,fecha,0.0064,,5
24,0,informe,0.0086,,6
24,0,administracion,0.0064,,7
24,0,marzo,0.0094,,8
24,1,militarizada,0.0533,,0
24,1,doenitz,0.0532,,1
24,1,seguridad,0.049,,2
24,1,temer,0.0493,,3
24,2,academia,0.0611,,0
24,2,director,0.054,,1
24,2,cobrar,0.006,,2
24,2,denunciar,0.0064,,3
24,3,nombre,0.0119,,0
24,3,revelar,0.0117,,1
24,3,sexo,0.0117,,2
25,0,casa,0.0268,,0
25,0,responsabilidad,0.0268,,1
25,0,respetar,0.0268,,2
25,0,libertad,0.0268,,3
25,0,salir,0.0069,,4
25,0,emitir,0.0268,,5
25,0,articulo,0.0268,,6
25,1,columna,0.0665,,0
25,1,cartones,0.0334,,1
25,1,loultimo,0.0334,,2
25,1,newsletter,0.0334,,3
25,1,noticias,0.0334,,4
25,2,mandar,0.0334,,0
25,2,correo,0.0334,,1
25,2,conversacion,0.0334,,2
25,2,resumen,0.0334,,3
25,2,informativo,0.0334,,4
25,3,quedar,0.0398,,0
25,3,proteccion,0.0135,,1
25,3,fuerte,0.0069,,2
25,3,abril,0.0201,,3
25,3,impactar,0.0069,,4
