termino_interno,termino_externo,weight
justicia,dafne,81
justicia,tamaulipas,67
justicia,caso,64
zapata,dafne,52
quintos,dafne,50
gobernador,villarreal,45
gobernador,americo,43
familia,tampico,41
exigir,dafne,41
gobernador,tamaulipas,37
justicia,villarreal,35
justicia,fiscalia,32
justicia,tampico,31
familia,dafne,30
justicia,general,29
gobernador,dafne,29
quintos,academia,28
menor,dafne,28
abuela,dafne,26
familia,caso,25
alejandra,dafne,25
zapata,academia,25
familia,tamaulipas,24
justicia,ciudad,24
marina,academia,24
justicia,americo,24
quintos,doenitz,23
familia,fortalecer,23
exigir,caso,23
zapata,tamaulipas,23
justicia,madero,21
menor,ciudad,21
persona,tamaulipas,20
menor,caso,20
quintos,caso,20
justicia,muerte,20
justicia,academia,20
marina,dafne,20
persona,dafne,20
zapata,doenitz,20
quintos,ciudad,19
persona,ano,19
menor,muerte,19
persona,tampico,19
justicia,altamira,19
continuar,tampico,19
menor,academia,19
quintos,tamaulipas,19
quintos,madero,18
familia,seguir,18
menor,ano,18
familia,bienestar,18
registrar,tampico,18
continuar,tamaulipas,18
marina,doenitz,18
justicia,investigacion,18
menor,escuela,17
menor,madero,17
justicia,madre,17
alejandra,madre,17
marina,militarizada,17
persona,caso,16
registrar,tamaulipas,16
familia,ano,16
familia,ciudad,16
zapata,tampico,16
justicia,gobierno,16
menor,tamaulipas,16
justicia,escuela,16
justicia,deber,16
continuar,dafne,16
justicia,centro,16
quintos,militarizada,15
familia,investigacion,15
quintos,madre,15
justicia,mante,15
justicia,mexico,15
familia,victima,15
justicia,pedir,15
justicia,joven,15
justicia,seguridad,15
exigir,tamaulipas,15
justicia,doenitz,15
justicia,querer,15
zapata,yanina,14
zapata,caso,14
zapata,americo,14
registrar,caso,14
persona,autoridad,14
justicia,proceso,14
perder,vida,14
exigir,tampico,14
avanzar,tampico,14
justicia,ano,14
menor,investigacion,14
familia,mexico,14
zapata,ciudad,14
justicia,presidenta,14
justicia,yanina,14
familia,madre,13
persona,julio,13
justicia,julio,13
menor,edad,13
menor,doenitz,13
persona,joven,13
menor,militarizado,13
persona,dia,13
persona,detenido,13
persona,ciudad,13
gobernador,anaya,13
justicia,prosperidad,13
familia,villarreal,13
justicia,danna,13
familia,gracias,12
puente,tampico,12
perder,ano,12
familia,dia,12
menor,tampico,12
justicia,autoridad,12
justicia,adolescente,12
familia,academia,12
menor,autoridad,12
justicia,pacto,12
justicia,economica,12
detencion,dafne,12
justicia,feminicidio,12
zapata,villarreal,12
quintos,tampico,12
gobernador,querer,12
zapata,danna,12
exigir,villarreal,12
zapata,militarizada,11
familia,escuela,11
familia,colonia,11
persona,vida,11
persona,evento,11
persona,victima,11
familia,vida,11
familia,buscar,11
justicia,pais,11
justicia,dejar,11
alejandra,academia,11
marina,tamaulipas,11
continuar,seguir,11
exigir,ciudad,11
justicia,militarizado,11
continuar,investigacion,11
quintos,ano,11
gobernador,caso,11
alejandra,investigacion,11
zapata,madero,11
estrellita,dafne,11
permanecer,danna,11
familia,gobierno,10
alejandra,madero,10
exigir,americo,10
exigir,doenitz,10
menor,vida,10
familia,salud,10
justicia,sheinbaum,10
justicia,politico,10
familia,hija,10
perder,dafne,10
perder,tamaulipas,10
justicia,militar,10
justicia,manana,10
menor,madre,10
quintos,campamento,10
perder,academia,10
estrellita,academia,10
exigir,academia,10
justicia,nina,10
familia,presidenta,10
familia,espacio,10
permanecer,caso,10
justicia,senalar,10
quintos,investigacion,10
familia,monica,10
justicia,mano,10
justicia,martinez,10
persona,academia,10
justicia,audiencia,10
quintos,danna,10
quintos,yanina,10
persona,proceso,10
permanecer,proceso,10
abuela,americo,10
alejandra,doenitz,9
exigir,madero,9
persona,escuela,9
zapata,mora,9
lograr,tampico,9
familia,padre,9
familia,servicio,9
familia,gratuito,9
persona,dejar,9
pesca,ano,9
marina,secretaria,9
familia,madero,9
familia,mujer,9
