termino_interno,termino_externo,weight
exposicion,tampico,31
expo,tampico,29
verano,tampico,28
verano,campamento,26
llegar,tampico,24
gratuito,tampico,23
internacional,tampico,23
disfrutar,tampico,21
vivir,tampico,21
experiencia,tampico,21
verano,dafne,21
recibir,tampico,20
verano,academia,19
verano,tamaulipas,19
ofrecer,tamaulipas,19
entrada,tampico,18
playa,miramar,18
unico,tampico,18
descubrir,tampico,17
verano,ciudad,17
precio,pesos,17
exposicion,cultural,15
bodies,tampico,15
verano,ano,15
cuerpo,tampico,15
verano,militarizada,15
verano,madero,15
martes,tampico,14
verano,doenitz,14
llegar,julio,13
oferta,tampico,13
verano,turistico,13
especial,tampico,13
verano,curso,13
manana,tampico,12
recibir,ano,12
exposicion,espacio,12
exposicion,metropolitano,12
verano,villarreal,12
llegar,caso,12
verano,escuela,12
verano,visitante,12
ofrecer,escuela,11
exposicion,julio,11
vacacion,tampico,11
manana,tamaulipas,11
oferta,turistico,11
llegar,ano,11
recibir,visitante,10
internacional,pais,10
recorrer,tampico,10
llegar,dafne,10
manana,justicia,10
verano,gobierno,10
expo,jaiba,10
gratuito,jaiba,10
internacional,cultural,9
carpintero,laguna,9
gratuito,familia,9
ofrecer,tampico,9
internacional,tamaulipas,9
llegar,tamaulipas,9
verano,municipal,9
humano,tampico,9
jardin,tampico,9
verano,menor,9
verano,regular,9
recorrido,tampico,9
copa,mundo,9
exposicion,fuerza,9
tranquilidad,tampico,8
experiencia,espacio,8
oferta,monica,8
recibir,monica,8
recibir,municipio,8
llegar,nacional,8
entrada,julio,8
gratuito,salud,8
verano,presidenta,8
verano,monica,8
verano,julio,8
vivir,ano,8
internacional,ano,8
verano,madre,8
noche,jueves,8
llegar,ciudad,8
llegar,madero,8
unico,ciudad,8
expo,pasion,8
entrada,jaiba,8
verano,caso,8
junio,ciento,8
visitar,tampico,8
playa,visitante,8
ofrecer,familia,8
playa,vehiculo,8
verano,adolescente,8
precio,zona,8
recorrido,centro,7
ofrecer,villarreal,7
unico,cultural,7
manana,familia,7
escolar,tampico,7
recibir,tamaulipas,7
atractivo,tampico,7
exposicion,familia,7
disfrutar,invitar,7
ofrecer,espacio,7
playa,pesca,7
oferta,villarreal,7
exposicion,turistico,7
internacional,turismo,7
internacional,nacional,7
llegar,dia,7
potosi,san,7
potosi,luis,7
verano,justicia,7
verano,fallecer,7
verano,marina,7
noche,academia,7
verano,militarizado,7
verano,morir,7
teatro,tampico,7
entrada,metropolitano,7
gratuito,brava,7
reconocido,tampico,7
experiencia,cultural,7
experiencia,metropolitano,7
temporal,tampico,7
naturaleza,tampico,7
martes,jueves,7
vacacion,querer,7
verano,espacio,7
manana,comenzar,7
victor,sampedro,7
recorrido,calle,7
llegar,altamira,7
copa,tampico,7
vivir,mexico,7
recibir,villarreal,7
turista,tampico,7
playa,tamaulipas,7
playa,destino,7
producto,familia,7
precio,canasta,7
verano,quintos,7
manana,audiencia,7
ofrecer,educacion,7
experiencia,ciudad,6
oferta,visitante,6
recibir,dafne,6
ofrecer,pesos,6
ofrecer,turismo,6
experiencia,cultura,6
producto,local,6
llegar,zona,6
llegar,escuela,6
llegar,cultural,6
exposicion,arte,6
vacacion,escuela,6
vacacion,nino,6
recibir,mexico,6
carpintero,tampico,6
martes,altamira,6
experiencia,familia,6
gratuito,servicio,6
exposicion,invitar,6
disfrutar,metropolitano,6
manana,altamira,6
playa,madero,6
bodies,monica,6
bodies,villarreal,6
superar,mexico,6
oferta,cultural,6
verano,periodo,6
llegar,vida,6
recibir,empresa,6
ofrecer,nacional,6
martes,julio,6
noche,ciudad,6
noche,doenitz,6
ideal,mundo,6
llegar,muerte,6
exposicion,libertad,6
libre,arte,6
entrada,brava,6
salon,pasion,6
salon,jaiba,6
gobernadores,pasion,6
gobernadores,jaiba,6
gobernadores,tampico,6
martes,jaiba,6
llegar,espacio,6
experiencia,julio,6
experiencia,agosto,6
exposicion,agosto,6
martes,salir,6
verano,persona,6
recibir,equipo,6
concierto,tampico,6
