termino_interno,termino_externo,weight
region,tamaulipas,34
estatal,tamaulipas,28
region,tampico,16
contemplar,tamaulipas,16
ciento,ano,16
estatal,gobierno,15
estatal,guardia,14
contemplar,tampico,14
mante,villarreal,13
seguro,tamaulipas,13
mante,americo,12
estatal,federal,12
mante,dafne,12
mante,tamaulipas,12
estatal,secretaria,11
seguro,tampico,11
saludo,tamaulipas,11
saludo,chucho,11
estatal,seguridad,10
libramiento,obra,10
estatal,atencion,10
estatal,anaya,10
estatal,caso,10
estatal,gobernador,10
entregar,villarreal,10
estatal,autoridad,10
ciento,tamaulipas,10
mundo,tampico,10
electoral,proceso,10
consejo,mensual,10
invitacion,tamaulipas,9
mante,obra,9
estatal,programa,9
estatal,nacional,9
seguro,social,9
estatal,villarreal,9
entregar,ano,9
entregar,obra,9
mante,justicia,9
consejo,pesos,9
ciento,periodo,9
entregar,tamaulipas,8
libramiento,americo,8
libramiento,villarreal,8
estatal,tampico,8
estatal,dafne,8
estatal,centro,8
entregar,pavimentacion,8
estatal,americo,8
puerto,tampico,8
electoral,tamaulipas,8
septiembre,tampico,8
saludo,bendicion,8
instituto,nacional,8
medida,permanecer,8
cautelar,permanecer,8
medida,preventivo,8
mante,gobernador,8
luna,narco,8
saludo,seguir,7
poniente,americo,7
poniente,villarreal,7
seguro,seguridad,7
contemplar,municipal,7
pedro,san,7
estacion,tamaulipas,7
seguro,frontera,7
contemplar,municipio,7
contemplar,millon,7
region,proyecto,7
estatal,educacion,7
estatal,investigacion,7
estatal,sep,7
estatal,escuela,7
fronterizo,tamaulipas,7
region,inversion,7
seguro,espacio,7
estatal,senalar,7
ciento,reduccion,7
avanzar,muerte,7
region,ciudad,7
seguro,seguir,7
ciento,gobierno,7
estatal,fortalecer,7
saludo,gobernador,7
medida,prision,7
cautelar,prision,7
cautelar,preventivo,7
electoral,deber,7
seguro,familia,7
ciento,multa,7
mante,arrancar,6
poniente,obra,6
region,ano,6
seguro,atencion,6
seguro,movilidad,6
contemplar,carretera,6
region,continuar,6
estatal,ano,6
estatal,deber,6
region,sur,6
estatal,mandatario,6
mundo,pais,6
avanzar,mexico,6
avanzar,tampico,6
estacionamiento,espacio,6
seguro,salir,6
entregar,monica,6
colocar,tamaulipas,6
electoral,municipal,6
consejo,municipal,6
consejo,proceso,6
consejo,presidente,6
septiembre,pesos,6
incremento,registrar,6
mundo,liga,6
seguro,ciudad,6
diaz,via,6
saludo,senor,6
saludo,provecho,6
saludo,fuerte,6
kilometro,hora,6
estatal,buscar,6
ciento,produccion,6
avanzar,permanecer,6
avanzar,dafne,6
avanzar,proceso,6
avanzar,adolescente,6
medida,proceso,6
cautelar,proceso,6
puerto,etc,6
entregar,tampico,6
ciento,municipal,6
estatal,familia,6
estatal,mantener,6
region,convencional,6
entregar,laguna,6
entregar,puerta,6
region,municipio,6
region,altamira,6
estatal,secretario,6
electoral,cargo,6
contemplar,villarreal,6
medida,tamaulipas,6
region,recomendacion,6
contemplar,arbol,6
region,construccion,5
estatal,reynosa,5
libramiento,arrancar,5
region,desarrollo,5
estatal,general,5
seguro,nacional,5
contemplar,accion,5
mundo,quedar,5
seguro,infraestructura,5
seguro,brindar,5
seguro,presidenta,5
contemplar,inversion,5
contemplar,pesos,5
contemplar,proyecto,5
estatal,ley,5
estatal,explicar,5
entregar,colonia,5
entregar,hidraulico,5
entregar,transformar,5
region,seguridad,5
region,fortalecer,5
entregar,americo,5
entregar,millon,5
estatal,principal,5
estatal,pais,5
seguro,auto,5
utilizar,espacio,5
region,jueves,5
dirigido,ano,5
electoral,morena,5
mante,exigir,5
especializado,elemento,5
region,zona,5
mante,caso,5
consejo,distrital,5
consejo,febrero,5
especializado,atencion,5
miguel,angel,5
definir,metrobus,5
utilizar,metrobus,5
estacionamiento,metrobus,5
saludo,nader,5
saludo,abrazo,5
saludo,saludos,5
ciento,hora,5
instituto,ciudad,5
ciento,personal,5
ciento,disminuir,5
ciento,junio,5
industria,construccion,5
avanzar,antonio,5
vigente,permanecer,5
entregar,familia,5
contemplar,fortalecer,5
