termino_interno,termino_externo,weight
fortalecer,tampico,47
bienestar,tampico,35
espacio,tampico,35
vida,tampico,33
fortalecer,seguir,30
bienestar,seguir,26
fortalecer,tamaulipas,25
bienestar,tamaulipas,23
bienestar,villarreal,22
fortalecer,ciudad,22
desarrollo,tampico,22
bienestar,familia,22
bienestar,programa,21
proyecto,tampico,21
bienestar,jornada,21
entidad,tamaulipas,21
vida,persona,21
fortalecer,gobierno,20
fortalecer,impulsar,20
fortalecer,familia,20
espacio,seguir,19
fortalecer,presidenta,19
vida,familia,19
fortalecer,villarreal,19
vida,seguir,18
fortalecer,estrategia,18
accion,tamaulipas,18
fortalecer,dia,17
bienestar,gobierno,17
compromiso,villarreal,17
sector,tamaulipas,17
bienestar,monica,17
desarrollo,economico,16
fortalecer,local,16
fortalecer,mexico,16
obra,tampico,16
obra,villarreal,15
desarrollo,villarreal,15
bienestar,presidenta,15
espacio,presidenta,15
obra,colonia,15
desarrollo,tamaulipas,15
proyecto,tamaulipas,15
espacio,municipal,15
fortalecer,nacional,15
entidad,nacional,15
espacio,deportivo,15
obra,ano,14
obra,seguir,14
fortalecer,municipal,14
fortalecer,seguridad,14
vida,ano,14
espacio,familia,14
fortalecer,economico,14
proyecto,zona,14
espacio,villarreal,14
vida,localizado,14
coordinacion,tamaulipas,13
bienestar,construir,13
bienestar,delegacion,13
mejorar,tamaulipas,13
desarrollo,impulsar,13
fortalecer,oportunidad,13
mejorar,familia,13
compromiso,presidenta,13
fortalecer,entrega,13
fortalecer,anaya,13
accion,villarreal,13
compromiso,monica,13
bienestar,tampicotecuida,13
espacio,ciudad,13
bienestar,atencion,13
bienestar,impulsar,12
fortalecer,programa,12
fortalecer,social,12
fortalecer,generar,12
fortalecer,monica,12
accion,seguridad,12
fortalecer,municipio,12
accion,tampico,12
bienestar,alcaldesa,12
obra,tamaulipas,12
entidad,pais,12
tampicovacontodo,tampicotecuida,12
agua,tampico,12
compromiso,familia,12
principal,tamaulipas,12
beneficio,fiscal,12
bienestar,generar,11
compromiso,tampico,11
fortalecer,iniciativa,11
fortalecer,economia,11
accion,gobierno,11
bienestar,colonia,11
sector,tampico,11
vida,transformar,11
bienestar,victoria,11
espacio,buscar,11
entidad,mexico,11
secretario,tamaulipas,11
espacio,taller,11
espacio,monica,11
espacio,deporte,11
futuro,tampico,11
conjunto,jaumave,11
internacional,dia,10
obra,libramiento,10
bienestar,oportunidad,10
bienestar,inaugurar,10
compromiso,impulsar,10
desarrollo,municipio,10
fortalecer,empresa,10
fortalecer,promover,10
compromiso,tamaulipas,10
espacio,escuela,10
infraestructura,tamaulipas,10
accion,presidenta,10
proyecto,construccion,10
obra,hidraulico,10
bienestar,ciudad,10
vida,ciudad,10
tampiquenas,familia,10
bienestar,guadalupe,10
vida,dia,10
vida,tampicotecuida,10
espacio,cultural,10
fortalecer,publico,10
accion,ciudad,10
accion,jornada,10
actividad,tamaulipas,10
digno,deportivo,10
mejorar,villarreal,10
obra,millon,9
obra,mante,9
desarrollo,oportunidad,9
bienestar,americo,9
futuro,seguir,9
fortalecer,impulsado,9
fortalecer,claudia,9
vida,joven,9
accion,municipal,9
calidad,tampico,9
compromiso,ciudad,9
desarrollo,ciudad,9
fortalecer,servicio,9
compromiso,seguir,9
proyecto,impulsar,9
espacio,gobierno,9
espacio,ano,9
accion,impulsar,9
mejorar,transformar,9
accion,gobernador,9
accion,americo,9
infraestructura,pavimentacion,9
compromiso,tampicotecuida,9
fortalecer,destacar,9
obra,calle,9
bienestar,cuidar,9
permitir,tamaulipas,9
infraestructura,ano,9
mejorar,seguir,9
fortalecer,atencion,9
espacio,metro,9
vida,villarreal,9
obra,monica,9
obra,entregar,9
comunidad,gobierno,9
fortalecer,tampicotecuida,9
proyecto,ciudad,9
noticia,excelente,9
contribuir,tampico,9
fortalecer,turismo,9
desarrollo,zona,9
movilidad,familia,9
compromiso,municipal,9
espacio,anaya,9
accion,seguir,9
desarrollo,anaya,9
bienestar,municipal,9
cabo,villarreal,9
bienestar,inversion,9
espacio,publico,9
sector,ano,9
agua,reynosa,9
bienestar,zona,9
espacio,impulsar,9
bienestar,cancha,9
internacional,tampico,9
entidad,gobernador,9
principal,turistico,9
mejorar,tampico,9
agua,laguna,9
entidad,gobierno,9
actividad,villarreal,9
vida,registro,9
conjunto,programa,9
conjunto,camino,9
bienestar,ano,8
bienestar,social,8
fortalecer,construir,8
