termino_interno,termino_externo,weight
caso,dafne,89
caso,tamaulipas,53
caso,justicia,49
caso,investigacion,31
escuela,tamaulipas,29
caso,academia,28
caso,familia,25
caso,fiscalia,25
campamento,dafne,23
escuela,militarizado,23
caso,julio,23
caso,yanina,22
caso,ano,21
escuela,educacion,21
campamento,academia,20
luis,tamaulipas,20
proceso,tamaulipas,20
escuela,dafne,19
caso,joven,19
caso,autoridad,18
caso,exigir,18
proceso,dafne,18
caso,tampico,17
caso,doenitz,17
caso,deber,16
escuela,sep,16
caso,militarizada,16
caso,audiencia,16
caso,ciudad,16
caso,feminicidio,16
escuela,academia,15
caso,centro,15
campamento,doenitz,14
caso,gobierno,14
escuela,deber,14
caso,militarizado,14
director,academia,14
luis,san,14
caso,altamira,14
hora,tampico,14
caso,quintos,14
proceso,tampico,14
caso,muerte,13
campamento,verano,13
caso,mexico,13
caso,madero,13
caso,gobernador,13
presunto,investigacion,13
hora,audiencia,13
caso,danna,13
publico,tampico,13
proceso,audiencia,13
proceso,justicia,13
caso,zapata,13
escuela,gobierno,12
escuela,justicia,12
caso,general,12
caso,responsable,12
caso,asegurar,12
luis,academia,12
presunto,academia,12
publico,tamaulipas,12
jorge,academia,11
escuela,militar,11
detenido,dafne,11
caso,hija,11
caso,ley,11
caso,padre,11
publico,ano,11
estrellita,dafne,11
campamento,militarizada,11
proceso,ano,11
caso,persona,11
menor,tamaulipas,11
publico,gobierno,11
caso,permanecer,11
proceso,yanina,11
proceso,investigacion,11
chucho,saludo,11
hora,tamaulipas,11
proceso,adolescente,11
proceso,permanecer,11
escuela,espacio,10
escuela,presidenta,10
jorge,dafne,10
escuela,nina,10
campamento,madero,10
caso,presidenta,10
caso,institucion,10
caso,senalar,10
caso,estatal,10
caso,morir,10
presunto,tamaulipas,10
caso,villarreal,10
hora,situacion,10
caso,dia,10
presunto,militarizada,10
presunto,doenitz,10
caso,registrar,10
menor,dafne,10
escuela,ano,10
hora,ano,10
proceso,electoral,10
publico,fortalecer,10
publico,ciudad,10
proceso,persona,10
proceso,feminicidio,10
escuela,ofrecer,10
escuela,formacion,9
campamento,ciudad,9
campamento,tamaulipas,9
escuela,doenitz,9
caso,operar,9
director,doenitz,9
potosi,san,9
caso,prueba,9
caso,orden,9
detenido,persona,9
caso,civil,9
hora,fiscal,9
detenido,yanina,9
presunto,dafne,9
campamento,adolescente,9
hora,altamira,9
publico,villarreal,9
publico,espacio,9
proceso,municipal,9
presunto,victima,9
proceso,prision,9
proceso,preventivo,9
proceso,danna,9
proceso,fiscalia,9
hora,esperar,9
camara,karina,9
nombre,ano,8
escuela,centro,8
jorge,doenitz,8
escuela,madero,8
caso,militar,8
caso,investigar,8
escuela,operar,8
caso,municipio,8
caso,victima,8
escuela,hija,8
director,dafne,8
director,militarizada,8
caso,buscar,8
potosi,tamaulipas,8
caso,marina,8
caso,parecer,8
escuela,pasar,8
escuela,familia,8
caso,delito,8
caso,situacion,8
menor,madero,8
campamento,militarizado,8
escuela,hijo,8
caso,adolescente,8
presunto,responsable,8
plantel,institucion,8
menor,ano,8
hora,dafne,8
hora,dia,8
caso,semana,8
luis,dafne,8
caso,abuela,8
publico,obra,8
proceso,seleccion,8
proceso,vinculacion,8
vincular,yanina,8
proceso,general,8
publico,deber,8
chucho,provecho,8
chucho,saludos,8
luis,ano,8
publico,dafne,8
hora,zona,8
proceso,indicar,8
menor,persona,8
caso,americo,8
escuela,tampico,8
proceso,legal,8
escuela,secretaria,8
vincular,tamaulipas,8
escuela,revisar,7
caso,sheinbaum,7
caso,elemento,7
director,tamaulipas,7
jorge,militarizada,7
luis,doenitz,7
caso,madre,7
escuela,estatal,7
caso,pedir,7
caso,pais,7
presunto,muerte,7
guerrero,zona,7
campamento,tampico,7
escuela,padre,7
caso,esperar,7
escuela,persona,7
