termino_interno,termino_externo,weight
claudia,sheinbaum,56
claudia,presidenta,46
gobierno,tamaulipas,42
gobierno,tampico,36
gobierno,villarreal,30
gobierno,municipal,30
gobierno,presidenta,29
gobierno,mexico,29
claudia,pardo,28
gobierno,nacional,25
claudia,mexico,21
gobierno,seguir,20
gobierno,fortalecer,20
gobierno,ano,20
gobierno,jornada,20
gobierno,bienestar,17
claudia,tamaulipas,17
historia,tampico,16
gobierno,americo,16
claudia,nacional,15
gobierno,programa,15
gobierno,estatal,15
gobierno,gobernador,15
social,red,15
gobierno,caso,14
gobierno,monica,14
gobierno,federal,13
gobierno,anaya,13
gobierno,deber,13
gobierno,pasar,13
gobierno,reynosa,13
gobierno,reforestacion,13
gas,natural,13
social,fortalecer,12
crecer,tampico,12
gobierno,escuela,12
claudia,americo,12
gobierno,secretaria,11
gobierno,accion,11
gobierno,atencion,11
social,tampico,11
gobierno,publico,11
gobierno,oportunidad,10
gobierno,seguridad,10
gobierno,querer,10
gobierno,pais,10
gobierno,sheinbaum,10
gobierno,ciudad,10
gobierno,millon,10
distinto,tamaulipas,10
gobierno,sumar,10
claudia,reforestacion,9
claudia,fortalecer,9
gobierno,construir,9
social,seguro,9
gobierno,espacio,9
gobierno,republica,9
gobierno,autoridad,9
claudia,pais,9
gobierno,escuchar,9
texas,tamaulipas,9
negocio,ano,9
gobierno,politico,9
gobierno,comunidad,9
social,familia,9
gobierno,verano,9
claudia,republica,9
cuenca,sheinbaum,9
gobierno,entidad,9
grupo,tamaulipas,9
claudia,impulsado,8
social,bienestar,8
gobierno,orden,8
gobierno,justicia,8
gobierno,narco,8
laredo,matamoros,8
claudia,gobernador,8
gobierno,familia,8
gobierno,cosa,8
distinto,tampico,8
laredo,tamaulipas,8
gobierno,informacion,8
gobierno,impulsar,8
gobierno,salud,8
claudia,villarreal,8
gobierno,dia,8
cuenca,presidenta,8
existir,tamaulipas,8
laredo,reynosa,8
conferencia,presidenta,8
claudia,jornada,8
distinto,nacional,8
cuenca,burgos,8
gobierno,gente,7
gobierno,general,7
social,secretaria,7
gobierno,metro,7
claudia,morena,7
pasion,jaiba,7
pasion,tampico,7
pasion,futbol,7
gobierno,estrategia,7
gobierno,infraestructura,7
gobierno,senalar,7
negocio,fortalecer,7
conferencia,sheinbaum,7
gobierno,investigacion,7
gobierno,investigar,7
explicar,ano,7
gobierno,mexicano,7
gobierno,marina,7
gobierno,educacion,7
gobierno,encabezado,7
gobierno,morena,7
gobierno,demanda,7
gobierno,ciudadano,7
historia,ano,7
claudia,tampico,7
ambiental,proyecto,7
social,desarrollo,7
existir,persona,7
gobierno,vida,7
gobierno,turismo,7
gobierno,abrir,7
negocio,ciudad,7
gobierno,ciento,7
ambiental,considerar,7
existir,tampico,7
gobierno,participar,7
ambiental,tamaulipas,7
gobierno,considerar,7
claudia,seguridad,7
ambiental,jornada,7
cuenca,natural,7
gas,mexico,7
crecer,nacional,7
grupo,conocido,7
claudia,sumar,6
claudia,secretaria,6
claudia,seguir,6
gobierno,acercar,6
gobierno,necesitar,6
historia,vivir,6
historia,unir,6
expo,tampico,6
gobierno,unidos,6
negocio,local,6
gobierno,dafne,6
gobierno,resolver,6
gobierno,pedir,6
gobierno,corresponder,6
gobierno,grande,6
gobierno,mujer,6
distinto,mexico,6
gobierno,ley,6
texas,tampico,6
negocio,tampico,6
existir,deber,6
negocio,seguir,6
gobierno,creer,6
claudia,querer,6
gobierno,colonia,6
gobierno,red,6
gobierno,secretario,6
gobierno,municipio,6
gobierno,impulsado,6
explicar,familia,6
social,administracion,6
social,movilidad,6
social,lograr,6
gobierno,gracias,6
claudia,hospital,6
impacto,nacional,6
historia,convertir,6
historia,orgullo,6
social,lindero,6
gobierno,pesos,6
gobierno,local,6
localviernes,julio,6
explicar,academia,6
cuenca,agua,6
existir,seguir,6
claudia,deber,6
gobierno,huachicol,6
explicar,nacional,6
social,actividad,6
judicial,dafne,6
distinto,destacar,6
gobierno,mantener,6
ambiental,tecnico,6
convencional,region,6
gobierno,modelo,6
gobierno,proyecto,6
codigo,municipal,6
cargo,electoral,6
ambiental,accion,6
ambiental,arbol,6
convencional,natural,6
convencional,recomendar,6
cuenca,recomendar,6
