termino_interno,termino_externo,weight
academia,dafne,53
doenitz,dafne,43
yanina,dafne,41
muerte,dafne,36
quintos,dafne,33
fiscalia,tamaulipas,30
militarizada,dafne,29
academia,caso,28
danna,dafne,27
joven,tamaulipas,26
quintos,zapata,26
academia,tamaulipas,25
fiscalia,caso,25
general,tamaulipas,25
academia,madero,24
joven,dafne,24
fiscalia,dafne,24
fiscalia,justicia,23
feminicidio,dafne,22
yanina,caso,22
feminicidio,tamaulipas,21
persona,vida,21
academia,campamento,20
fiscalia,investigacion,20
academia,militarizado,20
adolescente,dafne,20
audiencia,dafne,20
joven,caso,19
general,justicia,19
joven,ano,19
carpeta,investigacion,19
yanina,julio,19
academia,zapata,19
academia,ciudad,18
academia,ano,18
yanina,altamira,18
academia,marina,17
persona,ano,17
doenitz,caso,17
persona,tampico,17
joven,nino,17
doenitz,madero,16
militarizada,caso,16
persona,localizado,16
audiencia,caso,16
feminicidio,caso,16
persona,tamaulipas,16
puente,tampico,16
doenitz,tamaulipas,15
academia,escuela,15
militarizada,ano,15
joven,tampico,15
doenitz,ano,15
doenitz,zapata,15
persona,desaparecido,15
doenitz,campamento,14
doenitz,ciudad,14
academia,director,14
academia,investigacion,14
yanina,justicia,14
persona,dafne,14
academia,institucion,14
quintos,caso,14
academia,hija,14
persona,justicia,14
muerte,caso,13
academia,verano,13
muerte,tamaulipas,13
muerte,militarizado,13
morir,dafne,13
militarizada,madero,13
danna,justicia,13
audiencia,hora,13
danna,caso,13
persona,familia,13
yanina,investigacion,13
yanina,tamaulipas,13
audiencia,altamira,13
audiencia,proceso,13
yanina,zapata,13
joven,oportunidad,12
quintos,tamaulipas,12
defensa,secretaria,12
general,caso,12
joven,justicia,12
academia,justicia,12
academia,victima,12
militarizada,marina,12
doenitz,marina,12
academia,luis,12
persona,ciudad,12
feminicidio,ano,12
adolescente,ano,12
militarizada,tamaulipas,12
mora,dafne,12
academia,presunto,12
militarizada,ciudad,12
yanina,prision,12
yanina,preventivo,12
audiencia,investigacion,12
danna,zapata,12
danna,centro,12
academia,jorge,11
general,ano,11
orden,tamaulipas,11
academia,dia,11
militarizada,campamento,11
joven,buscar,11
persona,caso,11
permanecer,caso,11
danna,investigacion,11
yanina,proceso,11
adolescente,proceso,11
permanecer,proceso,11
defensa,nacional,11
joven,seguir,10
quintos,justicia,10
general,tampico,10
permanecer,ciudad,10
defensa,dafne,10
morir,caso,10
feminicidio,investigacion,10
audiencia,justicia,10
adolescente,tamaulipas,10
joven,instalacion,10
militarizada,presunto,10
doenitz,presunto,10
joven,ciudad,10
ubicado,ciudad,10
feminicidio,pena,10
feminicidio,delito,10
academia,sostener,10
persona,proceso,10
academia,julio,10
yanina,centro,10
feminicidio,proceso,10
feminicidio,justicia,10
integral,centro,10
danna,tamaulipas,10
joven,vida,9
doenitz,justicia,9
general,buscar,9
academia,militar,9
doenitz,verano,9
doenitz,escuela,9
elemento,tamaulipas,9
elemento,investigacion,9
doenitz,director,9
persona,buscar,9
academia,responsable,9
prueba,caso,9
orden,caso,9
general,ciudad,9
persona,detenido,9
persona,victima,9
yanina,detenido,9
adolescente,campamento,9
militarizada,verano,9
general,ley,9
academia,autoridad,9
militarizada,institucion,9
doenitz,institucion,9
detencion,dafne,9
joven,talento,9
danna,proceso,9
audiencia,centro,9
integral,justicia,9
elemento,dafne,9
fiscalia,proceso,9
militarizada,zapata,9
quintos,madero,9
adolescente,zapata,9
persona,encontrar,9
persona,dia,9
danna,altamira,9
doenitz,jorge,8
academia,ortega,8
orden,gobierno,8
acudir,tampico,8
permanecer,tampico,8
fiscalia,ano,8
militarizada,director,8
persona,autoridad,8
muerte,investigacion,8
general,dafne,8
video,tamaulipas,8
persona,investigacion,8
quintos,alejandra,8
yanina,tampico,8
academia,altamira,8
fiscalia,deber,8
adolescente,caso,8
militarizada,investigacion,8
academia,fallecer,8
general,entidad,8
general,homologar,8
general,autoridad,8
permanecer,tamaulipas,8
academia,educacion,8
adolescente,ciudad,8
