termino_interno,termino_externo,weight
guardia,nacional,20
buscar,tampico,20
buscar,tamaulipas,18
guardia,tamaulipas,17
empresa,tampico,16
guardia,estatal,14
casa,tampico,13
buscar,espacio,11
buscar,joven,11
casa,julio,11
casa,tamaulipas,10
empresa,local,10
empresa,fortalecer,10
talento,tampico,10
buscar,ano,10
comenzar,tamaulipas,10
buscar,ley,10
casa,villarreal,9
buscar,general,9
buscar,persona,9
buscar,sur,9
responsabilidad,julio,9
articulo,julio,9
talento,joven,9
quedar,tampico,9
comenzar,dia,9
buscar,deportivo,9
organizado,mexico,9
clandestino,refineria,9
tercer,nacional,9
guardia,seguridad,8
comenzar,ano,8
quedar,vida,8
ortega,academia,8
buscar,altamira,8
responsabilidad,bienestar,8
buscar,presidenta,8
buscar,pedir,8
buscar,caso,8
empresa,tamaulipas,8
buscar,evento,8
buscar,deber,8
buscar,pais,8
responsabilidad,tamaulipas,8
opinion,julio,8
vertido,julio,8
emitir,julio,8
editorial,julio,8
buscar,participar,8
talento,nino,8
quedar,liga,8
comenzar,agosto,8
corona,gustavo,8
casa,naturaleza,8
basico,educacion,8
guardia,gobernador,7
guardia,villarreal,7
buscar,fortalecer,7
buscar,entidad,7
buscar,homologar,7
basico,tamaulipas,7
casa,nacional,7
minibasket,nacional,7
comenzar,caso,7
respetar,julio,7
buscar,nino,7
buscar,ciudad,7
comenzar,manana,7
drenaje,agua,7
quedar,tamaulipas,7
casa,monica,7
guardia,coordinacion,6
guardia,mauricio,6
empresa,distintivo,6
talento,seguir,6
quedar,deber,6
comenzar,institucion,6
ortega,doenitz,6
ortega,jorge,6
empresa,mantenimiento,6
guardia,americo,6
casa,espacio,6
buscar,feminicidio,6
buscar,turistico,6
comenzar,mexico,6
columna,altamira,6
buscar,digno,6
buscar,julio,6
minibasket,nino,6
libertad,julio,6
ganar,tamaulipas,6
buscar,nacional,6
proyectar,evento,6
proyectar,joven,6
talento,participar,6
tour,equipo,6
francia,equipo,6
buscar,esperar,6
comenzar,llegar,6
abusar,oficina,6
comenzar,equipo,6
buscar,estatal,6
comenzar,tampico,6
quedar,ano,6
buscar,disciplina,6
combustible,tanque,6
comenzar,vivienda,6
involucrado,tamaulipas,6
guardia,refineria,6
opinion,tampico,6
tercer,oratoria,6
fuerza,alto,5
mandar,dia,5
guardia,cansino,5
comenzar,semana,5
empresa,impulsar,5
empresa,recibir,5
quedar,impune,5
quedar,culpable,5
quedar,pasar,5
quedar,mundo,5
ortega,tamaulipas,5
ortega,dafne,5
casa,nina,5
buscar,municipal,5
mandar,deber,5
hidrocarburo,tamaulipas,5
buscar,mantener,5
buscar,permitir,5
responsabilidad,hija,5
responsabilidad,caso,5
quedar,gente,5
buscar,accion,5
buscar,mexico,5
opinion,deber,5
quedar,nivel,5
buscar,atencion,5
quedar,dejar,5
quedar,grande,5
clandestino,tamaulipas,5
buscar,autoridad,5
comenzar,pasar,5
columna,julio,5
basico,acuerdo,5
basico,contar,5
buscar,mejorar,5
responsabilidad,social,5
quedar,sur,5
buscar,educacion,5
buscar,vida,5
ganar,julio,5
minibasket,festival,5
minibasket,evento,5
columna,tampico,5
columna,tamaulipas,5
talento,ciudad,5
ganar,nacional,5
culminar,tamaulipas,5
minibasket,tamaulipas,5
proyectar,nino,5
proyectar,participar,5
talento,tamaulipas,5
talento,evento,5
comenzar,deber,5
ortega,luis,5
ortega,ponce,5
comenzar,familiar,5
basico,tampico,5
appel,ruffo,5
quedar,espacio,5
tour,romina,5
francia,romina,5
casa,impulsar,5
casa,persona,5
comenzar,lunes,5
organizado,crimen,5
noticias,mexico,5
noticias,tamaulipas,5
culminar,centro,5
buscar,gobierno,5
buscar,dafne,5
clandestino,nacional,5
clandestino,pasar,5
buscar,jornada,5
tercer,concurso,5
responsabilidad,reynosa,5
guardia,reynosa,4
fuerza,mexico,4
casa,turistico,4
guardia,seguro,4
guardia,atencion,4
conversacion,red,4
responsabilidad,joven,4
comenzar,iniciar,4
empresa,desarrollo,4
empresa,programa,4
talento,compromiso,4
talento,impulsar,4
quedar,justicia,4
quedar,caso,4
