termino_interno,termino_externo,weight
claudia,sheinbaum,38
gobierno,tamaulipas,32
gobierno,municipal,31
gobierno,tampico,31
seguridad,tampico,29
claudia,presidenta,28
seguridad,tamaulipas,24
gobierno,villarreal,23
gobierno,presidenta,21
gobierno,mexico,18
gobierno,ano,17
gobierno,caso,17
prosperidad,tampico,17
gobierno,justicia,16
gobierno,fortalecer,15
seguridad,justicia,15
claudia,mexico,15
economica,tampico,15
seguridad,villarreal,14
morena,mexico,14
gobierno,bienestar,14
gobierno,monica,14
seguridad,proteccion,14
gobierno,seguir,14
prosperidad,pacto,14
seguridad,secretaria,13
gobierno,escuchar,13
claudia,pardo,13
gente,tampico,13
prosperidad,justicia,13
seguridad,accion,12
seguridad,nacional,12
hablar,ano,12
gobierno,escuela,12
seguridad,fortalecer,12
pueblo,tampico,12
economica,justicia,12
seguridad,pacto,12
gobierno,deber,12
morena,viva,12
gobierno,programa,11
gobierno,millon,11
gobierno,anaya,11
claudia,tampico,11
republica,fiscalia,11
seguridad,acuerdo,11
claudia,tamaulipas,11
gobierno,dejar,11
hablar,pasar,11
gobierno,investigacion,11
gobierno,dia,11
gobierno,dafne,11
gobierno,querer,11
economica,pacto,11
claudia,americo,11
seguridad,monica,10
prosperidad,villarreal,10
gobierno,accion,10
gobierno,familia,10
gobierno,pesos,10
seguridad,civil,10
seguridad,guardia,10
ernesto,delito,10
ruffo,empresa,10
ingemar,empresa,10
politico,justicia,10
gobierno,verano,10
gobierno,nacional,10
republica,tamaulipas,10
prosperidad,firma,10
claudia,academia,10
gobierno,impulsar,9
gobierno,ciudad,9
seguridad,autoridad,9
seguridad,publica,9
operacion,empresa,9
republica,general,9
contrabando,empresa,9
ernesto,empresa,9
politico,pais,9
gobierno,pais,9
gente,seguir,9
hablar,querer,9
gobierno,estatal,9
gobierno,americo,9
seguridad,mexico,9
gobierno,oportunidad,9
fiscal,general,9
economica,villarreal,9
economica,firma,9
seguridad,firma,9
hablar,tampico,9
claudia,doenitz,9
morena,corrupto,9
claudia,dafne,9
prueba,caso,9
gente,querer,9
morena,gobernador,9
gobierno,atencion,9
narco,garcia,9
morena,tamaulipas,8
gobierno,publico,8
seguridad,unidad,8
combustible,tanque,8
combustible,litro,8
gobierno,espacio,8
gobierno,infraestructura,8
ruffo,investigar,8
hidrocarburo,empresa,8
pan,partido,8
fiscal,caso,8
seguridad,gabinete,8
gobierno,institucion,8
fiscal,red,8
seguridad,contar,8
morena,marina,8
gobierno,construir,8
gobierno,apoyar,8
gobierno,gracias,8
seguridad,estatal,8
gente,mexico,8
gobierno,gobernador,8
seguridad,destacar,8
gente,tampicotecuida,8
seguridad,marina,8
prosperidad,monica,8
economica,monica,8
gobierno,sheinbaum,8
gobierno,ciento,8
prueba,dafne,8
morena,americo,8
narco,luna,8
seguridad,ciudad,7
seguridad,municipio,7
seguridad,sociedad,7
gobierno,compromiso,7
paz,tampico,7
gobierno,social,7
baja,ano,7
gobierno,federal,7
seguridad,senalar,7
prueba,participacion,7
claro,dejar,7
baja,delito,7
california,delito,7
ruffo,delito,7
combustible,empresa,7
ernesto,detener,7
pan,nacional,7
huachicol,caso,7
pan,corrupto,7
seguridad,seguir,7
seguridad,mejorar,7
gobierno,autoridad,7
gente,gracias,7
seguridad,reynosa,7
obtener,tampico,7
obtener,pais,7
pueblo,presidenta,7
morena,villarreal,7
seguridad,informar,7
acusar,delito,7
seguridad,reforzar,7
politico,querer,7
fiscal,jesus,7
fiscal,govea,7
fiscal,orozco,7
fiscal,menor,7
gobierno,fiscalia,7
fiscal,tamaulipas,7
politico,mexico,7
claudia,marina,7
gobierno,orden,7
claudia,justicia,7
claudia,villarreal,7
gobierno,pasar,7
puro,mentira,7
narco,arturo,7
prueba,audiencia,7
fiscal,rosalba,7
gobierno,taller,6
seguridad,octavio,6
gobierno,importante,6
gobierno,local,6
gobierno,comercio,6
politico,partido,6
paz,ano,6
morena,electoral,6
california,nivel,6
seguridad,elemento,6
seguridad,caso,6
seguridad,municipal,6
operacion,ano,6
gobierno,persona,6
asociacion,hoteles,6
seguridad,principal,6
republica,fgr,6
ernesto,investigacion,6
organizado,acuerdo,6
operacion,investigacion,6
