termino_interno,termino_externo,weight
zona,tamaulipas,38
zona,tampico,38
zona,sur,24
colonia,tampico,21
laguna,tampico,21
zona,ciudad,20
llegar,tampico,19
colonia,ano,18
vivir,tampico,17
contar,tampico,16
colonia,monica,15
colonia,obra,15
calle,tampico,15
colonia,ninos,14
colonia,heroes,14
colonia,ciudad,14
transformar,seguir,14
colonia,villarreal,14
zona,norte,14
zona,proyecto,14
transformar,tampico,13
laguna,puerta,13
laguna,tamaulipas,12
zona,mexico,12
zona,centro,12
llegar,tamaulipas,12
contar,tamaulipas,12
transformar,familia,12
laguna,pavimentacion,12
laguna,avenida,12
colonia,avenida,12
chairel,tampico,12
descubrir,tampico,11
colonia,pavimentacion,11
colonia,seguir,11
colonia,bienestar,11
transformar,vida,11
proteccion,tampico,11
riesgo,tampico,11
carpintero,tampico,11
cocodrilo,tampico,11
calle,familia,10
experiencia,tampico,10
colonia,concreto,10
llegar,ano,10
publicos,tampico,10
laguna,ano,10
zona,autoridad,9
transformar,mejorar,9
hernandez,tampico,9
colonia,presidenta,9
calle,obra,9
transformar,monica,9
transformar,villarreal,9
zona,indicar,9
zona,presidenta,9
civil,caso,9
colonia,familia,9
zona,desarrollo,9
notificar,tampico,9
civil,tampico,9
llegar,madero,9
tratar,tamaulipas,9
juridico,situacion,9
zona,madero,9
zona,bienestar,9
servicios,tampico,9
laguna,agua,9
laguna,monica,9
vivir,mexico,8
colonia,hidraulico,8
llegar,julio,8
colonia,demanda,8
ciudadana,tampico,8
calle,ciudad,8
familiar,victima,8
zona,turistico,8
bonito,tampico,8
inmueble,tampico,8
llegar,nacional,8
llegar,ciudad,8
calle,col,8
zona,temperatura,8
zona,hora,8
vivir,tamaulipas,8
contar,ciudad,8
zona,pozo,8
civil,madero,8
llegar,familia,8
calle,asfaltico,8
servicios,atencion,8
publicos,atencion,8
llegar,sur,8
calle,mejorar,7
zona,dia,7
familiar,ciudad,7
familiar,tamaulipas,7
zona,justicia,7
experiencia,disfrutar,7
colonia,hidrosanitaria,7
colonia,espera,7
calle,pavimentacion,7
calle,villarreal,7
transformar,pavimentacion,7
zona,guerrero,7
zona,base,7
colonia,alcaldesa,7
colonia,mujer,7
zona,gracias,7
zona,familia,7
llegar,dafne,7
laguna,villarreal,7
zona,aumentar,7
zona,municipio,7
hernandez,ciudad,7
inmueble,centro,7
proteccion,ciudad,7
civil,ciudad,7
cuerpo,tampico,7
vecino,tampico,7
colonia,madero,7
zona,agua,7
laguna,familia,7
transformar,proyecto,7
laguna,concreto,7
laguna,hidraulico,7
colonia,puerta,7
laguna,vida,7
zona,inversion,7
analizar,tampico,7
hernandez,rosalba,7
chairel,agua,7
calle,seguir,7
vivir,vida,6
ocasion,tampico,6
llegar,caso,6
zona,seguridad,6
experiencia,tamaulipas,6
laguna,metro,6
accidente,responsable,6
vivir,historia,6
vivir,jaiba,6
colonia,infraestructura,6
colonia,privada,6
colonia,miramar,6
colonia,golfo,6
colonia,excelente,6
calle,infraestructura,6
colonia,calidad,6
colonia,atender,6
contar,presidenta,6
calle,monica,6
calle,nivel,6
transformar,obra,6
transformar,calidad,6
zona,fiscalia,6
colonia,inaugurar,6
vivir,ano,6
zona,obra,6
zona,poblacion,6
proteccion,autoridad,6
proteccion,caso,6
zona,esperar,6
permanente,tampico,6
colonia,gobierno,6
linea,atencion,6
linea,tampico,6
zona,ano,6
llegar,permitir,6
contar,dia,6
zona,condicion,6
llegar,fortalecer,6
confiar,proceso,6
transformar,tamaulipas,6
tratar,tampico,6
civil,hospital,6
recuerdo,tampico,6
colonia,sector,6
colonia,hidalgo,6
vivienda,cuyo,6
inmueble,ciudad,6
familiar,danna,6
llegar,comenzar,6
zona,general,6
zona,representar,6
llegar,dia,6
localdomingo,julio,6
familiar,familia,6
vivienda,construir,6
zona,unidad,6
laguna,paseo,6
tanque,combustible,6
vivienda,comenzar,6
contar,caso,6
laguna,entregar,6
laguna,proyecto,6
carpintero,proyecto,6
laguna,norte,6
hernandez,fiscal,6
chairel,tamaulipas,6
