termino_interno,termino_externo,weight
presidenta,tampico,51
presidenta,villarreal,48
presidenta,claudia,46
presidenta,sheinbaum,44
presidenta,monica,44
presidenta,municipal,33
presidenta,gobierno,29
presidenta,excelente,27
presidenta,anaya,26
presidenta,pardo,23
presidenta,tamaulipas,21
presidenta,nacional,20
presidenta,gracias,20
presidenta,fortalecer,19
cdmadero,tampico,19
presidenta,seguir,18
presidenta,mexico,17
semana,tampico,16
presidenta,jornada,16
presidenta,bienestar,15
presidenta,espacio,15
construir,seguir,14
construir,tampico,14
grande,tampico,14
construir,bienestar,13
presidenta,impulsado,13
presidenta,compromiso,13
presidente,tampico,13
presidenta,tampicotecuida,13
presidenta,familia,13
politico,morena,13
presidenta,militar,12
presidenta,programa,12
padre,hijo,12
construir,tamaulipas,11
presidenta,reforestacion,11
construir,ciudad,11
presidenta,ciudad,11
presidenta,mujer,11
padre,caso,11
medico,tampico,11
presidenta,escuela,10
presidenta,accion,10
presidenta,seguridad,10
presidenta,caso,10
presidenta,republica,10
presidenta,apoyo,10
presidenta,justicia,10
personal,tamaulipas,10
medico,hospital,10
politico,justicia,10
padre,hija,10
clima,tamaulipas,10
construir,gobierno,9
presidenta,ano,9
presidenta,colonia,9
presidenta,deber,9
semana,tamaulipas,9
cdmadero,tamaulipas,9
presidenta,zona,9
presidenta,pais,9
politico,gobierno,9
senora,dafne,9
medico,atencion,9
cdmadero,altamira,9
cdmadero,reynosa,9
presidenta,secretaria,8
construir,fortalecer,8
presidente,tamaulipas,8
presidenta,local,8
presidenta,sistema,8
presidenta,dif,8
grande,mexico,8
presidenta,buscar,8
mano,justicia,8
presidente,ano,8
senora,justicia,8
presidenta,iniciativa,8
semana,caso,8
grande,tampicotecuida,8
padre,academia,8
presidenta,cuenca,8
politico,ruffo,8
politico,preso,8
vaca,cabeza,8
defender,quot,8
presidenta,conferencia,8
cdmadero,cdvictoria,8
cdmadero,matamoros,8
presidenta,oportunidad,7
presidenta,gente,7
presidenta,sumar,7
construir,oportunidad,7
presidenta,zacil,7
presidenta,gobernador,7
presidenta,equipo,7
construir,tampicotecuida,7
presidenta,cuidar,7
presidenta,pedir,7
presidente,mexico,7
politico,narco,7
servir,ano,7
presidenta,obra,7
padre,dafne,7
padre,escuela,7
presidenta,comunidad,7
presidenta,proyecto,7
personal,cfe,7
semana,ano,7
presidenta,impulsar,7
grande,oportunidad,7
presidenta,detener,7
presidente,via,7
servir,tampico,7
clima,reynosa,7
presidenta,desarrollo,6
necesitar,bienestar,6
necesitar,gobierno,6
construir,compromiso,6
presidente,manzur,6
pagar,deber,6
presidenta,entrega,6
presidenta,formacion,6
presidenta,agosto,6
presidenta,presentar,6
medico,doctors,6
medico,salud,6
presidenta,viva,6
presidenta,pueblo,6
presidente,nacional,6
presidenta,red,6
presidenta,contar,6
presidenta,dafne,6
presidenta,verano,6
presidenta,madero,6
depender,centro,6
depender,secretaria,6
depender,defensa,6
presidente,caso,6
corresponder,gobierno,6
grande,gobierno,6
presidenta,abrir,6
permiso,escuela,6
presidente,encabezar,6
mano,caso,6
mano,tamaulipas,6
permiso,otorgar,6
permiso,tamaulipas,6
mano,americo,6
politico,dinero,6
personal,equipo,6
padre,familia,6
politico,pais,6
presidente,salir,6
personal,ano,6
presidenta,estrategia,6
construir,precio,6
semana,dafne,6
presidenta,inaugurar,6
presidenta,hospital,6
politico,pasar,6
politico,querer,6
construir,equipo,6
medico,tamaulipas,6
presidente,consejo,6
politico,ernesto,6
vaca,garcia,6
politico,huachicol,6
padre,dia,6
construir,vivienda,6
grande,proyecto,6
personal,tampico,6
presidenta,senadora,6
presidenta,derecho,6
medico,autoridad,6
senora,querer,6
cdmadero,nuevolaredo,6
cdmadero,nota,6
mano,tampico,6
periodista,telemadrid,6
padre,ano,5
presidenta,fuerte,5
presidenta,esperar,5
presidenta,carretera,5
construir,gente,5
construir,programa,5
semana,comenzar,5
presidente,economico,5
presidente,canaco,5
construir,zona,5
construir,mexico,5
semana,unidad,5
presidenta,morena,5
presidenta,seguro,5
presidenta,infraestructura,5
presidenta,golfo,5
presidenta,felicidad,5
presidenta,encabezar,5
presidenta,destacar,5
presidenta,cumplir,5
