termino_interno,termino_externo,weight
pais,mexico,30
morena,mexico,19
pasar,ano,19
pais,tamaulipas,18
deber,caso,16
pasar,tamaulipas,15
deber,escuela,14
querer,justicia,14
detener,dafne,13
morena,viva,13
deber,gobierno,13
querer,tamaulipas,13
pasar,gobierno,13
querer,gobernador,13
pais,tampico,13
morena,politico,13
pais,nacional,13
querer,dafne,13
querer,americo,13
morena,americo,13
moya,americo,13
huachicol,tamaulipas,13
deber,justicia,12
deber,tamaulipas,12
huachicol,fiscal,12
hijo,padre,12
pais,ano,12
hablar,tampico,12
pais,entidad,12
dejar,tampico,12
querer,villarreal,12
huachicol,refineria,12
dejar,tamaulipas,11
nina,nino,11
deber,investigar,11
pasar,dafne,11
querer,gente,11
morena,gobernador,11
lopez,villarreal,11
pasar,via,11
morena,villarreal,11
rocha,americo,11
moya,villarreal,11
adan,americo,11
nina,escuela,10
informacion,tampico,10
querer,gobierno,10
querer,pedir,10
pais,gobierno,10
deber,seguir,10
pasar,tampico,10
pasar,mexico,10
pais,mexicano,10
huachicol,americo,10
rocha,villarreal,10
lopez,americo,10
adan,villarreal,10
augusto,americo,10
augusto,villarreal,10
hablar,tamaulipas,9
deber,cualquiera,9
deber,presidenta,9
deber,autoridad,9
morena,marina,9
pais,claudia,9
pais,presidenta,9
dejar,ano,9
mario,americo,9
mario,villarreal,9
huachicol,villarreal,9
presidencia,municipal,8
culpable,victima,8
narco,gobierno,8
pais,millon,8
pais,importante,8
nina,seguir,8
parecer,caso,8
nina,madre,8
pasar,escuela,8
cosa,gobierno,8
pasar,villarreal,8
pais,unidos,8
informacion,gobierno,8
deber,fiscalia,8
hijo,escuela,8
deber,buscar,8
pais,buscar,8
hablar,nacional,8
ruffo,politico,8
preso,politico,8
pais,internacional,8
deber,publico,8
nina,joven,8
cabeza,vaca,8
pais,fortalecer,8
delgado,americo,8
narco,prueba,8
narco,garcia,8
narco,luna,8
querer,tampico,8
pueblo,mexico,7
creer,tampico,7
creer,seguir,7
culpable,vida,7
nina,muerte,7
morena,claudia,7
deber,mexico,7
deber,investigacion,7
deber,centro,7
pasar,justicia,7
salir,tamaulipas,7
morena,pilar,7
pais,caso,7
pasar,fiscalia,7
querer,mexico,7
narco,politico,7
creer,justicia,7
pasar,historico,7
pais,seguir,7
oposicion,mexico,7
corrupto,millon,7
narco,arturo,7
pais,refineria,7
morena,gobierno,7
hijo,familia,7
pais,delito,7
nina,hija,7
pais,turistico,7
pais,natural,7
pais,principal,7
nina,tampico,7
salir,esperar,7
salir,tampico,7
pueblo,tampico,7
detener,presidenta,7
agarrar,fiscalia,7
detener,justicia,7
pais,turismo,7
querer,danna,7
pais,ciudad,7
pueblo,nacional,7
rocha,marina,7
rocha,pilar,7
moya,marina,7
moya,pilar,7
resultar,equipo,7
pais,permitir,7
deber,electoral,7
pais,lograr,7
hijo,madre,7
pasar,nacional,7
andy,americo,7
delgado,villarreal,7
huachicol,unidos,7
huachicol,entidad,7
dejar,mexico,6
deber,quedar,6
deber,pagar,6
detener,academia,6
corrupto,mexico,6
nina,amenazar,6
pueblo,presidenta,6
pueblo,tamaulipas,6
deber,dafne,6
culpable,justicia,6
querer,autoridad,6
maximo,tamaulipas,6
detener,hora,6
deber,estatal,6
pais,servicio,6
pais,autoridad,6
dejar,futbol,6
nina,futbol,6
cartel,tamaulipas,6
morena,caso,6
morena,justicia,6
pasar,marina,6
pais,mundo,6
pais,obtener,6
hablar,fiscalia,6
pais,evento,6
deber,academia,6
nina,familia,6
querer,madre,6
querer,escuela,6
creer,familia,6
detener,persona,6
detener,autoridad,6
dinero,politico,6
claro,mexico,6
pais,generar,6
pasar,dia,6
culpable,esperar,6
narco,gobernador,6
morena,arturo,6
salir,ano,6
deber,existir,6
deber,persona,6
creer,gobierno,6
crimen,mexico,6
