termino_interno,termino_externo,weight
mexico,tamaulipas,40
mexico,nacional,31
mexico,pais,30
mexico,ciudad,29
mexico,gobierno,29
mexico,tampico,28
mexico,claudia,21
mexico,morena,19
mexico,presidenta,17
san,tamaulipas,17
fiscal,tamaulipas,17
servicio,tampico,17
mexico,fortalecer,16
mexico,villarreal,15
mexico,ano,15
mexico,turismo,15
mexico,sheinbaum,14
mexico,justicia,14
san,luis,14
hija,academia,14
mexico,caso,13
fiscal,lunes,13
fiscal,agosto,13
mexico,zona,12
mexico,dia,12
victima,academia,12
mexico,familia,12
servicio,tamaulipas,12
mexico,mantener,12
fiscal,huachicol,12
servicio,familia,12
mexico,americo,12
mexico,unidos,12
victima,familia,12
fiscal,titular,12
fiscal,beneficio,12
hija,caso,11
mexico,mexicano,11
mexico,entidad,11
mexico,seguridad,10
mexico,seguir,10
atender,tampico,10
hija,dafne,10
hija,mama,10
mexico,pasar,10
servicio,seguir,10
situacion,hora,10
mexico,municipio,10
mexico,estrategia,10
mexico,millon,10
hija,padre,10
servicio,nacional,10
mexico,mexicana,9
mexico,natural,9
servicio,fortalecer,9
generacion,tampico,9
hija,madre,9
san,potosi,9
fiscal,hora,9
victima,persona,9
atender,tamaulipas,9
especial,tampico,9
victima,presunto,9
situacion,juridico,9
mexico,secretaria,9
mexico,organizado,9
fiscal,paquete,9
fiscal,mesa,9
costa,tamaulipas,8
mexico,pardo,8
mexico,vivir,8
mexico,impulsar,8
mexico,dafne,8
victima,caso,8
ampliar,tamaulipas,8
hija,escuela,8
victima,culpable,8
mexico,grande,8
mexico,jornada,8
mexico,enfrentar,8
mexico,participar,8
mexico,accion,8
mexico,gobernador,8
situacion,caso,8
afectar,tamaulipas,8
mexico,sistema,8
mexico,generar,8
meteorologico,lluvia,8
fiscal,ciudadania,8
fiscal,gobernador,8
san,tampico,8
victima,familiar,8
oficina,sat,8
servicio,municipio,8
golfo,plaza,8
viento,lluvia,8
viento,tamaulipas,8
mexico,representar,8
mexico,turistico,8
mexico,feminicidio,8
mexico,agosto,8
fiscal,ciudad,8
oficina,agosto,8
fiscal,americo,8
fiscal,villarreal,8
servicio,militar,8
mexico,sumar,7
san,municipio,7
mexico,reforestacion,7
mexico,pueblo,7
mexico,autoridad,7
san,pedro,7
mexico,militarizado,7
mexico,deber,7
mexico,republica,7
victima,ano,7
victima,investigacion,7
directo,forma,7
victima,denunciar,7
mexico,presidente,7
situacion,tamaulipas,7
oficina,acceso,7
oficina,tamaulipas,7
mexico,gente,7
mexico,querer,7
producto,familia,7
mexico,encontrar,7
mexico,oposicion,7
golfo,tropical,7
mexico,tropical,7
mexico,esperar,7
fiscal,rfc,7
mexico,veracruz,7
hija,nina,7
jueves,agosto,7
jueves,horario,7
inscripcion,metro,7
mexico,destacar,7
servicio,comunidad,7
golfo,jornada,7
golfo,tampico,7
servicio,bienestar,7
mexico,informar,7
mexico,reynosa,7
presencia,tamaulipas,7
mexico,refineria,7
servicio,julio,7
fiscal,rosalba,7
hija,familia,7
mexico,gas,7
categoria,nacional,7
mexico,queretaro,7
fiscal,finanzas,7
oficina,beneficio,7
fiscal,secretaria,7
mexico,dejar,6
mexico,red,6
mexico,importante,6
crecimiento,economico,6
servicio,programa,6
mexico,economia,6
san,garcia,6
mexico,corrupto,6
mexico,viva,6
vigilancia,tamaulipas,6
golfo,colonia,6
crecimiento,tampico,6
atender,colonia,6
atender,necesidad,6
san,pedir,6
mexico,escuela,6
fiscal,general,6
victima,fiscalia,6
directo,investigacion,6
hija,tampico,6
victima,justicia,6
victima,dafne,6
mexico,mujer,6
hija,justicia,6
mexico,recibir,6
servicio,pais,6
oficina,ciudadania,6
hija,militarizada,6
producto,precio,6
servicio,ofrecer,6
servicio,gratuito,6
objetivo,nacional,6
mexico,nivel,6
mexico,avanzar,6
mexico,distinto,6
mexico,mundial,6
mexico,julio,6
mexico,claro,6
fuerte,tamaulipas,6
san,norte,6
mexico,continuar,6
oficina,movil,6
fiscal,constancia,6
mexico,prueba,6
mexico,internacional,6
