termino_interno,termino_externo,weight
americo,villarreal,113
dafne,caso,89
gobernador,villarreal,76
americo,tamaulipas,74
gobernador,tamaulipas,70
dafne,tamaulipas,60
dafne,academia,53
justicia,caso,49
familia,tampico,46
justicia,tamaulipas,45
dafne,doenitz,43
dafne,yanina,41
americo,anaya,40
gobernador,anaya,39
dafne,muerte,36
dafne,julio,36
dafne,quintos,33
investigacion,caso,31
investigacion,tamaulipas,29
dafne,militarizada,29
justicia,villarreal,28
dafne,danna,27
zapata,quintos,26
familia,caso,25
dafne,militarizado,24
dafne,joven,24
dafne,fiscalia,24
familia,seguir,24
dafne,campamento,23
justicia,fiscalia,23
dafne,ano,23
dafne,villarreal,22
dafne,feminicidio,22
familia,bienestar,22
dafne,tampico,21
investigacion,fiscalia,20
dafne,adolescente,20
familia,fortalecer,20
dafne,audiencia,20
familia,vida,19
dafne,ciudad,19
dafne,escuela,19
justicia,general,19
investigacion,carpeta,19
familia,tamaulipas,19
zapata,academia,19
zapata,tamaulipas,19
exigir,caso,18
dafne,proceso,18
justicia,centro,17
gobernador,nacional,17
familia,villarreal,17
americo,gobierno,16
ofrecer,tamaulipas,16
americo,ciudad,16
dafne,madero,15
dafne,continuar,15
gobernador,gobierno,15
familia,ano,15
pedir,tamaulipas,15
dafne,marina,15
apoyo,tamaulipas,15
recibir,tampico,15
zapata,doenitz,15
americo,nacional,15
americo,programa,14
americo,jaumave,14
justicia,mexico,14
justicia,querer,14
americo,reynosa,14
investigacion,academia,14
justicia,yanina,14
dafne,persona,14
familia,espacio,14
justicia,persona,14
familia,monica,14
familia,mejorar,13
reconocimiento,tampico,13
justicia,tampico,13
dafne,detener,13
dafne,morir,13
familia,presidenta,13
gobernador,caso,13
investigacion,presunto,13
exigir,tamaulipas,13
gobernador,querer,13
justicia,danna,13
familia,persona,13
familia,ciudad,13
investigacion,yanina,13
dafne,querer,13
zapata,yanina,13
justicia,proceso,13
americo,querer,13
zapata,caso,13
americo,morena,13
americo,moya,13
apoyo,tampico,13
americo,mante,12
justicia,deber,12
justicia,escuela,12
justicia,joven,12
justicia,academia,12
familia,mexico,12
familia,mujer,12
asegurar,caso,12
familia,servicio,12
americo,mexico,12
dafne,mante,12
familia,victima,12
luz,tampico,12
dafne,mora,12
familia,transformar,12
dafne,altamira,12
justicia,altamira,12
americo,claudia,12
investigacion,audiencia,12
familia,felicidad,12
familia,compromiso,12
zapata,danna,12
exigir,villarreal,12
familia,dia,11
familia,tampicotecuida,11
dafne,detenido,11
justicia,madero,11
dafne,pasar,11
recibir,villarreal,11
ley,caso,11
gobernador,morena,11
dafne,estrellita,11
merecido,felicidad,11
investigacion,danna,11
investigacion,proceso,11
dafne,dia,11
americo,rocha,11
americo,adan,11
americo,camino,11
familia,calle,10
justicia,quintos,10
dafne,jorge,10
dafne,centro,10
asegurar,tamaulipas,10
dafne,verano,10
republica,presidenta,10
dafne,defensa,10
familia,tampiquenas,10
dafne,hija,10
mama,hija,10
pedir,querer,10
apoyo,presidenta,10
justicia,presidenta,10
gobernador,estatal,10
gobernador,sheinbaum,10
investigacion,feminicidio,10
justicia,audiencia,10
justicia,politico,10
investigacion,delito,10
ley,buscar,10
dafne,menor,10
justicia,ciudad,10
americo,sheinbaum,10
sostener,academia,10
justicia,feminicidio,10
americo,huachicol,10
americo,marina,10
ofrecer,escuela,10
americo,lopez,10
americo,augusto,10
zapata,villarreal,10
tamaulipeco,tamaulipas,9
americo,bienestar,9
familia,gracias,9
justicia,doenitz,9
gobernador,accion,9
americo,accion,9
republica,gobierno,9
republica,tamaulipas,9
justicia,autoridad,9
investigacion,elemento,9
dafne,antonio,9
dafne,autoridad,9
justicia,marina,9
madre,hija,9
ley,tamaulipas,9
madre,autoridad,9
familia,encontrar,9
dafne,senora,9
dafne,presunto,9
familia,colonia,9
justicia,mante,9
ley,general,9
familia,social,9
familia,generar,9
familia,movilidad,9
dafne,detencion,9
republica,claudia,9
zapata,tampico,9
dafne,elemento,9
justicia,integral,9
zapata,militarizada,9
