usuario,posicion_id,tema_id,rank_en_posicion,conteo_tema,pct_usuario_en_tema,n_msgs,n_palabras,plataformas,tema_dominante,sub_dominante
YouTube::@LaChefcita23,T06_P1,6,167,3,15.8,1,19,YouTube,T02,T02_S0
YouTube::@KarmenGuadalupe-z8t5c,T06_P1,6,168,3,33.3,1,9,YouTube,T06,T13_S1
YouTube::@MrLaboratorista,T06_P1,6,169,3,60.0,1,5,YouTube,T06,T06_S4
YouTube::@MarcosGarcialopez-h7y,T06_P1,6,170,3,30.0,2,10,YouTube,T06,T06_S11
YouTube::@ManzanitaLGL,T06_P1,6,171,3,18.8,1,16,YouTube,T06,T18_S4
YouTube::@FreddyFernandez-b5n,T06_P1,6,172,3,33.3,1,9,YouTube,T06,T06_S6
YouTube::@GarciaValent,T06_P1,6,173,3,13.6,2,22,YouTube,T21,T03_S3
YouTube::@GuadalupeGarcia-s6j,T06_P1,6,174,3,33.3,1,9,YouTube,T06,T06_S11
YouTube::@HéctorOlguín-y7t,T06_P1,6,175,3,37.5,1,8,YouTube,T06,T06_S4
YouTube::@JavierLópez-m6s5f,T06_P1,6,176,3,25.0,2,12,YouTube,T05,T05_S0
YouTube::@araceliramirez5439,T06_P1,6,177,3,30.0,2,10,YouTube,T21,T21_S2
YouTube::@anifcolin5370,T06_P1,6,178,3,33.3,2,9,YouTube,T06,T03_S6
YouTube::@angievillasenor8179,T06_P1,6,179,3,37.5,1,8,YouTube,T14,T06_S1
YouTube::@angelrocha962,T06_P1,6,180,3,30.0,1,10,YouTube,T06,T09_S1
YouTube::@angelicamacias954,T06_P1,6,181,3,42.9,1,7,YouTube,T06,T06_S0
YouTube::@alexandragallego8476,T06_P1,6,182,3,50.0,1,6,YouTube,T06,T06_S3
YouTube::@aleromero33,T06_P1,6,183,3,42.9,1,7,YouTube,T06,T13_S1
YouTube::@analara4290,T06_P1,6,184,3,18.8,2,16,YouTube,T06,T22_S0
YouTube::@amandadominguez5396,T06_P1,6,185,3,60.0,1,5,YouTube,T06,T06_S1
YouTube::@RuthFragoso-d3o,T06_P1,6,186,3,30.0,2,10,YouTube,T06,T11_S2
YouTube::@VeronicaRodriguezcervant-l6g2l,T06_P1,6,187,3,14.3,1,21,YouTube,T14,T14_S2
YouTube::@adrianabonilla5283,T06_P1,6,188,3,25.0,1,12,YouTube,T06,T08_S2
YouTube::@RosateresaRamirez,T06_P1,6,189,3,50.0,1,6,YouTube,T06,T06_S2
YouTube::@MrCharrito58,T06_P1,6,190,3,30.0,2,10,YouTube,T06,T06_S2
YouTube::@MegaJorgecortes,T06_P1,6,191,3,25.0,1,12,YouTube,T06,T22_S5
YouTube::@MundoJacc,T06_P1,6,192,3,21.4,1,14,YouTube,T06,T10_S2
YouTube::@MarisolMartinez-u2k,T06_P1,6,193,3,37.5,1,8,YouTube,T06,T06_S0
YouTube::@MagdalcocerUva,T06_P1,6,194,3,30.0,1,10,YouTube,T06,T08_S5
YouTube::@LourdesJovitaSolisCruz-g5h3v,T06_P1,6,195,3,16.7,2,18,YouTube,T19,T19_S2
YouTube::@Luci_ww,T06_P1,6,196,3,60.0,1,5,YouTube,T06,T13_S1
YouTube::@KarlaIsabelFlores,T06_P1,6,197,3,50.0,1,6,YouTube,T06,T06_S10
YouTube::@JorgeCatarino-r7c,T06_P1,6,198,3,30.0,1,10,YouTube,T06,T22_S3
YouTube::@cynthiajanetGM,T06_P1,6,199,3,42.9,1,7,YouTube,T06,T09_S1
YouTube::@breramz9310,T06_P1,6,200,3,60.0,1,5,YouTube,T06,T06_S0
YouTube::@emljmnzhrra9780,T06_P1,6,201,3,60.0,1,5,YouTube,T06,T23_S4
YouTube::@consuelovelazquez8647,T06_P1,6,202,3,42.9,3,7,YouTube,T06,T05_S5
YouTube::@concepcionur2291,T06_P1,6,203,3,42.9,1,7,YouTube,T06,T06_S7
YouTube::@eltiowodi,T06_P1,6,204,3,33.3,1,9,YouTube,T06,T06_S7
YouTube::@arielchavez3118,T06_P1,6,205,3,37.5,1,8,YouTube,T06,T01_S0
YouTube::@arnulfoperezgarcia8329,T06_P1,6,206,3,25.0,1,12,YouTube,T06,T06_S5
YouTube::@berthaavilesbastida5252,T06_P1,6,207,3,25.0,1,12,YouTube,T09,T09_S0
YouTube::@evanndiaz3756,T06_P1,6,208,3,33.3,1,9,YouTube,T06,T01_S4
YouTube::@liligomez2159,T06_P1,6,209,3,25.0,1,12,YouTube,T06,T03_S3
YouTube::@liliamendoza4612,T06_P1,6,210,3,60.0,1,5,YouTube,T06,T06_S4
YouTube::@leslie114,T06_P1,6,211,3,30.0,2,10,YouTube,T06,T06_S5
YouTube::@juliorios1593,T06_P1,6,212,3,50.0,1,6,YouTube,T06,T06_S7
YouTube::@juanrocha9027,T06_P1,6,213,3,23.1,1,13,YouTube,T06,T06_S2
YouTube::@iliandeismenenicolas7219,T06_P1,6,214,3,20.0,1,15,YouTube,T06,T15_S0
YouTube::@holaholaoficial,T06_P1,6,215,3,42.9,1,7,YouTube,T06,T06_S7
YouTube::@jazminlobo3229,T06_P1,6,216,3,60.0,1,5,YouTube,T06,T06_S2
YouTube::@hectorortega5559,T06_P1,6,217,3,37.5,1,8,YouTube,T06,T08_S7
YouTube::@genovevavazquez1910,T06_P1,6,218,3,27.3,3,11,YouTube,T03,T03_S5
YouTube::@felixurantiajimenezlopez6539,T06_P1,6,219,3,50.0,1,6,YouTube,T06,T06_S1
YouTube::@gabisanchez4697,T06_P1,6,220,3,60.0,1,5,YouTube,T06,T06_S0
YouTube::@indrid4015,T06_P1,6,221,3,30.0,2,10,YouTube,T06,T11_S7
YouTube::@erebosart4379,T06_P1,6,222,3,21.4,1,14,YouTube,T06,T11_S3
YouTube::@erivanros,T06_P1,6,223,3,30.0,1,10,YouTube,T14,T06_S4
YouTube::@mar1257-j7n,T06_P1,6,224,3,21.4,1,14,YouTube,T05,T05_S4
YouTube::@miss.mely28,T06_P1,6,225,3,50.0,1,6,YouTube,T06,T06_S0
YouTube::@miguelvazquez9215,T06_P1,6,226,3,42.9,1,7,YouTube,T06,T06_S1
YouTube::@miguelangelespinalacosta5951,T06_P1,6,227,3,15.0,2,20,YouTube,T21,T21_S3
YouTube::@martincendejasmedrano1529,T06_P1,6,228,3,18.8,1,16,YouTube,T08,T05_S7
YouTube::@maye-lla007,T06_P1,6,229,3,16.7,1,18,YouTube,T21,T21_S2
YouTube::@paolac.7266,T06_P1,6,230,3,37.5,1,8,YouTube,T06,T06_S1
YouTube::@paulinatrejocarmona219,T06_P1,6,231,3,33.3,1,9,YouTube,T06,T18_S4
YouTube::@rakelt3199,T06_P1,6,232,3,21.4,1,14,YouTube,T21,T21_S1
YouTube::@rauldorantesloeza3694,T06_P1,6,233,3,37.5,1,8,YouTube,T06,T06_S1
YouTube::@ramonhurtado2870,T06_P1,6,234,3,50.0,1,6,YouTube,T06,T06_S6
YouTube::@rosalbapaniagua9243,T06_P1,6,235,3,23.1,1,13,YouTube,T06,T03_S5
YouTube::@saraideleon2459,T06_P1,6,236,3,27.3,1,11,YouTube,T06,T06_S4
YouTube::@veronicamorales2894,T06_P1,6,237,3,33.3,1,9,YouTube,T06,T06_S1
YouTube::@veronicarios9940,T06_P1,6,238,3,60.0,1,5,YouTube,T06,T06_S3
YouTube::@virginiaayala5358,T06_P1,6,239,3,37.5,2,8,YouTube,T06,T06_S5
YouTube::@yves21,T06_P1,6,240,3,15.8,3,19,YouTube,T02,T09_S2
YouTube::@WikiSphereCube,T06_P2,6,1,20,34.5,2,58,YouTube,T06,T06_S0
YouTube::@RileyBeppler69,T06_P2,6,2,19,45.2,1,42,YouTube,T06,T06_S6
YouTube::@IsabelGarcia-pm6ht,T06_P2,6,3,17,44.7,2,38,YouTube,T06,T06_S0
YouTube::@melcortes3963,T06_P2,6,4,16,53.3,1,30,YouTube,T06,T06_S0
YouTube::@luiserasmo,T06_P2,6,5,14,70.0,2,20,YouTube,T06,T06_S0
YouTube::@VeronicaMendez-t8o,T06_P2,6,6,13,56.5,4,23,YouTube,T06,T06_S0
YouTube::@SalvadorOlmospulido,T06_P2,6,7,12,54.5,1,22,YouTube,T06,T06_S0
YouTube::@josecarreno7780,T06_P2,6,8,11,64.7,1,17,YouTube,T06,T06_S0
YouTube::@EvaDelÁngel-s1k,T06_P2,6,9,11,52.4,1,21,YouTube,T06,T06_S0
YouTube::@Santiago65-c4b,T06_P2,6,10,10,58.8,1,17,YouTube,T06,T06_S0
YouTube::@jorgealbertoherrera3778,T06_P2,6,11,10,62.5,1,16,YouTube,T06,T06_S0
YouTube::@MrcdsVls-u9h,T06_P2,6,12,10,35.7,1,28,YouTube,T06,T06_S0
YouTube::@juanbarrios9285,T06_P2,6,13,10,43.5,1,23,YouTube,T06,T06_S2
YouTube::@JasonVorhees-o5d,T06_P2,6,14,9,20.5,2,44,YouTube,T03,T03_S1
YouTube::@cmnweb,T06_P2,6,15,9,25.0,1,36,YouTube,T06,T06_S0
YouTube::@janetapia9709,T06_P2,6,16,9,36.0,2,25,YouTube,T06,T06_S6
YouTube::@mariateresarosas3268,T06_P2,6,17,9,34.6,1,26,YouTube,T06,T15_S0
YouTube::@Julio-l7r4e,T06_P2,6,18,9,42.9,3,21,YouTube,T06,T06_S11
YouTube::@arizuokusawa6953,T06_P2,6,19,8,28.6,2,28,YouTube,T06,T14_S1
YouTube::@JesusAlejandrobg1,T06_P2,6,20,8,47.1,1,17,YouTube,T06,T06_S0
YouTube::@gustavoriverahernandez9842,T06_P2,6,21,8,44.4,2,18,YouTube,T06,T14_S2
YouTube::@AlfonsopreciadoPreciadoGonzale,T06_P2,6,22,7,19.4,3,36,YouTube,T06,T05_S0
YouTube::@juandominguez3346,T06_P2,6,23,7,28.0,1,25,YouTube,T06,T06_S0
YouTube::@jorgevazquez8595,T06_P2,6,24,7,58.3,1,12,YouTube,T06,T06_S0
YouTube::@julionarvaez9788,T06_P2,6,25,7,25.9,1,27,YouTube,T06,T06_S0
YouTube::@patriciaponce3989,T06_P2,6,26,7,58.3,1,12,YouTube,T06,T06_S0
YouTube::@DeAndra750,T06_P2,6,27,7,31.8,2,22,YouTube,T06,T19_S2
YouTube::@sarazavalaguiza,T06_P2,6,28,6,75.0,1,8,YouTube,T06,T06_S0
YouTube::@gasparperez147,T06_P2,6,29,6,75.0,1,8,YouTube,T06,T06_S2
YouTube::@sunyarelychemaramirez9425,T06_P2,6,30,6,33.3,3,18,YouTube,T06,T06_S2
YouTube::@AbrahamMendoza-e8c,T06_P2,6,31,6,37.5,1,16,YouTube,T06,T06_S0
YouTube::@EduvigesServin-w3s,T06_P2,6,32,6,46.2,1,13,YouTube,T06,T06_S0
YouTube::@Tfdez76,T06_P2,6,33,6,31.6,2,19,YouTube,T06,T06_S0
YouTube::@aracelifigueroa7751,T06_P2,6,34,6,31.6,1,19,YouTube,T06,T14_S2
YouTube::@LetyCharls,T06_P2,6,35,6,20.0,1,30,YouTube,T06,T06_S0
YouTube::@LuisTorres-kl1zv,T06_P2,6,36,6,42.9,2,14,YouTube,T06,T06_S0
YouTube::@pilargomez5520,T06_P2,6,37,6,35.3,1,17,YouTube,T06,T15_S0
YouTube::@valuearts8062,T06_P2,6,38,6,31.6,1,19,YouTube,T06,T06_S0
YouTube::@Nerisse-q5v2n,T06_P2,6,39,5,29.4,1,17,YouTube,T06,T06_S0
YouTube::@LeónGaldósEuzkadi,T06_P2,6,40,5,35.7,3,14,YouTube,T06,T06_S0
YouTube::@claudiakitty2283,T06_P2,6,41,5,55.6,1,9,YouTube,T06,T06_S0
YouTube::@JGl3mil,T06_P2,6,42,5,35.7,2,14,YouTube,T06,T06_S0
YouTube::@blackwitch6009,T06_P2,6,43,5,62.5,1,8,YouTube,T06,T06_S11
YouTube::@irmacolorina,T06_P2,6,44,5,41.7,3,12,YouTube,T06,T06_S0
YouTube::@lordyaco5202,T06_P2,6,45,5,33.3,1,15,YouTube,T06,T09_S1
YouTube::@leticiasanchez93,T06_P2,6,46,5,62.5,1,8,YouTube,T06,T06_S0
YouTube::@oscarhuerta3637,T06_P2,6,47,5,33.3,1,15,YouTube,T06,T03_S3
YouTube::@morenalopez-x4k,T06_P2,6,48,5,71.4,1,7,YouTube,T06,T06_S0
YouTube::@xavierzuniga6610,T06_P2,6,49,5,100.0,1,5,YouTube,T06,T06_S0
YouTube::@luzmariaacosta4528,T06_P2,6,50,5,55.6,1,9,YouTube,T06,T06_S0
YouTube::@magaligalvez176,T06_P2,6,51,5,27.8,1,18,YouTube,T06,T06_S2
YouTube::@margaritamendozamartinez4829,T06_P2,6,52,5,71.4,1,7,YouTube,T06,T06_S2
YouTube::@GeorginafajardoIII,T06_P2,6,53,5,33.3,1,15,YouTube,T06,T06_S0
YouTube::@ElizaLeon-q2z,T06_P2,6,54,5,35.7,1,14,YouTube,T06,T03_S1
YouTube::@rociotrabanco854,T06_P2,6,55,5,83.3,1,6,YouTube,T06,T06_S0
YouTube::@luiscarreon6188,T06_P2,6,56,5,31.2,1,16,YouTube,T06,T06_S0
YouTube::@martinchavez1381,T06_P2,6,57,5,83.3,1,6,YouTube,T06,T04_S9
YouTube::@lourdespenaloza3885,T06_P2,6,58,5,31.2,1,16,YouTube,T06,T06_S0
YouTube::@ingarqraca8765,T06_P2,6,59,5,35.7,1,14,YouTube,T06,T06_S7
YouTube::@cristinapalacios3831,T06_P2,6,60,5,41.7,1,12,YouTube,T06,T23_S6
YouTube::@djalxcorvis627,T06_P2,6,61,5,50.0,2,10,YouTube,T06,T06_S10
YouTube::@erabaitbro3927,T06_P2,6,62,5,23.8,1,21,YouTube,T06,T22_S0
YouTube::@juanjoseramirezgonzalez9885,T06_P2,6,63,4,57.1,2,7,YouTube,T06,T06_S0
YouTube::@guillerminaascencio3068,T06_P2,6,64,4,57.1,1,7,YouTube,T06,T22_S7
YouTube::@evalopez2690,T06_P2,6,65,4,57.1,1,7,YouTube,T06,T21_S2
YouTube::@mimimorelos,T06_P2,6,66,4,16.7,2,24,YouTube,T06,T06_S0
YouTube::@maria.67,T06_P2,6,67,4,36.4,2,11,YouTube,T06,T14_S0
YouTube::@lachacala291097,T06_P2,6,68,4,36.4,1,11,YouTube,T06,T06_S0
YouTube::@viollet-vg,T06_P2,6,69,4,66.7,1,6,YouTube,T06,T06_S0
YouTube::@sandraramones3863,T06_P2,6,70,4,36.4,1,11,YouTube,T06,T06_S0
YouTube::@Chrismax619,T06_P2,6,71,4,57.1,1,7,YouTube,T06,T06_S0
YouTube::@HipolitoGarciaMartinez-tz9cc,T06_P2,6,72,4,36.4,1,11,YouTube,T06,T06_S0
YouTube::@DulceCorazónLealSosa,T06_P2,6,73,4,23.5,3,17,YouTube,T06,T22_S7
YouTube::@MAVA1686,T06_P2,6,74,4,50.0,1,8,YouTube,T06,T06_S2
YouTube::@SusanaRangel-b3k,T06_P2,6,75,4,19.0,1,21,YouTube,T06,T06_S0
YouTube::@CeliaDelrio-np8hd,T06_P2,6,76,4,66.7,1,6,YouTube,T06,T06_S0
YouTube::@Azathreo,T06_P2,6,77,4,80.0,1,5,YouTube,T06,T06_S0
YouTube::@Arigari21,T06_P2,6,78,4,26.7,2,15,YouTube,T06,T06_S0
YouTube::@chimichurri260,T06_P2,6,79,4,28.6,3,14,YouTube,T06,T22_S3
YouTube::@SgtoVkro,T06_P2,6,80,4,50.0,1,8,YouTube,T06,T06_S0
YouTube::@aliciacontreras7381,T06_P2,6,81,4,40.0,1,10,YouTube,T06,T06_S0
YouTube::@anamariacruz3863,T06_P2,6,82,4,66.7,1,6,YouTube,T06,T06_S0
YouTube::@LogistikosInmobiliaria,T06_P2,6,83,4,50.0,1,8,YouTube,T06,T06_S0
YouTube::@alejandradiaz7210,T06_P2,6,84,4,40.0,1,10,YouTube,T06,T03_S5
YouTube::@JhanGoz-u8m3k,T06_P2,6,85,3,37.5,1,8,YouTube,T06,T15_S0
YouTube::@CarlosEduardo-ul9rt,T06_P2,6,86,3,14.3,2,21,YouTube,T10,T10_S8
YouTube::@braulioromo6780,T06_P2,6,87,3,60.0,1,5,YouTube,T06,T06_S0
YouTube::@chepiramz4140,T06_P2,6,88,3,60.0,2,5,YouTube,T06,T12_S3
YouTube::@athegrl,T06_P2,6,89,3,37.5,1,8,YouTube,T06,T06_S0
YouTube::@betogxrcix,T06_P2,6,90,3,50.0,1,6,YouTube,T06,T13_S1
YouTube::@TomasaMontero-v4i,T06_P2,6,91,3,60.0,1,5,YouTube,T06,T13_S1
YouTube::@anyaalvamor973,T06_P2,6,92,3,25.0,1,12,YouTube,T06,T21_S1
YouTube::@MarvelousJaay,T06_P2,6,93,3,50.0,1,6,YouTube,T06,T06_S0
YouTube::@PATRICIAHERRERADELRIO-x4i,T06_P2,6,94,3,37.5,1,8,YouTube,T06,T04_S1
YouTube::@ClaudiaPeregrino-wj4lp,T06_P2,6,95,3,30.0,1,10,YouTube,T06,T05_S5
YouTube::@Gioconda144,T06_P2,6,96,3,50.0,1,6,YouTube,T06,T07_S3
YouTube::@GerardoReyna-zq6ho,T06_P2,6,97,3,30.0,1,10,YouTube,T06,T06_S0
YouTube::@darkstarz.r0754,T06_P2,6,98,3,20.0,1,15,YouTube,T06,T06_S0
YouTube::@esthermaganatorres9709,T06_P2,6,99,3,50.0,2,6,YouTube,T06,T06_S0
YouTube::@eduardojuarez2950,T06_P2,6,100,3,33.3,1,9,YouTube,T06,T12_S1
YouTube::@gabrielibarra3500,T06_P2,6,101,3,42.9,1,7,YouTube,T06,T06_S0
YouTube::@israelbadillo1975,T06_P2,6,102,3,30.0,1,10,YouTube,T06,T06_S0
YouTube::@lauradominguez2164,T06_P2,6,103,3,50.0,1,6,YouTube,T06,T13_S1
YouTube::@karenchic4860,T06_P2,6,104,3,15.8,1,19,YouTube,T05,T14_S1
YouTube::@jsuh5147,T06_P2,6,105,3,42.9,1,7,YouTube,T06,T20_S1
YouTube::@josemaria-kv6mz,T06_P2,6,106,3,50.0,1,6,YouTube,T06,T06_S0
YouTube::@joseabarca6755,T06_P2,6,107,3,18.8,2,16,YouTube,T06,T06_S0
YouTube::@nubygp7839,T06_P2,6,108,3,60.0,1,5,YouTube,T06,T06_S2
YouTube::@marthatrending,T06_P2,6,109,3,18.8,1,16,YouTube,T06,T21_S1
YouTube::@manuelmoralesleal6075,T06_P2,6,110,3,60.0,1,5,YouTube,T06,T04_S9
YouTube::@p.m7910,T06_P2,6,111,3,37.5,2,8,YouTube,T06,T06_S2
YouTube::@rossycastilloderodriguez9320,T06_P2,6,112,3,27.3,1,11,YouTube,T06,T14_S2
YouTube::@rebecaLM4318,T06_P2,6,113,3,14.3,2,21,YouTube,T13,T13_S1
YouTube::@robinsien8049,T06_P2,6,114,3,18.8,1,16,YouTube,T05,T05_S0
YouTube::@ruby.sireil,T06_P2,6,115,3,21.4,1,14,YouTube,T14,T14_S1
YouTube::@saraibanezcastillo6090,T06_P2,6,116,3,60.0,1,5,YouTube,T06,T06_S0
YouTube::@veronicaportillo325,T06_P2,6,117,3,60.0,1,5,YouTube,T06,T22_S4
YouTube::@yukiorogel7936,T06_P2,6,118,3,60.0,1,5,YouTube,T06,T15_S0
YouTube::@josedejesuspartidaserrano5845,T06_P3,6,1,16,12.9,4,124,YouTube,T02,T06_S2
YouTube::@NereMedina-ph9lv,T06_P3,6,2,14,73.7,2,19,YouTube,T06,T06_S2
YouTube::@arajimenez3579,T06_P3,6,3,11,73.3,1,15,YouTube,T06,T06_S2
YouTube::@blancavilla7633,T06_P3,6,4,11,47.8,1,23,YouTube,T06,T12_S1
YouTube::@myriamjannethtapiaamezcua2141,T06_P3,6,5,11,20.8,1,53,YouTube,T06,T06_S2
YouTube::@lizzieguez,T06_P3,6,6,11,35.5,2,31,YouTube,T06,T06_S2
YouTube::@SRivas-nj4ii,T06_P3,6,7,9,64.3,1,14,YouTube,T06,T14_S2
YouTube::@tairyaguero5873,T06_P3,6,8,9,52.9,1,17,YouTube,T06,T06_S2
YouTube::@AngieAngiedeMexico,T06_P3,6,9,8,29.6,1,27,YouTube,T06,T13_S1
YouTube::@Chuy_-qd8yd,T06_P3,6,10,8,50.0,1,16,YouTube,T06,T06_S11
YouTube::@crescenciajarquinelorza4271,T06_P3,6,11,8,25.0,1,32,YouTube,T06,T15_S4
YouTube::@RddStar-y2v4z,T06_P3,6,12,8,36.4,3,22,YouTube,T06,T06_S2
YouTube::@luciamontealegre3859,T06_P3,6,13,8,28.6,1,28,YouTube,T06,T06_S8
YouTube::@margaritazasocoteco8457,T06_P3,6,14,8,53.3,1,15,YouTube,T06,T06_S2
YouTube::@lourdessilvaruiz8642,T06_P3,6,15,8,20.5,1,39,YouTube,T06,T06_S2
YouTube::@biolvsr1046,T06_P3,6,16,8,38.1,2,21,YouTube,T06,T21_S1
YouTube::@JavierNunez-up5kj,T06_P3,6,17,8,47.1,1,17,YouTube,T06,T06_S2
YouTube::@acs3452,T06_P3,6,18,7,43.8,2,16,YouTube,T06,T06_S2
YouTube::@gustavocardenas9797,T06_P3,6,19,7,25.0,1,28,YouTube,T06,T14_S1
YouTube::@cristinasalinas5132,T06_P3,6,20,7,63.6,1,11,YouTube,T06,T06_S2
YouTube::@xena7857,T06_P3,6,21,7,58.3,1,12,YouTube,T06,T05_S0
YouTube::@mariluroman5709,T06_P3,6,22,7,36.8,2,19,YouTube,T06,T06_S5
YouTube::@JaninaVanessa1000,T06_P3,6,23,7,18.9,1,37,YouTube,T06,T06_S2
YouTube::@ReynaBarcenas-u1t,T06_P3,6,24,7,53.8,1,13,YouTube,T06,T06_S2
YouTube::@marthaverduzco8467,T06_P3,6,25,7,38.9,2,18,YouTube,T06,T06_S7
YouTube::@BernardGrroPCR,T06_P3,6,26,7,63.6,1,11,YouTube,T06,T06_S2
YouTube::@apolinarsanchezmorales621,T06_P3,6,27,6,42.9,1,14,YouTube,T06,T10_S2
YouTube::@DannaCasique-q4h,T06_P3,6,28,6,85.7,1,7,YouTube,T06,T06_S2
YouTube::@Chapas123able,T06_P3,6,29,6,75.0,1,8,YouTube,T06,T06_S2
YouTube::@gracem.z7345,T06_P3,6,30,6,54.5,1,11,YouTube,T06,T06_S5
YouTube::@GRGr-r1d,T06_P3,6,31,6,54.5,1,11,YouTube,T06,T06_S2
YouTube::@moritamora167,T06_P3,6,32,6,100.0,1,6,YouTube,T06,T06_S2
YouTube::@joelmontes621,T06_P3,6,33,6,50.0,2,12,YouTube,T06,T02_S3
YouTube::@Marvin-uk9,T06_P3,6,34,6,46.2,1,13,YouTube,T06,T22_S7
YouTube::@fer3725,T06_P3,6,35,6,31.6,1,19,YouTube,T06,T22_S0
YouTube::@toctocgreen,T06_P3,6,36,6,66.7,1,9,YouTube,T06,T20_S6
YouTube::@RosalvaOsorio-q6h,T06_P3,6,37,6,42.9,1,14,YouTube,T06,T06_S2
YouTube::@LetzyBribiezca1,T06_P3,6,38,6,50.0,1,12,YouTube,T06,T06_S5
YouTube::@anaquintero9841,T06_P3,6,39,6,50.0,1,12,YouTube,T06,T06_S0
YouTube::@sbg-r2c,T06_P3,6,40,5,62.5,2,8,YouTube,T06,T15_S3
YouTube::@Bladimir_Putin_Ruso,T06_P3,6,41,5,55.6,1,9,YouTube,T06,T06_S2
YouTube::@Diosalcomando,T06_P3,6,42,5,38.5,1,13,YouTube,T06,T06_S2
YouTube::@KhanKarkasss,T06_P3,6,43,5,71.4,1,7,YouTube,T06,T06_S2
YouTube::@draalmaelenajoyacervera3437,T06_P3,6,44,5,20.0,1,25,YouTube,T06,T22_S0
YouTube::@OmarR-v8u,T06_P3,6,45,5,41.7,1,12,YouTube,T06,T06_S0
YouTube::@NelsonGarcia-n5y,T06_P3,6,46,5,41.7,1,12,YouTube,T06,T06_S7
YouTube::@Flatman-u3t,T06_P3,6,47,5,55.6,1,9,YouTube,T06,T06_S10
YouTube::@IsmaelLucio_13,T06_P3,6,48,5,71.4,1,7,YouTube,T06,T06_S2
YouTube::@blancaelidaquinteroflores4907,T06_P3,6,49,5,71.4,1,7,YouTube,T06,T06_S2
YouTube::@ruthgomez3960,T06_P3,6,50,4,44.4,2,9,YouTube,T06,T06_S7
YouTube::@puchaine_89,T06_P3,6,51,4,30.8,1,13,YouTube,T06,T01_S6
YouTube::@ISCCS1,T06_P3,6,52,4,33.3,2,12,YouTube,T06,T14_S2
YouTube::@ElizabethRodríguezOcaña,T06_P3,6,53,4,21.1,1,19,YouTube,T14,T14_S3
YouTube::@ElDetectordeMetal,T06_P3,6,54,4,66.7,1,6,YouTube,T06,T06_S11
YouTube::@FranciscoOber,T06_P3,6,55,4,80.0,1,5,YouTube,T06,T06_S2
YouTube::@maydenvillaseñor2883,T06_P3,6,56,4,66.7,1,6,YouTube,T06,T21_S7
YouTube::@carlosortiz-fz8tk,T06_P3,6,57,4,80.0,1,5,YouTube,T06,T06_S7
YouTube::@SolDe-kh2bb,T06_P3,6,58,4,50.0,1,8,YouTube,T06,T12_S1
YouTube::@concepcioncastro2304,T06_P3,6,59,4,80.0,1,5,YouTube,T06,T06_S5
YouTube::@samiamendoza2332,T06_P3,6,60,4,26.7,1,15,YouTube,T06,T06_S2
YouTube::@henryreyes3167,T06_P3,6,61,4,57.1,1,7,YouTube,T06,T06_S2
YouTube::@heribertocastanedacastro5822,T06_P3,6,62,4,66.7,1,6,YouTube,T06,T06_S2
YouTube::@jorgealbertosantiagogonzal6997,T06_P3,6,63,4,66.7,1,6,YouTube,T06,T06_S2
YouTube::@angymotagalvan9838,T06_P3,6,64,4,40.0,1,10,YouTube,T06,T15_S3
YouTube::@nestorcruzbolom3834,T06_P3,6,65,4,80.0,1,5,YouTube,T06,T06_S2
YouTube::@mamarodriguez9122,T06_P3,6,66,4,30.8,1,13,YouTube,T06,T22_S7
YouTube::@GuillerminaRivas-c5k,T06_P3,6,67,3,27.3,1,11,YouTube,T06,T05_S0
YouTube::@EugeniaLopez-y1d,T06_P3,6,68,3,60.0,1,5,YouTube,T06,T06_S8
YouTube::@angelicaacevedo4975,T06_P3,6,69,3,37.5,2,8,YouTube,T06,T03_S5
YouTube::@alel6585,T06_P3,6,70,3,60.0,1,5,YouTube,T06,T06_S2
YouTube::@JoséFernandoBaezaAguilar-m3g,T06_P3,6,71,3,37.5,1,8,YouTube,T06,T20_S3
YouTube::@arletteolivera1630,T06_P3,6,72,3,42.9,1,7,YouTube,T06,T14_S2
YouTube::@deynalildiaz6287,T06_P3,6,73,3,37.5,1,8,YouTube,T06,T12_S1
YouTube::@cecilianikkenmexico,T06_P3,6,74,3,27.3,1,11,YouTube,T06,T17_S4
YouTube::@calzadacalzada8964,T06_P3,6,75,3,50.0,1,6,YouTube,T06,T06_S7
YouTube::@esterconstanzo6290,T06_P3,6,76,3,50.0,1,6,YouTube,T06,T03_S5
YouTube::@joseluisgonzalez5034,T06_P3,6,77,3,21.4,3,14,YouTube,T06,T07_S6
YouTube::@edgargomes6994,T06_P3,6,78,3,42.9,1,7,YouTube,T06,T12_S5
YouTube::@martharivas5502,T06_P3,6,79,3,50.0,1,6,YouTube,T06,T09_S6
YouTube::@shalom7732,T06_P3,6,80,3,42.9,1,7,YouTube,T06,T13_S1
Twitter::@VoxPopuliNoti,T07_P1,7,1,109,26.1,25,418,Twitter,T07,T07_S0
Twitter::@gruponoticiaspc,T07_P1,7,2,84,33.6,14,250,Twitter,T07,T07_S0
Twitter::@EleeseNoticias,T07_P1,7,3,54,31.8,12,170,Twitter,T07,T07_S0
Twitter::@Jaibo_News,T07_P1,7,4,39,33.1,7,118,Twitter,T07,T07_S0
TikTok::israelponceporstreaming,T07_P1,7,5,26,50.0,5,52,TikTok,T07,T07_S0
Twitter::@olgapsosa,T07_P1,7,6,23,14.8,8,155,Twitter,T18,T02_S1
