termino,tema_id,peso
mundial,0,0.03504006192088127
felicidad,0,0.03149375692009926
dia,0,0.030368151143193245
deportivo,0,0.02908782660961151
felicidades,0,0.024829160422086716
feliz,0,0.022393550723791122
celebrar,0,0.019151655957102776
brava,0,0.01818152330815792
orgullo,0,0.017342424020171165
exito,0,0.015980705618858337
lleno,0,0.015599273145198822
talento,0,0.014689452014863491
torneo,0,0.013329394161701202
esfuerzo,0,0.010738666169345379
alegria,0,0.010469796136021614
reconocimiento,0,0.010371148586273193
copa,0,0.01035420410335064
bendicion,0,0.010084967128932476
abrazo,0,0.00915415957570076
logro,0,0.008800320327281952
reconocer,0,0.008773409761488438
tampiqueno,0,0.008746498264372349
competencia,0,0.008541763760149479
previo,0,0.008371854200959206
querido,0,0.008230417966842651
fest,0,0.0076612127013504505
emocion,0,0.007589426357299089
llenar,0,0.007570553570985794
inauguracion,0,0.007501020096242428
dedicacion,0,0.007414589170366526
grande,0,0.007320692762732506
detalle,0,0.006590085569769144
agradecer,0,0.00637096120044589
deportiva,0,0.006351407151669264
especialmente,0,0.006086870562285185
corona,0,0.005846986081451178
liderazgo,0,0.005662618204951286
cumpleanos,0,0.005606743041425943
hector,0,0.0053762029856443405
ingenieria,0,0.005054752808064222
orgulloso,0,0.004641867242753506
distinguir,0,0.004544543568044901
gusto,0,0.004351593554019928
vocacion,0,0.004294825252145529
maritimo,0,0.004177758935838938
anual,0,0.0038546044379472733
felicitar,0,0.00382747920230031
invitado,0,0.003672705963253975
atleta,0,0.003634636988863349
espiritu,0,0.0034583983942866325
organizador,0,0.0034100227057933807
proyectar,0,0.003197096288204193
enhorabuena,0,0.0029433872550725937
profesional,0,0.002920120256021619
cuestionar,0,0.002538606757298112
merecido,0,0.0024298394564539194
sigar,0,0.002102511003613472
manzur,0,0.002080286620184779
bendigar,0,0.002004662062972784
tenis,0,0.0019223409472033381
ortega,0,0.001796147902496159
merito,0,0.001792854513041675
certamen,0,0.0017791172722354531
trejo,0,0.0017678042640909553
posicionar,0,0.0017439686926081777
invaluable,0,0.0017412977758795023
fomentar,0,0.0016931676072999835
honrar,0,0.001681374036706984
invitacion,0,0.0016718658152967691
participant,0,0.0016478088218718767
bendecido,0,0.0016019894974306226
alumna,0,0.0015540433814749122
perspectiva,0,0.001542957266792655
amelia,0,0.001529020955786109
prosperidad,0,0.0015107979997992516
temblar,0,0.0014302541967481375
estrecho,0,0.0013544104294851422
joan,0,0.0012153940042480826
reflejo,0,0.0011895222123712301
certidumbre,0,0.0010850646067410707
mty,0,0.001081074122339487
petrolera,0,0.0010314290411770344
permanecer,1,0.07594230771064758
camion,1,0.07216162234544754
basura,1,0.07201655954122543
capital,1,0.03502753749489784
concentrar,1,0.02683945931494236
consejo,1,0.02018928714096546
secuestro,1,0.019891008734703064
contenedor,1,0.019178763031959534
ideal,1,0.01832767389714718
extorsion,1,0.018118487671017647
urgente,1,0.018028846010565758
cantar,1,0.017882155254483223
recoleccion,1,0.017792802304029465
intencion,1,0.01773937977850437
aire,1,0.01675809919834137
detras,1,0.015253860503435135
vestir,1,0.01512167975306511
desaparecer,1,0.014295751228928566
predio,1,0.014276244677603245
decidir,1,0.014267591759562492
quemar,1,0.01312196534126997
cita,1,0.012256348505616188
conquistar,1,0.011221860535442829
priista,1,0.011198557913303375
ventana,1,0.010426247492432594
rincon,1,0.010160258039832115
fabrica,1,0.009759817272424698
cuadrilla,1,0.008487753570079803
riqueza,1,0.008468609303236008
adquirir,1,0.008161223493516445
ocampo,1,0.008055482059717178
bulevar,1,0.007592425681650639
contestar,1,0.007542420644313097
fidel,1,0.0070882998406887054
contratar,1,0.007035273127257824
palo,1,0.005138468462973833
limpieza,1,0.005107558332383633
democratico,1,0.004797017201781273
nicole,1,0.0046417368575930595
bala,1,0.00451871519908309
tablero,1,0.004368216264992952
arranca,1,0.004092554096132517
pecho,1,0.004050315823405981
torno,1,0.0037842667661607265
llenir,1,0.0037734892684966326
provincia,1,0.0036993511021137238
foro,1,0.0036921517457813025
avisar,1,0.0036193281412124634
sierra,1,0.0035273495595902205
planeado,1,0.003437433624640107
republicano,1,0.0033146936912089586
evidencia,1,0.0032732223626226187
brillir,1,0.003108776407316327
tamara,1,0.0030734140891581774
bicicleta,1,0.002962712664157152
grandeza,1,0.0028769425116479397
perimetral,1,0.0025002378970384598
comodidad,1,0.0024723487440496683
rodilla,1,0.002434240188449621
reponer,1,0.002425455953925848
afrontar,1,0.00242321053519845
huastecas,1,0.0021274767350405455
acosta,1,0.002085078740492463
narcoestado,1,0.0020639693830162287
ten,1,0.0020584804005920887
leticia,1,0.0020453499164432287
danino,1,0.0020263828337192535
mitigar,1,0.001987356459721923
yahaira,1,0.001972370781004429
calladito,1,0.001971244579181075
proyectos,1,0.0019149812869727612
encerrado,1,0.0018726920243352652
autoritario,1,0.0018376450752839446
center,1,0.0017688135849311948
ajedrez,1,0.00175682723056525
nefasto,1,0.0017349797999486327
perico,1,0.0017316080629825592
papas,1,0.0017208501230925322
escalar,1,0.001720236032269895
aroma,1,0.001686127157881856
altamirano,1,0.0016427795635536313
miel,1,0.0015951897948980331
sarahi,1,0.0015757075743749738
zapatilla,1,0.0015300625236704946
inflado,1,0.0015000217827036977
opoficcion,1,0.0014800078934058547
promovido,1,0.0014537731185555458
chaleco,1,0.0012942440807819366
chism,1,0.0012278443900868297
boton,1,0.0011610387591645122
acuerdense,1,0.0011545664165169
manchar,1,0.0011472118785604835
vestibulo,1,0.0010503449011594057
gobernadoro,1,0.0010035826126113534
zona,2,0.04311150684952736
persona,2,0.025471793487668037
operativo,2,0.02172279916703701
acuerdo,2,0.020215636119246483
temperatura,2,0.018331214785575867
personal,2,0.01587557978928089
guardia,2,0.015408022329211235
emergencia,2,0.015217998996376991
situacion,2,0.01516999676823616
norte,2,0.014363045804202557
ocurrir,2,0.012767461128532887
elemento,2,0.012591741047799587
mantener,2,0.01173858717083931
visitante,2,0.011646749451756477
vacacion,2,0.011428837664425373
vigilancia,2,0.011140651069581509
verano,2,0.011074889451265335
unidad,2,0.010963384062051773
viernes,2,0.010780892334878445
alcanzar,2,0.009666968137025833
transito,2,0.009474767372012138
conductor,2,0.009295147843658924
numero,2,0.009177001193165779
afectar,2,0.008150019682943821
dependencia,2,0.008129178546369076
cifra,2,0.00809456780552864
laboral,2,0.007502446416765451
policia,2,0.007320409175008535
pronostico,2,0.007107120007276535
tienda,2,0.007103923242539167
localizar,2,0.006621744949370623
acudir,2,0.006480260286480188
ingresar,2,0.006451053079217672
bomberos,2,0.006231926381587982
habitante,2,0.005965828895568848
labor,2,0.0059362174943089485
minimo,2,0.005691665690392256
incidente,2,0.0056578959338366985
vialidad,2,0.005647547077387571
delegacion,2,0.005640990100800991
report,2,0.005354586523026228
direccion,2,0.005281275603920221
opcion,2,0.005034592468291521
permanente,2,0.004958240780979395
fuego,2,0.0048128413036465645
archivo,2,0.0047689685598015785
mariela,2,0.004614199511706829
establecimiento,2,0.004469473380595446
mitad,2,0.00440179742872715
posteriormente,2,0.004377176519483328
boleto,2,0.0043615796603262424
refugio,2,0.004083902575075626
transitar,2,0.0037161018699407578
temporal,2,0.003710233373567462
flores,2,0.00344379642046988
garza,2,0.003438234096392989
posibilidad,2,0.0032722591422498226
cercano,2,0.003268309636041522
crucero,2,0.003164052264764905
finalmente,2,0.003121246350929141
agente,2,0.0030080322176218033
trabajador,2,0.002997233299538493
curso,2,0.0028432796243578196
elementos,2,0.002679929370060563
alimentacion,2,0.0026380259077996016
saldo,2,0.002602197928354144
electronico,2,0.002456151880323887
evidenciar,2,0.002438640221953392
elevar,2,0.0024169126991182566
canasta,2,0.0021684574894607067
acompanado,2,0.0021564860362559557
central,2,0.0021122926846146584
cruzar,2,0.002065771957859397
vital,2,0.0018440530402585864
salvador,2,0.0018290890147909522
apto,2,0.0017498733941465616
avanza,2,0.0016981670632958412
denominado,2,0.0016791281523182988
angeles,2,0.0015888684429228306
habilitar,2,0.001583016593940556
dominguez,2,0.0015711744781583548
ministerio,2,0.0014504932332783937
castro,2,0.0014056157087907195
multimedios,2,0.001398375490680337
andy,2,0.0013895455049350858
mortal,2,0.0013734084786847234
alimentario,2,0.0013105300022289157
tanque,2,0.0012788737658411264
actualizar,2,0.0012434266973286867
modernizar,2,0.0012398366816341877
datos,2,0.0012020973954349756
irapuato,2,0.0011724744690582156
signo,2,0.0011590137146413326
first,2,0.00110144866630435
ofender,2,0.0010751931695267558
alex,2,0.0010313272941857576
padron,2,0.0010112680029124022
temporada,3,0.046929337084293365
cuerpo,3,0.03779437765479088
accidente,3,0.03207719698548317
educacion,3,0.024734817445278168
estudiante,3,0.020823094993829727
educativo,3,0.02048063650727272
invitar,3,0.019991233944892883
cruz,3,0.018385929986834526
pemex,3,0.015887688845396042
estacion,3,0.01569775678217411
marzo,3,0.015618836507201195
arrancar,3,0.015493656508624554
acceso,3,0.015140228904783726
impacto,3,0.01404760405421257
produccion,3,0.014046178199350834
asistente,3,0.013311127200722694
division,3,0.013031759299337864
petrolero,3,0.012960921041667461
alumno,3,0.012900877743959427
causa,3,0.012829532846808434
gratuito,3,0.01237435732036829
costo,3,0.012196142226457596
enviar,3,0.011219161562621593
sindicato,3,0.010284455493092537
recinto,3,0.010228542611002922
primaria,3,0.010014845058321953
sanchez,3,0.009764428250491619
corporacion,3,0.009593634866178036
roja,3,0.009557977318763733
maestro,3,0.009208079427480698
visita,3,0.009050292894244194
castillo,3,0.008835951797664165
refineria,3,0.008768456988036633
coordinador,3,0.008554077707231045
dulce,3,0.008447019383311272
rica,3,0.008400133810937405
fresco,3,0.008294539526104927
rescate,3,0.007955591194331646
pantalla,3,0.007613190915435553
automovil,3,0.007553200237452984
torres,3,0.0075242649763822556
maniobra,3,0.007284729275852442
revision,3,0.00720477569848299
barra,3,0.0068434239365160465
creciente,3,0.006829044781625271
medida,3,0.006732958368957043
publicado,3,0.006331192329525948
top,3,0.006139120552688837
abuelo,3,0.006049010902643204
benjamin,3,0.0057370709255337715
ferial,3,0.005563464015722275
millonario,3,0.005495280493050814
comida,3,0.005366389639675617
determinar,3,0.005214503034949303
sentencia,3,0.005098126363009214
extranjero,3,0.00504303490743041
deseo,3,0.0049002645537257195
corresponder,3,0.0048587024211883545
medicina,3,0.004752496723085642
precisar,3,0.004667562432587147
circuito,3,0.0045184907503426075
frenar,3,0.004454027395695448
bombero,3,0.004402537830173969
crear,3,0.004111798480153084
mecanico,3,0.004087174776941538
secundaria,3,0.004007859621196985
valorar,3,0.003999851178377867
estacionamiento,3,0.003842458827421069
gratis,3,0.0038278556894510984
rapidez,3,0.0036929661873728037
seguido,3,0.0033671436831355095
activar,3,0.003258987097069621
festividad,3,0.003189185168594122
instante,3,0.003045329125598073
compania,3,0.0028814789839088917
visibilidad,3,0.0027687964029610157
designacion,3,0.00270963367074728
pepe,3,0.0024623647332191467
prieto,3,0.0024512317031621933
recepcion,3,0.0024065962061285973
prevalecer,3,0.002373801777139306
alejandra,3,0.0023195953108370304
poza,3,0.0023087612353265285
york,3,0.002290292177349329
cuidir,3,0.0022564951796084642
magia,3,0.0022238283418118954
portal,3,0.0021693974267691374
juegos,3,0.0021144032943993807
incompleto,3,0.0019871487747877836
beneficiir,3,0.0019786593038588762
piloto,3,0.001803028048016131
navidena,3,0.0017944441642612219
asumir,3,0.0017353021539747715
asesor,3,0.0016858807066455483
insultar,3,0.0015804865397512913
campeona,3,0.001534667913801968
heroico,3,0.0014343812363222241
latino,3,0.0014310695696622133
azucar,3,0.0013646997977048159
bandido,3,0.0013119245413690805
oeste,3,0.0012691993033513427
alberca,3,0.0012513733236119151
resguardar,3,0.0012044078903272748
sumamente,3,0.0010633255587890744
valencia,3,0.0010630420874804258
incremento,4,0.026300227269530296
advertir,4,0.021715089678764343
cerrar,4,0.021484991535544395
santa,4,0.020358232781291008
sucursal,4,0.018753841519355774
ojala,4,0.0170272346585989
dolares,4,0.013690832071006298
opinar,4,0.013667305931448936
explicacion,4,0.013332067057490349
propietario,4,0.011851740069687366
empezar,4,0.011776265688240528
publicar,4,0.011147988960146904
tonto,4,0.011143567971885204
mandir,4,0.011139821261167526
muerto,4,0.010864327661693096
notar,4,0.010473252274096012
torre,4,0.010391341522336006
elite,4,0.010263924486935139
patrulla,4,0.010183853097259998
mercancia,4,0.010004281997680664
peor,4,0.009967109188437462
captura,4,0.009693595580756664
cualquiera,4,0.009671114385128021
dueno,4,0.009500761516392231
simplemente,4,0.008875023573637009
humo,4,0.008551807142794132
peso,4,0.008475958369672298
asalto,4,0.00823790580034256
gastar,4,0.007701086346060038
serar,4,0.007610656321048737
pelea,4,0.00758380489423871
placa,4,0.007529191207140684
inutil,4,0.007160477805882692
medicamento,4,0.006998029071837664
amo,4,0.0068952771835029125
atacar,4,0.006794222164899111
piel,4,0.006515569053590298
revisar,4,0.006463909521698952
borrar,4,0.006120915059000254
preguntar,4,0.006114737596362829
prolongado,4,0.006073556840419769
turno,4,0.00598281342536211
fila,4,0.0058973077684640884
revivir,4,0.005632847547531128
mencionado,4,0.005529387854039669
alli,4,0.005506083369255066
dispositivo,4,0.005500033497810364
compa,4,0.005463915877044201
puta,4,0.005159038584679365
cerveza,4,0.00515516335144639
cargar,4,0.0049703773111104965
urgir,4,0.00496017886325717
fruta,4,0.00477130152285099
disparar,4,0.0047061447985470295
soler,4,0.004571248311549425
lamentable,4,0.0045223901979625225
surgir,4,0.0042464775033295155
gabriel,4,0.004176813177764416
visto,4,0.00416164193302393
globo,4,0.004159288015216589
radio,4,0.004152102395892143
milagro,4,0.004035418853163719
acaso,4,0.003922122064977884
argumentar,4,0.0038934366311877966
agustin,4,0.003861126722767949
extra,4,0.0038188574835658073
poblado,4,0.003766638459637761
momia,4,0.0036559810396283865
obviamente,4,0.0036503358278423548
decomisar,4,0.0036354095209389925
charla,4,0.0036215302534401417
bancario,4,0.0035973533522337675
asqueroso,4,0.003563175443559885
oscuro,4,0.0035553728230297565
pagado,4,0.0035384176298975945
vato,4,0.003512417897582054
infeccion,4,0.0034851778764277697
enfermo,4,0.003458169288933277
cansar,4,0.003332198830321431
desesperado,4,0.003291764995083213
inusual,4,0.003243963001295924
desgracia,4,0.003235606709495187
capa,4,0.0031304480507969856
imbecil,4,0.0031076802406460047
reportaje,4,0.0031062981579452753
mero,4,0.003066828241571784
innecesario,4,0.002992567140609026
pico,4,0.0029142925050109625
despojar,4,0.002907690592110157
tambo,4,0.0028941647615283728
proximamente,4,0.002859489293769002
mixto,4,0.002822709735482931
enemigo,4,0.0028059990145266056
gozar,4,0.0027749694418162107
demas,4,0.0027327120769768953
podcast,4,0.0027182619087398052
tini,4,0.0026697395369410515
contagiar,4,0.002612421289086342
mata,4,0.0025594430044293404
quizas,4,0.002512296661734581
rendimiento,4,0.002469683298841119
galan,4,0.0024497502017766237
luces,4,0.002288367133587599
metal,4,0.0022768378257751465
literalmente,4,0.0022675797808915377
bukele,4,0.002146701794117689
consideracion,4,0.0021202152129262686
bestia,4,0.002108582528308034
cheque,4,0.002083103870972991
pedazo,4,0.002072407864034176
importacion,4,0.0020644234027713537
cena,4,0.00202594930306077
chingo,4,0.0020122898276895285
bendita,4,0.0020031281746923923
chapo,4,0.001910264021717012
zapata,4,0.0019038636237382889
tumbar,4,0.0018562284531071782
pecado,4,0.0018483147723600268
tir,4,0.0018329077865928411
lastimar,4,0.001821433543227613
buenisimo,4,0.0017870882293209434
nadama,4,0.0017846380360424519
bro,4,0.0017764511285349727
balacera,4,0.0017743725329637527
sepa,4,0.0017727556405588984
injusto,4,0.0017637554556131363
personalmente,4,0.0017629516078159213
dormido,4,0.001728189061395824
fotos,4,0.0016977250343188643
ocasionar,4,0.0016680714907124639
xochimilco,4,0.0016560305375605822
ladrona,4,0.0016550723230466247
art,4,0.001644991571083665
mamon,4,0.0015803572023287416
consumar,4,0.001571886008605361
ofrenda,4,0.0015607019886374474
guey,4,0.001556967617943883
rabia,4,0.0015324745327234268
queria,4,0.0015193686122074723
vencido,4,0.0015162838390097022
naci,4,0.0014849973376840353
grosero,4,0.001482114545069635
convenir,4,0.001481681247241795
good,4,0.0014660360757261515
let,4,0.0014571112114936113
borrego,4,0.0014512400375679135
darte,4,0.0014475738862529397
sacrificar,4,0.0014230021042749286
verdaderamente,4,0.0014045006828382611
accionar,4,0.0013418662128970027
maton,4,0.001302664284594357
muchisima,4,0.001300135743804276
sabia,4,0.001295348396524787
podriar,4,0.0012718025827780366
mamita,4,0.0012696192134171724
latinoamericano,4,0.0012670295545831323
delicios,4,0.0012666070833802223
amarrado,4,0.00126267212908715
navarro,4,0.0011985944584012032
atra,4,0.0011796817416325212
apoco,4,0.0011602997547015548
eyos,4,0.001153389923274517
contado,4,0.001146189752034843
criminales,4,0.0011247072834521532
gustariar,4,0.0011029798770323396
factura,4,0.0010997148929163814
darir,4,0.001082919305190444
hiciste,4,0.001062034978531301
creser,4,0.001048955600708723
colapsado,4,0.0010454886360093951
compuesto,4,0.0010421974584460258
tubo,4,0.001012558350339532
santisima,4,0.0010122095700353384
amanda,4,0.0010115742916241288
red,5,0.07818587124347687
hora,5,0.07654853910207748
social,5,0.05255652219057083
voto,5,0.0240537840873003
televisa,5,0.023007411509752274
clinica,5,0.022542815655469894
medio,5,0.021716225892305374
cancer,5,0.021400241181254387
camara,5,0.020052960142493248
oficina,5,0.01937730610370636
complejo,5,0.018468372523784637
lanzar,5,0.016587743535637856
entrar,5,0.01566014438867569
lista,5,0.01543149072676897
inaugurar,5,0.015128286555409431
escenario,5,0.0149643924087286
celular,5,0.014893836341798306
temprano,5,0.014096986502408981
acercar,5,0.013886278495192528
reconocido,5,0.013636086136102676
telefono,5,0.0119783328846097
ciudadana,5,0.011662034317851067
recuperar,5,0.011617513373494148
sonrisas,5,0.011397179216146469
marquez,5,0.011251656338572502
periodista,5,0.010919190011918545
manejar,5,0.010095563717186451
paciente,5,0.010082811117172241
tecnologico,5,0.0095425546169281
abandonar,5,0.009316886775195599
caja,5,0.009240100160241127
reparacion,5,0.008776857517659664
publicacion,5,0.008618900552392006
motivo,5,0.008445664308965206
cantante,5,0.008393335156142712
rendir,5,0.008228211663663387
otorgar,5,0.008076884783804417
candidata,5,0.00800115056335926
huella,5,0.007943675853312016
evidente,5,0.0072211455553770065
videovigilancia,5,0.0071273609064519405
carne,5,0.0070655010640621185
piedra,5,0.0066504161804914474
apreciar,5,0.0063627916388213634
adquisicion,5,0.006026458460837603
libramiento,5,0.005957440938800573
gloria,5,0.005929256323724985
poniente,5,0.005828986410051584
llamada,5,0.005598529241979122
fraude,5,0.005299295764416456
satisfaccion,5,0.005298463627696037
adquirido,5,0.005259657744318247
alito,5,0.0050552827306091785
confirmado,5,0.004629093687981367
caido,5,0.003987613134086132
carga,5,0.003867098595947027
jodido,5,0.003697808599099517
admirar,5,0.0036471716593950987
cobro,5,0.003564079524949193
santillan,5,0.0034538020845502615
emergencias,5,0.003433537669479847
vidas,5,0.003164018038660288
damaso,5,0.0031616920605301857
creativo,5,0.0031070776749402285
unido,5,0.003088608616963029
quintana,5,0.002888251096010208
roo,5,0.002827586606144905
humildad,5,0.0027246172539889812
tirado,5,0.0026942812837660313
abundante,5,0.002443804405629635
sensibilidad,5,0.002434847177937627
coger,5,0.0023968536406755447
dinamismo,5,0.0023338445462286472
tam,5,0.0022322293370962143
limitar,5,0.0022109358105808496
gallina,5,0.0020335069857537746
rol,5,0.0019280464621260762
monito,5,0.001884077675640583
farc,5,0.0018297885544598103
validar,5,0.0016863696509972215
flaco,5,0.0016521408688277006
tinoco,5,0.0014970964984968305
pulmon,5,0.0014734338037669659
aparente,5,0.0014701351756229997
orar,5,0.0014260155148804188
refuerza,5,0.0014078442472964525
lleve,5,0.0012211663415655494
honorario,5,0.0011772309662774205
recordado,5,0.001085461932234466
juanita,5,0.0010376832215115428
evento,6,0.023640338331460953
espacio,6,0.02292398363351822
cultura,6,0.01967513933777809
cultural,6,0.019002176821231842
experiencia,6,0.01872435212135315
plaza,6,0.018669981509447098
dif,6,0.018250958994030952
actividad,6,0.0177033431828022
antonio,6,0.01622881554067135
vivir,6,0.01540452241897583
deporte,6,0.015374043956398964
ruiz,6,0.0136451730504632
reunir,6,0.011491500772535801
marco,6,0.010142315179109573
visitar,6,0.009885774925351143
encuentro,6,0.009645581245422363
arte,6,0.008821867406368256
recorrido,6,0.00866068433970213
disciplina,6,0.00783794466406107
tradicion,6,0.00758052384480834
presentacion,6,0.0075246370397508144
unir,6,0.007504792883992195
armas,6,0.007390671409666538
especial,6,0.0071109505370259285
silvia,6,0.006770941894501448
recorrer,6,0.006640378385782242
sosa,6,0.006523218005895615
gerardo,6,0.006514948792755604
metropolitano,6,0.0064867720939219
identidad,6,0.006328273564577103
firma,6,0.0063267056830227375
renovar,6,0.006325908936560154
extraordinario,6,0.006292417645454407
discapacidad,6,0.005739646963775158
inclusion,6,0.005538374651223421
muestra,6,0.0054070730693638325
fisico,6,0.005392686929553747
promover,6,0.005340384319424629
herramienta,6,0.005185707937926054
musical,6,0.004750441759824753
celebracion,6,0.004571862053126097
artistico,6,0.004554247949272394
constancia,6,0.004465911071747541
distribuir,6,0.004371900577098131
huasteca,6,0.0038856002502143383
aparato,6,0.003875231370329857
credencial,6,0.003845714731141925
senadora,6,0.003760030260309577
baile,6,0.0037332603242248297
entusiasmo,6,0.003536736126989126
adriana,6,0.003516211174428463
olga,6,0.0034037381410598755
promocion,6,0.003260543802753091
coleccion,6,0.0031421661842614412
regidora,6,0.0031331791542470455
israel,6,0.0029306518845260143
realizamos,6,0.0029168694745749235
solidario,6,0.0029020188376307487
raul,6,0.002896422753110528
orozco,6,0.0028334851376712322
donacion,6,0.002765845274552703
moda,6,0.002731472020968795
union,6,0.0026976175140589476
agradable,6,0.002640404738485813
insistir,6,0.002595451893284917
accesible,6,0.0025850539095699787
proyeccion,6,0.0025538145564496517
silla,6,0.0023389498237520456
artes,6,0.0023190234787762165
lectura,6,0.002311387099325657
protegido,6,0.002308996394276619
rostro,6,0.0021401389967650175
impulso,6,0.0020513974595814943
blanca,6,0.0020066392607986927
presentado,6,0.002002184512093663
agrupacion,6,0.001993273850530386
incluyente,6,0.0019715128000825644
tianguis,6,0.0019352204399183393
aportacion,6,0.0018924016039818525
cedillo,6,0.0018100193701684475
ramos,6,0.001735143130645156
zacil,6,0.0016448089154437184
tejido,6,0.0015465895412489772
patrias,6,0.0015113727422431111
sacudir,6,0.0015044724568724632
visual,6,0.001439233310520649
lozano,6,0.001408106996677816
programacion,6,0.0013484687078744173
magico,6,0.0013257624814286828
muchisimos,6,0.0012946275528520346
artesanal,6,0.001255024573765695
estelar,6,0.001211868249811232
grata,6,0.0011168128112331033
alarcon,6,0.0010978810023516417
impun,6,0.001052798586897552
anfitrion,6,0.0010103402892127633
muertos,6,0.0010096352780237794
paz,7,0.10614372789859772
foto,7,0.05284106358885765
jugar,7,0.0379641130566597
cine,7,0.0340692400932312
recordar,7,0.030431075021624565
fallecimiento,7,0.029491763561964035
litro,7,0.027736136689782143
fortaleza,7,0.027091508731245995
legado,7,0.02551453374326229
descansar,7,0.024741699919104576
sincero,7,0.024108439683914185
museo,7,0.02397008053958416
diputada,7,0.023698555305600166
cuauhtemoc,7,0.021234100684523582
comentario,7,0.014548572711646557
lamentar,7,0.014009281992912292
sos,7,0.012751725502312183
rock,7,0.012597158551216125
avila,7,0.012293805368244648
reclamar,7,0.012043321505188942
manifestacion,7,0.011528423056006432
mono,7,0.010911783203482628
infantil,7,0.010749666951596737
munoz,7,0.010649030096828938
platicar,7,0.010502336546778679
qepd,7,0.010349882766604424
alcance,7,0.01023440808057785
peruano,7,0.00979981105774641
milei,7,0.00934780016541481
mental,7,0.00895718764513731
condolencia,7,0.008559820242226124
orquesta,7,0.008510047569870949
fisica,7,0.008497582748532295
beto,7,0.00845043733716011
hilo,7,0.0077315219677984715
profundamente,7,0.007259839214384556
feo,7,0.007221901789307594
post,7,0.007170071825385094
presirvienta,7,0.007099452894181013
rigor,7,0.007031080778688192
negativo,7,0.006947915069758892
icono,7,0.006896076258271933
egresar,7,0.006887982599437237
cargado,7,0.0067724306136369705
protesta,7,0.006500280927866697
retrasado,7,0.006272048223763704
violin,7,0.005721077788621187
unam,7,0.005710861645638943
escolta,7,0.005428840406239033
obrero,7,0.004888136871159077
hrs,7,0.004655841272324324
triste,7,0.004526189994066954
camacho,7,0.0043217577040195465
literario,7,0.004102798178792
tar,7,0.004026646725833416
votado,7,0.003974356688559055
nancy,7,0.003657727036625147
literatura,7,0.0034658806398510933
mercenario,7,0.003218857105821371
borracho,7,0.003098589600995183
doloroso,7,0.0030924633610993624
arenal,7,0.003037926508113742
trastorno,7,0.0030103917233645916
vai,7,0.002993023721501231
actividades,7,0.0028344178572297096
reforestacion,7,0.002616677898913622
acompanano,7,0.0025489411782473326
ecuatoriano,7,0.0023001241497695446
correismo,7,0.0022561035584658384
cura,7,0.0020354464650154114
deandar,7,0.001913764514029026
incautacion,7,0.0017392339650541544
vamo,7,0.0015310904709622264
sinfonica,7,0.0015221948269754648
esunhonorestarconclaudiahoy,7,0.00138566002715379
ajudar,7,0.0013675717636942863
expresir,7,0.0013354727998375893
perdurar,7,0.001176996622234583
pessoas,7,0.0011643893085420132
responder,8,0.052462730556726456
concierto,8,0.03675727918744087
internet,8,0.024507779628038406
inmediato,8,0.021403145045042038
vacacional,8,0.020215177908539772
pescador,8,0.019295034930109978
respuesta,8,0.01711713708937168
cancelar,8,0.01575731299817562
posicion,8,0.01543283462524414
reaccion,8,0.015359045937657356
mil,8,0.015342427417635918
luis,8,0.015210640616714954
diputado,8,0.015195414423942566
ring,8,0.01494708750396967
observar,8,0.014643313363194466
localizacion,8,0.01449857372790575
