contexto_id,plataforma,n_mensajes_utiles,n_lemas,lemas
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid0kzN9Vh5ebVrrZ1GaNiif7tjGecEQnbQGip5JfSJ8DXdEdERgE8CJfbQK52jHLi4Ml,Facebook,5,48,inaugurar copa joven ciudad equipo nivel medio superior participar torneo impulsar deporte fortalecer respeto disciplina equipo copa joven jugar abril modalidad futbol reconocerer esfuerzo premio economico trofeo medalla seguir joven oportunidad real crecer convivir cumplir meta tampicotecuida enhorabuena alcaldesa apoyamos presidenta super padre excelente tampico gobierno morena morena
YouTube|https://www.youtube.com/watch?v=gr41_RWYxZI,YouTube,12,70,mexico narcoestado dirigido presidente bruta tia mandir unidos rey huachicol fiscal andres manuel lopez obrador rendir vijito narco pedir inmediato claro querer agarrir gringo sacar informacion pegar duro lopej lagartija prejidenta defensa mafia presidente mugrena robrador barredora serrar declarar pedir extradicion popositores ahorita andamos ocupado maru campos creer presidenta claudia ayuda cubano mexico necesitar medicina seguro social mantenimiento dejar ayudar pais dedicar apoyar mexico extraditar eua silenciar petro maduro pila
Facebook|https://www.facebook.com/reel/2536244366793785/,Facebook,5,38,equipo nivel medio superior participar copa joven impulsar deporte fortalecer respeto disciplina equipo jugar abril modalidad futbol reconocerer esfuerzo premio economico trofeo medalla seguir joven oportunidad real crecer convivir cumplir meta tampicotecuida bravo deporte padrisimo padrisimo evento exito
Facebook|https://www.facebook.com/reel/2405384606635803/,Facebook,5,39,gusto acompanar vecino colonia tancol actividad deportivo agradecer corazon reconocimiento brindar honor seguir tampiqueno seguir accion promover deporte tampicotecuida ecxelente equipo presidenta deporte cultura viva morena viva lic monica viva tampico excelente licenciada monica fomentar deporte salud fisico mental
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid06xDFTbgQbnJSykwDjNE5JgcE4sZHmJ8WccHwG46k2dhy47Fv1TfbPZKwkT42kviyl,Facebook,4,59,equipo soccer entrenar unidep tampico demostrar oportunidad talento corazon salir cancha volver alto tampico tamaulipas torneo imss oaxtepec mundial social dirigido mtro gerardo rafael chong pesina vivir torneo intenso partido cerrado aprendizaje duro victoria empuje fase final dejar puebla cuarto felicidades equipo soccer felicidad equipazooo vengar victoria excelente futbolista campeon campeona admirable felicidad felicidades equipo soccer atleta gusto jugar
YouTube|https://www.youtube.com/watch?v=Jmy2IfcsTK4,YouTube,1,1,abrazo
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid0gzQLRE2LjpBdUXkArtPAZrfPJnrnsVWSMriz4bUW9zs6EUCAq8xAWdWUBBhFZgK2l,Facebook,5,19,hermoso evento excelente labor crear conciencia ambiental ninez futuro gracias direccion ecologia excelente bravo tampico sembrar vida bonito actividad
YouTube|https://www.youtube.com/watch?v=S4Nrot4K0kQ,YouTube,4,19,dia apropiar aduanas sat desaparecer instituciones robar manos gobierno lopez narco gobierno pena escuchar delincuente noches real informar gracias
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid02jzUy94Aw8LeyqiY8oH3LFupXuNd533vRbhfQdCom3PW3W4nTQCYcgiUbDqeioqXel,Facebook,6,65,compartir especial nina nino recordar grande transformacion empezar pequeno accion alegria plantar arbol sembrar vida amor compromiso entorno disfrutar dia lleno sonrisa aprendizaje convivencia actividad pensado stand adopcion proteccion animal invitar seguir cuidar vivo gracias persona jornada espacio unir inspirar seguir construir futuro ciudad tampicovacontodo ecologiatampico excelente labor felicitacion equipo direccion ecologia tampico labor felicitaciones direccion ecologia tampico espacio arbol excelente reforestacion cuidado medio ambiente
YouTube|https://www.youtube.com/watch?v=sT1I0reENmA,YouTube,4,40,parecer valle garza manzanillo aca apestar popo perro gato callejon santo nino pasar colonia tolteca vergel acabar enterar goolge maps pasar atras bombero terminar cruzar boulevard adolf lopez sabio llegar alla woao existir existir callejon detras parque alijadores isleta perez
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid0NHQCFijRPRqaEbtpD6ioQmB9f9YRjzFbcytzw2TM1C3CiZtytFpvfdzymrmpR954l,Facebook,1,1,padre
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid03638jutiiPfRgyhHK34wwYrtzzEEPV4wAtXE3bWPFWCeoDWJPZ3KLFJNNRC66WXQ9l,Facebook,2,9,jornada sonrisa gracias presi excelente programa beneficio monica villareal
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid02oJapvnPbyJfSB3PCGGrk56y92xv1RXBo3CkVMDvNfoDS7kPLVbYaYphhHbUkWTktl,Facebook,1,3,excelente beneficio ciudadano
YouTube|https://www.youtube.com/watch?v=PPjuEtZMkVM,YouTube,2,14,novedad fueo ovrador govierno frank bote institucion narcoprianista terrorista dea escondido gobierno mandar achasum
YouTube|https://www.youtube.com/watch?v=if8pjTCF1ZE,YouTube,3,16,pdja mija ano sumido corrupcion pides ano acabar aparato creado acabar corrupcion seguro mexico prian mms
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid02JsjHLuQHSrwXT8BGyzGgSedx6jgCNEdWc3vnMNPAFcCYo8tcnvcgKimoJ27naBMnl,Facebook,2,11,iniciativa sembrar arbol sembrar futuro ciudad felicidad nino organizador sembrar futuro
YouTube|https://www.youtube.com/watch?v=UXkt-1lmhQ0,YouTube,2,25,cuanta razon comporar cosa sitema nececitamos trasformacion paiz deber potencia bin quot lejos cerso ejercito marina jurameto cano preguntelir sinaloa sinaloenses risa lamentable institucion respetado
YouTube|https://www.youtube.com/watch?v=2tmxHMxtZw4,YouTube,8,64,senora aga video maru campos dejar comentar burrada sear anti patiota vender patria tamos ablar chapo sal cantinflar eslo calabaza ley pena muerte politico corrupto excepcion pisar callo seguir dormido politico corrupto penar unico anticorrupcion marina ensuciar maldito gobierno lavese boca hable heroes militares marinos guardia nacional mexico viva mundo traidor patria hablar periodistas traidor mexico gusta mexico largense mexico querido traidoro mexico verguenza
YouTube|https://www.youtube.com/watch?v=m3fzzYkPgDg,YouTube,5,107,impuesto robo caso cia chihuahua claro ataque pan ayudar andrea quedar chihuahua hambre joven feo conocido viejito adan traer loco ocacionar morena querer salir mal coraje encontrar pan narcoejercitir mexicano colufiso narco lavado dinero guachicol fiscal corrupcion mando narcoejercito inseguridad bola ineptos militares incompetent roban petroleo mexicano envian cuba complicidad narcoclaudia sheimbaum colufido corrupcion venta clandestina armas narcos prestan avion camion helicopetros narcos narcoejercitir mexicano colufido narco lavar dinero robado guachicolean combustibles guachicol fiscal robar petroleo mexicano env cuba gratis mexicano enorme traicion narcoejercito traidor pueblo reprimen cobarde militar vayas metalico zocalo cdmx reprimen violencia corruptos ladron militar narcoejercitir coludidos narco lavar dinero robado traidor ala patria
YouTube|https://www.youtube.com/watch?v=UPf-UKYvrQ8,YouTube,5,27,prueba tripon mamadora entristecir mirar ciego sordo mexicano noticia negar crer amlo ratero letras mayusculo lopez entro agarrar cinico mugrenista dejar declarar farias unidos hundido mer flotar
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid028jxh69RExekLWDEdhKddzzzCHHLKdZFyMWyjECUowatWeY1jcYeEo1MBJKd9MVu8l,Facebook,2,19,sembrando vida sembrando conciencia ecologico ninos tierra fertil magnifico labor tampico gob monica villarreal direccion ecologia tampico sembrar esperanza
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid09peaHhY3H2nch9stjbB7XpeuWZNnfH7EC29z3zxGeJRaQvkHFn2fKhSsfApXoVPql,Facebook,2,11,excelente actividad increible experiencia pequeno bomberito gracias proteccion civil tarea felicidades
YouTube|https://www.youtube.com/watch?v=AqQdXa3yYC8,YouTube,1,10,perdonar mal precedente presidenta esra cavar tumba benevolo determinado error
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid02WauRWG4aV8e5nAGRrVDekd6sVeoyZqZqJ4qHBTZASvXykxMLgin7QBiMLiJsq6Jl,Facebook,1,3,prevenir salud tampicotecuida
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid0p6nDtVuLGAeNVXHwmE9Y7N9Z84Kvcak8tHremcGS9VBVDf5THfb8vbRV4tmxg9GEl,Facebook,3,63,invitar seguir asistir experiencia ciudad forma distinto viajar historia convencion numismatica numistam espacio pensado aprender convivir pieza contar historia unico encontrar moneda billete medalla distinto epoca convivir expositor pais desear adquirir pieza especial excelente oportunidad acercarte mundo numismatica ambiente familiar abril piso degas cafe plaza hijas entrado libre sigar disfrutar espacio cultural tampico tampicotecuida gracias alcaldesa apoyar evento cultural zona sur tamaulipas enhorabuena
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid0ionppoLrcmGRQTnj8ZJYJJpcoQ5DSkngAVAoEhCFXKAb3EAWiNzSMSoVZ8jG9RZbl,Facebook,1,33,llego campana adopcion responsable dale hogar necesitar cambiar vida amor jardin perros laguna carpintero domingo abril requisito ine original copia comprobante domicilio copia fotografias espacio vivir mascota adoptar acto amor esperar tampicovancontodo proteccionanimal
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid02kEgGqbtdAhAyf6KF7CgM98KM9qsDSVA2AthQRhym3jJvCT8Aosh4E7MVFuvueF6l,Facebook,1,4,esperar secretaria cultura tampico
Twitter|https://x.com/ssolbesmarin/status/2048392525405102199,Twitter,1,1,jajajajajajajajajaja
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid035MpQfhNkLcHCp2fTgFqdRt5EgiXJTAq3WnT7v6x5SgbYc4ELJLre3dRjUVz6Zv7Bl,Facebook,4,29,manana dia emocion maximo llegar ciudad presentar tianguis turistico edicion numero manana acapulco guerrero abril expo mundo imperial acapulco guerrero turismo tampico tampico acapulco turismo tamaulipas acapulco ecxelente vamooosss
Facebook|https://www.facebook.com/reel/955168620724467/,Facebook,7,44,seguir atender directo escuchar tampiqueno permitir atender necesidad gusto avance reparacion red hidrosanitaria pavimentacion zona colonia jesus elias pina mano comapa sur gobierno seguir tampico limpio tampico cuidar tampico excelente presi excelente gracios licenciada monica lic monica villarreal tampico tampico avanzar transformar demostrar compromiso
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid0uUnzZXBScYUwQdUUqQYE6EEg22t5VUt6tkupPaq3VxtCaYUFiZ8qU6z97XJPGQgyl,Facebook,1,6,saludo excelente oportunidad autoridad ciudadania contar
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid0dpGu1XYKWVtqT7ELdekcB9h2KyaBn3MLewTzyJ8QuDD656Km5c4QhNRAEZHMvZLMl,Facebook,6,51,seguir constante espacio limpio seguro saludable ciudad gobierno municipal tampico secretaria servicios publicos coordinacion distrito salud bienestar supervision presidenta municipal monica villarreal continuar fumigacion colonia municipio informir calendario secretaria servicios publicos tampico tampicotecuida tampicovacontodo pasar gobierno colonia cascajal urgente col flores tampico venir gracias col martock smitn fracc colina universidad cuando
Facebook|https://www.facebook.com/reel/957183120372405/,Facebook,4,37,seguir constante espacio limpio seguro saludable ciudad ayuntamiento tampico direccion servicio publico coordinacion distrito salud supervision presidenta municipal monica villarreal continuar fumigacion colonia municipio informir calendario secretaria servicios publicos tampico tampicotecuida tampicovacontodo super felicidad salud gracias gracia
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid02VsQbYHJLCFr3PZNMXbV3iGGZUdj8z6ZDmGDuCh1QqGgxqW5qnA1BPzatvkWdoN1Al,Facebook,5,46,seguir constante puntual fumigacion colonia tampico secretaria servicios publicos coordinacion distrito salud bienestar comprometido brindar espacio limpio seguro saludable ciudadania informir calendario semana tampicotecuida tampicovacontodo excelente alcaldesa lucha mosquito trasmision dengue quejar gracia pasar colonia fumigar sentir diferencia salir atacar zancudo colonia moctezuma dias apoyar tancol
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid0Dk2MHetp9HE1G3DHmmav3smUPaDZEm1honyZJBVCjNHPZsz7ecJPcAZwQZscfuwEl,Facebook,1,31,col obrero etapa manana dia sumate jornada limpieza dengue cuando lunes abril hora donde arranque matamoros septiembre preparar bote limpia patio sacar cacharro monica villarreal direccion salud tampico tampicotecuida promociondelasaludtampico sincriaderosmexicoprotegesusaludyelmundial
YouTube|https://www.youtube.com/watch?v=Mg2woNJ7tPU,YouTube,6,20,poscast entendamos vivir narcodictadura sistema parasitado yisus respuesta gustar joven involucrar problema pais sigar senoritar apoyo gobernadora maru campos video
Twitter|https://x.com/VoxPopuliNoti/status/2048606150803722725,Twitter,1,19,impulso exito concluir copa joven tampico tamaulipas torneo reunir estudiante nivel medio superior dia competencia convivencia deportivo tampico tamaulipas
YouTube|https://www.youtube.com/watch?v=awLYJy3zSdE,YouTube,3,33,uuuuuuu flaka costar carisimo apoyar cristina barcelona criticar chingar miley tiembla deber caer cara verguenza nefasto mujer olvidar huachicolero fiel cuatrotero morena robar mentir enganar hampones miserables claudia complice marina ejercito guardia nacional
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid0nGX4RJYcxW9rPPmfgAH7yLf1H8b528ZRfL61i6VfaiSAiR2XAPQ2VnAjT4nddiK3l,Facebook,4,42,gusto consul general espana monterrey jurisdiccion tamaulipas vicente jose taladriz acompanado esposa yolanda estrada julio ortega consul honorario tamaulipas convencido dialogo colaboracion internacional clave seguir construir futuro tampicotecuida excelente presidenta monico villareal bienvenidir tampico espana mexico monterrey tamaulipas creer logro esperar alcaldesa
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid0v1Uu8UG7V5mRN6M93k6GbcKMnq2iddahRQPGHy3uwjvzP79W6ZCJPuPL1y7F2U1Fl,Facebook,2,51,seguir salud semana descanso gracias iniciativa monica villarreal anaya llegar colonia obrera roma violetas tancol chairel colinas san gerardo ciudad deportiva fernandas san antonio tercer milenio encinos dorado universidad poniente amanecer progreso villa hermosa universidad sur detener jornada fumigacion continuar horario recordar abrir puerta ventana pasar unidad tampicotecuida tampicovacontodo tamaulipas faltar
Twitter|https://x.com/Jaume_Osante/status/2048784819333538111,Twitter,1,13,copa joven cerrar exito tampico joven brillar torneo lleno talento tampico revistadebate nota
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid032K1MuaTdJi7T7G4Zbd8HWrBNCNyzcZE9uNXd5zV8fNNzDQwcPGMmaiEb1hKaassEl,Facebook,4,57,temprano equipo servicios publicos mantenimiento laguna carpintero labor limpieza chapoleo mantener calle optimo condicion ocasion colonia rivera champayan colonia cascajal forma intensivo desazolve canal pluvial cielo abierto dia dia corazon vivo ciudad limpio orden canal limpio reducimos riesgo inundacion contaminacion prioritario mantenimiento constante vialidad secretaria servicios publicos tampico tampicotecuida tampicovacontodo senora presidenta husted viva excelencia mantenimiento tampicovacontodo
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid02wQqorEe3h3hiw6NtPf78tC87oLD3h8TPM6LW5pzrVnH746KKw5WqYTe5Ssv6Mjayl,Facebook,6,84,ciudadania tampiquena informar lunes abril dia martes libranza afectacion zona centro tampico respuesta gestion presidenta municipal monica villarreal anaya venir equipo cfe proteccion civil actividad programado requerir valioso apoyo ciudadania programado reemplazar equipo ubicacion diaz miron esquina colon ubicar jardinera gimnasio fitness hotel hotsson traer beneficio poblacion brindar mantenimiento limpieza equipo respuesta direccion proteccion civil tampico direccion transito vialidad tampico bomberos tampico gas engie comapa tampicotecuida tampicovacontodo excelente lic monica villareal excelente lic monica villarreal cale ramirez presidentar pendiente tampico execelente presidenta monica villarreal
Twitter|https://x.com/Jaume_Osante/status/2048843500507074655,Twitter,1,8,adulto graduar demostrar tarde aprender tampico revistadebate nota
YouTube|https://www.youtube.com/watch?v=7jRWd1NjDY8,YouTube,22,252,digan nombre nms agarran dejar ciento libertad fuerza armadas seguimos inseguridad trump tatatamaulipas mentira mentira participar agente encubierto drones helicoptero artillado tierra pozolero estatales seguir adelantan presuma guey frontera terror criminal raro gobierno defender narco pasar jalisco puro metros jardinero cjng mencho nombre seguramente morena serar cercania mundial faltar metro entrando fase peligrosa almas riesgo alams pobres pecadores invitamos confesarse comulgar misa domingos rezae santo rosario dias salgan timepo quu revisar vida fallnado rosario maximo minutos minutos empezien oracion manana noche pedir perdon pecados ant dormir vida proximo domingo misa confiesense lucfifer tratar ultimos coletazos yar mero acabar presto anos cumplise resistan saludos viva cristo rey viva cuarto transformacion cartel caer jhonny cardenas pasar enhuilar roque pasar trascabo pseudo jefe plaza reynosa cortinota tapadera parapeto alias mono jefe plaza cortina creer metro metro metro metro chivos expiatorios clave tronco jajajajaja seguir mando puro enhuilado traer gasolina carro jurar esperar imperio comandante mono jefe plaza reynosa creer jefe comander arrimar confiar puro traicion dudar trascabo roque sacar conclusion favor digan capturar trump cuidar tercero vencido jajaja fiscalia cooperar increible corrupto mexico agarrar delincuente vivir frontera enverda vivir diario ley conprado agarrar salir puro chavalon agarrar papel enwilado comandante enverdad pez gordo escondido region sercir ojala apiadar madre venezuela cuba droga pasar aki frontera ley guardia estatal conprado pagar semana paque acer menso luz salir armada abandonar area base militar deber guera rapido accion barios kilometers tereminan metros callo tumbar rallas tablero tratar piso volver ala andado faltar atrapar huachicolero industrial vivir monterrey primito
YouTube|https://www.youtube.com/watch?v=k6GR7e3OL60,YouTube,25,191,jajajaja sear mentirosa narco gobernadoro traidoro patria querer justicia acuerdo protocolo marcar ley castigar compinche jajaja jajajaja fuerte combate narco narcolaboratorio pedir ayuda gringo harfuch claudia trescientos laboratorio puro elemento mexicano jajajaja jajajaja creer querer cago querer traidora mexico traidora ratero corrupto narco panista traidoro patria querer hablar hiciste decomiso cia narco laboratorio resultar mal gracias querer hablar pueblo creeemos prision inmediato apelar derecho infringio uuuud senora andar peda dia llamar patrulla espiritual investigacion deber procesar grave vas maru campos andrea chavez gobernadora chihuahua embust saqueo opacidad corrupcion traicion apegado derecho ley constitucion amanecida crudo trabado ojala llamar obligar regresar dinero malversar lleven compa bailar rock carcel pobre maru idea derecho mal asesorado gobernador frontera tratado ongs desaparecer matar mil persona mexicano maquiladora migrant gobernador ganar millon dollares fortalecer economia trump cara delincuente traidoro patria senora infantil hablar ninitar kinder responder adulto acto vendepatria cara susto maruchan escapara carcel pedir ano pueblo mexico descarada traidora quitenla metanla prision mentira cosa pensar consecuencia legal maru campo cuidir proteger quite pen andar narcochela goberborracha hic entender postura jefa narcolaboratorio gringo claro logico morena politico rata millonario pueblo sabio pagar absolutamente juicio politico directo
Facebook|https://www.facebook.com/juventudtampico/posts/pfbid02eMqRAsm2NdQp49dWqrvZvzU4vKT9TAHThDzbrrVwGMcgmifzdT3g7p6AkcyMQRuvl,Facebook,2,6,sobrino excelente lic monica villarreal joven
Twitter|https://x.com/ConsEspMty/status/2048911943100977290,Twitter,3,52,viernes tampico jornada toma huella expedicion renovacion pasaporte consulado honorario espana acercar servicio comunidad espanol residente zona agradecer calido recibimiento alcaldesa tampico monica villarreal consul general reunion permitir reforzar colaboracion institucional estrechar lazo region visita tampico incluir recorrido hospital beneficencia espanola encuentro comunidad club deportivo espanol institucion historicamente vinculado presencia espanol region
YouTube|https://www.youtube.com/watch?v=Va5H81oboUk,YouTube,26,173,gracias puso dedo quedarse mochila kks obrador cagar puro pelotilla conejo caer socio terrorista morenista gracias senor trump presion gobierno pais ubeir cosa alianza gobierno grupo criminal terminar detenido malandro donde meter caber juez corrupto delito perseguir soltar oooo derechos humanos ayudar salir libertad abatido detenido carcel operar tocar carcel neto caro quintero gobierno detener ano ciento narco cabeza lider tercero dema preguntar acabo cartel colombia simplemente destruir red economico logistica red corrupcion politico gobierno ciudadano urgir capturar fresa pescado wey buscar mugroso trump trump trump manana plomero menchito circo faltar naclaudia lopez hablador urge pena capital mexico andre manue clan hijo mamada humo huachicol fiscal marina huachicol obrador tierno retono jardinero imaginar dejar dinero dejar dinero aca jaja soltar sopa gobierno recompensa olvidenla robar agarrar orden trump larga capture narco politico pidar presidente faltar panadero carpintero parecer coludido claudia sheinbaum capturar gracias precidento ora chayotero narcomcpriar llorar marina capturar cia entreguenselir millon dolar inviertanlo mejorar mex podacer jardin arde ocico noticias pin chayoteros caer narcogobierno importar narco caer caer salir narco eeuu
Twitter|https://x.com/VoxPopuliNoti/status/2048965363824492880,Twitter,1,19,reafirma monica villarreal compromiso salud bienestar familia tampiquenas municipio reportar avance consulta control metabolico servicio preventivo cecodiat tampico tamaulipas
Twitter|https://x.com/HOYTamaulipas/status/2048975978479702523,Twitter,2,17,tampico tamaulipas reafirma monicavillarreal compromiso salud bienestar familia tampiquena enteratir columna analisis politico razon mario lopez lee
Twitter|https://x.com/gruponoticiaspc/status/2048981283766714376,Twitter,1,18,reafirma monica villarreal compromiso salud bienestar familia tampiquenas gobierno municipal tampico encabezado presidenta municipal monica villarreal anaya leer
Facebook|https://www.facebook.com/TampicoGob/videos/888037480957612/,Facebook,1,4,rueda prensa simulacro nacional
Facebook|https://www.facebook.com/TampicoGob/videos/802078139359534/,Facebook,1,6,rueda prensa cano carrera jornada adopcion
Twitter|https://x.com/JuanPizanaMtz/status/2049125917276983806,Twitter,3,63,talleres creativo mercadito comida artesania evento principal lucha libre vivo auditorio municipal tampico jueves abril entrada totalmente gratis diadelnino tampico juntospodemos tamaulipas diversion comenzar ven familia celebrar dia nina nino evento lleno alegria sorpresa diversion gracias companera presidenta monica villarreal disfrutar show payaso pintacaritas ballet yacatecutli nombre tamaulipas escenario importante mexico mundo incluir colombia zocalo ciudad mexico orgullo balletfolklorico yacatecutli juntospodemos tampico tamaulipas
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid0AKUoMCnYNFy3ECSG7sF4SyFcTSSJKyK8ATqJvbm8UWCuBegjtgrELButRihAQhzXl,Facebook,6,77,oportunidad acompanar titular secretaria turismo sectur josefina rodriguez zamora secretario turismo gobierno tamaulipas benjamin hernandez rodriguez inauguracion stand tamaulipas tianguis turistico mexico edicion numero acapulco guerrero tampico participar orgullo convencido relacion construir abrir puerta desarrollo ciudad ofrecer riqueza cultural historia gastronomia calidez gente seguir tampico consolidar destino competitivo atractivo lleno oportunidad tierra ojo mundo transformar presidenta tampico ustes tampiqueno felicitaciones querido presidenta apoyar secretaria turismo bendiga gracias alcaldesa seguir tampico hermoso zona concurvado alto amar tampico hermoso
YouTube|https://www.youtube.com/watch?v=580pyEUfcww,YouTube,86,500,presidenta gobernar gobernar obrador corrupto mexicano pais porra petro dano gobierno huachicol deliberadamente tomar decision directo erario mexico mando eliminar civil transparencia salir negar importacion privado competir retirar existir importador cerrar mercado mantener combustible crear perfecto fraude mercado importacion combustible gracias silencio esfera amlo valiente combate fiscal plan duda elaborado corrupcion mexico milei eeuu mexico suicidar narca salio culata ocico millon ganar fue reunion notar diminuto salir apoyo pobre encontrar notar surdo asus chairos macuspano politica seria rwsponsable hijo compro pesos dair jugosos coprructo hijo macuspano ave crusavas manchava chairos dela pactaria macuspano borregos ablava acero lectomano dinero narco ratasssss rwsivio cueros senor joaquin loera zanvada vasofia narco dictadores coprrucion hoganisada arrodilladar pactaria gato sirvienta espuria dise borregos manda pueblo acero lectomano chairos delo gata paga manda ciegos poreso perros abren alos jamas choya piojos entender rebotar declare amplia llegar mayoneso pasar sexenio terrorista pudreir marina dificil confiar ero armas tendrar pesimas directamente eua farios sheimbaun merolico retorica kishner cuba crimen presidente dam gasolinera gasolina acuerdo protejen fecha mugrero claudia jerarquia deber familia entredicho milei mexico silenciar guerrero cante presidenta correr mexicano senor almo chicago aese farios enpiesar trapito amoren manita mundo abia encarcelar aliado necesitar arrestar morena jajajaja protegido tan senot mexivo hagan opinion razon farias declarar traslado guachicol pez reclaman farias boca hablan parar crisndr ilicito favorecer malvada lopez farias lleven andrea sospechoso coludido netflix wachicol serie pelicula asesinar acostumbrar defender terroristas grande querer encarcele familiar vivir medicamento seguimos saqueo pais imaginar presidente miralo jajajaja mundo corrupto creer gobierno huachicolero vos ratar acuerdo rata justicia quedar impunidad forma zurdo doctora trez directo morena ley milei combienir escandalo lopez obrador gobernadores morena patria machete aplicar alrrevezado rata trabar rata posiblemente toque querer desear claudia carcel porque presidente encarcelado estupido lucirce reparticion tarde tresciento acusacion narcomoren anillo caos inseguridad ciudadano morena circo crear creer marxista supuesto opositor maru campos circo cerebro hundir ojala salir unidos claudia corrupto cristina interbencion vida justicia macuspan canal militar hora caca palacio casado imaz crimen pegado moral manuel obrador visto nefasto proteger juicio responsabilidad rebsamen linea colectivo raro claudia destructivo justicia detener secta poblacion controlar cuatrero ernestina audio embarrado andres lopez presidenta estupido padrino oja pendejada expresidente presidenta refran hablador refrescante hablar cortectamente significativo alguien lenguaje primario imposicion excelente analisis gracias especifico gobierno definir insistentemente caer agravante moren lista disculpen potrejder frios peligro pollamo nacionales gobernadora campus terror porqueria electoreras deber porqueria hable feernando precidenta maldad andan devorar grado carlos responsable programa claro narcogobierno ayudado patadas extraditan tendran petobismol diarrea llamar narca presirvienta pinocha delincuente argentina expresidenta argentina ahorremono teatro lista deber mal caer cristina vengar amlo huachicpl ambicion huachicol sheinbaum pais cabeza comunismo funcionar excelente rebajo apoyo politica sentenciado argentino tocar tratar falta estarura senora pri cachucha jajjajajajajaja risa repetir senor descuvrio guachicol linia dis jodido informasiones corrupto farias extraditar terminar sheinbaun javier obvio genocidio circo trump rubio tribunales cortes fiscalias justicia fbi etc encanonar chimuelo tuerca amenazar nivel cancelar socialista menospreciar defender despiadado argentino fernandez cosa trump america premio lavar gracias mantener importante
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid02kWJCePDQaF4kTd6ysNXB6AzUEWXGrismSn2utBYYJa7TUKwSYiRMFF83a72zJNM9l,Facebook,4,118,objetivo fomentar cultura prevencion indicacion alcaldesa monica zacil villarreal anaya municipio tampico sumar participacion simulacro nacional proteccion civil cabo miercoles mayo convocado coordinacion nacional proteccion civil ejercicio desarrollar forma simultaneo pais proposito fortalecer cultura prevencion mejorar capacidad respuesta emergencia fomentar participacion activo poblacion institucion publico privado social innovacion recibir mensaje texto celular leyenda simulacro probar funcionalidad sistema nacional gobierno mexico invitar ciudadania general institucion escuela empresa participacion simulacro hipotesis corto circuito cuadro ciudad participar forma coordinado autoridad municipal inmueble edicion dif escuela primaria jose maria gaja sumate fomenter cultura prevencion monica villarreal direccion proteccion civil tampico tampicotecuida tampicovacontodo excelente iniciativa fundamental preparado sepamos reaccionar emergencia excelente inge jose antonio marin director proteccion civil prevencion esencial preparado emergencia participar
Twitter|https://x.com/lopez_mari30103/status/2049173209057005883,Twitter,2,17,compartar extorsionador gobierno monica villarreal andar centro tampico extorcionar cobrar piso apoyas investigue llevir justicia maru campos
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid027FMgXRuxmM6Jxzeuj1MvwUsHT2pGSF169LfSW5J4qj8nE54UPXEicevHWRnAhkBel,Facebook,4,58,sumar canicarrera jornada adopcion iniciativa promover bienestar animal convivencia familiar domingo mayo laguna carpintero correr trotar caminar mascota causa sentido social podras participar jornada adopcion ayudar perrito encontrar hogar recaudacion beneficio obras divina misericordia gobierno municipal tampico seguir impulsar accion fortalecer cuidado animal participacion ciudadano esperar inscribetir linea direccion ecologia tampico tampicotecuida superrr bonito evento mascota listo mopo
Twitter|https://x.com/Aleperez_jim/status/2049190307153985706,Twitter,2,29,hola grave problema colonia petrolera caso pedir intervencion calle poza rica esquina potrero llano gracias gracias quedar resuelto esquina potrero llano cerro azul necesitar reparacion menor pedir intervencion gracias
Facebook|https://www.facebook.com/reel/3312400792274105/,Facebook,5,50,oportunidad acompanar titular secretaria turismo sectur josefina rodriguez zamora secretario turismo gobierno tamaulipas benjamin hernandez rodriguez inauguracion stand tamaulipas tianguis turistico mexico edicion numero acapulco guerrero tampico participar orgullo convencido relacion construir abrir puerta desarrollo ciudad excelente alcadesa precioso evento increible tampico distinto empeno visitar alto cuidad alcades presidenta monica
