contexto_id,plataforma,n_mensajes_utiles,n_lemas,lemas
Facebook|https://www.facebook.com/servpublicostampico/posts/pfbid02VGoYrpwAL6bYpBhpaJZcqQXxTjrx997CGis7noJ84HmKGoBFf1VAfBveCeeQg1k4l,Facebook,1,40,presidenta municipal monica villarreal anaya mantener atencion constante espacio formar vida economico social tampico mercado norte cabo limpieza pasillo interior exterior inmueble favorecer condicion adecuado actividad comercial convivencia diario espacio limpio contribuir experiencia vivir visitar ciudad monica villarreal tampico gob
Facebook|https://www.facebook.com/reel/1908751463161507/,Facebook,3,44,marco dia marina nacional lxxxiv aniversario honor acompanar solemne acto conmemorativo rendir homenaje mujer hombre mar servir valentia compromiso pais reconocimiento agradecimiento secretaria marina invitacion labor dia favor seguridad soberania bienestar mexico felicidades papa naval jesus herlindo gonzalez olivo dia marina felicidad grandeza mexico
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid0xXjKF71vgNa8CAmHthp4PufZqToku6HQsDBZyiGg9hRBEbNJgCYVw7CTkAjW5qqWl,Facebook,2,50,marco lxxxiv aniversario dia marina nacional honor acompanar significativo acto rendir homenaje mujer hombre mar valentia disciplina compromiso contribuir defensa soberania fortalecimiento pais reconocimiento agradecimiento secretaria marina invaluable labor favor seguridad paz bienestar mexicano tampico colaboracion fundamental ciudad indicador seguridad pais seguir unido construir tampico seguro prospero oportunidad ala marina
Facebook|https://www.facebook.com/reel/967355862779576/,Facebook,1,36,junio iniciar oficialmente temporada huracanes atlantico herramienta cualquiera fenomeno meteorologico prevencion mantente informado unicamente medio oficial seguir recomendacion autoridad informatir oportunamente ten lista mochila emergencia caso emergencia llamar tampico cuida proteccion civil proteccionciviltampico tampicotecuida tampicosomostodos bomberostampico
Twitter|https://x.com/RevistaDebateMX/status/2061489834284249219,Twitter,1,11,monica villarreal destacar avance tampico respaldar transformacion nacional tampico revistadebate nota
Facebook|https://www.facebook.com/servpublicostampico/posts/pfbid0pMRvHgZcvwKnGnZ8zrAbQTfJqq9k9RpMx21VJpnjWmUYEGM8nDbensCfJ1tQPCFCl,Facebook,1,56,objeto retirado representar espacio recuperado convivencia salud seguridad familia tampiquenas presidenta municipal monica villarreal anaya mantener atencion permanente accion contribuir ciudad limpio ordenado jornada numero descacharrizacion lunes junio zona centro etapa recolectar tonelada basura especial gracias coordinado participacion ciudadano accion preventivo reflejar calle limpio espacio aprovechado monica villarreal tampico gob direccion salud tampico promociondelasaludtampico distritodesaludparaelbienestariitampico sincriaderosmexicoprotegesusaludyelmundial
Facebook|https://www.facebook.com/ProteccionCivilTampico/posts/pfbid036SX9W47sVFuxETUvbjNW1DemVVgQcP79FByMBwnPQwYJvK1ooHpRgMr2ifH6MtBrl,Facebook,2,53,dia marina nacional reconocer orgullo labor incansable salvaguardir mar costa entrega disciplina vocacion gracias inquebrantable compromiso mexico tampico cuida proteccion civil proteccionciviltampico tampicotecuida tampicosomostodos bomberostampico marinanscionaldemexico dia marina mercante mexicana secretario marina perder brujula nombrar vapor buque armada vapor mercante bandera tripulacion mexicana zarpo veracruz ano petrolero hundido guerra mundial tripular marinos mercantes
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid02BgnGu9MFCSi2jt93yTCEnCdsCM9KNgZRvahvvcsQkmLsux35rLADLvLehzZWT4xnl,Facebook,1,36,ponerte corriente mes junio aprovechar descuento multa recargo impuesto predial ano pago lunes viernes hora palacio municipal delegacion zona norte linea hora pagina web cumplir predial contribuir desarrollo tampico mejora servicio aprovechar beneficio junio tampicotecuida tampicovacontodo
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid02RVws9v5uiS2prvV7bFe6Gr3CDD6bMQBc21hKtxFc25wGdc1BNqmKQ2JVjEgbEGtJl,Facebook,4,56,sostener reunion representante dgetaycm avanzar organizacion seminario nacional investigacion importante espacio promover conocimiento innovacion desarrollo academico joven agradecer participacion samanta montiel enlace dgetaycm tamaulipas director cbta luis armando mar castillo victor hugo aleman responsable area planeacion dgetaycm seguir sumar esfuerzo fortalecer educacion investigacion oportunidad crecimiento generacion tampicovacontodo tampicotecuida excelente lic agradecer esfuerzo proyecto excelente alcaldesa todoo
Facebook|https://www.facebook.com/secretariadeculturatampico/posts/pfbid0EEypqPRaRiasWH53QE2DZG3TY4yLgCXUdZouMdc8arCLUJ9Bj6ieNvAdc5byA54Sl,Facebook,1,94,cartelera cultural junio semana agenda cultural ciudad ofrecer espacio dialogo reflexion encuentro artistico distinto expresion cultural bibliotecas municipales presentar actividad especial literario roberto gonzalez elizalde inicio ciclo visiones mongolia cine arte acompanado diverso actividad formativo recreativa casa cultura sede homenaje bahamas fortalecer intercambio cultural artistico continuar exhibicion coleccion orgullo cultural tamaulipas integrado muneca muneco representativo identidad tamaulipeco asimismo convivencia musica presente tardeada con banda municipal plaza libertad danza canal cortadura con banda municipal plaza armas bailes populares plaza hijas tampico consolidar espacio publico encuentro familia tampiquenas consulta detalle actividad banner informativo secretariadecultura tampicovacontodo arteycultura
Twitter|https://x.com/soy24siete/status/2061576804901474433,Twitter,2,33,buscar lanzar recorrido turistico rio panuco verano alcaldesa anunciar proyecto ruta nautico impulsar turismo sur tamaulipas ofrecer experiencia visitante familia laredo fiesta presentar cartelera aniversario ciudad incluir concierto actividad cultural deportivo gastronomico detalle
Twitter|https://x.com/20TVvh/status/2061910044199801192,Twitter,2,16,enterate continuar exito programa lunes ciudadano vallehermoso enterate anuncia damaso anaya apertura prepa uat tampico tamaulipas
Twitter|https://x.com/RevistaDebateMX/status/2061646153402269960,Twitter,1,11,tamul centenario superar servicio fortalecer apoyo familia tampiquena tampico revistadebate nota
Twitter|https://x.com/VoxPopuliNoti/status/2061649400204579029,Twitter,1,19,brindar tamul centenario servicio atencion familia tampiquenas municipio registrar mil servicio brindado espacio dedicado proteccion capacitacion comunitario tamaulipas tampico
Twitter|https://x.com/Ultimate_Lance/status/2061910582714884328,Twitter,2,9,gangster name colour shirt last thing drank black tampico
Facebook|https://www.facebook.com/reel/1005204932342049/,Facebook,4,42,tarde esperar unidad deportiva puertas coloradas dialogos medio camino compartirar avance escuchar propuesta seguir construir tampico dialogo medio camino disfrut mundial social intercolonias jaibo morelos judas tancol aguila golfo pescadores juniors dialogar apoyar talento deportivo excelente parar enhorabuena super udpc excelente ambiente
Facebook|https://www.facebook.com/secretariadeobraspublicastampico/posts/pfbid0P45nvdwjMdAdzvF1dzQXMZdkbo86ZGQBwRWCyDKwBoi9MQmrm2mBnkxCqdswzT3El,Facebook,7,84,seguir calle indicacion presidenta monica villarreal personal secretaria obras publicas avanzar mantenimiento vial diverso zona transformar vialidad traslado rapido seguro cabo bacheo carpeta asfaltico calle abril calle laguna champayan rio tamesi col tancol tampicovacontodo tampicotecuida presidenta pedir favor col arenal gracia limpieza coche chatarra verguenza andar parchar calle ciudad grande dejenlo poblado calle melchor ocampo cuadra adolfo lopez mateos faltar cuadra col paz tampico favor intransitabl favor presidentar monaco privada panama infonavit elias pina elias unico sector pavimentar agradecer atender peticion gracia justo lluvia
Twitter|https://x.com/88hh8888/status/2061914174263841071,Twitter,1,33,pisar alcantarilla cualquiera mundo tampico madero tamaulipas cdmx mexico mujer caer alcantarilla rio janeiro brasil pisar tapa mal colocado ceder cerrar golpeandolar cabeza repartidor moto pasar detener auxilio rapidamente ayuda vecino sufrir herida
Twitter|https://x.com/258JCR/status/2061960783752319259,Twitter,4,120,patria demandar personal hyundaigate quitar credibilidad presidente equipo explicacion obvio falta inteligencia manejar crisis convertir americano llamar pato renguir ano medio gobierno oposicion considerable partido practicamente imposible quedar solucion solucion sendic aplaudir entender cometer falta etica enorme eventualmente ingresar directamente delictivo condicion normal renuncia esperable condicion normal renuncia presidente traer asuncion mando vicepresidente benevolo presidente manirrota juzgar antecedente hundir pais esfuerzo oddone entrar solucion requerir aporte sistema politico ciudadano solucion oposicion blindir monoliticamente presidente mpp supuesto cambio presidente movido agresivo entorno despedir prosecretario presidencia final nombrar ferrero fiscal corte final aceptar nombramientos trib uruguay oficialismo oposicion querer milimetro pais pcu satelite permitir dinamitar torre ejecutivo oposicion preferir seguir comoda sillon criticar oposicion perder oportunidad cobarde tampico libre pecado tirar puedra
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid0ncC8RovYLFCa1SKf8mpHCXGpHCX9ZTFuZi33Qes8NrPuZJ7c6akvXWxdXj42Cy6Ll,Facebook,4,83,gusto entregar reconocimiento guia certificado exposicion ana frank notas esperanza compromiso sensibilidad responsabilidad acompanar visitante importante recorrido reflexion aprendizaje mes diciembre mayo exposicion gratuito tocar vida tampiquena tampiqueno visitante generar valioso conversacion recuerdo reflexion memoria tolerancia derechos humanos agradecimiento dedicacion fundamental esfuerzo conjunto museo memoria tolerancia fundacion fleishman labor visitante vivir experiencia significativo enriquecedoro seguir impulsar iniciativa acercar cultura educacion comunidad felicidad gracia dejar huella tampico exposicion felicidad involucrado importante labor reflexion profundo conmovedor excelente iniciativa galeria felicidad presidenta monica villarreal apoyar cultural
Facebook|https://www.facebook.com/ProteccionCivilTampico/posts/pfbid0QQpjvm7EiJ9UwBigCNWUdqF4eD4w4tatPKAsAgiMoKL6wjBAZiTynCm4paxYbwZWl,Facebook,3,81,recorrido refugios temporales provisionales tampico dia seguir indicacion monica villarreal anaya presidenta municipal tampico recorrido refugios temporales provisionales tampico temporada lluvia tormenta huracan zona recorrido visitar habilitar funcion refugio requerir ciudad deportiva auditorio municipal casa cultura centro bienestar col vicente guerrero sector moscu guiado jose antonio marin flores director proteccion civil tampico contar colaboracion marina sedena enlace control tampico zona secretaria obras publicas bomberos cuida proteccion civil proteccionciviltampico tampicotecuida tampicosomostodos bomberostampico excelente preparado ojala requerir excelente sigar indicacion correr riesgo cuidar
Facebook|https://www.facebook.com/reel/840705392447814/,Facebook,8,84,escuchar gente significar convertir necesidad accion transformar vida gracias compromiso gobierno municipal encabezar presidenta monica villarreal invaluable respaldo gobernador americo villarreal coordinado direccion deportes tampico realidad rehabilitacion campo sintetico puertas coloradas obra representar recuperacion espacio deportivo reflejo gobierno sensible cercano ciudadania comprometido bienestar familia juventud fortalecimiento tejido social deporte sentido convertir virtud servicio dema amlo excelente deporte tampiqueno excelente presidenta cumplir felicidadser equipo excelente accion deportista arreglar calle costado alberca puerta colorada pesimo socavon alcantarilla abierto bravo grande cambio beneficio comunidad felicidade vecino salinas
Twitter|https://x.com/MonicaVTampico/status/2061899672910696725,Twitter,1,17,tarde esperar unidad deportiva puertas coloradas dialogos medio camino disfrutar mundial social intercolonias dialogar apoyar talento deportivo
Twitter|https://x.com/TampicoGob/status/2061900658588946489,Twitter,1,22,seguir mejorar vialidad personal secretaria obras publicas bacheo carpeta asfaltico calle abril laguna champayan rio tamesi colonia tancol mejorar movilidad seguridad vial
Twitter|https://x.com/IfdpTamps/status/2061910397368647862,Twitter,2,49,asesora juridico especializado materia laboral elvira ortiz lopez participar estacion radio tampico compartir informacion derecho digno derecho laboral servicio gratuito asesoria juridico brindar ifdp seguir acercar justicia necesitar marco caravana itinerante justicia social persona defensora publico aurora arriaga alvarez francisco kuri godinez brindar asesoria juridico habitante ejido gloria matamoros
Twitter|https://x.com/SPAT_AC/status/2061911655844302886,Twitter,1,19,canelita kami hogar llegar condicion dificil comenzar vida lleno amor agradecimiento hospital san luis final feliz petco tampico primeroadopta
Twitter|https://x.com/TamaulipasHabla/status/2061911944328589457,Twitter,2,35,cdvictoria concretar alianza deportivo abrir oportunidad joven futbolista tamaulipeco buscar llegar maximo nivel info tampico matamoros reynosa tamaulipas cdvictoria reportaje vincular gobernador presunto investigacion eeuu salir rechazar acusacion info tampico cdmadero altamira matamoros reynosa tamaulipas
Twitter|https://x.com/MuroPoliticoMX/status/2061912266409156715,Twitter,1,23,tamaulipas rector uat damaso anaya alvarado presidir firma convenio concretar colaboracion oficial deportivo club correcaminos necaxa nota cdvictoria tampico cdmadero altamira matamoros reynosa
Twitter|https://x.com/MilenioTam/status/2061913242704757032,Twitter,1,4,visitantes llegar pais tampico
Twitter|https://x.com/JuanPizanaMtz/status/2061916314118025400,Twitter,1,17,economia argentino gravemente danado gobierno milei atravesar critico caso corrupcion ventilado argentina milei politica juntospodemos tampico tamaulipas
Twitter|https://x.com/VoxPopuliNoti/status/2061916326822551984,Twitter,1,22,estudiantes maestro atacar enjambre abeja altamira tamaulipas proteccion civil movilizar controlar riesgo proteger afectado reynosa tamaulipas matamoros nuevolaredo cdvictoria tampico madero altamira
Twitter|https://x.com/49erCarlos/status/2061918405863862282,Twitter,2,18,tamale lady palatero man elote man real competition summer oreo waffles cheeto wings mean gonna start making tampico
Twitter|https://x.com/TDNoticiasmx/status/2061916514551546251,Twitter,2,42,juan vincular proceso accidente perder vida ezequiel tampico juez determinar existir indicio suficiente homicidio lesion caso avanzar etapa proceso penal erik huerta vehiculo pontiac incendiar colonia infonavit canada tampico bomberos controlar fuego registrar lesionado autoridades investigar falla electrico originar siniestro erik huerta
Twitter|https://x.com/belenicee/status/2061917646069678335,Twitter,3,8,necesitar tampico confirmo ocasion tocar ceder obtener cosita
Twitter|https://x.com/RadioUAT/status/2061919420079812827,Twitter,1,19,vivir tarde avanzar ritmo martes diatres semana disfrutar agradable locucion lorena zapata cdvictoria tampico nld reynosa matamoros madero tamaulipas
Twitter|https://x.com/EjeConurbado/status/2061922015741681939,Twitter,2,38,andy lopez beltran compartir foto amlo rumbo candidatura diputado federal tabasco tamaulipas tampico cdvictoria iniciar carrera electoral retiro padre tamaulipas justificar ausencia gobernador americo villarreal mesa paz afirmar cumplir gira municipio senalamiento angeles times tampico cdvictoria informacion completo
Twitter|https://x.com/ReporteraDaisy/status/2061923563464994896,Twitter,1,19,elpuntoes dif tamaulipas humanismo dejar proyecto volver realidad opinion edelmira cerecedo tamaulipas cdvictoria tampico madero altamira nuevolaredo matamoros reynosa
Twitter|https://x.com/RevistaDebateMX/status/2061926300432888172,Twitter,1,13,comapa sur avanzar reposicion pavimento mejorar vialidad tampico madero tampico ciudadmadero revistadebate nota
Twitter|https://x.com/entrnethearthrb/status/2061926538115793040,Twitter,2,8,ion trust nobody keep tampico juice fridge back
Twitter|https://x.com/rhernandezdavid/status/2061926898347778509,Twitter,2,38,noviembre cabo reunion regional academias educacion media superior region tampico convocado secretaria educacion tamaulipas subsecretaria educacion media superior superior ceppems experiencia academico tecnologico investigacion xxviii concurso nacional prototipos proyectos emprendimineto etapa estatal asesor categoria alumno modalidad didactico marzo
Twitter|https://x.com/lacapital2006/status/2061937376373444636,Twitter,1,23,anunciar damaso anaya apertura prepa uat tampico damasoanaya prepauat educacionmediasuperior tamaulipas ciudadvictoria nuevolaredo reynosa riobravo monterrey slp matamoros elmante altamira ciudadmadero tampico cdmx
Twitter|https://x.com/DocUbaldo/status/2061938646945583544,Twitter,1,12,comprobar mantener ambiente humedo adecuado herida acelerar proceso epitelizacion favorecer recuperacion tampico
Twitter|https://x.com/LiizieT/status/2061939337931968977,Twitter,1,19,imaginatar llegar especialista clima venta instalacion reparacion mantenimiento instalaciones electrico descacharrizacion limpieza chatarra aceptar transferencia facturar tampico madero altamira
Twitter|https://x.com/lacapital2006/status/2061939842447978989,Twitter,1,22,inversion historico fortalecer seguridad hidrico tamaulipas inversionhistorica seguridadhidrica distritosderiego tamaulipas ciudadvictoria nuevolaredo reynosa riobravo monterrey slp matamoros mante altamira madero tampico cdmx
Twitter|https://x.com/VoxPopuliNoti/status/2061940068223263215,Twitter,1,16,negocios afiliado arcim cerrar cambio consumo tampico tamaulipas comercios local lidiar dificultad comprador arcim tampico tamaulipas
Twitter|https://x.com/DocUbaldo/status/2061940683988996190,Twitter,1,4,tsrd gracias invitacion tampico
Twitter|https://x.com/RadioUAT/status/2061941687602098293,Twitter,1,13,traer informacion final inicio finales cdvictoria nld reynosa matamoros tampico madero tamaulipas solobasketxradiouat
Twitter|https://x.com/lacapital2006/status/2061941856213049418,Twitter,1,25,cnte cerrar mesa tripartito gobierno federal cnte mesadenegociacion negociacionlaboral maestros tampico cdvictoria pachuca monterrey slp toluca coahuila puebla tamaulipas sinaloa queretaro tijuana guadalajara cdmx mexico
Twitter|https://x.com/8EightPillars/status/2061942784727171206,Twitter,2,18,ima start selling tampico fried chicken gotta make tampico hennessy sauce notice everybody eating koolaid pineappl got look
Twitter|https://x.com/Reporteroszona/status/2061942890901753874,Twitter,1,21,accion encaminado mejorar infraestructura urbano zona conurbado comapa sur continuar reposicion pavimento diverso sector tampico ciudad madero concluir labor mantenimiento rehabilitacion
Twitter|https://x.com/Reporteroszona/status/2061943487717638210,Twitter,1,20,proponer diputado pepe schekaiban viveros didacticos tamaulipas propuesta sumar bancadas preservacion entorno ambiental fortalecimiento cultura ciudadano objetivo alcanzado municipio tampico
Twitter|https://x.com/laexpresionmx/status/2061946001993134559,Twitter,1,9,anunciar damaso anaya apertura prepa uat tampico tamaulipas cdvictoria
Twitter|https://x.com/MuroPoliticoMX/status/2061950535129821406,Twitter,1,15,tamaulipas dif tamaulipas banderazo inicio boteo teleton nota cdvictoria tampico cdmadero altamira matamoros reynosa nuevolaredo
Twitter|https://x.com/MuroPoliticoMX/status/2061950931617366060,Twitter,1,21,tamaulipas alcaldesa carmen lilia canturosas concretar logro financiero importante historia nuevolaredo cerrar deuda publico nota cdvictoria tampico cdmadero altamira matamoros reynosa
Twitter|https://x.com/MilenioTam/status/2061950991378075971,Twitter,1,5,javier ibarreche cafe chairel tampico
Twitter|https://x.com/MuroPoliticoMX/status/2061951249776304637,Twitter,1,20,tamaulipas cese lluvia ayuntamiento victoria reactivar programa bacheo reparar pavimento danado humedad nota cdvictoria tampico cdmadero altamira matamoros reynosa nuevolaredo
YouTube|https://www.youtube.com/watch?v=1r3RNp3dN0s,YouTube,1,4,caso corrupcion drogan pavada
Twitter|https://x.com/gznah8/status/2061951432752759180,Twitter,2,42,inaudito trato estacionamiento ciudad tampico cerrado oficina cajero detectar boleto gente podia salir pluma abriar persona alli esperansi secuentrada inoperancia hola agradecer hagas llegar retroalimentacion red social podriar indicar detalle sucedido via inbox fecha hora area aeropuerto presentar situacion detalle consideres importante
Twitter|https://x.com/MuroPoliticoMX/status/2061951643621392840,Twitter,1,20,tamaulipas restauranteros cdvictoria prever repunte ingreso afinar estrategia capitalizar fiebre deportivo mundial nota cdvictoria tampico cdmadero altamira matamoros reynosa nuevolaredo
Twitter|https://x.com/MuroPoliticoMX/status/2061951902011597028,Twitter,1,18,tamaulipas autoridad municipal sostener cifra oficial continuar mostrar incidencia delictivo nota cdvictoria tampico cdmadero altamira matamoros reynosa nuevolaredo
Twitter|https://x.com/MuroPoliticoMX/status/2061952238679920998,Twitter,1,22,tamaulipas hora vencer plazo reforma electoral morena aprobar mayoria anular triunfo electoral acreditir intervencion extranjero nota cdvictoria tampico cdmadero altamira matamoros reynosa
Twitter|https://x.com/elsolde_tampico/status/2061953508690288961,Twitter,1,13,invitar habitante tampico numero atencion solicitar intervencion bomberos detectir animal silvestr requeir auxilio
Twitter|https://x.com/DocUbaldo/status/2061954918844379240,Twitter,1,12,verano disfrutar ligero acidez hidratate evitar exceso cuidar bienestar digestivo dia tampico
Twitter|https://x.com/NoresteDigital/status/2061958457247305738,Twitter,1,19,alerta funcionario sincero ciudadvictoria nuevolaredo reynosa cdvictoria victoria tampico madero cdmx monterrey nuevoleon felizmartesparatodos saltillo coahuila tamaulipas karlheinzbecker desarrollourbano
Twitter|https://x.com/ReidEnright/status/2061959324293816793,Twitter,1,35,get give new radicals dreams beck magic carpet ride steppenwolf long cool woman hollies panama halen fight power isley brothers misty mountain hop led zeppelin tampico trauma jimmy buffett nostalgia ages ages wave carlos jobim
Twitter|https://x.com/MuroPoliticoMX/status/2061959640921891059,Twitter,1,21,tamaulipas mes renovar dirigencia estatal pan enfrentar contienda interno lejos profundizar division fortalecer unidad partidista nota cdvictoria tampico altamira matamoros reynosa
Twitter|https://x.com/MuroPoliticoMX/status/2061959973907644416,Twitter,2,39,tamaulipas congreso local incorporar codigo penal delito acecho conocido stalking nota cdvictoria tampico cdmadero altamira matamoros reynosa nuevolaredo tamaulipas bancada morena representante partido congreso local salir defensa gobernador americo villarreal anaya nota cdvictoria tampico cdmadero altamira matamoros reynosa nuevolaredo
Twitter|https://x.com/MuroPoliticoMX/status/2061960296474845683,Twitter,1,21,tamaulipas pri pan calificar accion irresponsable control favor morena anular eleccion perder urna nota cdvictoria tampico cdmadero altamira matamoros reynosa nuevolaredo
Twitter|https://x.com/corneador9225/status/2061960471163412893,Twitter,2,6,tampico seguir mty single orden amigo
Twitter|https://x.com/rubenrivera/status/2062327698395938835,Twitter,1,15,investigacion gobierno narco gobernador relacionado red huachicol desmentir informacion esperar proteccion fuego llegar tampico involucrar
Twitter|https://x.com/rubenrivera/status/2062332609493946534,Twitter,1,8,amenaza ciudadvictoria rey huachicol amenazar cercano iniciar tampico
Twitter|https://x.com/RevistaDebateMX/status/2062358314759913693,Twitter,1,9,tampico reducir deuda fortalecer finanza publico tampico revistadebate nota
Twitter|https://x.com/VoxPopuliNoti/status/2062367089365545220,Twitter,1,21,monica villarreal fortalecer finanza tampico reducir deuda publico heredado orden administrativo ayuntamiento generar ahorro historico mejorar calificacion crediticio municipio tampico tamaulipas
Twitter|https://x.com/MonicaVTampico/status/2062369743227523201,Twitter,1,13,reitero apoyo confianza gobernador americo villarreal anaya hombre resultado profundo compromiso familia tamaulipeca
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid02BVeQmb894WEktPYfBVLcPhc4bk7SMkewjUDaCA9vfrQbR2u3sRC5MuRRzFfGLwirl,Facebook,5,112,sostener importante reunion seguimiento continuar impulsar proyecto atraccion vuelo charter canada zona sur tamaulipas iniciativa representar oportunidad fortalecer desarrollo turistico economico autoridad estatal presidente municipal ciudad madero erasmo gonzalez robledo armando martinez manriquez presidente altamira mtro alfonso noriega sanchez administrador aeropuerto internacional tampico equipo directora turismo desarrollo economico empresario sector hotelero revisar avance alcanzado definir accion consolidar proyecto estrategico region equipo seguir promover fortaleza tampico zona conurbado destino atractivo turismo internacional generar derrama economico oportunidad prestador servicio comercio familia felicidades monica presidenta atraer turismo internacional tarea municipio valioso zona conurbado direccion tampico mundo presidenta seguir transformacion gestion presidenta monica villarreal turismo internacional zona sur equipo madero altamira resultado sigar tampico ojo mundo
Facebook|https://www.facebook.com/reel/1012665481222762/,Facebook,3,45,gracias respaldo gobierno encabezado americo villarreal anaya tampico seguir avanzar rehabilitacion cancha deportivo fortalezar bienestar convivencia familia tampiquenas accion reflejar prioridad representar municipio impulso deporte recuperacion espacio digno fomento actividad beneficiir directamente nina nino joven familia entero tampicotecuida excelente bendiga cancha super bonito colorida felicidad
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid02AewN3CWf1N6abM9V3chTKTZd9MdJgWaFdJK3159f5KDyHY58paRuZ2v5PbeQcCWNl,Facebook,6,70,importante cuidado sistema lagunario liberacion lobina reproductora juvenil alevin lobina sumar lobina liberado laguna chairel laguna escondida accion gracias compromiso gobierno municipal direccion ecologia alumno universidad tecnologica mar tamaulipas bicentenario utmar mes participar proceso reproduccion conservacion especie contribuir fortalecimiento ecosistema repoblamiento laguna seguir impulsar accion permitir conservar recurso natural fortalecer pesca deportivo promover turismo construir tampico sustentable futuro generacion tampicovacontodo tampicotecuida labor presidenta saludo accion lic monica increible proyecto equipo
Facebook|https://www.facebook.com/reel/2506695246451890/,Facebook,4,56,presentar logro liberar lobina accion fortalecer turismo deportivo impulsar laguna sustentabl reafirmar compromiso preservacion especie cuidado recurso natural importante esfuerzo gracias conjunto universidad tecnologica mar tamaulipas bicentenario chairel pescador persona sumar iniciativa favor entorno bienestar comun firme respaldo gobernador americo villarreal anaya continuar impulsar accion generar bienestar tamaulipas excelente sembrar vida excelente saludo presidenta gobierno responsable
Twitter|https://x.com/MonicaVTampico/status/2062539464396636340,Twitter,1,17,reunion seguimiento impulsar vuelo charter canada sur tamaulipas alcalde autoridad empresario avanzar proyecto fortalecer turismo economia regional
Facebook|https://www.facebook.com/reel/1025001503593283/,Facebook,5,60,gracias grupo eichel encabezado jorge eichelmann muela importante donacion especie pesos destinado centro desarrollo comunitario morelos dif tampico accion reflejar importancia sumar voluntad sociedad iniciativa privado gobierno unido bienestar familia tampiquena fortalecer espacio generar desarrollo apoyo comunitario existir logro individual grande resultado construir colectivo querido jorge corazon grande felicidad jorge humano saludo apreciable familia gobierno reconocer felicidad jorge labor apoyar
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid0XKjm7sVoK7wSRB6aGvnrBU3rY6y2VYjrAhmA7k7oB8YJCZuFZvkTCJqPG8Ux6gFXl,Facebook,2,57,centro desarrollo comunitario morelos dif tampico recibimos grupo eichel donacion equipo computo asimismo andrea vela aragon grupo velas entrega equipo regidora susana pineda donar equipo adicional grupo eichel aliado administracion sumar pesos donacion especie destinado dif tampico contribuir fortalecimiento espacio beneficiar directamente comunidad agradecer profundamente contar aliado amigo creer tampico desarrollo gente enhorabuena jorge eichel equipo tampicotecuida
YouTube|https://www.youtube.com/watch?v=ER9usPQrX5g,YouTube,4,16,jajaja historia condenado medicina gratis puta cuba mandir agentear encubierto mano atender ciudadano hablar carir momia
Facebook|https://www.facebook.com/TampicoGob/posts/pfbid02nHdUoFUbdgUBnZyaq7tVe98Z5ES9nr2CEEHeyUpQHmE7zXEbf2fbN6FtSNrZACNol,Facebook,2,70,sesion ordinario cabildo numero tomar decision importante desarrollo bienestar tampico aprobacion otorgamiento medalla tampico merito ecologico reconocer ciudadana ciudadano comprometido cuidado medio ambiente autorizacion mantenimiento impermeabilizacion instalacion espacio cultural metropolitano objetivo preservar importante recinto cultura art aprobacion solicitar congreso revocacion decreto autorizar donacion predio municipal instituto fondo nacional vivienda trabajadores infonavit seguir responsabilidad compromiso impulsar accion fortalecer patrimonio cultura desarrollo ordenado ciudad tampicovacontodo tampicotecuida mujer trabajador humanista atencion presidenta monica
Facebook|https://www.facebook.com/direccioneducaciontampico/posts/pfbid023uxybeZVSjKB34mv3439ebhmzB6oksKhTsTifEKLxMVC2gXf4DzvJbhxjp6ZFf8Hl,Facebook,1,61,ayuntamiento tampico direccion educacion reconocer orgullo destacado participacion alumno maestro asesor directivo padre familia jornada marcado elocuencia talento emotividad miercoles junio horas emblematico sala cabildo vestir gala albergar ceremonia premiacion certamen declamacion oratoria infantil talento dedicacion pasion expresion oral inspiracion comunidad demostrar ninez tampiqueno voz fuerte creativo lleno gracias compartir esfuerzo entusiasmo importante evento marco fiestas abril felicidades participante participacion logro
Facebook|https://www.facebook.com/servpublicostampico/posts/pfbid0nUfKNBF6ft5dyZw6qNyJaMYynXme8vVtN73ACYJKPpHiE7321ofxxHG14xpJS2PKl,Facebook,1,41,presidenta municipal monica villarreal anaya continuar fortalecer accion atencion sector ciudad manana iniciar actividad continuidad mantenimiento bordo proteccion labor contribuir conservacion importante espacio favorecer entorno ordenado habitar diario campo permitir atender constante area fundamental bienestar comunidad tampicovacontodo monica villarreal tampico gob
Facebook|https://www.facebook.com/servpublicostampico/posts/pfbid02ReuU2R6EZVmeLhAP9UZg2fQQ3NH4JGQsE4uoyxCn26zhCFaDvKcDGvYRDkkzT9Jkl,Facebook,3,48,laguna carpintero espacio representativo ciudad conservacion requerir atencion constante diariamente labor limpieza area mantener entorno agradable familia deportista visitante accion formar liderazgo monica villarreal anaya contribuir cuidado espacio publico natural tampico espacio limpio invitacion seguir disfrutar ciudad monica villarreal lucir hermoso requerir arbol sombra ornato arbol generar oxigeno
