k,coherencia_c_v,perplexity
25,0.3949915813792754,-10.35427584456682
26,0.44974325954803807,-10.438161375335344
27,0.41465984024335445,-10.530541781707122
28,0.40349546614943754,-10.607129638407125
29,0.41185400951193013,-10.704150263574732
30,0.40838739094058973,-10.783103281077315
31,0.42270504146715265,-10.8645389808756
32,0.430661072515633,-10.960858440122546
33,0.3872990348890269,-11.049747123985103
34,0.40534659536645007,-11.1354967354819
35,0.4244284111199033,-11.22341839775742
