documento_id,plataforma,usuario,tipo_registro,lemas
3348b6934d19aeea89cd,Facebook,,comentario,reforzar lazo municipio vecino super
3735412119ee1b0f2037,Facebook,,comentario,divertido pasar genial feliz fiesta
383061782be035d1cf7b,Facebook,,comentario,bienvenido tampico hermoso
395fa990941ddabedc00,Facebook,,comentario,felicidad vengan exitos alegrio excelente salud
40fc53642f12f7994d6f,Facebook,,comentario,grasias lic monica villarreal dlb
421307f2b471236b98c7,Facebook,,comentario,relacion municipio beneficio tampico hermoso
451d47251417ca8da9e8,Facebook,,comentario,hermoso celebracion decembrina
47cd9da01c5a35f6f141,Facebook,,comentario,bendigar
48ec8bc561bce9c83fd8,Facebook,,comentario,excelente monica villarreal
4d5510559cce92e4987e,Facebook,,comentario,posada corazon presidentar municipal tampico monica villarreal
532492067746410944ba,Facebook,,comentario,felicidad
560e1933cff1d870c445,Facebook,,comentario,area reunido compartir sonrisa baile convivencia recordar fortaleza administracion gente equipo
5cf656fa416f7ac6ba0e,Facebook,,comentario,excelente encuentro alcaldesa
5ee9e5daa3a08d6353c4,Facebook,,comentario,gusto recibir amigo presidente municipal ozuluama jorge luis angel delgado esposa fabiola sosa presidenta dif equipo colaborador
5fa898ceb6cad4aaa058,Facebook,,comentario,bonito posada
6510057126f4e70e21f1,Facebook,,comentario,excelente posada presidenta monica villarreal
67343ba7c0c004477238,Facebook,,comentario,excelente alcaldesa
6a8ebda628136ebab769,Facebook,,comentario,enhorabuena
6e405f7da118eb05a7cf,Facebook,,comentario,monica
732ea120adea565d088b,Facebook,,comentario,gracias lic monica villarreal bonito gracias hermoso posada
7503013373841cf49d61,Facebook,,comentario,feliz navidad excelente ano
78409e973558202a3231,Facebook,,comentario,felicidades tampico gracias alcaldesa seguir precepto transformacion buscar sociedad equitativo justo incluyente feliz fiesta
7b81727515255d6af9d9,Facebook,,comentario,gracias licenciada monica
8037ff034b4e8bb65351,Facebook,,comentario,excelente licenciada monica villarreal
8241a8ad7dbb0d457495,Facebook,,comentario,presidenta dif tampico luz adriana villarreal directores cultura turismo municipio fortalecer accion beneficio municipio
850695c5cdbe46975143,Facebook,,comentario,firme digno croc
88c4b1c4db2658added8,Facebook,,comentario,
8b9b047c7321ab1253e6,Facebook,,comentario,excelente
8f68e873119ab3461e66,Facebook,,comentario,tampico
91388be49702214112ec,Facebook,,comentario,disfrutar tarde ameno posada navidena trabajador ayuntamiento tampico dif tampico area reunido compartir sonrisa baile convivencia recordar fortaleza administracion gente equipo secretaria direccion dependencia aportar dia construir tampico justo igualitario humano oportunidad unido marcamos diferencia resultado ano gobierno gracias compromiso dedicacion entrega desear navidad paz alegria convivencia familiar ano venir lleno bienestar meta cumplido
9eec69bfac4e829ed3b8,Facebook,,comentario,secretaria direccion dependencia aportar dia construir tampico justo igualitario humano oportunidad unido marcamos diferencia resultado ano gobierno
a16e7bffb393da8eea99,Facebook,,comentario,
a51fab7009f0c2f346fe,Facebook,,comentario,constatar entusiasmo alegria presente presidenta tampiquenos monica zacil villarreal anaya
a6555411cfb0fd21b1df,Facebook,,comentario,gracias presidenta hermoso posada pasar genial
aca7ab1735897488a5f6,Facebook,,comentario,hora alcaldesa gracia mantener companero
b060cb365de0b4802290,Facebook,,comentario,excelente sinergia alcaldesa
c5b0abccce0e82765ab8,Facebook,,comentario,gladis rojas gracias rosy mendez jesus
ca94314f3d560f7aa7f4,Facebook,,comentario,excelente
d35731a690e5d06682ff,Facebook,,comentario,tampicovacontodo
d5b67c084af633071afd,Facebook,,comentario,seguir sumar esfuerzo
d9db2efd2ef488d5dd5f,Facebook,,comentario,excelente alcaldesa reforzar lazo municipio vecino
e11433edb43518f6beb8,Facebook,,comentario,lic monica tampico
e36265dcd77fe771da80,Facebook,,comentario,bienvenido tampico saludo
ea57f2a0391f0b9241e5,Facebook,,comentario,gracias alcaldesa monica villarreal hermoso posada padre bailar gracias
ece134d006433d6ffeda,Facebook,,comentario,felicidades amiga
f37b3dba9ce0bada5b26,Facebook,,comentario,gracias compromiso dedicacion entrega desear navidad paz alegria convivencia familiar ano venir lleno bienestar meta cumplido
f64dcc8ed3b00c43e9e6,Facebook,,comentario,saludos monica excelente
507999bc6c6228105a11,Facebook,,publicacion_institucional,hija tratar cazzu escribir poema
fae77e3fb094b8f824ef,Facebook,,publicacion_institucional,contenido texto multimedia
0303101e46cd80a61852,Facebook,,comentario,monica
06e55b414a474b746f4c,Facebook,,comentario,hermosa verte gana gym gracias disciplina
0a29f7b2226c7a0ad454,Facebook,,comentario,
0bc73893c5add8f67908,Facebook,,comentario,ernesto palomino
0bf84cd28660bbcb9935,Facebook,,comentario,gobierno municipal mantener puerta abierto construir dialogo permanente colaboracion institucional fortalecer tampico
11e999d576256328ecc3,Facebook,,comentario,blanca estrella hernandez enriquez jajajaja amooo
120d6ccd944ae5eb17d3,Facebook,,comentario,braille inclusion
16841f29719a22c3cf3e,Facebook,,comentario,gracias presidenta reconocer labor gremio cercania estrecho apertura cuestionar
1762d922305426c86909,Facebook,,comentario,braille herramienta clave permitir millon persona discapacidad visual acceder educacion informacion cultura
17c34b277acd1fa32c3b,Facebook,,comentario,ven querer celebremos tradicion faltes
18ac1b8bba515bbe3cd0,Facebook,,comentario,esperar vivir recorrido rescatar tradicion navidad huasteca peticion aguinaldos celebracion lleno cultura musica raiz iniciar recorrido plaza libertad plaza armas disfrutaremos presentacion artistico familia ven querer celebremos tradicion faltes
3590f3a03a1ea66d4346,Facebook,,comentario,autonomia igualdad oportunidad
35b69ec1af98fc9269c5,Facebook,,comentario,gui giron marcar taximetro
4006ae90469fa8e8c325,Facebook,,comentario,felicidad excelente presidenta
42f7701ba520129c113d,Facebook,,comentario,gui giron marcar taximetro
59d134050cc05d65f161,Facebook,,comentario,diamundialdelbraille inclusion accesibilidad igualdaddeoportunidades
5ef64efeabddd57436a7,Facebook,,comentario,iniciar recorrido plaza libertad plaza armas disfrutaremos presentacion artistico familia
61352efe24811f1119f9,Facebook,,comentario,felicidad abrazo colega
7d647eeae3866433fcd0,Facebook,,comentario,diana rosa
808c207030345d9dfe7a,Facebook,,comentario,excelente alcaldesa
954139e10a98e124f16f,Facebook,,comentario,enero celebramos dia mundial braille braille herramienta clave permitir millon persona discapacidad visual acceder educacion informacion cultura braille inclusion autonomia igualdad oportunidad promover construir sociedad accesible persona diamundialdelbraille inclusion accesibilidad igualdaddeoportunidades
97cdaac365ac654da166,Facebook,,comentario,promover construir sociedad accesible persona
a2b954fc40621d8490e0,Facebook,,comentario,recordarla reconocer historia compromiso seguir construir pais justo
a6961887f61200c2498c,Facebook,,comentario,gracia presidenta celebrar previo navidad apreciable familia dlb
adb154120e300b24b066,Facebook,,comentario,encantar
c50810860c65162060ae,Facebook,,comentario,excelente presi
c7cb88a2efa8875e2d13,Facebook,,comentario,apoyo dia dedicado braile persona discapacidad visual metodo lectura escritura comunicacion
c941fbd0658ba56d3257,Facebook,,comentario,excelente convivio alcaldesa
cc8a529828f170355d05,Facebook,,comentario,documento sentar base justicia libertad derecho unir nacion
dedf7c976e249cd1bd71,Facebook,,comentario,conmemoramos dia constitucion fecha recordar promulgacion constitucion politica unidos mexicanos documento sentar base justicia libertad derecho unir nacion recordarla reconocer historia compromiso seguir construir pais justo
eb567220175328bb5705,Facebook,,comentario,
ecae5e77fb1bac14e1d2,Facebook,,comentario,mirar comadre luna espinosa
ef5c6518046dd2bf5337,Facebook,,comentario,padrisimo
f87524f5d09381e69ebc,Facebook,,comentario,estupendo
f87e8e6f698bdaaf8ceb,Facebook,,comentario,enero celebramos dia mundial braille
23bce0ec34941920f742,Facebook,,publicacion_institucional,contenido texto multimedia
57de35be4ed575f163b1,Facebook,,publicacion_institucional,contenido texto multimedia
b4fc3f48181241288d5e,Facebook,,publicacion_institucional,contenido texto multimedia
fab1c0f0709359db5d70,Facebook,,publicacion_institucional,contenido texto multimedia
018d5b0f8f7110345285,Facebook,,comentario,firme digno croc
204fd920cbf20d1bc293,Facebook,,comentario,hermoso tampico
2a64a2cd154865299da3,Facebook,,comentario,saludos presideta monica
366011cdab2aa51d8968,Facebook,,comentario,tampico
429e050634335990d543,Facebook,,comentario,
4a7d8bc9236f12b288e2,Facebook,,comentario,
6e44b31d2200377d7934,Facebook,,comentario,excelente monica villarreal
76b420317ebaa794e3fe,Facebook,,comentario,excelente alcaldesa cierre broche oro espectacular laguna
a24db0eb9b19bacdf459,Facebook,,comentario,evento
b7c5445b653b5a19f40d,Facebook,,comentario,sabor alegria carnaval tampicovacontodo
c45b8e06dbd450be16a6,Facebook,,comentario,padrisimo
c7787d4cb8b21d5dd839,Facebook,,comentario,monica
d039af067f71915145ee,Facebook,,comentario,padrisimo
d3561eb4011e64f98012,Facebook,,comentario,bonito manana carnaval
d5c6baa6e490eb891849,Facebook,,comentario,super padre
e19a53503030483c904d,Facebook,,comentario,padre
e98c052c30baf0a71a5d,Facebook,,comentario,tampico
f75e5c63619e30e3fafc,Facebook,,comentario,excelente lic
fc1f612c429858ad7dc9,Facebook,,comentario,excelente licenciada monica
0a0b6931cb0dad2eacfc,Facebook,,publicacion_institucional,contenido texto multimedia
17ba3a190c2a972ac5d6,Facebook,,publicacion_institucional,contenido texto multimedia
4423cd108c23ada6b62c,Facebook,,publicacion_institucional,contenido texto multimedia
53d64c508916af2583c7,Facebook,,publicacion_institucional,contenido texto multimedia
a943072dc58df7600bd4,Facebook,,publicacion_institucional,contenido texto multimedia
d77ef83a132302c246b4,Facebook,,publicacion_institucional,contenido texto multimedia
33e2fc660d87b823343d,Facebook,,publicacion_institucional,contenido texto multimedia
39e68477fd927cfec1dd,Facebook,,publicacion_institucional,contenido texto multimedia
5057aa05862d52243bcb,Facebook,,publicacion_institucional,contenido texto multimedia
721547919ff8b0c70e13,Facebook,,publicacion_institucional,contenido texto multimedia
7cd46a29b5ca6b79268a,Facebook,,publicacion_institucional,contenido texto multimedia
a2b12133b0993561b273,Facebook,,publicacion_institucional,contenido texto multimedia
b20ff3fb218102e20c88,Facebook,,publicacion_institucional,contenido texto multimedia
bc78915d23bc19ec25f1,Facebook,,publicacion_institucional,contenido texto multimedia
cb2deeaa252dce824e56,Facebook,,publicacion_institucional,contenido texto multimedia
d2c2020ea8e420cbee0e,Facebook,,publicacion_institucional,contenido texto multimedia
e15f54e279ae6f611ff2,Facebook,,publicacion_institucional,contenido texto multimedia
e6047e16c19406083941,Facebook,,publicacion_institucional,contenido texto multimedia
f0296898785723d3139c,Facebook,,publicacion_institucional,contenido texto multimedia
fd5b10d2aaecedb1fdb1,Facebook,,publicacion_institucional,contenido texto multimedia
10d960bb7da51da7a704,Facebook,,comentario,
10ee5913e271d45b3043,Facebook,,comentario,excelente
14433fed93f9011a3a11,Facebook,,comentario,excelenteee
1af6552e931288ea21d2,Facebook,,comentario,gracias jardin ninos jovita leal aguilera abrir puerta lectura nina nino monica villarreal tampico gob
6209aa33cd2c08217c0a,Facebook,,comentario,dia retomar actividad alumno ano preescolar manana dejar volar imaginacion
64eb44e1a97a1f56ce5a,Facebook,,comentario,noche vecino
714dea6b4f2699411611,Facebook,,comentario,tampicovacontodo
8406a54793a759275397,Facebook,,comentario,excelente
89d54d2188c1a618afba,Facebook,,comentario,bonito
97f1f57f5b85a3e3246a,Facebook,,comentario,biblioteca movil regreso dia retomar actividad alumno ano preescolar manana dejar volar imaginacion gracias jardin ninos jovita leal aguilera abrir puerta lectura nina nino monica villarreal tampico gob tampicovacontodo educacionvacontodo
9a7ae0dc39e664e0cbe5,Facebook,,comentario,educacionvacontodo
b4cc0815203ca3b434c7,Facebook,,comentario,biblioteca movil regreso
c784a43ca0a7d3b63d8d,Facebook,,comentario,var noche vecino
d55e9e889e968382569a,Facebook,,comentario,maria guadalupe figueroa torres lupita cruz figueroa danae estrada cyndi estrada
28149d1388aab56d206b,Facebook,,publicacion_institucional,maria guadalupe figueroa torres lupita cruz figueroa danae estrada cyndi estrada
8bcfee7733ad5d8ad5cd,Facebook,,publicacion_institucional,noche vecino
003feae057eb39416c0f,Facebook,,comentario,tampico
00bbc0eb130f74c048db,Facebook,,comentario,evento tejido social
00c3be8e2d905e724e9e,Facebook,,comentario,atender ciudadania
01bc9f23d999ac7b717d,Facebook,,comentario,yuuuuut ailobiamos
0218bf0b7e3727543001,Facebook,,comentario,gestion atendido
038bef2d3f497651b9f6,Facebook,,comentario,direccion prevencion delito direccion atencion mujer fiscalia especializada atencion ninas ninos adolescentes mujeres fennam vecino violentometro identificacion pequeno accion deber normalizar prevencion comenzar reconocer senal pedir ayuda
03d985e5acd445d3db57,Facebook,,comentario,desarrollo urbano
05a2e1669f8fc3a4ebc1,Facebook,,comentario,excelente
075b2f1f41595f673432,Facebook,,comentario,excelente
090603b5996b0ad06ced,Facebook,,comentario,medida preventivo excelente monica villarreal
0a25abc7ef989508b991,Facebook,,comentario,atencion
0c09f61a70be0be0c4d9,Facebook,,comentario,presidenta monica villarreal politica publico historico salud tampico gob
13b675418e207c852c98,Facebook,,comentario,tampicotecuida
14cd7f8fb0180c5d6b6c,Facebook,,comentario,felicidades presidenta tampicotecuida
157a702ade7f0c2801b8,Facebook,,comentario,saludos salud salud
18f9a04d5a347aa11b97,Facebook,,comentario,excelente
1b88e5726ab8a774ef9f,Facebook,,comentario,excelente
1d94b6949343b1515b03,Facebook,,comentario,cercano gente alcaldeza monica villarreal extraordinario felicidad
2170360d92a7f56832f8,Facebook,,comentario,atencion salud mental nina nino joven docente familia
22aa17a60dcc08865b54,Facebook,,comentario,enhorabuena
240b12f0d2b6a68d8ead,Facebook,,comentario,grande accion bienestar social
24e89a94523b80259966,Facebook,,comentario,reunion valioso comite municipal salud hablar salud hablar hospital hablar persona familia ciudad entero
253263351b55f80d7b29,Facebook,,comentario,atencion programa social
25fe62438d00d8c4ae16,Facebook,,comentario,parar
26a74db2be81fe97e6b5,Facebook,,comentario,gracias presidenta
27c81a728382300ebe2c,Facebook,,comentario,dia pueblo audiencia ciudadano contigo abrir espacio directo cercano escucharte atenderte construir solucion resultado jornada secretaria servicios publicos gestion aseo gestion alumbrado publico secretaria bienestar social atencion programa social direccion ecologia atencion desarrollo urbano gestion atendido direccion salud atencion entrega baumanometro direccion educacion atencion direccion transito vialidad solicitud atendido secretaria obras publicas peticion recibido pavimentacion relacionado bacheo rampa reparacion puente peatonal registro civil atencion atencion contar solicitud importar tampico gobierno gente
2904406efc9ee1391451,Facebook,,comentario,excelente
2a0b6a7d2436a06deb83,Facebook,,comentario,gertz manero tenia parecida
2a2846496e36703164a5,Facebook,,comentario,gracias atencion dlb
2b77ec9fc57e577eb989,Facebook,,comentario,porque tampicotecuida
2eec97d62c7cdd65261e,Facebook,,comentario,salud importante excelente labor presidentar gracia
346d952a432135009f0e,Facebook,,comentario,dia pueblo
37221cfec6e198ac16f2,Facebook,,comentario,excelente monica buscar tampico
387a4d44129d609fee14,Facebook,,comentario,tampicovacontodo
3ad2481bffe55abaafaf,Facebook,,comentario,alcaldesar
3c0616e892be7f398580,Facebook,,comentario,prevencion combate dengue limpieza recoleccion tonelada basura tecnologia manejo llanta
40dcbddf8a3ff6f985bc,Facebook,,comentario,conviccion claro pueblo
48d34b7ca2b68cd012af,Facebook,,comentario,excelente
4d3bfd3422e17ce340cb,Facebook,,comentario,excelente evento
4ecb08c3049d482ca595,Facebook,,comentario,tampico claro rumbo seguir vision humanista impulsar gobernador americo villarreal anaya salud centro decision publico
508c186079cb92d37cae,Facebook,,comentario,pendiente ciudadania excelente alcaldesa
50ae3b52c773ee2b7922,Facebook,,comentario,maravilloso
50bfb0b48611bd656917,Facebook,,comentario,prevencion gusano barrenador presentar caso
50dfe72a000d15546574,Facebook,,comentario,excelente
54ddafdb503d35a36f6d,Facebook,,comentario,
5c2ebd64a08966392ea3,Facebook,,comentario,jornada medico semanal colonia prioritario
5cd86df0ce57c397acc2,Facebook,,comentario,solicitud atendido
60f141b34c7c314c1214,Facebook,,comentario,alcaldesa campo atencion oficina campo beneficio ciudadania
631090a5b93d95487f53,Facebook,,comentario,excelente proyecto
65e9db5625fe321ce6a9,Facebook,,comentario,direccion ecologia
669a5e2baffeedc1c086,Facebook,,comentario,seguir tampico vivir respeto igualdad paz
69bdab9d2f32ba2191f7,Facebook,,comentario,informacion mano excelente presidenta
6b67e215f946e0a02c1b,Facebook,,comentario,peticion recibido pavimentacion relacionado bacheo rampa reparacion puente peatonal
700d30b1acf36de1bd9b,Facebook,,comentario,accion prevencion posicionar persona centro politica
791e11ccd243c81e71f4,Facebook,,comentario,buanos tiempos
7ad2385e47b29f0cf092,Facebook,,comentario,gracias coordinado federacion municipio lograr historico coordinacion interinstitucional permitir actuar prevenir riesgo mejorar indicador salud resultado reflejar accion concreto
7b48e20ab8be4fa366d5,Facebook,,comentario,excelente inicio ano presidenta
7bb3dca8cb9ca4803935,Facebook,,comentario,salud prioridad gobierno humanista
7d3e05fa59738495cc0a,Facebook,,comentario,jornadas paz recuperar espacio publico fortalecer convivencia
7fc2ab8a25e863b1501b,Facebook,,comentario,marco cancino cabello jejar
851bf4576d35d0000146,Facebook,,comentario,centro control diabetes cecodiat promocion habito saludable colonia solidaridad voluntad consulta otorgado
85359bf66f8ae2776a57,Facebook,,comentario,excelente alcaldesa monica villarreal tampicovacontodo
8615d6c06ca8fbbc80d7,Facebook,,comentario,direccion transito vialidad
866bae7cb46f3bdaaef3,Facebook,,comentario,atencion entrega baumanometro
86fedfbd6d2e13b8f254,Facebook,,comentario,super croc goyo pego presidenta
8efa4e326a2676600f85,Facebook,,comentario,lizy peralta lizita precioso gracias beso alla
8f3e75c49356a30b00b4,Facebook,,comentario,salud casa casa consulta medico
91d5d2d8e2c661ca087c,Facebook,,comentario,maquina impaktor trituradora especializado basura especial
92e391edbbc5d3a1d4fe,Facebook,,comentario,tampico cuida
9591c115b0855548fd8c,Facebook,,comentario,atencion medica integral despicadora
97ab2a029a77a2444737,Facebook,,comentario,gestion aseo gestion alumbrado publico
9b3fe63bf0986e8fe410,Facebook,,comentario,equipo salud tampicovacontodo
9c8f92a34e011b804e77,Facebook,,comentario,excelente accion prevencion felicidades presidenta
9eb742b308e48b1f7b23,Facebook,,comentario,educacion medica aras salud comunidad bieeen
a023d62f7ecf68b2862d,Facebook,,comentario,tampico presidentar
abd86bc5bcbc207f7983,Facebook,,comentario,presidenta monica execelente dia
b46a7e8ac9de9b3ab65a,Facebook,,comentario,dave morris salistar portada bro
b526997fa7e26c8ece16,Facebook,,comentario,salud imperativo
b77444aacc80a51cf962,Facebook,,comentario,bellisimas beso querido
b9c4d276fa13dad1e505,Facebook,,comentario,alcaldesa
b9c948f9dfd0442c3d5c,Facebook,,comentario,presidenta descanso tampico
bb2df87cb6a2dbd20385,Facebook,,comentario,secretaria servicios publicos
bce3cf7701c78616698e,Facebook,,comentario,seguir equipo escuchar gente vision humano creer tampico cuidar prevenir persona
c04905a4cbfb10a7d1ca,Facebook,,comentario,excelente
c11b6af7e0dacd838286,Facebook,,comentario,compartir dinamica loteria violencia reforzar aprendido
c65267899baaae671058,Facebook,,comentario,objetivo tampico salud vivir dia cuidado fisico salud mental prevencion atencion cercano
c6e0d4ae06f5019661eb,Facebook,,comentario,excelente alcaldesa monica villarreal tampicotecuida
cabd8a848ba248ac715e,Facebook,,comentario,tampico cuidar
cb3ce80501a9525612c0,Facebook,,comentario,reunion destacar avance logrado jornadas paz zona conurbado coordinacion ayuntamiento tampico impulsar accion cine colonia cultura paz colonia jornadas prevencion violencias
cca661bea9803d8fa898,Facebook,,comentario,registro civil
cd35ee9e341b9075a68e,Facebook,,comentario,atencion contar solicitud importar tampico gobierno gente
cdd33b1ce45988ba61cd,Facebook,,comentario,tampicotecuida
d064ad8c2ca12c0b8664,Facebook,,comentario,coordinacion autoridad traer resultado positivo felicidades presidenta saludo diana liz tejeda
d0c6fbcddb662e5de983,Facebook,,comentario,importante reunion
d1311bf3560df45bd9d3,Facebook,,comentario,felicidades presidenta accion fortalecer tampiquenos
d45407ee973715818ed9,Facebook,,comentario,excelente labor social ciudadania
d5a0de97b18a04a1d4c6,Facebook,,comentario,tampicotecuida
d642eae0a6df429efb2d,Facebook,,comentario,manana encabece importante reunion integrante mesa seguridad construccion paz abordar clave seguir fortalecer seguridad estrategia prevencion delito zona conurbado reunion destacar avance logrado jornadas paz zona conurbado coordinacion ayuntamiento tampico impulsar accion cine colonia cultura paz colonia jornadas prevencion violencias
d72e9d08fe0bd8582d7b,Facebook,,comentario,secretaria bienestar social
da1fabd253ea10a25fd5,Facebook,,comentario,tampico cuidar coopero conciencia
da34c8bf1b1e1de01305,Facebook,,comentario,
ddf15cbee971e239a67c,Facebook,,comentario,alcaldesa monica villarreal
df472ed68dfd0c4dedef,Facebook,,comentario,excelente tampico cuidar
df683b10e51d31f57092,Facebook,,comentario,programas sonrisas bienestar beneficiar persona gratuito
df9114cd8b0d5bcaf534,Facebook,,comentario,atencion
e1dbc6e2469aacab45b5,Facebook,,comentario,foro prevencion violencias marco dia naranja colonia pescadores
e33aed6baee142df24fb,Facebook,,comentario,direccion educacion
e3b9c8db6f7156ef9d8d,Facebook,,comentario,foro prevencion violencias marco dia naranja colonia pescadores direccion prevencion delito direccion atencion mujer fiscalia especializada atencion ninas ninos adolescentes mujeres fennam vecino violentometro identificacion pequeno accion deber normalizar prevencion comenzar reconocer senal pedir ayuda compartir dinamica loteria violencia reforzar aprendido seguir tampico vivir respeto igualdad paz
e808e5ffb34de3b1f58a,Facebook,,comentario,excelente
ea214d0da692c5420f05,Facebook,,comentario,secretaria obras publicas
ebb36962d2587fc171a2,Facebook,,comentario,atencion
ee70d42d7f775426cfcf,Facebook,,comentario,gracias presidente darce ciudadania necesidad bendiga contigo
ef05ab4e31bfd02c35ad,Facebook,,comentario,super
ef3c4bc1bfd369d30be5,Facebook,,comentario,excelente presidenta gracias pueblo atender necesidad dlb
f3ea17d161b8d4995a80,Facebook,,comentario,direccion salud
f58c0e82ed8a3101fe69,Facebook,,comentario,tampicovacontodo
f7969fe980b5fc35bda7,Facebook,,comentario,programas prevencion violencia ayudar romper conducta normalizada
fae2c339054428643855,Facebook,,comentario,
fb7efdc38d6d5eaf078b,Facebook,,comentario,excelente alcaldesa monica villarreal
fb91a95cfcbe709b8783,Facebook,,comentario,dia audiencia ciudadana
451c1456c5a50179fa19,Facebook,,publicacion_institucional,bellisimas beso querido
ae8adda3028e268a334d,Facebook,,publicacion_institucional,yuuuuut ailobiamos
bcb9c18f1b3c5b8673bc,Facebook,,publicacion_institucional,familia amor neto amar
d319935c0ac676f3843d,Facebook,,publicacion_institucional,contenido texto multimedia
e88350e778913cec374e,Facebook,,publicacion_institucional,contenido texto multimedia
ea6623dd857f1c847c25,Facebook,,publicacion_institucional,gertz manero tenia parecida
0591319b0f0e9c0e4b7a,Facebook,,comentario,gracias presidenta
069c14f11e0558c70fa0,Facebook,,comentario,sindescanso
08f02175710b85410d65,Facebook,,comentario,seguir mejora tampiqueno disfrutar seguro moderno calidad
15995bf38938e81468cc,Facebook,,comentario,bonito presidenta gracias espacio publico rehabilitado
1a3e6772e4bf270178e3,Facebook,,comentario,bonitooo pequ favorito
1b472de1cc7ad27f3b62,Facebook,,comentario,emocion anunciamos maria cynthia salazar caballero represente orgullo titulo reina fiestas abril tampico peticion formal padre cynthia caballero ruben salazar solicitar autorizacion hija asumir importante papel represente querido tampico celebracion significativo ano acto simbolizar honor portar corona representar historia identidad profundo amor tierra reina fiestas abril abrazar raiz tradicion espiritu alegre distinguir ciudad agradecer presencia anabella maria garza ailloud reina saliente fiestas abril tampico representar compromiso orgullo ciudad ano
2362a82e6ac31145b663,Facebook,,comentario,gobierno municipal refrendar compromiso seguir mano maestra maestro generar accion conjunto fortalecer calidad educativo
27b535f2720c77b06ee0,Facebook,,comentario,buanos tiempos
2866704f87d8b9191d27,Facebook,,comentario,bonito parque gracias presidenta
3dda8ef31ba7c4c9375a,Facebook,,comentario,bonito excelente monica villarreal seguir transformar tampico
40abdbe972b37a4b7a1b,Facebook,,comentario,felicidades compromiso educacion ciudad dedicacion esfuerzo mejorar calidad educacion inspirador gracias labor beneficio joven tampico
421e0b1a89d1c4c3345b,Facebook,,comentario,vivir zona preguntar tubo rotonda hermoso parque
4290176a82216d5ddd03,Facebook,,comentario,super presidenta monica villarreal
4328026bbaf3d3832814,Facebook,,comentario,hora alcaldesa
48a10b1b817d1bea2161,Facebook,,comentario,
4ddd4cf1ebf9d6b1a2b1,Facebook,,comentario,excelente
5552e5fbe9ff9ecf35fb,Facebook,,comentario,padre quedar felicidad
5655179c84914a3f88cb,Facebook,,comentario,listos regreso clase
57accf7bc7765d58998a,Facebook,,comentario,celebrar capitulo historia parque espacio renovar embellecir llenar vida naturaleza comunidad unir crear inolvidable bienvenido oasis paz diversion
5b6021b7fa7d440b7ffe,Facebook,,comentario,espacio cultural metropolitano mandamos felicitacion esfuerzo educacion factor cambio educacion cultura
6def30067ff71edad93b,Facebook,,comentario,hermoso presidenta
6f6b1d4c08f3ddffa348,Facebook,,comentario,bonito quedar
6fa71702cf20c2c82ddd,Facebook,,comentario,gracias parque bonito presidenta monica villarreal
7f2ca8df8d4c58ed35aa,Facebook,,comentario,estimada alcaldesa tampico estructura educativo
8568efcf0f9a371a39b5,Facebook,,comentario,luz america viveros jornada precioso aprender monton
868ba0b5231f4024345b,Facebook,,comentario,monica villarreal
88327be0baa0a57540dc,Facebook,,comentario,gracias presidenta monica villarreal modernizacion parque quedar hermoso
8ab1af56e7737385e382,Facebook,,comentario,felicidades alcaldesa estrechar lazo fraterno principal autor ensamblado educativo nivel municipio refrendar compromiso firme nino adolescente presente futuro lejano rienda ciudad pais aplauso
