termino_interno,termino_externo,weight
agosto,ano,14
experiencia,tampico,11
social,red,10
vivir,tampico,9
agosto,ninos,9
experiencia,exposicion,9
unico,tampico,9
historia,tampico,8
agosto,inicio,8
agosto,tampico,8
domingo,tampico,8
jaiba,expo,8
jaiba,tampico,8
jaiba,gratuito,8
agosto,lunes,7
tampicotecuida,tampico,7
agosto,jovenes,6
agosto,adultos,6
jaiba,brava,6
arte,libre,6
unico,exposicion,6
jaiba,entrada,6
historia,ciudad,5
arte,cultural,5
agosto,verano,5
agosto,cursos,5
agosto,semanas,5
experiencia,expo,5
tampicotecuida,excelente,5
jaiba,dia,5
contar,ruffo,5
domingo,exposicion,5
arte,exposicion,5
experiencia,ciudad,4
tampicotecuida,persona,4
tampicotecuida,descubrir,4
tampicotecuida,verano,4
tampicovacontodo,descubrir,4
tampicovacontodo,verano,4
agosto,pintura,4
contar,tamaulipas,4
tampicovacontodo,tampico,4
tampicotecuida,presidenta,4
cultura,exposicion,4
cultura,tampico,4
cultura,salud,4
experiencia,mundo,4
experiencia,salud,4
experiencia,familia,4
tampicotecuida,paquete,4
vivir,familia,4
tampicotecuida,dia,4
tampicotecuida,lic,4
agosto,julio,4
contar,camara,4
contar,ernesto,4
experiencia,cuerpo,4
afirmar,fiscalia,4
arte,disfrutar,4
jaiba,teatro,4
jaiba,metropolitano,4
jaiba,pasion,4
jaiba,legado,4
jaiba,exposicion,4
jaiba,salon,4
jaiba,gobernadores,4
jaiba,martes,4
historia,expo,4
historia,entrada,4
historia,gratuito,4
experiencia,entrada,4
unico,entrada,4
arte,posicionar,4
arte,referente,4
arte,pancracio,4
vivir,dejar,3
historia,descubrir,3
historia,vivelahistoriatampico,3
historia,museo,3
historia,mexico,3
experiencia,visitante,3
vivir,emocion,3
arte,espacio,3
agosto,adolescentes,3
agosto,folklore,3
agosto,mixto,3
agosto,edad,3
agosto,joven,3
contar,afiliado,3
contar,tampico,3
contar,gobierno,3
social,gobierno,3
social,proyecto,3
social,sur,3
privado,proyecto,3
privado,industrial,3
privado,desarrollar,3
social,vivienda,3
social,programa,3
social,federal,3
experiencia,villarreal,3
experiencia,direccion,3
tampicotecuida,entrada,3
vivir,malvinas,3
vivir,encuentro,3
vivir,hijo,3
social,presunto,3
jaiba,familia,3
contar,unidad,3
contar,centro,3
tampicotecuida,cercano,3
vivir,disfrutar,3
tampicotecuida,opcion,3
tampicotecuida,nino,3
tampicotecuida,deporte,3
contar,empresa,3
contar,sur,3
social,julio,3
contar,appel,3
contar,detener,3
social,ocurrido,3
experiencia,bodies,3
experiencia,humano,3
vivir,dia,3
historia,dia,3
jaiba,tamaulipas,3
afirmar,justicia,3
afirmar,profugo,3
domingo,bodies,3
domingo,cuerpo,3
domingo,humano,3
domingo,martes,3
contar,seguridad,3
tampicotecuida,accion,3
tampicotecuida,especial,3
privado,justicia,3
agosto,carmen,3
agosto,canturosas,3
agosto,alcaldesa,3
agosto,laredo,3
vivir,academia,3
experiencia,dafne,3
unico,hija,3
social,hija,3
unico,familia,3
arte,tampico,3
arte,familia,3
cultura,libertad,3
historia,salon,3
domingo,gratuito,3
domingo,entrada,3
domingo,internacional,3
unico,internacional,3
domingo,julio,3
tampicotecuida,cultural,3
tampicovacontodo,cultural,3
arte,destacar,3
arte,brillante,3
arte,trayectoria,3
arte,lucha,3
vivir,mundo,3
domingo,tamaulipas,3
vivir,corazon,2
vivir,ciudad,2
vivir,vivelahistoriatampico,2
vivir,museo,2
historia,valer,2
historia,pena,2
historia,recorrser,2
historia,corazon,2
historia,olvidar,2
historia,admirar,2
historia,belleza,2
historia,dejar,2
historia,formar,2
historia,visitatampico,2
historia,catedraldelainmaculadaconcepcion,2
historia,sala,2
experiencia,descubrir,2
experiencia,admirar,2
experiencia,formar,2
experiencia,vivelahistoriatampico,2
experiencia,museo,2
experiencia,sala,2
contar,industria,2
contar,importante,2
contar,valioso,2
vivir,mexico,2
vivir,historico,2
vivir,permitir,2
vivir,visitante,2
historia,recorrido,2
experiencia,recorrido,2
experiencia,centro,2
vivir,metro,2
vivir,tarde,2
vivir,final,2
arte,gobierno,2
arte,municipal,2
arte,impulsar,2
