termino_interno,termino_externo,weight
exposicion,tampico,24
gratuito,tampico,19
dia,tampico,13
entrada,tampico,12
bodies,tampico,12
disfrutar,tampico,11
cultural,tampico,10
turistico,tampico,9
exposicion,espacio,9
exposicion,experiencia,9
metropolitano,tampico,9
llegar,tampico,9
exposicion,humano,8
dia,familia,8
dia,ciudad,8
gratuito,expo,8
gratuito,jaiba,8
cultural,espacio,7
metropolitano,espacio,7
dia,julio,7
exposicion,internacional,7
jardin,tampico,7
exposicion,expo,7
descubrir,verano,6
bodies,humano,6
gratuito,salud,6
cultural,paquete,6
metropolitano,paquete,6
turistico,monica,6
turistico,villarreal,6
turistico,oferta,6
bodies,monica,6
bodies,villarreal,6
exposicion,cuerpo,6
exposicion,unico,6
entrada,expo,6
entrada,jaiba,6
exposicion,reconocido,6
exposicion,temporal,6
disfrutar,familia,5
cultural,arte,5
compartir,tamaulipas,5
exposicion,pais,5
exposicion,salud,5
exposicion,familia,5
exposicion,julio,5
descubrir,tampico,5
exposicion,monica,5
exposicion,villarreal,5
bodies,internacional,5
dia,jaiba,5
dia,madero,5
dia,tamaulipas,5
llegar,caso,5
exposicion,martes,5
exposicion,domingo,5
exposicion,arte,5
exposicion,teatro,5
gratuito,legado,5
gratuito,brava,5
gratuito,salon,5
gratuito,gobernadores,5
cultural,monica,4
cultural,villarreal,4
descubrir,tampicotecuida,4
descubrir,tampicovacontodo,4
entrada,julio,4
gratuito,bienestar,4
exposicion,recibir,4
exposicion,millon,4
exposicion,visitante,4
exposicion,consolidir,4
exposicion,cultura,4
gratuito,familia,4
gratuito,prevencion,4
exposicion,invitar,4
cultural,julio,4
cultural,persona,4
metropolitano,julio,4
metropolitano,persona,4
llegar,julio,4
llegar,humano,4
cultural,oferta,4
dia,vida,4
especial,julio,4
especial,tampico,4
dia,tampicotecuida,4
llegar,hija,4
bodies,cuerpo,4
llegar,joven,4
dia,acuerdo,4
jardin,agua,4
dia,madre,4
noche,academia,4
llegar,medico,4
dia,jorge,4
disfrutar,arte,4
metropolitano,jaiba,4
entrada,historia,4
entrada,legado,4
entrada,brava,4
entrada,salon,4
entrada,gobernadores,4
gratuito,historia,4
exposicion,jaiba,4
exposicion,salon,4
exposicion,gobernadores,4
gratuito,internacional,4
entrada,experiencia,4
entrada,unico,4
entrada,cuerpo,4
entrada,humano,4
entrada,galeria,4
exposicion,galeria,4
gratuito,musical,4
disfrutar,espacio,3
descubrir,historia,3
descubrir,formar,3
descubrir,metro,3
descubrir,espacio,3
compartir,reuni,3
compartir,afiliado,3
compartir,cmic,3
compartir,avance,3
compartir,tampico,3
compartir,inversion,3
compartir,obra,3
tampiqueno,tampico,3
tampiqueno,seguir,3
tampiqueno,tamaulipas,3
exposicion,alcaldesa,3
entrada,tampicotecuida,3
dia,perro,3
noche,atencion,3
noche,demandar,3
exposicion,inaugurar,3
exposicion,muestra,3
exposicion,mundo,3
exposicion,recorrer,3
bodies,inaugurar,3
bodies,muestra,3
bodies,mundo,3
bodies,recorrer,3
bodies,pais,3
exposicion,turismo,3
exposicion,cuidar,3
gratuito,cuidar,3
exposicion,seguir,3
disfrutar,julio,3
llegar,accidente,3
llegar,presencia,3
llegar,cuerpo,3
turistico,ampliar,3
exposicion,oferta,3
exposicion,reconocimiento,3
bodies,oferta,3
cultural,verano,3
llegar,internacional,3
cultural,internacional,3
dia,comunidad,3
dia,hora,3
dia,humano,3
disfrutar,vivir,3
llegar,escuela,3
llegar,abuso,3
llegar,atender,3
llegar,zona,3
bodies,experiencia,3
dia,merari,3
dia,joven,3
dia,ano,3
dia,vivir,3
dia,casa,3
dia,secuestrar,3
dia,liberar,3
llegar,presunto,3
dia,historia,3
dia,viernes,3
dia,persona,3
dia,presidenta,3
bodies,martes,3
bodies,domingo,3
noche,ciudad,3
especial,tampicotecuida,3
dia,muerte,3
noche,hija,3
noche,doenitz,3
llegar,caer,3
dia,hijo,3
llegar,madre,3
profundo,casa,3
gratuito,joven,3
dia,apoyar,3
exposicion,artes,3
jardin,artes,3
jardin,expo,3
jardin,teatro,3
metropolitano,artes,3
metropolitano,expo,3
metropolitano,teatro,3
