termino_interno,termino_externo,weight
maximo,minimo,20
zona,tamaulipas,16
grado,celsius,13
temperatura,tamaulipas,11
maximo,celsius,11
grado,minimo,11
temperatura,esperar,9
maximo,reynosa,9
ayuntamiento,tampico,8
zona,sur,8
maximo,caluroso,8
maximo,laredo,8
maximo,matamoros,8
temperatura,lluvia,7
maximo,pronostico,7
ambiente,caluroso,7
zona,norte,7
temperatura,celsius,7
maximo,tamaulipas,6
maximo,esperar,6
temperatura,racha,6
temperatura,minimo,6
grado,cercano,6
temperatura,kilometro,6
temperatura,hora,6
zona,centro,5
municipio,tampico,5
atencion,medico,5
municipio,sur,5
municipio,tamaulipas,5
grado,entidad,5
maximo,general,5
temperatura,julio,5
temperatura,pronostico,5
temperatura,posibilidad,5
temperatura,elevado,5
temperatura,viento,5
temperatura,laredo,5
maximo,cercano,5
grado,matamoros,5
maximo,noreste,5
falta,familia,4
politico,partido,4
politico,ano,4
municipio,cerro,4
municipio,azul,4
zona,tarde,4
maximo,tarde,4
grado,tamaulipas,4
temperatura,caluroso,4
maximo,lluvia,4
maximo,posibilidad,4
ambiente,pronostico,4
ambiente,posibilidad,4
municipio,ciudad,4
zona,entidad,4
zona,academia,4
zona,clima,4
zona,calor,4
temperatura,clima,4
temperatura,entidad,4
maximo,entidad,4
temperatura,continuar,4
temperatura,frontera,4
temperatura,reynosa,4
grado,aproximado,4
grado,reynosa,4
grado,estimado,4
temperatura,region,4
maximo,registrar,4
maximo,fronterizo,4
maximo,centro,4
maximo,senalar,4
ambiente,minimo,4
ambiente,centro,4
municipio,fortalecer,3
municipio,cmic,3
municipio,entrega,3
municipio,cheque,3
municipio,proyecto,3
municipio,obra,3
ambiente,medio,3
atencion,noche,3
atencion,municipal,3
atencion,demandar,3
ayuntamiento,pedir,3
municipio,potrero,3
municipio,llano,3
municipio,alamo,3
zona,atender,3
municipio,empresa,3
municipio,norte,3
zona,lograr,3
peligroso,persona,3
zona,area,3
zona,retirar,3
falta,dejar,3
zona,camara,3
zona,laredo,3
zona,llegar,3
zona,persona,3
politico,pais,3
proceso,senalar,3
maximo,julio,3
ayuntamiento,ciudad,3
maximo,sur,3
temperatura,tormenta,3
temperatura,electrico,3
temperatura,mario,3
temperatura,cruces,3
maximo,tormenta,3
maximo,electrico,3
maximo,mario,3
maximo,cruces,3
ambiente,lluvia,3
ambiente,esperar,3
ambiente,tormenta,3
ambiente,electrico,3
ambiente,mario,3
ambiente,cruces,3
municipio,ano,3
municipio,centro,3
zona,principal,3
zona,seguridad,3
zona,delegacion,3
zona,seguir,3
zona,tampico,3
politico,construir,3
apoyo,caso,3
falta,ano,3
zona,continuar,3
temperatura,alto,3
zona,marcado,3
zona,fuerza,3
zona,elevado,3
temperatura,oleaje,3
temperatura,fuerte,3
temperatura,condicion,3
zona,lluvia,3
temperatura,calor,3
municipio,lluvia,3
municipio,continuar,3
municipio,calor,3
municipio,laredo,3
municipio,reynosa,3
temperatura,matamoros,3
maximo,frontera,3
maximo,alto,3
maximo,pronosticado,3
maximo,aproximado,3
maximo,estimado,3
grado,laredo,3
zona,vehiculo,3
ambiente,tamaulipas,3
ambiente,region,3
temperatura,registrar,3
temperatura,velocidad,3
temperatura,buscas,3
maximo,region,3
temperatura,predominar,3
temperatura,practicamente,3
temperatura,diferencia,3
temperatura,fronterizo,3
municipio,minimo,3
maximo,elevado,3
maximo,extremadamente,3
falta,recordar,2
falta,importante,2
zona,forma,2
zona,cierre,2
atencion,nacional,2
atencion,tampico,2
politico,cantu,2
politico,morena,2
politico,abrir,2
politico,registro,2
municipio,partido,2
ayuntamiento,escuela,2
ayuntamiento,vacacion,2
ayuntamiento,prevencion,2
municipio,agradecer,2
municipio,dif,2
municipio,labor,2
municipio,elaboracion,2
municipio,ejecutivo,2
municipio,seguir,2
municipio,impulsar,2
municipio,municipal,2
politico,nacional,2
proceso,acreditacion,2
proceso,solicitud,2
atencion,joven,2
ambiente,grande,2
ambiente,buscar,2
atencion,dif,2
atencion,altamira,2
atencion,martes,2
atencion,registrar,2
atencion,senalar,2
ayuntamiento,civil,2
