termino_interno,termino_externo,weight
red,social,10
ruffo,contrabar,8
ernesto,delito,7
ruffo,delito,7
ruffo,delincuencia,7
ruffo,organizado,7
empresa,contrabando,7
empresa,ingemar,7
baja,delito,6
baja,delincuencia,6
california,delito,6
california,delincuencia,6
california,organizado,6
ernesto,delincuencia,6
ernesto,organizado,6
ernesto,contrabar,6
empresa,fundado,6
ernesto,detener,6
ruffo,detener,6
huachicol,ingemar,6
huachicol,hidrocarburo,6
solicitar,tamaulipas,6
empresa,mediano,5
california,nivel,5
combustible,lograr,5
empresa,participacion,5
exgobernador,delincuencia,5
exgobernador,organizado,5
exgobernador,contrabar,5
baja,organizado,5
baja,contrabar,5
california,contrabar,5
ernesto,fgr,5
ruffo,presunto,5
baja,julio,5
ruffo,investigar,5
empresa,hidrocarburo,5
relacionado,ingemar,5
empresa,importacion,5
ruffo,contar,5
huachicol,caso,5
empresa,desarrollar,4
empresa,pequeno,4
baja,nivel,4
baja,tamaulipas,4
california,nacional,4
empresa,unidad,4
combustible,contener,4
combustible,derrame,4
empresa,mexico,4
operacion,delito,4
relacionado,presunto,4
industria,camara,4
empresa,julio,4
republica,fiscalia,4
republica,general,4
republica,fgr,4
exgobernador,presunto,4
exgobernador,delito,4
baja,presunto,4
california,presunto,4
ruffo,fgr,4
appel,delito,4
appel,delincuencia,4
appel,organizado,4
appel,contrabar,4
alto,delito,4
alto,investigacion,4
relacionado,acuerdo,4
relacionado,investigacion,4
grande,contrabando,4
operacion,investigacion,4
combustible,contrabando,4
empresa,fgr,4
ruffo,contrabando,4
baja,detener,4
california,julio,4
california,detener,4
exgobernador,detener,4
empresa,investigar,4
empresa,accionista,4
empresa,mayoritario,4
empresa,millon,4
firma,ingemar,4
relacionado,presuntamente,4
huachicol,millon,4
huachicol,litro,4
fiscal,hidrocarburo,4
ernesto,contar,4
solicitar,tampico,4
empresa,dedicar,4
empresa,tampico,4
orden,crimen,4
huachicol,marina,4
solicitar,gobierno,4
grande,limpieza,4
firma,autoridad,3
solicitar,seguir,3
industria,local,3
empresa,cadena,3
empresa,impulsar,3
california,tamaulipas,3
baja,nacional,3
identificar,cerro,3
empresa,operador,3
empresa,litro,3
empresa,municipio,3
combustible,unidad,3
combustible,registrar,3
combustible,litro,3
alto,sumar,3
alto,tamaulipas,3
empresa,acuerdo,3
empresa,pais,3
operacion,millon,3
relacionado,diverso,3
red,proyecto,3
red,presunto,3
red,pedir,3
empresa,obra,3
empresa,publico,3
empresa,tamaulipas,3
empresa,laborar,3
empresa,mitad,3
empresa,pedir,3
empresa,proyecto,3
empresa,personal,3
empresa,contar,3
industria,directivo,3
empresa,ingresar,3
empresa,obtener,3
industria,videojuego,3
empresa,pymes,3
empresa,oportunidad,3
empresa,economico,3
baja,fgr,3
california,responsabilidad,3
ernesto,fiscalia,3
ernesto,general,3
ernesto,aprehendeir,3
ernesto,presunto,3
ernesto,investigacion,3
ruffo,fiscalia,3
ruffo,general,3
ruffo,aprehendeir,3
ruffo,acuerdo,3
appel,fiscalia,3
appel,general,3
appel,fgr,3
appel,aprehendeir,3
appel,presunto,3
appel,acuerdo,3
alto,presunto,3
alto,responsabilidad,3
alto,delincuencia,3
alto,organizado,3
alto,contrabar,3
alto,institucion,3
relacionado,contrabando,3
relacionado,fundado,3
grande,delito,3
grande,acuerdo,3
grande,fundado,3
grande,fgr,3
operacion,acuerdo,3
operacion,contrabando,3
operacion,fundado,3
operacion,fgr,3
combustible,organizado,3
combustible,contrabar,3
combustible,acuerdo,3
combustible,fundado,3
combustible,fgr,3
empresa,investigacion,3
ernesto,fundado,3
ernesto,tarde,3
ruffo,tarde,3
ruffo,julio,3
solicitar,julio,3
orden,fgr,3
orden,cumplimentar,3
orden,julio,3
aprehension,cumplimentar,3
aprehension,julio,3
ensenada,tarde,3
ensenada,julio,3
baja,tarde,3
california,tarde,3
california,gobernador,3
ruffo,accionista,3
ruffo,mayoritario,3
appel,investigar,3
appel,ingemar,3
empresa,federal,3
empresa,transportado,3
empresa,ferrotanques,3
empresa,coahuila,3
empresa,presuntamente,3
firma,millon,3
firma,litro,3
