termino_interno,termino_externo,weight
desarrollo,tampico,9
carmen,virgen,9
limpieza,tampico,9
municipal,gobierno,8
municipal,tampico,8
municipal,presidenta,7
municipal,monica,7
municipal,villarreal,7
cuidar,salud,7
limpieza,jornada,7
limpieza,colonia,7
carmen,laredo,7
municipal,zacil,6
municipal,anaya,6
manana,tampico,6
carmen,madero,6
limpieza,monica,6
limpieza,villarreal,6
carmen,canturosas,6
desarrollo,ciudad,5
carmen,julio,5
gracias,virgen,5
desarrollo,economico,5
rio,julio,5
limpieza,saludable,5
limpieza,prevencion,5
limpieza,entorno,5
formar,sur,5
carmen,alcaldesa,5
formar,tampico,4
municipal,verano,4
formar,recorrido,4
manana,tamaulipas,4
municipal,millon,4
municipal,pesos,4
desarrollo,millon,4
desarrollo,pesos,4
desarrollo,inversion,4
desarrollo,seguir,4
desarrollo,impulsar,4
desarrollo,altamira,4
desarrollar,empresa,4
gracias,colonia,4
visitante,exposicion,4
cuidar,tampico,4
rio,pescador,4
rio,virgen,4
gracias,amen,4
carmen,ciudad,4
gracias,madero,4
carmen,asegurar,4
desarrollo,madero,4
limpieza,alcaldesa,4
formar,socavon,4
formar,obra,4
formar,abandonado,4
formar,comapa,4
manana,familia,4
viernes,militar,4
viernes,ciudad,4
carmen,septiembre,4
carmen,confirmar,4
limpieza,calle,4
limpieza,canal,4
limpieza,panteon,4
limpieza,arbol,4
limpieza,grande,4
limpieza,recorrido,4
limpieza,oseguera,4
gracias,tampico,3
gracias,familia,3
claudia,tampico,3
crecimiento,tampico,3
formar,descubrir,3
formar,ciudad,3
formar,admirar,3
visitante,experiencia,3
visitante,noviembre,3
municipal,espacio,3
desarrollo,artistico,3
desarrollo,obra,3
formar,artistico,3
formar,comunidad,3
formar,talento,3
desarrollo,reflejar,3
municipal,talleres,3
municipal,instruccion,3
municipal,oferta,3
gracias,escuela,3
municipal,inversion,3
desarrollo,entrega,3
desarrollo,fortalecer,3
desarrollo,sector,3
concluir,tamaulipas,3
crecimiento,tamaulipas,3
municipal,lograr,3
municipal,dif,3
desarrollo,proyecto,3
permanecer,pendiente,3
habitante,sur,3
habitante,tamaulipas,3
desarrollar,privado,3
desarrollo,habitacional,3
municipal,atencion,3
desarrollo,tamaulipas,3
visitante,mundo,3
visitante,pais,3
visitante,tampico,3
destino,millon,3
cuidar,exposicion,3
cuidar,gratuito,3
municipal,proteccion,3
municipal,civil,3
rio,ocurrir,3
panuco,agua,3
gracias,mar,3
deporte,mexico,3
panuco,pescador,3
rio,patrona,3
rio,tamaulipas,3
carmen,tamaulipas,3
habitante,virgen,3
carmen,procesion,3
carmen,patrona,3
carmen,pescador,3
deporte,tampico,3
deporte,tampicotecuida,3
manana,ano,3
carmen,zarpar,3
rio,zarpar,3
panuco,zarpar,3
panuco,virgen,3
carmen,tampico,3
alcalde,tampico,3
alcalde,madero,3
desarrollo,gonzalez,3
manana,ingresar,3
municipal,ano,3
viernes,dia,3
viernes,julio,3
limpieza,consolida,3
limpieza,estrategia,3
alcalde,septiembre,3
desarrollo,septiembre,3
manana,militar,3
viernes,madre,3
viernes,reportar,3
viernes,hija,3
viernes,madero,3
viernes,tamaulipas,3
viernes,doenitz,3
carmen,informe,3
carmen,gobierno,3
carmen,lilia,3
carmen,agosto,3
viernes,academia,3
visitante,guadalajara,3
carmen,villarreal,3
municipal,calle,3
municipal,canal,3
municipal,panteon,3
municipal,arbol,3
municipal,grande,3
municipal,recorrido,3
municipal,oseguera,3
formar,calle,3
formar,canal,3
formar,panteon,3
formar,arbol,3
formar,grande,3
formar,oseguera,3
desarrollar,calle,3
desarrollar,canal,3
desarrollar,panteon,3
desarrollar,arbol,3
desarrollar,grande,3
desarrollar,recorrido,3
desarrollar,oseguera,3
viernes,calle,3
viernes,canal,3
viernes,panteon,3
viernes,arbol,3
viernes,grande,3
viernes,recorrido,3
viernes,oseguera,3
gracias,demostrar,2
claudia,companera,2
claudia,sheinbaum,2
claudia,nacional,2
claudia,tamaulipas,2
claudia,presidenta,2
crecimiento,ciudad,2
formar,recorrser,2
formar,historia,2
formar,experiencia,2
visitante,vivir,2
municipal,metro,2
municipal,presentacion,2
municipal,respaldo,2
municipal,impulsar,2
