termino_interno,termino_externo,weight
escuela,tampico,16
escuela,ciudad,12
escuela,hija,10
escuela,dafne,10
escuela,madero,10
escuela,militarizado,10
escuela,septiembre,10
ninos,agosto,9
ninos,ano,9
verano,tampico,9
escuela,muerte,9
escuela,investigar,9
escuela,plantel,8
escuela,caso,8
escuela,tamaulipas,8
escuela,video,8
presidenta,monica,7
presidenta,villarreal,7
presidenta,municipal,7
escuela,madre,7
escuela,deber,7
escuela,menor,7
verano,descubrir,6
ninos,inicio,6
ninos,adultos,6
escuela,prevencion,6
escuela,nina,6
escuela,padre,6
escuela,familia,6
metro,popa,6
metro,oro,6
escuela,autoridad,6
verano,campamento,6
verano,curso,6
escuela,hijo,6
fuerza,campamento,6
presidenta,tampico,5
metro,talento,5
metro,teatro,5
presidenta,zacil,5
presidenta,anaya,5
presidenta,gobierno,5
metro,persona,5
verano,villarreal,5
verano,agosto,5
verano,ano,5
ninos,lunes,5
ninos,jovenes,5
escuela,escolar,5
escuela,delito,5
escuela,seguir,5
escuela,electrico,5
escuela,ano,5
disciplina,dafne,5
verano,dafne,5
escuela,artes,4
escuela,talento,4
metro,artes,4
escuela,esperar,4
metro,ofrecer,4
verano,tampicotecuida,4
verano,tampicovacontodo,4
verano,municipal,4
verano,monica,4
verano,oferta,4
escuela,estudiante,4
escuela,cuerpo,4
presidenta,tampicotecuida,4
metro,tampico,4
metro,julio,4
metro,paquete,4
metro,medalla,4
metro,plata,4
metro,resultado,4
metro,diego,4
escuela,director,4
verano,vacacion,4
verano,julio,4
verano,nino,4
escuela,abuso,4
escuela,sexual,4
ninos,delitos,4
presidenta,utilizar,4
escuela,doenitz,4
escuela,marina,4
escuela,quintos,4
escuela,muerto,4
escuela,curso,4
escuela,ocurrir,4
verano,deceso,4
escuela,sorprender,4
fuerza,militar,4
presidenta,tamaulipas,3
metro,talleres,3
metro,tarde,3
metro,presentacion,3
metro,muestra,3
metro,seguir,3
metro,espacio,3
maestro,taller,3
escuela,artistico,3
escuela,obra,3
metro,elartevacontodo,3
metro,escueladeartesmetro,3
metro,teatrotampico,3
metro,celebrar,3
escuela,persona,3
escuela,ciclo,3
metro,logro,3
metro,descubrir,3
verano,teatro,3
verano,talleres,3
verano,zacil,3
verano,gobierno,3
presidenta,oferta,3
escuela,gobierno,3
ninos,semanas,3
ninos,adolescentes,3
ninos,pintura,3
ninos,edad,3
iniciar,joven,3
escuela,gracias,3
escuela,directivo,3
escuela,docente,3
escuela,vacacion,3
escuela,primaria,3
fuerza,tamaulipas,3
ninos,ninas,3
estatal,medico,3
metro,deportista,3
metro,prueba,3
metro,sumar,3
metro,tamaulipas,3
metro,panamericano,3
metro,especialidad,3
metro,cerrar,3
metro,brillante,3
metro,jornada,3
metro,acumular,3
metro,presea,3
metro,campeonato,3
verano,cultural,3
escuela,intervencion,3
escuela,recurso,3
escuela,registrar,3
escuela,dano,3
instalacion,deber,3
verano,seguro,3
verano,nina,3
escuela,llegar,3
alumno,caso,3
ninos,fiscalia,3
presidenta,cabeza,3
presidenta,vaca,3
presidenta,dia,3
estatal,salud,3
escuela,militar,3
verano,ciudad,3
verano,ubicado,3
verano,madre,3
verano,joven,3
escuela,mama,3
escuela,grande,3
escuela,destrozado,3
escuela,olvidar,3
escuela,pongar,3
escuela,disposicion,3
escuela,profesor,3
escuela,banda,3
escuela,quitar,3
fuerza,realidad,3
escuela,morir,3
escuela,fiscalia,3
escuela,miedo,3
escuela,academia,3
escuela,sol,3
disciplina,militarizado,3
alumno,academia,3
escuela,solicitar,3
escuela,exigir,3
escuela,consecuencia,3
iniciar,mante,3
verano,casa,3
fuerza,clima,3
fuerza,zona,3
escuela,fundacion,3
escuela,fleishman,3
escuela,encender,3
escuela,chispa,3
escuela,ciencia,3
escuela,serenata,3
escuela,herido,3
escuela,saldo,3
presidenta,encabezar,2
presidenta,companera,2
presidenta,claudia,2
presidenta,sheinbaum,2
escuela,vida,2
escuela,talleres,2
escuela,teatro,2
