termino_interno,termino_externo,weight
tampico,exposicion,24
tampico,ciudad,20
tampico,gratuito,19
tampico,tamaulipas,18
tampico,seguir,18
tampico,madero,17
tampico,monica,16
tampico,escuela,16
tampico,villarreal,15
tampico,obra,15
tampico,ano,13
tampico,dia,13
tampico,entrada,12
julio,tamaulipas,12
tampico,bodies,12
tampico,internacional,12
tampico,disfrutar,11
tampico,familia,11
tampico,experiencia,11
tampico,prevencion,11
tampico,jornada,11
tampico,muerte,11
tampico,octubre,11
tampico,proyecto,10
tampico,cultural,10
tampico,expo,10
tampico,vivir,9
tampico,construir,9
tampico,autoridad,9
tampico,vacacion,9
tampico,desarrollo,9
tampico,recurso,9
tampico,turistico,9
espacio,exposicion,9
tampico,metropolitano,9
tampico,llegar,9
tampico,verano,9
tampico,limpieza,9
tampico,unico,9
julio,dafne,9
tampico,historia,8
tampico,evento,8
tampico,municipal,8
tampico,labor,8
tampico,ayuntamiento,8
tampico,nino,8
tampico,fortalecer,8
tampico,asegurar,8
tampico,bienestar,8
tampico,colonia,8
tampico,persona,8
tampico,caso,8
tampico,registrar,8
tampico,alcaldesa,8
tampico,agosto,8
tampico,febrero,8
tampico,academia,8
tampico,domingo,8
editorial,columna,8
tampico,jaiba,8
tampico,vida,7
tampico,oportunidad,7
espacio,cultural,7
espacio,metropolitano,7
tampico,millon,7
tampico,pesos,7
tampico,tampicotecuida,7
julio,dia,7
tampico,saludable,7
tampico,hora,7
tampico,antonio,7
tampico,sede,7
tampico,amenazar,7
tampico,director,7
tampico,jardin,7
tampico,escolar,6
tampico,programa,6
tampico,nina,6
tampico,manana,6
tampico,inversion,6
tampico,sumar,6
tampico,impulsar,6
tampico,agua,6
julio,ano,6
julio,muerte,6
espacio,paquete,6
julio,paquete,6
tampico,oferta,6
integrante,seguridad,6
julio,ciudad,6
sol,antonio,6
sol,sosa,6
tampico,sosa,6
tampico,cuerpo,6
tampico,militarizada,6
tampico,doenitz,6
tampico,temer,6
tampico,septiembre,6
julio,localviernes,6
tampico,exigir,6
julio,localsabado,6
tampico,artes,6
tampico,teatro,6
regresar,raul,6
regresar,pazos,6
sol,raul,6
sol,pazos,6
tampico,pazos,6
tampico,nacional,5
tampico,presidenta,5
espacio,seguir,5
tampico,paz,5
tampico,excelente,5
tampico,cmic,5
tampico,presentar,5
tampico,gobierno,5
tampico,agradecer,5
tampico,cheque,5
tampico,municipio,5
tampico,ejecutivo,5
tampico,sector,5
tampico,resultado,5
tampico,pais,5
tampico,sur,5
altamira,civil,5
tampico,generar,5
tampico,invitar,5
julio,delito,5
tampico,salud,5
tampico,boleto,5
julio,exposicion,5
julio,persona,5
tampico,puente,5
tampico,sitio,5
tampico,descubrir,5
integrante,doenitz,5
integrante,temer,5
integrante,gossipcarlos,5
integrante,rivera,5
integrante,cynthia,5
julio,madero,5
tampico,norte,5
tampico,humano,5
julio,carmen,5
tampico,menor,5
julio,rio,5
julio,tarde,5
julio,baja,5
tampico,enero,5
tampico,generacion,5
julio,temperatura,5
martes,exposicion,5
tampico,comapa,5
sol,ciudad,5
tampico,aire,5
tampico,pasion,5
tampico,video,5
editorial,raul,5
editorial,pazos,5
tampico,raul,5
tampico,importante,4
tampico,nivel,4
tampico,continuar,4
tampico,centro,4
tampico,formar,4
espacio,gobierno,4
encuentro,tamaulipas,4
tampico,ciclo,4
tampico,entorno,4
tampico,direccion,4
tampico,delito,4
tampico,desear,4
tampico,tampicovacontodos,4
tampico,felicitar,4
tampico,sensibilizar,4
tampico,entrega,4
tampico,elaboracion,4
altamira,desarrollo,4
tampico,tampicovacontodo,4
tampico,pendiente,4
tampico,contencion,4
altamira,madero,4
tampico,laguna,4
tampico,carpintero,4
tampico,cabo,4
tampico,joven,4
tampico,metro,4
buscar,medio,4
tampico,diversion,4
julio,entrada,4
tampico,actividad,4
tampico,cultura,4
tampico,turismo,4
tampico,cuidar,4
tampico,paquete,4
julio,cultural,4
julio,metropolitano,4
julio,metro,4
tampico,distinto,4
tampico,presencia,4
