termino_interno,termino_externo,weight
menor,dafne,10
menor,ciudad,9
menor,academia,9
menor,muerte,8
salud,prevencion,8
madre,dafne,8
presentar,dafne,8
video,escuela,8
exigir,dafne,7
actividad,tamaulipas,7
madre,escuela,7
salud,cuidar,7
menor,escuela,7
exigir,ciudad,6
presunto,academia,6
menor,ano,6
medico,senalar,6
salud,direccion,6
salud,distrito,6
salud,bienestar,6
salud,acercar,6
salud,familia,6
salud,servicio,6
salud,gratuito,6
salud,promocion,6
salud,deteccion,6
salud,vih,6
presentar,ciudad,6
presentar,madero,6
menor,caso,6
madre,hija,6
madre,ciudad,6
exigir,tampico,6
violencia,caso,6
militar,campamento,6
madre,edad,6
exigir,justicia,5
presentar,tampico,5
menor,vida,5
medico,atencion,5
salud,exposicion,5
salud,tampico,5
presentar,asegurar,5
menor,tampico,5
menor,edad,5
presunto,ruffo,5
presunto,acuerdo,5
presunto,caso,5
medico,residente,5
medico,laboral,5
madre,muerte,5
madre,madero,5
militar,familia,5
menor,madero,5
menor,tamaulipas,5
presentar,malestar,5
presunto,abuso,5
militar,caso,5
madre,justicia,5
madre,caso,5
madre,abuso,5
presunto,dafne,5
violencia,dafne,5
video,dafne,5
salud,dafne,5
actividad,aviso,5
menor,marina,5
menor,nino,5
menor,deber,5
menor,militarizado,5
madre,nina,5
exigir,muerte,5
video,tampico,5
exigir,madero,4
presentar,lograr,4
madre,familia,4
reportar,accidente,4
actividad,tampico,4
medico,atender,4
salud,cultura,4
salud,conocimiento,4
salud,turismo,4
salud,experiencia,4
salud,alla,4
salud,pabellon,4
salud,hepatitis,4
salud,vacunacion,4
presentar,vital,4
presunto,relacionado,4
presunto,sur,4
menor,abuso,4
presunto,exgobernador,4
presunto,baja,4
presunto,california,4
presunto,vida,4
sufrir,salir,4
medico,hospital,4
violencia,abuso,4
militar,viernes,4
militar,ciudad,4
militar,tamaulipas,4
menor,justicia,4
presentar,perder,4
menor,familia,4
menor,doenitz,4
militar,doenitz,4
madre,dia,4
alejandra,caso,4
menor,institucion,4
menor,labio,4
menor,voz,4
alejandra,dafne,4
presentar,llamado,4
madre,institucion,4
militar,academia,4
presentar,encargado,4
medico,llegar,4
militar,nino,4
exigir,ano,4
menor,proteccion,4
menor,civil,4
menor,mujer,4
madre,culpa,4
video,muerte,4
video,tamaulipas,4
militar,fuerza,4
video,septiembre,4
actividad,inde,4
actividad,determinar,4
actividad,suspender,4
actividad,unidades,4
actividad,deportivas,4
actividad,administrar,4
exigir,academia,3
presunto,doenitz,3
presunto,tamaulipas,3
presentar,tamaulipas,3
actividad,ano,3
medico,altamira,3
medico,querer,3
medico,estatal,3
medico,centro,3
medico,civil,3
medico,servicio,3
presentar,agua,3
presentar,signo,3
actividad,acuerdo,3
presentar,acudir,3
presunto,red,3
presunto,social,3
menor,prevencion,3
menor,sexual,3
presunto,ernesto,3
presunto,appel,3
presunto,delito,3
presunto,delincuencia,3
presunto,organizado,3
presunto,contrabar,3
presunto,institucion,3
presunto,alto,3
presunto,llegar,3
presunto,accidente,3
presentar,academia,3
medico,tamaulipas,3
medico,proteccion,3
salud,aprobado,3
salud,milenio,3
salud,tamaulipas,3
salud,informar,3
salud,oportunidad,3
salud,comision,3
salud,estatal,3
salud,conciliacion,3
salud,arbitraje,3
medico,acoso,3
victima,residente,3
violencia,residente,3
sufrir,investigacion,3
reportar,tamaulipas,3
madre,viernes,3
madre,tamaulipas,3
madre,acuerdo,3
reportar,viernes,3
militar,manana,3
militar,escuela,3
militar,madero,3
menor,hija,3
menor,preliminar,3
menor,perder,3
menor,malestar,3
presentar,preliminar,3
presentar,vida,3
presunto,perder,3
violencia,justicia,3
menor,fallecimiento,3
madre,doenitz,3
madre,ingresar,3
madre,campamento,3
alejandra,hija,3
alejandra,recibir,3
