termino_interno,termino_externo,weight
pesos,millon,18
pesos,tampico,7
pesos,inversion,7
ciento,activo,7
delincuencia,ruffo,7
organizado,ruffo,7
pesos,gobierno,6
mexico,tamaulipas,6
mexico,ano,6
senalar,medico,6
pesos,servicio,6
delincuencia,baja,6
delincuencia,california,6
delincuencia,ernesto,6
organizado,california,6
organizado,ernesto,6
detener,ernesto,6
detener,ruffo,6
paz,tampico,5
pesos,obra,5
pesos,ciudad,5
pesos,agradecer,5
pesos,cmic,5
acuerdo,tamaulipas,5
mexico,partido,5
costo,persona,5
acuerdo,ocurrir,5
ciento,robo,5
delincuencia,exgobernador,5
delincuencia,contrabar,5
organizado,exgobernador,5
organizado,baja,5
organizado,contrabar,5
acuerdo,presunto,5
pesos,seguir,4
pesos,programa,4
pesos,publica,4
pesos,sumar,4
pesos,municipal,4
pesos,desarrollo,4
promedio,nivel,4
costo,construccion,4
costo,vivienda,4
costo,paquete,4
mexico,empresa,4
costo,encontrado,4
senalar,activo,4
mexico,activo,4
ciento,cifra,4
ciento,superar,4
ciento,proyecto,4
delincuencia,appel,4
delincuencia,delito,4
organizado,appel,4
organizado,delito,4
acuerdo,relacionado,4
detener,delito,4
detener,baja,4
detener,california,4
detener,exgobernador,4
ciento,partido,4
acuerdo,dia,4
acuerdo,seguridad,4
organizado,ciudad,4
mexico,importar,4
mexico,marina,4
mexico,mundo,4
senalar,maximo,4
mexico,historia,3
pesos,gestionado,3
pesos,destinado,3
pesos,entrega,3
pesos,cheque,3
pesos,dif,3
pesos,tamaulipas,3
acuerdo,nacional,3
acuerdo,agua,3
acuerdo,ley,3
acuerdo,entidad,3
paz,ano,3
paz,acreditacion,3
mexico,nacional,3
mexico,derecho,3
mexico,prerrogativa,3
mexico,acreditacion,3
pan,ietam,3
pan,pri,3
acuerdo,vida,3
promedio,nacional,3
promedio,tamaulipas,3
promedio,superar,3
perdida,accidente,3
perdida,grave,3
costo,ano,3
mexico,proyecto,3
costo,espacio,3
ciento,lograr,3
acuerdo,actividad,3
mexico,deporte,3
perdida,activo,3
pesos,activo,3
pesos,operativo,3
acuerdo,empresa,3
mexico,pais,3
pesos,encontrado,3
costo,millon,3
ciento,encontrado,3
mexico,pequeno,3
ciento,incrementar,3
ciento,lustro,3
ciento,global,3
ciento,asegurar,3
ciento,dejar,3
ciento,participar,3
ciento,competir,3
ciento,critico,3
ciento,agregar,3
senalar,proyecto,3
pesos,terminar,3
acuerdo,unidad,3
pesos,atender,3
pesos,accion,3
pesos,platillo,3
pesos,lavanderia,3
pesos,carga,3
pesos,ropa,3
pesos,equivalente,3
pesos,kilo,3
pesos,agua,3
pesos,purificado,3
obtener,empresa,3
delincuencia,presunto,3
delincuencia,alto,3
organizado,presunto,3
organizado,institucion,3
organizado,alto,3
organizado,combustible,3
acuerdo,ruffo,3
acuerdo,appel,3
acuerdo,delito,3
acuerdo,institucion,3
acuerdo,grande,3
acuerdo,operacion,3
acuerdo,contrabando,3
acuerdo,combustible,3
detener,tarde,3
detener,contar,3
pan,ano,3
pan,panista,3
ciento,nacional,3
detener,caer,3
senalar,proceso,3
senalar,fiscalia,3
senalar,general,3
acuerdo,decidir,3
acuerdo,camioneta,3
acuerdo,deportivo,3
acuerdo,fiscalia,3
acuerdo,ciudad,3
obtener,respuesta,3
senalar,centro,3
pesos,febrero,3
acuerdo,proteccion,3
mexico,saque,3
mexico,traidor,3
mexico,bolsillo,3
mexico,caen,3
mexico,pesecito,3
mexico,tiburon,3
mexico,seguir,3
mexico,robar,3
mexico,raro,3
mexico,pasar,3
acuerdo,caso,3
mexico,investigacion,3
acuerdo,madre,3
noticia,hija,3
organizado,ubicado,3
mexico,mal,3
mexico,tampico,3
ciento,evento,3
obtener,gratuito,3
senalar,minimo,3
mexico,importante,2
mexico,historico,2
mexico,vivir,2
mexico,forma,2
cierre,zona,2
cierre,centro,2
cierre,metro,2
paz,vacacion,2
pesos,presentar,2
pesos,actual,2
pesos,fortalecer,2
cuyo,estatal,2
cuyo,pais,2
pesos,reuni,2
pesos,afiliado,2
pesos,compartir,2
pesos,avance,2
