termino_interno,termino_externo,weight
familia,tampico,11
familia,tamaulipas,11
mar,amen,9
caso,dafne,9
joven,preseminario,9
caso,tampico,8
familia,dia,8
familia,ciudad,8
caso,escuela,8
caso,sexual,8
caso,justicia,8
familia,justicia,8
joven,incremento,8
caso,ciudad,7
delito,ernesto,7
delito,ruffo,7
delito,prevencion,6
familia,escuela,6
familia,salud,6
caso,muerte,6
caso,menor,6
abuso,sexual,6
delito,baja,6
delito,california,6
familia,pasar,6
caso,violencia,6
joven,participar,6
localsabado,julio,6
familia,disfrutar,5
joven,inicio,5
delito,escuela,5
delito,julio,5
ocurrir,persona,5
familia,exposicion,5
familia,bienestar,5
ocurrir,acuerdo,5
familia,madero,5
familia,clase,5
mar,hombre,5
caso,detectar,5
caso,llegar,5
familia,investigacion,5
ocurrir,percance,5
ocurrir,dejar,5
delito,tarde,5
caso,presunto,5
caso,huachicol,5
caso,hidrocarburo,5
delito,feminicidio,5
delito,monserrat,5
caso,ingemar,5
familia,seguridad,5
familia,hija,5
familia,militar,5
caso,militar,5
caso,madre,5
abuso,presunto,5
abuso,madre,5
familia,marina,5
joven,ciudad,5
caso,nina,5
familia,falta,4
familia,construir,4
joven,anos,4
delito,tampico,4
familia,madre,4
familia,padre,4
joven,tampico,4
joven,terminar,4
caso,registrar,4
familia,experiencia,4
familia,gratuito,4
familia,prevencion,4
ocurrir,ano,4
delito,operacion,4
familia,ano,4
mar,virgen,4
familia,vivir,4
familia,casa,4
familia,amen,4
caso,prevencion,4
caso,edad,4
caso,elda,4
caso,vianey,4
caso,escobedo,4
abuso,tampico,4
abuso,escuela,4
abuso,menor,4
familia,lograr,4
ocurrir,tamaulipas,4
ocurrir,unidad,4
mes,puesto,4
delito,fgr,4
delito,exgobernador,4
delito,appel,4
delito,delincuencia,4
delito,organizado,4
delito,contrabar,4
delito,alto,4
delito,detener,4
joven,llegar,4
ocurrir,fiscalia,4
mantener,tampico,4
caso,tamaulipas,4
abuso,violencia,4
caso,ano,4
familia,manana,4
familia,dafne,4
familia,menor,4
caso,alejandra,4
joven,academia,4
familia,nino,4
familia,nina,4
caso,morir,4
familia,autopsia,4
familia,dejar,4
ocurrir,escuela,4
familia,pasion,4
joven,nina,4
familia,gracias,3
joven,agosto,3
joven,adultos,3
joven,edad,3
joven,iniciar,3
mar,agua,3
prueba,tamaulipas,3
prueba,abrir,3
grave,perdida,3
mantener,federal,3
joven,batalla,3
joven,autoridad,3
considerar,buscar,3
delito,jueves,3
caso,elemento,3
caso,persona,3
ocurrir,situacion,3
ocurrir,accidente,3
joven,profesional,3
mantener,sheinbaum,3
joven,ubicado,3
joven,intencion,3
ocurrir,agua,3
ocurrir,hora,3
ocurrir,ingresar,3
ocurrir,rio,3
mar,gracias,3
prueba,participacion,3
prueba,medalla,3
prueba,tampico,3
prueba,metro,3
prueba,popa,3
delito,ano,3
familia,aire,3
caso,sarampion,3
mes,escolar,3
familia,jaiba,3
familia,cobrar,3
veracruz,norte,3
mar,pescador,3
familia,virgen,3
familia,fisico,3
familia,fortalecer,3
familia,enfrentar,3
mar,sustento,3
mar,fecha,3
mar,motivo,3
mar,union,3
mar,esperanza,3
mar,reconocimiento,3
mar,mujer,3
mar,bendiga,3
delito,sexual,3
abuso,prevencion,3
abuso,diverso,3
abuso,ciudad,3
abuso,directora,3
caso,directora,3
caso,indicar,3
abuso,indicar,3
delito,indicar,3
caso,tocamiento,3
caso,alumno,3
abuso,llegar,3
gonzalez,tampico,3
gonzalez,madero,3
gonzalez,desarrollo,3
ocurrir,ubicado,3
ocurrir,altamira,3
ocurrir,afortunadamente,3
ocurrir,dano,3
ocurrir,carga,3
mes,videojuego,3
delito,general,3
delito,presunto,3
delito,acuerdo,3
delito,resultar,3
delito,grande,3
caso,california,3
caso,millon,3
caso,litro,3
