termino_interno,termino_externo,weight
millon,pesos,18
proyecto,tampico,10
general,fiscalia,10
construir,tampico,9
esperar,temperatura,9
laredo,maximo,8
millon,tampico,7
millon,inversion,7
proyecto,obra,7
laredo,carmen,7
laredo,canturosas,7
construir,seguir,6
sumar,tampico,6
proyecto,agua,6
millon,pais,6
esperar,maximo,6
region,tamaulipas,6
centro,minimo,6
centro,ciudad,5
centro,zona,5
millon,obra,5
millon,gobierno,5
millon,cmic,5
proyecto,pendiente,5
generar,tampico,5
sumar,tamaulipas,5
laredo,reynosa,5
laredo,tamaulipas,5
general,maximo,5
general,justicia,5
generar,ciudad,5
laredo,junio,5
generar,dafne,5
general,tamaulipas,5
esperar,tamaulipas,5
laredo,temperatura,5
region,mundial,5
construir,familia,4
proyecto,nacional,4
proyecto,tamaulipas,4
centro,tampico,4
comunidad,artistico,4
esperar,escuela,4
sumar,pesos,4
millon,programa,4
millon,publica,4
millon,municipal,4
millon,desarrollo,4
millon,ciudad,4
millon,agradecer,4
proyecto,seguir,4
proyecto,sector,4
proyecto,inundacion,4
proyecto,camara,4
proyecto,ano,4
federal,programa,4
terminar,cocodrilo,4
terminar,joven,4
medio,buscar,4
millon,exposicion,4
proyecto,ciento,4
infraestructura,obra,4
terminar,unidad,4
centro,persona,4
laredo,matamoros,4
generar,ano,4
general,republica,4
general,fgr,4
millon,empresa,4
millon,ingemar,4
millon,huachicol,4
coahuila,ingemar,4
victoria,ciudad,4
terminar,quedar,4
esperar,julio,4
esperar,posibilidad,4
centro,tamaulipas,4
laredo,septiembre,4
laredo,lilia,4
laredo,alcaldesa,4
confirmar,carmen,4
confirmar,canturosas,4
encargado,presentar,4
frontera,temperatura,4
laredo,minimo,4
region,temperatura,4
centro,maximo,4
centro,ambiente,4
construir,vida,3
construir,importante,3
comunidad,tampico,3
comunidad,final,3
comunidad,impulsar,3
comunidad,espacio,3
comunidad,taller,3
comunidad,formar,3
comunidad,persona,3
sumar,inversion,3
millon,seguir,3
millon,gestionado,3
millon,destinado,3
millon,entrega,3
millon,cheque,3
proyecto,entrega,3
proyecto,cheque,3
proyecto,municipio,3
proyecto,impulsar,3
millon,tamaulipas,3
proyecto,social,3
proyecto,desarrollo,3
proyecto,deber,3
proyecto,sur,3
generar,obra,3
generar,decada,3
millon,recibir,3
grupo,tamaulipas,3
proyecto,mexico,3
proyecto,privado,3
federal,social,3
federal,mantener,3
federal,gobierno,3
terminar,ano,3
medio,ambiente,3
centro,accion,3
centro,medico,3
millon,destino,3
comunidad,cerro,3
terminar,persona,3
sumar,metro,3
sumar,popa,3
sumar,alto,3
millon,operativo,3
millon,operacion,3
millon,costo,3
proyecto,agregar,3
proyecto,senalar,3
terminar,pesos,3
proyecto,red,3
indicar,tamaulipas,3
comunidad,dia,3
centro,contar,3
construir,cercano,3
proyecto,empresa,3
proyecto,construccion,3
laredo,zona,3
indicar,caso,3
indicar,abuso,3
indicar,delito,3
terminar,investigacion,3
grupo,hycsa,3
grupo,estacion,3
infraestructura,hycsa,3
infraestructura,tamaulipas,3
millon,ascenso,3
millon,descenso,3
centro,estacion,3
construir,persona,3
construir,estacion,3
esperar,ano,3
infraestructura,capacidad,3
terminar,correspondiente,3
general,ernesto,3
general,ruffo,3
general,appel,3
general,delito,3
federal,investigar,3
federal,pais,3
federal,autoridad,3
federal,empresa,3
millon,firma,3
millon,litro,3
millon,hidrocarburo,3
millon,ferrotanques,3
millon,relacionado,3
coahuila,empresa,3
coahuila,firma,3
coahuila,litro,3
coahuila,hidrocarburo,3
coahuila,ferrotanques,3
coahuila,relacionado,3
coahuila,huachicol,3
general,senalar,3
millon,caso,3
centro,senalar,3
laredo,abril,3
frontera,ingemar,3
millon,dolares,3
esperar,ambiente,3
esperar,caluroso,3
esperar,tormenta,3
esperar,electrico,3
esperar,mario,3
esperar,cruces,3
generar,sur,3
centro,municipio,3
laredo,tampico,3
laredo,electo,3
laredo,mayo,3
construir,vivienda,3
construir,politico,3
