termino_interno,termino_externo,weight
monica,tampico,16
villarreal,tampico,15
prevencion,tampico,11
jornada,tampico,11
fortalecer,tampico,8
bienestar,tampico,8
prevencion,salud,8
villarreal,alcaldesa,8
monica,presidenta,7
villarreal,presidenta,7
monica,municipal,7
villarreal,municipal,7
saludable,tampico,7
jornada,limpieza,7
programa,tampico,6
prevencion,entorno,6
prevencion,delito,6
prevencion,escuela,6
bienestar,salud,6
servicio,salud,6
familiar,persona,6
monica,turistico,6
monica,bodies,6
monica,alcaldesa,6
villarreal,turistico,6
villarreal,bodies,6
oferta,turistico,6
oferta,tampico,6
servicio,pesos,6
monica,limpieza,6
villarreal,limpieza,6
jornada,colonia,6
monica,zacil,5
monica,anaya,5
villarreal,zacil,5
villarreal,anaya,5
villarreal,gobierno,5
fortalecer,gobierno,5
villarreal,verano,5
prevencion,direccion,5
prevencion,colonia,5
bienestar,familia,5
monica,exposicion,5
villarreal,exposicion,5
saludable,limpieza,5
prevencion,limpieza,5
jornada,entorno,5
jornada,tamaulipas,5
monica,gobierno,4
monica,cultural,4
villarreal,cultural,4
monica,verano,4
oferta,verano,4
villarreal,entorno,4
prevencion,escolar,4
programa,seguir,4
programa,millon,4
programa,pesos,4
fortalecer,ciudad,4
bienestar,nivel,4
programa,federal,4
bienestar,gratuito,4
prevencion,acercar,4
prevencion,familia,4
prevencion,gratuito,4
prevencion,promocion,4
prevencion,deteccion,4
prevencion,vih,4
prevencion,hepatitis,4
prevencion,vacunacion,4
prevencion,cancer,4
prevencion,mama,4
prevencion,orientacion,4
prevencion,nutricional,4
familiar,paquete,4
oferta,cultural,4
prevencion,caso,4
prevencion,sexual,4
monica,colonia,4
villarreal,colonia,4
saludable,colonia,4
monica,ciudad,4
villarreal,ciudad,4
villarreal,amenazar,4
villarreal,muerte,4
acudir,dafne,4
villarreal,tamaulipas,3
extraordinario,seguir,3
extraordinario,espacio,3
fortalecer,impulsar,3
oferta,presidenta,3
oferta,municipal,3
fortalecer,municipio,3
monica,entorno,3
programa,inversion,3
programa,gobierno,3
fortalecer,desarrollo,3
fortalecer,entrega,3
fortalecer,cheque,3
bienestar,tamaulipas,3
programa,social,3
villarreal,experiencia,3
extraordinario,tampico,3
extraordinario,invitar,3
bienestar,direccion,3
servicio,medico,3
familiar,julio,3
acudir,presentar,3
acudir,informar,3
acudir,autoridad,3
jornada,metro,3
oferta,ampliar,3
oferta,exposicion,3
oferta,bodies,3
prevencion,estrategia,3
servicio,atender,3
fortalecer,familia,3
jornada,ciudad,3
jornada,registrar,3
prevencion,abuso,3
prevencion,menor,3
jornada,alcaldesa,3
jornada,descacharrizacion,3
jornada,mantener,3
saludable,entorno,3
jornada,limpio,3
servicio,operacion,3
monica,septiembre,3
monica,madero,3
villarreal,madero,3
villarreal,director,3
servicio,nina,3
villarreal,laredo,3
villarreal,carmen,3
villarreal,canturosas,3
bienestar,octubre,3
monica,encabezar,2
monica,companera,2
monica,nivel,2
monica,tamaulipas,2
monica,comunidad,2
villarreal,companera,2
villarreal,nivel,2
villarreal,comunidad,2
extraordinario,gobierno,2
extraordinario,municipal,2
extraordinario,impulsar,2
monica,talento,2
monica,direccion,2
monica,espacio,2
monica,continuar,2
villarreal,direccion,2
villarreal,espacio,2
villarreal,continuar,2
fortalecer,municipal,2
fortalecer,espacio,2
fortalecer,aprendizaje,2
monica,talleres,2
monica,oportunidad,2
monica,descubrir,2
monica,instruccion,2
monica,escuela,2
villarreal,descubrir,2
villarreal,instruccion,2
villarreal,escuela,2
fortalecer,partido,2
fortalecer,verde,2
fortalecer,frente,2
monica,escolar,2
villarreal,escolar,2
programa,escolar,2
programa,municipal,2
programa,gracias,2
prevencion,municipal,2
prevencion,zacil,2
prevencion,anaya,2
prevencion,violencias,2
prevencion,beneficiar,2
prevencion,estudiante,2
prevencion,gracias,2
prevencion,plantel,2
prevencion,abrirnos,2
prevencion,ayuntamiento,2
programa,tamaulipas,2
programa,compartir,2
programa,avance,2
programa,obra,2
programa,publica,2
programa,sumar,2
fortalecer,pesos,2
fortalecer,agradecer,2
fortalecer,cmic,2
fortalecer,dif,2
fortalecer,labor,2
fortalecer,elaboracion,2
fortalecer,proyecto,2
fortalecer,ejecutivo,2
fortalecer,seguir,2
servicio,asegurar,2
servicio,deber,2
