termino_interno,termino_externo,weight
obra,tampico,15
gobierno,municipal,8
hombre,amen,8
gobierno,tamaulipas,7
obra,proyecto,7
deber,escuela,7
obra,seguir,6
gobierno,pesos,6
agua,proyecto,6
pendiente,inundacion,6
obra,sur,6
agua,tampico,6
gobierno,septiembre,6
deber,querer,6
cercano,grado,6
gobierno,presidenta,5
gobierno,villarreal,5
gobierno,fortalecer,5
gobierno,ciudad,5
obra,inversion,5
obra,millon,5
obra,pesos,5
gobierno,millon,5
gobierno,tampico,5
obra,tamaulipas,5
obra,recurso,5
pendiente,tamaulipas,5
pendiente,proyecto,5
obra,inundacion,5
deber,padre,5
hombre,mar,5
hombre,mujer,5
tarde,delito,5
tarde,julio,5
obra,socavon,5
deber,investigar,5
deber,hijo,5
deber,menor,5
cercano,maximo,5
gobierno,espacio,4
gobierno,monica,4
obra,cmic,4
obra,publico,4
pendiente,tampico,4
deber,seguir,4
pendiente,sur,4
tarde,zona,4
obra,infraestructura,4
deber,director,4
pescador,rio,4
pescador,patrona,4
tarde,maximo,4
ley,monse,4
ley,sancionar,4
utilizar,presidenta,4
gobierno,madero,4
gobierno,director,4
agua,accion,4
agua,tratado,4
agua,ptar,4
agua,parque,4
agua,jardin,4
agua,camellon,4
agua,potable,4
obra,formar,4
obra,abandonado,4
obra,comapa,4
hombre,mental,4
deber,muerto,4
deber,justicia,4
gobierno,solicitar,4
agua,estrella,4
jorge,dia,4
cercano,celsius,4
cercano,minimo,4
tarde,metro,3
gobierno,seguir,3
gobierno,impulsar,3
obra,desarrollo,3
obra,escuela,3
gobierno,zacil,3
gobierno,anaya,3
gobierno,verano,3
gobierno,escuela,3
agua,mar,3
jorge,academia,3
jorge,militarizada,3
jorge,doenitz,3
jorge,director,3
jorge,luis,3
jorge,ponce,3
obra,compartir,3
obra,avance,3
gobierno,inversion,3
gobierno,programa,3
obra,municipio,3
gobierno,contar,3
gobierno,social,3
agua,acuerdo,3
deber,proyecto,3
deber,inundacion,3
ley,tamaulipas,3
ley,acuerdo,3
deber,camara,3
deber,tampico,3
deber,cuenca,3
pendiente,buscar,3
obra,ano,3
obra,madero,3
agua,ano,3
agua,madero,3
agua,empresarial,3
obra,generar,3
obra,dren,3
ejercito,mexicano,3
pendiente,recurso,3
pendiente,ietam,3
pendiente,permanecer,3
gobierno,federal,3
hombre,tampico,3
evitar,autoridad,3
tarde,puente,3
frente,proteccion,3
miercoles,ciudad,3
agua,ciudad,3
agua,presentar,3
agua,signo,3
agua,vital,3
agua,ocurrir,3
agua,panuco,3
agua,autoridad,3
informar,acudir,3
deber,plantel,3
deber,ano,3
deber,instalacion,3
pescador,panuco,3
pescador,julio,3
pescador,mar,3
gobierno,atender,3
gobierno,persona,3
agua,pesos,3
cercano,tampico,3
cercano,construir,3
cercano,tampicotecuida,3
pescador,procesion,3
pescador,virgen,3
pescador,carmen,3
obra,empresa,3
hombre,perder,3
tarde,detener,3
tarde,ernesto,3
tarde,ruffo,3
tarde,jueves,3
tarde,ensenada,3
tarde,baja,3
tarde,california,3
gobierno,fiscal,3
ley,delito,3
ley,aprobado,3
evitar,familia,3
utilizar,asegurar,3
gobierno,alcaldesa,3
gobierno,doenitz,3
agua,administracion,3
agua,area,3
agua,verde,3
agua,cuidamos,3
agua,recurso,3
informar,salud,3
deber,dejar,3
gobierno,laredo,3
gobierno,carmen,3
gobierno,canturosas,3
frente,hijo,3
deber,persona,3
deber,autoridad,3
deber,senora,3
ley,seguridad,3
deber,curso,3
deber,militarizado,3
frente,seguridad,3
deber,colegio,3
deber,academia,3
gobierno,investigacion,3
deber,nina,3
gobierno,verificar,3
gobierno,roberto,3
gobierno,silla,3
gobierno,rueda,3
gobierno,muleta,3
apoyar,seguir,3
apoyar,dia,3
jorge,rueda,3
jorge,muleta,3
jorge,movilidad,3
tarde,tamaulipas,3
cercano,reynosa,3
agua,salir,3
ejercito,campamento,3
tarde,escenario,2
