source,target,weight
millon,pesos,42
inversion,millon,24
inversion,pesos,19
bara,tiendas,14
hospital,inaugurar,10
guadalupe,victoria,9
tienda,tiendas,9
fuente,inversion,8
atencion,millon,8
cancha,guadalupe,8
atencion,col,8
energetico,natural,8
electricidad,natural,8
atencion,inversion,7
guadalupe,inaugurar,7
hospital,practicamente,7
atencion,necesidad,7
atencion,hospital,7
atencion,victoria,7
pesos,superior,7
cancha,victoria,7
bara,tienda,7
atencion,pesos,6
hidalgo,practicamente,6
consulta,nieto,6
atencion,nieto,6
millon,superior,6
inversion,superior,6
energetico,soberania,6
franquicia,tienda,6
fuente,millon,5
diario,millon,5
consulta,natural,5
hospital,recuperar,5
hidalgo,hospital,5
inversion,tienda,5
hospital,inversion,5
atencion,guadalupe,5
recuperar,victoria,5
cancha,inaugurar,5
natural,soberania,5
inversion,tiendas,5
bara,inversion,5
inaugurar,millon,4
atencion,inaugurar,4
atencion,recuperar,4
consumir,natural,4
diciembre,pesos,4
gira,millon,4
gira,pesos,4
cuantos,millon,4
bajar,hidalgo,4
bajar,caminar,4
atencion,bajar,4
millon,nieto,4
pesos,tiendas,4
hospital,nieto,4
atencion,consulta,4
col,inaugurar,4
col,guadalupe,4
col,victoria,4
gira,inversion,4
fuente,laboral,4
hospital,pesos,4
alla,aplicacion,4
bara,franquicia,4
fuente,tienda,4
diciembre,hidalgo,4
extorsion,millon,4
gira,hospital,4
hospital,millon,4
inaugurar,inversion,3
cuantos,pesos,3
atencion,cuantos,3
atencion,diferencia,3
inaugurar,victoria,3
caminar,hidalgo,3
atencion,laboral,3
alla,diario,3
consulta,cruzar,3
consulta,hospital,3
atencion,cruzar,3
abierto,pesos,3
alla,bajar,3
cancha,col,3
pesos,victoria,3
cruzar,pesos,3
cruzar,millon,3
millon,recuperar,3
consumir,soberania,3
electricidad,necesidad,3
energetico,fuente,3
fuente,natural,3
franquicia,tiendas,3
bara,millon,3
pesos,tienda,3
tienda,traer,3
franquicia,fuente,3
tiendas,traer,3
bara,traer,3
millon,presumir,3
gira,inaugurar,3
hospital,superior,3
caminar,millon,2
atencion,caminar,2
diario,recuperar,2
inversion,natural,2
natural,recuperar,2
natural,relacion,2
consumir,extorsion,2
atencion,gira,2
alla,millon,2
inaugurar,pesos,2
diferencia,preguntar,2
caminar,necesidad,2
millon,necesidad,2
electricidad,extorsion,2
electricidad,hospital,2
extorsion,hospital,2
extorsion,fuente,2
electricidad,energetico,2
hospital,victoria,2
presumir,victoria,2
aplicacion,hidalgo,2
circular,hidalgo,2
diario,hidalgo,2
circular,col,2
millon,tiendas,2
cruzar,nieto,2
cruzar,hospital,2
abierto,fuente,2
abierto,inversion,2
cancha,franquicia,2
millon,relacion,2
guadalupe,recuperar,2
cancha,recuperar,2
diciembre,recuperar,2
alla,recuperar,2
hidalgo,recuperar,2
bajar,recuperar,2
hidalgo,pesos,2
bajar,pesos,2
circular,hospital,2
franquicia,victoria,2
inaugurar,recuperar,2
atencion,presumir,2
energetico,inversion,2
inversion,laboral,2
activo,natural,2
electricidad,soberania,2
millon,natural,2
diario,natural,2
diario,electricidad,2
natural,necesidad,2
aplicacion,bajar,2
aplicacion,diario,2
millon,tienda,2
cuantos,tienda,2
cuantos,franquicia,2
franquicia,traer,2
fuente,traer,2
laboral,traer,2
franquicia,laboral,2
preguntar,victoria,2
alla,victoria,2
hidalgo,tienda,2
extorsion,pesos,2
extorsion,presumir,2
presumir,recuperar,2
pesos,presumir,2
millon,preguntar,2
pesos,preguntar,2
alla,hospital,2
distancia,superior,2
distancia,millon,2
recuperar,tienda,2
diciembre,millon,2
fuente,inaugurar,1
caminar,fuente,1
caminar,inaugurar,1
diario,inaugurar,1
caminar,diario,1
caminar,inversion,1
atencion,diario,1
diario,inversion,1
atencion,natural,1
inversion,recuperar,1
inversion,relacion,1
recuperar,relacion,1
extorsion,preguntar,1
extorsion,natural,1
consumir,preguntar,1
col,consumir,1
natural,preguntar,1
col,preguntar,1
diciembre,preguntar,1
col,natural,1
diciembre,natural,1
col,diciembre,1
col,consulta,1
col,pesos,1
consulta,diciembre,1
consulta,pesos,1
activo,necesidad,1
cuantos,inversion,1
cuantos,inaugurar,1
atencion,preguntar,1
consumir,inversion,1
bajar,hospital,1
bajar,necesidad,1
bajar,millon,1
fuente,hospital,1
electricidad,traer,1
energetico,traer,1
activo,inversion,1
activo,tienda,1
activo,hospital,1
hospital,tienda,1
diferencia,millon,1
activo,alla,1
activo,diario,1
hospital,presumir,1
practicamente,victoria,1
practicamente,presumir,1
diciembre,hospital,1
aplicacion,circular,1
col,hidalgo,1
circular,diario,1
abierto,circular,1
col,diario,1
abierto,diario,1
abierto,col,1
caminar,cruzar,1
caminar,nieto,1
caminar,consulta,1
consulta,practicamente,1
consulta,distancia,1
atencion,practicamente,1
atencion,distancia,1
atencion,diciembre,1
distancia,practicamente,1
diciembre,practicamente,1
diciembre,distancia,1
guadalupe,necesidad,1
necesidad,victoria,1
diferencia,victoria,1
diferencia,necesidad,1
abierto,victoria,1
cuantos,soberania,1
cuantos,distancia,1
distancia,relacion,1
distancia,victoria,1
cuantos,relacion,1
cuantos,victoria,1
cuantos,presumir,1
relacion,victoria,1
presumir,relacion,1
electricidad,laboral,1
hospital,laboral,1
electricidad,nieto,1
diciembre,electricidad,1
electricidad,recuperar,1
diciembre,nieto,1
nieto,recuperar,1
alla,nieto,1
alla,diciembre,1
alla,hidalgo,1
atencion,circular,1
alla,inversion,1
hospital,traer,1
traer,victoria,1
atencion,cancha,1
diferencia,franquicia,1
inaugurar,necesidad,1
relacion,soberania,1
extorsion,soberania,1
extorsion,relacion,1
bajar,inversion,1
inversion,necesidad,1
necesidad,pesos,1
inaugurar,natural,1
cruzar,cuantos,1
bajar,diciembre,1
energetico,nieto,1
energetico,millon,1
inversion,nieto,1
nieto,pesos,1
natural,victoria,1
aplicacion,inversion,1
diario,pesos,1
diario,hospital,1
activo,energetico,1
activo,electricidad,1
activo,soberania,1
activo,consumir,1
millon,soberania,1
consumir,millon,1
consumir,diario,1
electricidad,millon,1
consumir,necesidad,1
consumir,electricidad,1
consumir,energetico,1
fuente,soberania,1
bajar,diario,1
alla,atencion,1
cruzar,natural,1
alla,soberania,1
alla,energetico,1
cuantos,gira,1
gira,tienda,1
gira,traer,1
cuantos,traer,1
laboral,tienda,1
hidalgo,traer,1
alla,preguntar,1
activo,atencion,1
guadalupe,hospital,1
hidalgo,tiendas,1
bara,hidalgo,1
inversion,traer,1
cuantos,fuente,1
fuente,tiendas,1
cuantos,laboral,1
laboral,tiendas,1
bara,laboral,1
cuantos,tiendas,1
bara,cuantos,1
bara,pesos,1
necesidad,traer,1
inversion,victoria,1
caminar,col,1
pesos,recuperar,1
extorsion,recuperar,1
preguntar,presumir,1
circular,consulta,1
inaugurar,superior,1
atencion,superior,1
gira,superior,1
hidalgo,superior,1
hidalgo,millon,1
gira,hidalgo,1
hidalgo,inaugurar,1
alla,gira,1
alla,inaugurar,1
alla,pesos,1
distancia,pesos,1
distancia,inversion,1
relacion,superior,1
activo,millon,1
pesos,relacion,1
activo,pesos,1
activo,relacion,1
atencion,fuente,1
cruzar,fuente,1
tienda,victoria,1
diferencia,laboral,1
fuente,pesos,1
circular,pesos,1
circular,millon,1
circular,fuente,1
diciembre,fuente,1
fuente,victoria,1
circular,diciembre,1
circular,victoria,1
circular,cruzar,1
diciembre,victoria,1
cruzar,diciembre,1
cruzar,victoria,1
millon,victoria,1
cruzar,preguntar,1
abierto,millon,1
diferencia,pesos,1
abierto,preguntar,1
abierto,diferencia,1
