source,target,weight
acuerdo,general,22
medico,salud,22
avance,hospital,20
general,hospital,19
hospital,medico,19
hospital,salud,16
faltar,salir,14
acuerdo,contar,13
avance,general,12
final,salir,12
general,salud,12
acuerdo,informacion,11
final,mundial,11
avance,salud,11
contar,informacion,9
contar,salir,8
mundial,observar,8
contar,general,8
general,medico,8
laboral,medico,8
informacion,noticia,8
deportivo,practicar,8
acuerdo,reportar,7
fallecimiento,general,7
correspondiente,general,7
correspondiente,informacion,7
contar,medico,7
avance,medico,7
contar,oficial,7
salir,salud,7
mundial,salir,7
deportivo,digno,7
acuerdo,fallecimiento,6
contar,red,6
declaracion,general,6
acuerdo,report,6
general,red,6
noticia,salir,6
acoso,medico,6
acuerdo,salud,6
laboral,salud,6
final,informacion,6
informacion,salir,6
general,presentado,6
contar,salud,6
aniversario,salud,6
clinica,deportivo,6
deportivo,mundial,6
clinica,medico,5
objeto,salir,5
contar,correspondiente,5
general,relevante,5
causa,general,5
salir,sufrir,5
decada,red,5
decada,salir,5
deportivo,oficial,5
medico,salir,5
general,salir,5
amigo,final,5
autopsia,causa,5
informacion,utilizar,5
busqueda,salir,5
faltar,utilizar,5
avance,personaje,5
fallecimiento,red,4
avance,contar,4
avance,noticia,4
acuerdo,laboral,4
acuerdo,red,4
salir,testigo,4
general,mundial,4
general,july,4
general,informacion,4
contar,relevante,4
acuerdo,relevante,4
final,red,4
acuerdo,salir,4
declaracion,salir,4
acuerdo,declaracion,4
acuerdo,medico,4
general,utilizar,4
aniversario,decada,4
evidencia,salir,4
acoso,salud,4
fallecimiento,noticia,4
evidencia,testigo,4
correspondiente,oficial,4
general,objeto,4
hospital,maniobra,4
autopsia,contar,4
final,llenar,4
mundial,reportar,4
mundial,red,4
amigo,salir,4
atleta,deportivo,4
hospital,progreso,4
hospital,informacion,4
informacion,oficial,4
hospital,noticia,4
dependencia,oficial,4
personaje,salir,4
animal,contar,4
decada,salud,4
hospital,salir,4
salir,utilizar,4
faltar,testigo,4
digno,practicar,4
contar,dependencia,4
busqueda,desaparicion,4
red,report,4
detalle,fallecimiento,3
contar,fallecimiento,3
detalle,red,3
acuerdo,decada,3
laboral,sufrir,3
dependencia,medico,3
hospital,reportar,3
general,reportar,3
red,salir,3
bordo,red,3
indagatoria,objeto,3
causa,contar,3
general,observar,3
amigo,busqueda,3
general,oficial,3
detalle,general,3
oficial,red,3
declaracion,red,3
causa,localizar,3
localizar,red,3
amigo,red,3
contar,transportar,3
red,utilizar,3
hospital,sufrir,3
medico,referir,3
medico,reportar,3
avance,presentado,3
noticia,salud,3
publicado,salud,3
declaracion,salud,3
acuerdo,hospital,3
fallecimiento,hospital,3
declaracion,medico,3
informacion,testigo,3
correspondiente,salir,3
causa,fallecimiento,3
mundial,noticia,3
asistir,contar,3
general,indagatoria,3
mundial,utilizar,3
llenar,mundial,3
observar,reportar,3
acuerdo,maniobra,3
animal,asistir,3
