source,target,weight
municipal,presidenta,48
mujer,presidenta,23
cultural,espacio,22
apoyo,presidenta,19
espacio,municipal,18
economia,empresa,18
espacio,metropolitano,18
pardo,presidenta,18
cultural,metropolitano,17
espacio,presidenta,17
cultural,municipal,14
empresa,participacion,14
agosto,taller,14
municipal,publico,13
espacio,metro,12
empresa,iniciativa,12
presidenta,publico,12
presidenta,privado,12
agosto,horario,12
espacio,publico,11
encabezado,municipal,10
corazon,presidenta,9
informes,metro,9
agosto,fecha,9
apoyo,mujer,9
artes,espacio,9
espacio,taller,8
agosto,espacio,8
presidenta,zacil,8
empresa,municipal,8
empresa,publico,8
empresa,privado,8
artes,metropolitano,8
mujer,municipal,8
iniciativa,presidenta,8
agosto,lunes,8
espacio,invitar,7
municipal,zacil,7
agosto,organismo,7
cultural,metro,7
metro,metropolitano,7
empresa,presidenta,7
bonito,mujer,7
artes,cultural,7
olga,senadora,7
impulsado,presidenta,7
inscripcion,metro,7
metro,taller,6
metro,municipal,6
espacio,gusto,6
empresa,olga,6
ayuntamiento,municipal,6
costo,privado,6
agosto,presidenta,6
agosto,cultural,6
espacio,participacion,6
impulso,municipal,6
impulso,presidenta,6
ruiz,senadora,6
mexicanos,pemex,6
detalles,taller,6
disenado,taller,6
cultural,invitar,5
empresa,senadora,5
arte,cultural,5
ayuntamiento,presidenta,5
empresa,organismo,5
agosto,jose,5
jose,municipal,5
apoyo,municipal,5
empresa,miercoles,5
metro,participacion,5
cifra,ubicar,5
camara,publico,5
empresa,mitad,5
organismo,privado,5
empresa,mujer,5
enviar,privado,5
cultural,tampicovacontodo,5
agosto,metropolitano,5
participacion,publico,5
diputada,presidenta,5
espacio,tampicovacontodo,5
privado,publico,5
fecha,horario,5
adulto,espacio,5
dirigido,municipal,5
encabezado,presidenta,5
presidenta,respaldo,5
olga,ruiz,5
empresa,pemex,5
mujer,presente,5
camino,presidenta,5
mujer,publico,5
cultural,taller,5
detalles,fecha,5
agosto,detalles,5
fecha,taller,5
escueladeartesmetro,informes,5
escueladeartesmetro,metro,5
arte,escueladeartesmetro,5
arte,metro,5
agosto,hrs,5
horario,hrs,5
municipal,respaldo,5
conurbado,empresa,4
iniciativa,olga,4
cultural,hrs,4
camara,cultural,4
publico,tampicovacontodo,4
invitar,municipal,4
apoyo,demandar,4
ayuntamiento,publico,4
invitar,metropolitano,4
costo,cultural,4
costo,metropolitano,4
costo,metro,4
miercoles,municipal,4
mitad,publico,4
empresa,socio,4
ayuntamiento,fecha,4
ayuntamiento,empresa,4
lanzar,publico,4
camara,empresa,4
afiliado,camara,4
economia,iniciativa,4
municipal,presente,4
futuro,presente,4
lanzar,presidenta,4
privado,prohibir,4
impulsado,iniciativa,4
camara,mujer,4
jose,ruiz,4
adulto,agosto,4
fuerte,mujer,4
organismo,presidenta,4
cultural,participacion,4
participacion,presidenta,4
agosto,dirigido,4
lunes,participacion,4
mujer,ruiz,4
pago,privado,4
camino,mujer,4
extranjero,privado,4
espacio,privado,4
patria,pemex,4
municipal,taller,4
encabezado,metro,4
municipal,participante,4
invitar,taller,4
horario,taller,4
costo,informes,4
costo,escueladeartesmetro,4
artes,metro,4
artes,hrs,4
horario,lunes,4
mexicanos,publico,4
economia,privado,4
patria,presidenta,4
economia,publico,4
corazon,maestro,3
artes,taller,3
espacio,maestro,3
gusto,invitar,3
cultural,encabezado,3
cultural,disenado,3
camara,encabezado,3
municipal,tampicovacontodo,3
mujer,ubicar,3
impulso,privado,3
invitar,presidenta,3
apoyo,publico,3
empresa,ubicar,3
cultural,presidenta,3
camara,maestro,3
presidenta,taller,3
publico,socio,3
participacion,presente,3
ayuntamiento,privado,3
lanzar,privado,3
afiliado,empresa,3
camara,resto,3
empresa,espacio,3
empresa,pese,3
espacio,futuro,3
futuro,municipal,3
presidenta,tampicovacontodo,3
cifra,municipal,3
adulto,presidenta,3
corazon,enviar,3
camara,corazon,3
arte,espacio,3
metropolitano,tampicovacontodo,3
agosto,tampicovacontodo,3
arte,tampicovacontodo,3
apoyo,dirigido,3
publico,ubicar,3
camara,horario,3
organismo,publico,3
afiliado,organismo,3
enviar,mujer,3
municipal,participacion,3
agosto,miercoles,3
camara,presidenta,3
publico,resto,3
pardo,publico,3
fecha,lunes,3
dirigido,economia,3
presente,presidenta,3
encabezado,participacion,3
mujer,participacion,3
diputada,espacio,3
diputada,municipal,3
lunes,miercoles,3
iniciativa,ruiz,3
apoyo,presente,3
empresa,pago,3
pago,pemex,3
camino,ubicar,3
checar,espacio,3
