source,target,weight
caso,dafne,147
academia,dafne,115
academia,militarizada,71
caso,investigacion,63
dafne,investigacion,59
dafne,militarizada,57
dafne,joven,55
fiscalia,investigacion,49
danna,yanina,49
caso,fiscalia,46
academia,caso,46
dafne,fiscalia,45
academia,investigacion,41
dafne,feminicidio,37
dafne,morir,36
adolescente,dafne,33
caso,joven,32
jorge,luis,30
dafne,yanina,29
academia,joven,28
caso,feminicidio,25
caso,militarizada,24
academia,morir,24
academia,fiscalia,23
dafne,danna,23
joven,presentar,22
fiscalia,orden,22
dafne,presentar,22
dafne,defensa,22
academia,jorge,21
caso,yanina,21
academia,danna,21
audiencia,dafne,21
academia,luis,20
caso,morir,20
investigacion,militarizada,20
audiencia,caso,20
academia,yanina,20
aprehension,orden,19
caso,orden,19
preventivo,prision,19
joven,militarizada,18
academia,adolescente,18
investigacion,orden,16
dafne,detenido,16
feminicidio,investigacion,16
caso,sexual,15
caso,explicar,15
fiscalia,joven,15
investigacion,joven,15
militarizada,morir,15
joven,morir,15
adolescente,caso,15
academia,defensa,15
audiencia,danna,15
fiscalia,yanina,14
caso,luis,14
feminicidio,fiscalia,14
defensa,investigacion,14
academia,feminicidio,14
caso,danna,14
audiencia,yanina,14
academia,explicar,13
aprehension,fiscalia,13
caso,denuncia,13
academia,presentar,13
investigacion,luis,13
dafne,luis,13
danna,fiscalia,13
jorge,militarizada,12
feminicidio,joven,12
dafne,instalacion,12
caso,detenido,12
academia,milenio,12
audiencia,investigacion,12
dafne,explicar,11
fiscalia,militarizada,11
caso,presentar,11
adolescente,militarizada,11
dato,fiscalia,11
detenido,fiscalia,11
caso,nieta,11
dafne,jorge,10
caso,jorge,10
caso,instalacion,10
adolescente,morir,10
caso,defensa,10
prision,yanina,10
caso,dato,10
jorge,joven,9
explicar,fiscalia,9
militarizada,yanina,9
explicar,investigacion,9
investigacion,presentar,9
dafne,orden,9
fiscalia,morir,9
joven,luis,9
instalacion,joven,9
academia,detenido,9
aclarar,investigacion,9
joven,yanina,9
danna,orden,9
investigacion,yanina,9
dafne,prision,9
preventivo,yanina,9
explicar,militarizada,8
aprehension,investigacion,8
caso,solicitud,8
adolescente,joven,8
luis,militarizada,8
luis,presentar,8
interior,militarizada,8
detenido,joven,8
integral,joven,8
danna,militarizada,8
danna,feminicidio,8
audiencia,integral,8
diligencia,investigacion,8
dafne,nieta,8
investigacion,milenio,7
fiscalia,presentar,7
dafne,penal,7
defensa,joven,7
adolescente,fiscalia,7
govea,orozco,7
academia,interior,7
dato,investigacion,7
denuncia,investigacion,7
academia,aclarar,7
aclarar,caso,7
jorge,presentar,7
abogado,yanina,7
dafne,interior,7
danna,joven,7
detenido,yanina,7
adolescente,yanina,7
feminicidio,yanina,7
danna,investigacion,7
danna,ministerio,7
explicar,presentar,6
explicar,joven,6
caso,presuntamente,6
caso,considerar,6
fiscalia,sexual,6
