source,target,weight
escuela,nina,25
escuela,militar,25
deber,escuela,24
deber,querer,20
deber,director,19
escuela,hija,17
dejar,querer,16
deber,hijo,16
deber,investigar,16
campamento,escuela,15
escuela,padre,13
director,ponce,13
hija,victima,13
campamento,regular,13
culpable,victima,13
deber,nina,13
culpable,querer,13
deber,padre,12
director,escuela,12
abuso,escuela,12
campamento,hija,12
deber,ojala,12
investigar,militar,12
hija,padre,12
hija,nina,11
disciplina,militar,11
escuela,investigar,11
disciplina,escuela,11
escuela,querer,11
alumno,escuela,10
dejar,nombre,10
existir,victima,10
deber,militar,10
hijo,meter,10
hija,querer,10
colegio,militar,10
culpable,hija,10
cosa,querer,10
deber,pagar,10
culpable,deber,10
existir,mal,9
deber,dejar,9
director,militar,9
militar,ponce,9
militar,padre,9
deber,matar,9
deber,existir,9
hijo,padre,9
carcel,deber,9
carcel,culpable,9
disciplina,estricto,9
campamento,hijo,8
abuso,victima,8
hija,militar,8
campamento,militar,8
dejar,hija,8
escuela,victima,8
dejar,padre,8
hijo,querer,8
nina,querer,8
hija,senora,8
culpable,dejar,8
militar,querer,8
mano,querer,8
dejar,victima,7
escuela,perez,7
hija,investigar,7
existir,padre,7
dejar,existir,7
dejar,investigar,7
director,victima,7
hija,hijo,7
deber,victima,7
deber,disciplina,7
deber,mano,7
hijo,ojala,7
abuso,deber,7
dejar,hijo,7
investigar,nina,7
chica,culpable,7
padre,querer,7
campamento,director,7
investigar,padre,7
meter,querer,7
querer,viejo,7
mentira,querer,7
cosa,deber,7
deber,estrella,7
director,estrella,7
deber,meter,7
padre,victima,7
aplicar,senora,7
escuela,mano,6
ensenar,escuela,6
anual,dejar,6
hijo,nina,6
escuela,existir,6
golpe,golpear,6
deber,estricto,6
mal,nina,6
militar,nina,6
hijo,pagar,6
hija,papa,6
dejar,escuela,6
hija,meter,6
ojala,pagar,6
entender,pobre,6
escuela,meter,6
escuela,hijo,6
meter,nina,6
culpa,querer,6
ojala,padre,6
deber,muerto,6
asesino,chica,6
director,investigar,6
culpable,pagar,6
pobre,querer,6
hija,viejo,6
matar,violento,6
abuso,nina,6
culpable,investigar,6
matar,victima,6
mal,querer,6
chivo,culpable,6
querer,senora,6
campamento,nina,5
dejar,mal,5
aplicar,deber,5
abuso,hija,5
abuso,militar,5
dejar,nina,5
cerrar,deber,5
deber,hija,5
nina,padre,5
golpear,victima,5
existir,ojala,5
entender,pagar,5
alguien,existir,5
existir,regular,5
mando,senora,5
campamento,deber,5
campamento,disciplina,5
hijo,investigar,5
asesino,deber,5
matar,ojala,5
castigo,deber,5
castigo,director,5
mal,victima,5
cosa,padre,5
entender,padre,5
entender,hijo,5
hija,maldito,5
alumno,deber,5
director,nina,5
mal,muerto,5
causar,hija,5
culpa,culpable,5
culpable,mal,5
deber,mal,5
campamento,dejar,5
campamento,padre,5
investigar,victima,5
campamento,colegio,5
mano,meter,5
culpa,mano,5
culpa,investigar,5
dejar,director,5
carcel,castigo,5
carcel,ojala,5
entender,ojala,5
querer,victima,5
chico,golpe,5
escuela,regular,5
campamento,existir,5
castigar,deber,5
alguien,escuela,5
escuela,sedena,5
disciplina,tortura,5
investigar,querer,5
escuela,nombre,5
querer,supuesto,5
culpable,inocente,5
carcel,dejar,5
carcel,investigar,5
alguien,inocente,5
campamento,estrella,5
chivo,expiatorio,5
investigar,meter,5
abusar,ponce,5
dejar,disciplina,4
disciplina,nombre,4
abuso,existir,4
mal,nombre,4
director,estricto,4
hija,mal,4
ponce,victima,4
mal,pagar,4
hijo,militar,4
escuela,estrella,4
estrella,victima,4
existir,hija,4
mal,pobre,4
dejar,pobre,4
chico,colegio,4
colegio,mando,4
hija,torturar,4
muerto,nina,4
hija,muerto,4
muerto,querer,4
alumno,disciplina,4
disciplina,llamar,4
asesino,senora,4
aplicar,victima,4
culpable,director,4
culpable,viejo,4
colegio,investigar,4
investigar,mano,4
abusar,hijo,4
abusar,deber,4
abusar,ojala,4
abuso,director,4
director,llamar,4
alumno,director,4
chica,dejar,4
cosa,entender,4
cosa,dejar,4
cosa,hijo,4
dejar,maldito,4
mal,militar,4
notar,querer,4
culpa,nina,4
abusar,nina,4
cosa,hija,4
carcel,viejo,4
hija,lamentable,4
hijo,mal,4
nina,pagar,4
ala,nina,4
ala,chica,4
campamento,castigo,4
campamento,querer,4
querer,triste,4
escuela,lamentable,4
lamentable,querer,4
dejar,mano,4
escuela,pagar,4
mal,mano,4
mano,padre,4
entender,investigar,4
dejar,llamar,4
cosa,culpable,4
alguien,entender,4
alguien,cosa,4
aplicar,dejar,4
deber,impune,4
derechos,regular,4
culpable,militar,4
dejar,senora,4
culpable,nina,4
estricto,militar,4
carcel,ponce,4
director,querer,4
maldito,querer,4
senora,viejo,4
deber,senora,4
mano,militar,4
escuela,tortura,4
deber,nombre,4
dejar,militar,4
deber,pobre,4
deber,entender,4
investigar,senora,4
culpable,expiatorio,4
ojala,querer,4
castigo,ojala,4
disciplina,senora,4
mano,senora,4
culpable,escuela,4
alguien,querer,4
abuso,investigar,4
hijo,senora,4
carcel,hijo,4
culpable,padre,4
padre,perez,4
escuela,matar,4
dana,padre,4
nombre,ojala,4
abusar,director,4
escuela,ponce,4
acusado,perez,4
campamento,victima,4
director,hija,4
cosa,ojala,4
investigar,llamar,4
escuela,muerto,4
alumno,mano,3
llamar,querer,3
existir,normal,3
cerrar,dejar,3
director,padre,3
abuso,alumno,3
culpable,golpear,3
existir,nombre,3
chico,papa,3
director,supuesto,3
deber,supuesto,3
militar,victima,3
cerrar,mal,3
cerrar,pagar,3
chico,mando,3
escuela,mando,3
meter,victima,3
hija,ojala,3
entender,mal,3
pobre,triste,3
alguien,pobre,3
alguien,dejar,3
colegio,siquiera,3
aplicar,existir,3
escuela,torturar,3
escuela,inscribir,3
hijo,muerto,3
culpa,hija,3
ala,hija,3
alumno,militar,3
disciplina,padre,3
padre,pobre,3
hijos,padres,3
golpear,pobre,3
alumno,entender,3
chico,mano,3
lamentable,nombre,3
culpable,mentira,3
alli,mentira,3
investigar,ojala,3
colegio,deber,3
asesino,hijo,3
asesino,matar,3
abusar,abuso,3
director,ojala,3
culpable,ojala,3
cerrar,cosa,3
victima,viejo,3
cosa,victima,3
entender,militar,3
dejar,entender,3
causar,cerrar,3
causar,militar,3
culpa,dejar,3
derechos,nina,3
cosa,senora,3
muerto,senora,3
mal,senora,3
golpe,mal,3
golpe,pobre,3
meter,militar,3
maldito,militar,3
alli,hija,3
carcel,mal,3
carcel,padre,3
normal,padre,3
normal,ojala,3
abusar,escuela,3
escuela,ojala,3
disciplina,hija,3
abuelita,escuela,3
escuela,llamar,3
campamento,senora,3
campamento,lamentable,3
lamentable,nina,3
chica,nina,3
castigo,nina,3
entender,querer,3
dejar,lamentable,3
mano,nina,3
asesino,querer,3
abuso,disciplina,3
abuso,querer,3
abuso,padre,3
abuso,colegio,3
colegio,disciplina,3
colegio,director,3
hija,mando,3
hija,hijos,3
disciplina,investigar,3
cerrar,querer,3
nombre,pobre,3
dejar,matar,3
dejar,hijos,3
matar,querer,3
existir,querer,3
dejar,viejo,3
culpable,torturar,3
cerrar,senora,3
matar,muerto,3
campamento,jamas,3
impune,nina,3
castigar,nina,3
abuso,castigar,3
nina,preguntar,3
golpear,nina,3
alumno,victima,3
carcel,director,3
deber,maldito,3
culpable,maldito,3
deber,lamentable,3
asesino,culpable,3
asesino,hija,3
militar,senora,3
militar,preguntar,3
nina,tortura,3
ala,deber,3
escuela,estricto,3
deber,llamar,3
director,disciplina,3
entender,llamar,3
carcel,pobre,3
culpable,supuesto,3
inocente,querer,3
dejar,mentira,3
dejar,inepto,3
deber,inocente,3
existir,inocente,3
carcel,querer,3
acusado,padre,3
acusado,escuela,3
aplicar,militar,3
senora,tortura,3
mano,pagar,3
nombre,ponce,3
director,nombre,3
estrella,nombre,3
estrella,ponce,3
alguien,padre,3
castigo,culpable,3
derechos,escuela,3
perez,victima,3
asesino,inocente,3
asesino,dejar,3
culpable,hijos,3
torturar,victima,3
culpable,matar,3
chica,padre,3
derechos,victima,3
culpable,entender,3
alguien,lamentable,3
aplicar,querer,3
dana,querer,3
mentira,padre,3
culpable,existir,3
chivo,querer,3
expiatorio,querer,3
mano,notar,3
hijo,nombre,3
abusar,llamar,3
llamar,ponce,3
deber,mentira,3
alumno,estrella,3
abusar,alumno,3
mentira,ponce,3
carcel,senora,3
culpar,querer,3
alguien,victima,3
ensenar,mano,2
existir,muerto,2
nombre,victima,2
cerrar,victima,2
cerrar,nombre,2
cerrar,disciplina,2
hijo,papa,2
dejar,siquiera,2
director,perez,2
aplicar,culpable,2
causar,culpable,2
golpear,padre,2
causar,existir,2
aplicar,director,2
aplicar,estricto,2
abuso,campamento,2
campamento,investigar,2
investigar,mal,2
nina,victima,2
pagar,torturar,2
cerrar,torturar,2
hijo,torturar,2
manos,pagar,2
hijo,manos,2
deber,manos,2
chico,hija,2
nina,papa,2
mando,papa,2
mando,nina,2
golpear,mando,2
escuela,golpear,2
dejar,estrella,2
dejar,meter,2
estrella,hija,2
meter,ojala,2
abuso,alli,2
alli,entender,2
alli,mal,2
alli,pobre,2
existir,pobre,2
causar,pobre,2
causar,dejar,2
dejar,supuesto,2
alguien,supuesto,2
alguien,siquiera,2
aplicar,colegio,2
aplicar,siquiera,2
pagar,siquiera,2
chico,pagar,2
nombre,papa,2
castigo,nombre,2
castigar,nombre,2
colegio,nombre,2
castigar,mando,2
castigar,colegio,2
castigar,impune,2
castigar,culpar,2
castigo,estrella,2
inocente,sedena,2
castigo,jamas,2
abuelita,hija,2
hija,inscribir,2
inscribir,nina,2
meter,muerto,2
culpa,muerto,2
ala,querer,2
ala,militar,2
alumno,llamar,2
disciplina,ojala,2
llamar,padre,2
llamar,ojala,2
ojala,pobre,2
ojala,viejo,2
jamas,viejo,2
ojala,triste,2
asesino,ojala,2
asesino,disciplina,2
asesino,golpear,2
entender,senora,2
alumno,pobre,2
colegio,entender,2
alumno,colegio,2
colegio,mano,2
colegio,maldito,2
maldito,mano,2
abuso,nombre,2
abuso,supuesto,2
abuso,papa,2
supuesto,victima,2
abuso,sedena,2
asesino,sedena,2
asesino,cerrar,2
inscribir,tortura,2
inscribir,lamentable,2
inscribir,viejo,2
tortura,viejo,2
lamentable,viejo,2
inepto,lamentable,2
inepto,viejo,2
castigar,viejo,2
inepto,manos,2
mentira,violento,2
director,violento,2
director,tortura,2
culpable,tortura,2
alli,lamentable,2
hijos,notar,2
nombre,padre,2
deber,regular,2
campamento,manos,2
colegio,hijo,2
hijo,mano,2
mano,muerto,2
hijo,matar,2
abusar,matar,2
castigo,llamar,2
alumno,castigo,2
castigar,llamar,2
cerrar,ojala,2
castigar,culpable,2
cosa,mal,2
jamas,mal,2
jamas,padre,2
mal,padre,2
asesino,padre,2
chica,entender,2
asesino,militar,2
asesino,cosa,2
cosa,militar,2
dejar,papa,2
impune,papa,2
dejar,pagar,2
pagar,papa,2
impune,pagar,2
asesino,ponce,2
ponce,triste,2
cerrar,ponce,2
mal,ponce,2
cerrar,militar,2
causar,mal,2
causar,nina,2
ponce,querer,2
alumno,dejar,2
cosa,nina,2
cosa,derechos,2
derechos,hija,2
derechos,senora,2
golpear,meter,2
meter,pobre,2
militar,pobre,2
alguien,militar,2
maldito,pobre,2
alguien,hija,2
hija,pobre,2
alguien,alli,2
alguien,mal,2
carcel,hija,2
carcel,papa,2
abusar,viejo,2
abusar,padre,2
existir,lamentable,2
lamentable,ojala,2
lamentable,padre,2
padre,senora,2
nina,perez,2
causar,senora,2
chica,muerto,2
chica,deber,2
existir,hijo,2
mal,meter,2
meter,pagar,2
chico,culpable,2
chica,hija,2
alli,nina,2
hijo,preguntar,2
dejar,preguntar,2
entender,escuela,2
escuela,triste,2
lamentable,triste,2
mano,triste,2
lamentable,mano,2
entender,meter,2
disciplina,querer,2
disciplina,siquiera,2
abuso,siquiera,2
colegio,padre,2
cerrar,padres,2
deber,golpe,2
militar,normal,2
campamento,hijos,2
hija,normal,2
hijos,meter,2
culpa,mal,2
hija,mano,2
hija,padres,2
alguien,disciplina,2
alguien,investigar,2
disciplina,impune,2
cerrar,investigar,2
cerrar,impune,2
cerrar,entender,2
abuelita,querer,2
nombre,querer,2
existir,notar,2
existir,llamar,2
director,existir,2
castigo,dejar,2
director,viejo,2
carcel,inepto,2
abusar,pagar,2
ensenar,torturar,2
cosa,ensenar,2
culpable,normal,2
cerrar,chico,2
cerrar,loco,2
alguien,hijo,2
cosa,existir,2
dejar,violento,2
disciplina,hijo,2
cerrar,escuela,2
regular,triste,2
campamento,triste,2
derechos,existir,2
campamento,derechos,2
campamento,culpable,2
hijo,victima,2
deber,jovencita,2
culpable,impune,2
carcel,pagar,2
alguien,nina,2
lamentable,militar,2
alumno,tortura,2
tortura,victima,2
carcel,victima,2
maldito,viejo,2
deber,viejo,2
culpable,senora,2
culpable,lamentable,2
nina,sedena,2
deber,sedena,2
querer,sedena,2
militar,ojala,2
mano,ojala,2
militar,muerto,2
impune,militar,2
escuela,impune,2
nina,nombre,2
colegio,nina,2
colegio,querer,2
colegio,escuela,2
castigar,padre,2
estricto,llamar,2
colegio,estricto,2
ala,entender,2
ala,mano,2
entender,mano,2
senora,victima,2
cosa,investigar,2
causar,querer,2
carcel,mentira,2
expiatorio,pagar,2
cosa,golpear,2
deber,golpear,2
lamentable,victima,2
alguien,deber,2
inocente,mal,2
cosa,inocente,2
golpe,ojala,2
matar,padre,2
dejar,ojala,2
culpa,escuela,2
investigar,muerto,2
aplicar,investigar,2
estricto,investigar,2
estricto,senora,2
estricto,tortura,2
mano,tortura,2
culpa,tortura,2
mano,sedena,2
escuela,mal,2
chivo,deber,2
chivo,pagar,2
dejar,tortura,2
abuso,dejar,2
alguien,nombre,2
campamento,nombre,2
castigo,disciplina,2
llamar,nombre,2
nombre,violento,2
alumno,padre,2
meter,padre,2
padre,padres,2
hijo,padres,2
hijo,hijos,2
castigo,investigar,2
castigo,militar,2
derechos,hijo,2
hijo,regular,2
abuso,perez,2
deber,perez,2
chica,marino,2
ala,asesino,2
dejar,padres,2
culpable,padres,2
carcel,chivo,2
carcel,expiatorio,2
director,golpear,2
ala,victima,2
ala,matar,2
culpar,matar,2
chica,culpar,2
asesino,culpar,2
culpar,padre,2
dana,mano,2
dana,victima,2
chica,victima,2
existir,senora,2
asesino,victima,2
deber,ensenar,2
ensenar,victima,2
entender,inocente,2
escuela,inocente,2
chivo,pobre,2
culpable,pobre,2
expiatorio,inocente,2
inocente,muerto,2
culpar,inocente,2
existir,mano,2
ala,ojala,2
ala,nombre,2
hijo,pobre,2
nombre,triste,2
abuso,ponce,2
disciplina,nina,2
investigar,mentira,2
dejar,mando,2
culpable,mando,2
perez,ponce,2
acusado,victima,2
acusado,campamento,2
castigar,hija,2
director,matar,2
cosa,pobre,2
alguien,jamas,2
escuela,jamas,2
culpable,jamas,2
colegio,victima,2
papa,querer,2
cosa,supuesto,2
llamar,meter,2
culpar,deber,2
culpar,investigar,2
culpar,llamar,2
investigar,mando,2
muerto,tortura,2
abusar,cosa,2
alumno,cosa,2
dana,escuela,2
escuela,mentira,2
carcel,nombre,2
asesino,estrella,2
investigar,ponce,2
ponce,senora,2
meter,senora,2
deber,ponce,2
carcel,meter,2
culpar,dana,2
alguien,culpar,2
hijos,padre,2
culpa,mando,2
inscribir,mando,2
culpar,dejar,2
culpar,hija,2
aplicar,hijo,2
padre,supuesto,2
senora,supuesto,2
ojala,senora,2
entender,hija,2
cosa,nombre,2
inocente,senora,2
aplicar,campamento,2
supuesto,viejo,2
nina,supuesto,2
muerto,normal,1
perez,querer,1
muerto,victima,1
muerto,nombre,1
cerrar,muerto,1
alumno,existir,1
director,entender,1
aplicar,golpear,1
aplicar,causar,1
aplicar,golpe,1
causar,golpear,1
causar,golpe,1
causar,padre,1
golpe,padre,1
existir,golpe,1
jamas,ojala,1
aplicar,supuesto,1
campamento,mal,1
mal,torturar,1
cerrar,hijo,1
cerrar,manos,1
manos,militar,1
hija,manos,1
deber,papa,1
militar,papa,1
chico,militar,1
chico,nina,1
chico,padre,1
mando,padre,1
dejar,golpear,1
estrella,golpear,1
estrella,meter,1
existir,meter,1
existir,pagar,1
abuso,ojala,1
alli,ojala,1
abuso,pagar,1
abuso,entender,1
alli,pagar,1
entender,existir,1
mal,triste,1
existir,triste,1
causar,triste,1
supuesto,triste,1
causar,supuesto,1
pobre,supuesto,1
colegio,supuesto,1
colegio,dejar,1
alguien,colegio,1
colegio,existir,1
existir,siquiera,1
regular,siquiera,1
aplicar,regular,1
aplicar,pagar,1
aplicar,chico,1
pagar,regular,1
chico,regular,1
colegio,regular,1
colegio,pagar,1
mando,pagar,1
castigo,chico,1
colegio,papa,1
castigo,colegio,1
colegio,jovencita,1
castigo,papa,1
jovencita,papa,1
castigo,jovencita,1
castigo,mando,1
jovencita,nombre,1
jovencita,mando,1
castigar,jovencita,1
mando,nombre,1
impune,mando,1
colegio,impune,1
colegio,culpar,1
abuelita,colegio,1
culpar,impune,1
abuelita,impune,1
derechos,impune,1
abuelita,culpar,1
culpar,derechos,1
culpar,estrella,1
abuelita,derechos,1
abuelita,estrella,1
abuelita,violento,1
derechos,estrella,1
derechos,violento,1
derechos,inocente,1
estrella,violento,1
estrella,inocente,1
inocente,violento,1
castigo,violento,1
jamas,violento,1
castigo,inocente,1
inocente,jamas,1
castigo,sedena,1
jamas,sedena,1
abuelita,hijo,1
abuelita,torturar,1
abuelita,inscribir,1
inscribir,torturar,1
inscribir,meter,1
alumno,querer,1
ala,culpa,1
alumno,culpa,1
culpa,militar,1
ala,alumno,1
ala,disciplina,1
llamar,militar,1
llamar,pobre,1
loco,padre,1
loco,ojala,1
loco,pobre,1
pobre,viejo,1
jamas,pobre,1
loco,viejo,1
jamas,loco,1
loco,padres,1
padres,viejo,1
hijos,viejo,1
jamas,padres,1
hijos,jamas,1
jamas,triste,1
padres,triste,1
chico,padres,1
hijos,triste,1
chico,hijos,1
hijos,ojala,1
chico,triste,1
disciplina,triste,1
chico,ojala,1
chico,disciplina,1
asesino,chico,1
mando,ojala,1
disciplina,mando,1
disciplina,golpear,1
asesino,mando,1
entender,mando,1
golpear,senora,1
entender,golpear,1
pobre,senora,1
chico,pobre,1
chico,entender,1
alumno,chico,1
chico,maldito,1
mano,siquiera,1
mano,padres,1
maldito,siquiera,1
maldito,padres,1
maldito,nombre,1
padres,siquiera,1
nombre,siquiera,1
alli,siquiera,1
nombre,padres,1
alli,padres,1
abuso,padres,1
alli,nombre,1
golpear,nombre,1
alli,golpear,1
alli,supuesto,1
abuso,golpear,1
golpear,supuesto,1
golpear,papa,1
papa,supuesto,1
papa,victima,1
papa,sedena,1
