source,target,weight
caso,escuela,58
caso,proceso,37
caso,presunto,25
caso,publico,23
jorge,luis,20
caso,hora,20
proceso,vincular,20
caso,menor,19
caso,director,19
ministerio,publico,18
escuela,plantel,18
campamento,caso,17
director,jorge,16
director,luis,16
hora,luis,15
caso,luis,14
caso,derecho,14
luis,potosi,13
campamento,escuela,12
caso,detenido,12
caso,nombre,12
director,escuela,12
caso,control,12
control,proceso,12
chucho,nader,12
jorge,ponce,11
luis,ponce,11
hora,menor,11
caso,muerto,11
caso,entender,11
caso,plantel,11
caso,llamado,11
penal,proceso,11
hora,proceso,11
caso,implicado,10
caso,homicidio,10
caso,jorge,10
escuela,muerto,10
caso,estrellita,10
control,publico,10
hora,jorge,9
campamento,proceso,9
control,hora,9
director,ponce,8
irregularidad,presunto,8
derecho,escuela,8
derecho,proceso,8
acusado,caso,8
esposa,ponce,8
nombre,publico,8
escuela,publico,7
mencionar,publico,7
caso,irregularidad,7
entender,escuela,7
control,escuela,7
escuela,proceso,7
caso,guerrero,7
derecho,publico,7
escuela,fisico,7
concluir,proceso,7
proceso,publico,7
control,juez,7
presunto,proceso,7
menor,proceso,7
camara,hora,7
escuela,menor,6
caso,fallecimiento,6
director,proceso,6
caso,juez,6
caso,fisico,6
castigo,fisico,6
caso,declaracion,6
detenido,estrellita,6
exalumno,presunto,6
fisico,plantel,6
estrellita,luis,6
luis,proceso,6
campamento,plantel,6
caso,mencionar,6
caso,penal,6
dolor,menor,6
llamado,publico,6
caso,maltrato,6
director,hora,6
juez,proceso,6
irregularidad,proceso,6
derecho,hora,6
luis,publico,6
escuela,presunto,5
control,derecho,5
caso,concluir,5
detenido,menor,5
director,estrellita,5
detenido,presunto,5
campamento,presunto,5
estrellita,ponce,5
declarar,escuela,5
plantel,publico,5
plantel,ponce,5
escuela,exalumno,5
hora,publico,5
menor,publico,5
estrellita,jorge,5
control,luis,5
escuela,jorge,4
caso,esposa,4
caso,testimonio,4
caso,ponce,4
homicidio,menor,4
escuela,homicidio,4
derecho,director,4
guerrero,uniforme,4
escuela,nombre,4
escuela,fallecimiento,4
derecho,nombre,4
control,director,4
detenido,ministerio,4
detenido,publico,4
caso,ministerio,4
concluir,publico,4
campamento,castigo,4
campamento,fisico,4
campamento,menor,4
detenido,director,4
detenido,escuela,4
director,plantel,4
declaracion,detenido,4
nombre,ponce,4
fisico,maltrato,4
camara,escuela,4
declarar,derecho,4
caso,declarar,4
control,declarar,4
detenido,proceso,4
concluir,hora,4
estrellita,proceso,4
escuela,maltrato,4
acusado,homicidio,4
proceso,recinto,4
mencionar,menor,4
declaracion,publico,4
jorge,proceso,4
estrellita,hora,4
jorge,juez,4
juez,luis,4
caso,dolor,4
camara,luis,4
control,vincular,4
campamento,vincular,4
esposa,nader,4
concluir,nombre,3
menor,nombre,3
jorge,publico,3
esposa,publico,3
detenido,homicidio,3
director,testimonio,3
derecho,luis,3
escuela,ponce,3
prohibir,uniforme,3
entender,nombre,3
control,entender,3
caso,uniforme,3
entender,publico,3
caso,pareja,3
castigo,mencionar,3
campamento,detenido,3
campamento,director,3
director,menor,3
acusado,campamento,3
dolor,entender,3
campamento,penal,3
penal,presunto,3
castigo,plantel,3
nombre,plantel,3
jefe,nombre,3
declarar,llamado,3
plantel,proceso,3
hora,nombre,3
entender,maltrato,3
menor,presunto,3
fallecimiento,plantel,3
declarar,publico,3
escuela,juez,3
control,detenido,3
detenido,vincular,3
caso,vincular,3
muchisimos,nombre,3
nombre,penal,3
concluir,luis,3
llamado,proceso,3
campamento,publico,3
director,publico,3
control,penal,3
escuela,ministerio,3
hora,mencionar,3
detenido,mencionar,3
detenido,hora,3
luis,menor,3
declarar,proceso,3
caso,recinto,3
dolor,proceso,3
mencionar,proceso,3
declaracion,ministerio,3
ministerio,proceso,3
declaracion,plantel,3
camara,publico,3
exalumno,hora,3
campamento,estrellita,3
estrellita,nombre,3
estrellita,plantel,3
esposa,estrellita,3
hora,juez,3
fallecimiento,publico,3
caso,exgobernador,3
derecho,jefe,3
control,recinto,3
hora,recinto,3
dolor,escuela,3
camara,potosi,3
camara,caso,3
esposa,plantel,3
ponce,publico,3
juez,vincular,3
penal,vincular,3
exgobernador,nombre,3
exgobernador,proceso,3
guerrero,vincular,3
guerrero,proceso,3
exgobernador,guerrero,3
muerto,nader,3
hambre,nader,3
potosi,recinto,3
hogar,nombre,2
hogar,muchisimos,2
hogar,pareja,2
jorge,presunto,2
presunto,publico,2
esposa,implicado,2
implicado,publico,2
detenido,testimonio,2
homicidio,testimonio,2
director,homicidio,2
fisico,testimonio,2
hora,ponce,2
caso,potosi,2
guerrero,irregularidad,2
escuela,guerrero,2
director,uniforme,2
entender,proceso,2
derecho,entender,2
castigo,derecho,2
castigo,publico,2
caso,castigo,2
fisico,menor,2
escuela,estrellita,2
acusado,escuela,2
declaracion,estrellita,2
declaracion,presunto,2
presunto,testimonio,2
castigo,presunto,2
castigo,testimonio,2
castigo,exalumno,2
exalumno,plantel,2
fisico,nombre,2
fisico,jefe,2
jefe,plantel,2
fisico,presunto,2
plantel,presunto,2
implicado,plantel,2
jorge,plantel,2
implicado,jorge,2
jorge,nombre,2
entender,fisico,2
castigo,entender,2
proceso,prohibir,2
esposa,proceso,2
esposa,luis,2
control,plantel,2
control,fallecimiento,2
control,menor,2
director,esposa,2
caso,foto,2
control,homicidio,2
declarar,homicidio,2
declarar,detenido,2
declarar,testimonio,2
control,estrellita,2
control,muerto,2
homicidio,proceso,2
acusado,proceso,2
luis,testimonio,2
ponce,testimonio,2
jorge,testimonio,2
caso,exalumno,2
campamento,exalumno,2
penal,publico,2
maltrato,plantel,2
control,maltrato,2
control,jorge,2
luis,plantel,2
exalumno,maltrato,2
declarar,presunto,2
declarar,ministerio,2
control,ministerio,2
acusado,derecho,2
campamento,homicidio,2
campamento,control,2
mencionar,ministerio,2
derecho,juez,2
juez,mencionar,2
control,presunto,2
homicidio,mencionar,2
homicidio,presunto,2
derecho,irregularidad,2
derecho,dolor,2
acusado,presunto,2
escuela,mencionar,2
declaracion,proceso,2
hora,presunto,2
detenido,nombre,2
estrellita,implicado,2
implicado,menor,2
menor,testimonio,2
declaracion,hora,2
castigo,estrellita,2
estrellita,publico,2
jorge,penal,2
exgobernador,presunto,2
director,jefe,2
hora,jefe,2
declarar,hora,2
derecho,estrellita,2
dolor,plantel,2
hora,vincular,2
concluir,control,2
camara,control,2
concluir,jefe,2
camara,jefe,2
muchisimos,publico,2
juez,publico,2
exalumno,muerto,2
derecho,muerto,2
escuela,esposa,2
esposa,nombre,2
esposa,ministerio,2
ministerio,ponce,2
implicado,juez,2
derecho,foto,2
fisico,llamado,2
dolor,maltrato,2
entender,menor,2
implicado,presunto,2
nombre,proceso,2
director,nombre,2
ministerio,vincular,2
proceso,testimonio,2
publico,testimonio,2
juez,testimonio,2
presunto,vincular,2
exgobernador,vincular,2
concluir,guerrero,2
concluir,llamado,2
erasmo,publico,2
jefe,publico,2
ejercicio,fisico,2
esposa,pareja,2
chucho,esposa,2
escuela,hora,2
foto,nombre,2
castigo,escuela,2
luis,recinto,2
hogar,proceso,2
hogar,menor,2
fisico,publico,2
guerrero,publico,2
declaracion,derecho,2
derecho,presunto,2
concluir,hogar,1
concluir,menor,1
muchisimos,pareja,1
jorge,uniforme,1
entender,jorge,1
detenido,fisico,1
fisico,homicidio,1
erasmo,testimonio,1
director,fisico,1
erasmo,fisico,1
fisico,jorge,1
director,erasmo,1
erasmo,jorge,1
erasmo,luis,1
erasmo,ponce,1
homicidio,ponce,1
homicidio,hora,1
declarar,jorge,1
derecho,potosi,1
director,potosi,1
derecho,ponce,1
luis,muerto,1
muerto,ponce,1
guerrero,presunto,1
escuela,irregularidad,1
escuela,uniforme,1
guerrero,prohibir,1
hogar,uniforme,1
fallecimiento,nombre,1
control,nombre,1
derecho,uniforme,1
proceso,uniforme,1
entender,uniforme,1
concluir,entender,1
concluir,derecho,1
juez,pareja,1
castigo,fallecimiento,1
fallecimiento,fisico,1
fallecimiento,prohibir,1
castigo,prohibir,1
fisico,prohibir,1
campamento,prohibir,1
menor,prohibir,1
detenido,prohibir,1
acusado,muerto,1
estrellita,presunto,1
penal,testimonio,1
exalumno,testimonio,1
exalumno,fisico,1
castigo,nombre,1
nombre,presunto,1
jefe,presunto,1
camara,fisico,1
implicado,nombre,1
implicado,luis,1
luis,nombre,1
detenido,ponce,1
campamento,entender,1
esposa,prohibir,1
luis,prohibir,1
potosi,prohibir,1
esposa,potosi,1
campamento,fallecimiento,1
fallecimiento,menor,1
hogar,mencionar,1
caso,hogar,1
hora,penal,1
campamento,hora,1
derecho,esposa,1
jorge,menor,1
foto,uniforme,1
detenido,juez,1
entender,juez,1
control,testimonio,1
estrellita,testimonio,1
declarar,estrellita,1
declarar,muerto,1
estrellita,muerto,1
homicidio,vincular,1
muchisimos,penal,1
entender,penal,1
acusado,control,1
estrellita,llamado,1
director,exalumno,1
castigo,director,1
control,exalumno,1
exalumno,proceso,1
castigo,control,1
castigo,proceso,1
castigo,penal,1
penal,plantel,1
jorge,maltrato,1
luis,maltrato,1
muerto,proceso,1
hora,muerto,1
director,implicado,1
exalumno,jorge,1
exalumno,luis,1
luis,presunto,1
exalumno,ponce,1
ponce,presunto,1
maltrato,ponce,1
maltrato,presunto,1
declarar,maltrato,1
control,llamado,1
llamado,ministerio,1
derecho,llamado,1
acusado,llamado,1
acusado,declarar,1
acusado,director,1
director,ministerio,1
llamado,mencionar,1
campamento,derecho,1
campamento,juez,1
control,mencionar,1
mencionar,presunto,1
juez,presunto,1
homicidio,juez,1
derecho,homicidio,1
derecho,recinto,1
declarar,recinto,1
declarar,irregularidad,1
presunto,recinto,1
irregularidad,recinto,1
dolor,hora,1
declaracion,escuela,1
declaracion,jorge,1
hogar,jorge,1
hogar,luis,1
hogar,ponce,1
camara,menor,1
exalumno,menor,1
campamento,nombre,1
estrellita,menor,1
detenido,implicado,1
implicado,testimonio,1
detenido,jorge,1
detenido,luis,1
declaracion,luis,1
detenido,exalumno,1
declaracion,exalumno,1
estrellita,exalumno,1
campamento,irregularidad,1
castigo,irregularidad,1
fisico,irregularidad,1
estrellita,fisico,1
esposa,fisico,1
estrellita,irregularidad,1
esposa,irregularidad,1
irregularidad,jorge,1
esposa,jorge,1
estrellita,penal,1
luis,penal,1
director,penal,1
exgobernador,jorge,1
exgobernador,penal,1
derecho,jorge,1
estrellita,juez,1
derecho,plantel,1
fallecimiento,maltrato,1
dolor,fallecimiento,1
hora,ministerio,1
estrellita,ministerio,1
hora,potosi,1
declarar,director,1
fallecimiento,proceso,1
fallecimiento,jorge,1
fallecimiento,luis,1
declarar,luis,1
declarar,fallecimiento,1
camara,concluir,1
concluir,director,1
camara,director,1
foto,hambre,1
foto,jefe,1
hambre,jefe,1
control,hambre,1
entender,hambre,1
hambre,publico,1
camara,hambre,1
camara,entender,1
entender,muchisimos,1
camara,muchisimos,1
caso,muchisimos,1
juez,muchisimos,1
maltrato,muerto,1
derecho,exalumno,1
entender,exalumno,1
entender,estrellita,1
