source,target,weight
autoridad,militarizado,26
institucion,militarizado,25
autoridad,institucion,22
autoridad,secretaria,17
autoridad,encontrar,17
dia,institucion,17
autoridad,dia,16
institucion,plantel,16
educacion,militarizado,15
educacion,secretaria,14
autoridad,poblacion,14
dia,resultado,13
dia,terminar,12
laura,martinez,12
dia,secretaria,12
dia,recordar,11
dia,militarizado,11
encontrar,institucion,11
autoridad,plantel,10
agresion,institucion,10
militarizado,plantel,10
autoridad,educacion,10
afirmar,militarizado,10
educacion,institucion,10
dia,encontrar,10
dia,medio,9
encontrar,secretaria,9
educacion,sep,9
autoridad,medio,9
encontrar,medio,9
institucion,resultado,9
militarizado,secretaria,9
educacion,publica,9
formacion,institucion,9
formacion,plantel,9
autoridad,recordar,8
autoridad,tratar,8
afirmar,institucion,8
fallecer,institucion,8
institucion,terminar,8
encontrar,plantel,8
autoridad,supervision,8
publica,secretaria,8
autoridad,inmediato,8
autoridad,resultado,8
autoridad,formacion,8
dia,voto,8
juana,laura,8
afirmar,autoridad,7
ingresar,institucion,7
militarizado,resultado,7
encontrar,militarizado,7
autoridad,oficina,7
martinez,voto,7
institucion,secretaria,7
formacion,secretaria,7
formacion,sep,7
formacion,permiso,7
encontrar,voto,7
juana,martinez,7
poblacion,resultado,6
encontrar,terminar,6
autoridad,terminar,6
encontrar,ingresar,6
comision,secretaria,6
medio,secretaria,6
dia,fallecer,6
plantel,terminar,6
militarizado,supervision,6
institucion,tratar,6
autoridad,permiso,6
educacion,permiso,6
militarizado,permiso,6
medio,plantel,6
laura,voto,6
institucion,modelo,6
permiso,sep,6
formacion,militarizado,6
militarizado,modelo,6
secretaria,sep,6
dia,positivo,6
convivencia,resultado,6
convivencia,poblacion,6
militarizado,sep,6
ingresar,terminar,5
autoridad,ingresar,5
educacion,ingresar,5
autoridad,detallar,5
afirmar,entrevista,5
dia,ingresar,5
dia,plantel,5
institucion,medio,5
militarizado,publica,5
agresion,autoridad,5
poblacion,recordar,5
educacion,medio,5
fallecer,militarizado,5
entrevista,militarizado,5
encontrar,permiso,5
quintana,roo,5
educacion,formacion,5
formacion,tratar,5
directora,educacion,5
dia,instituto,5
instituto,secretaria,5
dia,ortega,4
recordar,secretaria,4
comision,instituto,4
positivo,promedio,4
encontrar,grave,4
encontrar,poblacion,4
documentar,encontrar,4
autoridad,publica,4
educacion,plantel,4
encontrar,tratar,4
medio,real,4
ingresar,militarizado,4
agresion,educacion,4
fallecer,recordar,4
plantel,supervision,4
autoridad,fallecer,4
institucion,recordar,4
educacion,tratar,4
encontrar,promedio,4
martinez,poblacion,4
escribir,recordar,4
convivencia,dia,4
educacion,modelo,4
resultado,revelar,4
institucion,revelar,4
fallecer,formacion,4
agresion,terminar,4
publica,sep,4
entrevista,institucion,4
dia,publica,4
dia,poblacion,4
oficina,ortega,4
instituto,modelo,4
detectar,educacion,4
afirmar,detectar,4
dia,presentacion,3
dia,directora,3
directora,medio,3
publica,resultado,3
poblacion,promedio,3
promedio,unicamente,3
enfermedad,positivo,3
conflicto,encontrar,3
conflicto,poblacion,3
afirmar,medio,3
autoridad,documentar,3
especie,medio,3
ingresar,secretaria,3
instituto,resultado,3
afirmar,promedio,3
terminar,tratar,3
plantel,secretaria,3
dia,unicamente,3
autoridad,promedio,3
conflicto,detectar,3
detallar,detectar,3
medio,terminar,3
encontrar,entrevista,3
institucion,unicamente,3
fallecer,herida,3
autoridad,grave,3
afirmar,dia,3
afirmar,grave,3
entrevista,plantel,3
inmediato,plantel,3
agresion,dia,3
inmediato,institucion,3
inmediato,terminar,3
encontrar,inmediato,3
autoridad,sep,3
instituto,plantel,3
ingresar,plantel,3
ingresar,resultado,3
ingresar,real,3
encontrar,recordar,3
fallecer,secretaria,3
encontrar,fallecer,3
secretaria,supervision,3
inmediato,tratar,3
inmediato,militarizado,3
permiso,verificar,3
plantel,verificar,3
documentar,medio,3
institucion,permiso,3
encontrar,oficina,3
agresion,medio,3
encontrar,resultado,3
encontrar,real,3
poblacion,voto,3
resultado,secretaria,3
detallar,recordar,3
autoridad,convivencia,3
ingresar,modelo,3
afirmar,fallecer,3
afirmar,recordar,3
entrevista,revelar,3
autoridad,voto,3
martinez,resultado,3
autoridad,martinez,3
afirmar,secretaria,3
dia,formacion,3
ingresar,instituto,3
directora,militarizado,3
dia,permiso,3
modelo,plantel,3
