source,target,weight
baja,california,17
appel,ruffo,13
baja,ruffo,12
ernesto,ruffo,12
california,ruffo,11
combustible,empresa,10
empresa,operacion,10
california,exgobernador,8
ernesto,exgobernador,8
baja,ernesto,8
fiscal,huachicol,8
empresa,grande,7
baja,exgobernador,7
appel,ernesto,7
empresa,ruffo,7
exgobernador,ruffo,7
empresa,red,6
appel,california,6
baja,ensenada,6
empresa,huachicol,6
comenzar,red,5
alto,grande,5
california,ernesto,5
empresa,ernesto,5
aprehension,orden,5
california,ensenada,5
appel,baja,5
ensenada,ruffo,5
operacion,solicitar,5
alto,industria,4
empresa,industria,4
baja,republica,4
exgobernador,republica,4
relacionado,ruffo,4
appel,relacionado,4
alto,relacionado,4
combustible,grande,4
california,empresa,4
empresa,firma,4
empresa,relacionado,4
huachicol,relacionado,4
huachicol,ruffo,4
empresa,ensenada,4
california,republica,3
alto,operacion,3
empresa,titular,3
operacion,titular,3
alto,ernesto,3
appel,grande,3
grande,relacionado,3
operacion,relacionado,3
combustible,relacionado,3
grande,operacion,3
combustible,operacion,3
combustible,ernesto,3
combustible,ruffo,3
appel,empresa,3
firma,relacionado,3
firma,huachicol,3
fiscal,relacionado,3
fiscal,ruffo,3
appel,fiscal,3
empresa,fiscal,3
appel,exgobernador,3
california,huachicol,3
solicitar,titular,3
alto,empresa,2
red,relacionado,2
red,titular,2
operacion,red,2
grande,industria,2
alto,ruffo,2
alto,appel,2
ernesto,operacion,2
empresa,solicitar,2
orden,solicitar,2
aprehension,solicitar,2
ensenada,orden,2
baja,orden,2
aprehension,ensenada,2
aprehension,baja,2
aprehension,california,2
ensenada,ernesto,2
firma,ruffo,2
firma,fiscal,2
appel,huachicol,2
appel,ensenada,2
combustible,exgobernador,2
alto,california,2
combustible,huachicol,2
combustible,fiscal,2
alto,huachicol,2
ernesto,fiscal,2
empresa,orden,2
aprehension,empresa,2
baja,empresa,2
california,relacionado,2
exgobernador,orden,2
aprehension,exgobernador,2
comenzar,empresa,2
comenzar,ernesto,2
baja,operacion,2
red,solicitar,2
red,supuesto,2
huachicol,supuesto,2
comenzar,operacion,2
grande,orden,2
alto,supuesto,2
firma,identificar,1
firma,solicitar,1
identificar,solicitar,1
identificar,industria,1
empresa,identificar,1
industria,operacion,1
ernesto,solicitar,1
ernesto,orden,1
ruffo,solicitar,1
orden,ruffo,1
aprehension,ruffo,1
ensenada,solicitar,1
appel,firma,1
baja,combustible,1
alto,baja,1
california,combustible,1
alto,combustible,1
alto,fiscal,1
ernesto,huachicol,1
ernesto,republica,1
republica,ruffo,1
appel,republica,1
operacion,orden,1
combustible,orden,1
aprehension,combustible,1
baja,firma,1
california,firma,1
ensenada,exgobernador,1
baja,huachicol,1
california,fiscal,1
ensenada,huachicol,1
ensenada,fiscal,1
grande,ruffo,1
appel,operacion,1
operacion,ruffo,1
orden,republica,1
aprehension,republica,1
identificar,republica,1
grande,republica,1
red,republica,1
grande,identificar,1
identificar,red,1
combustible,identificar,1
grande,red,1
comenzar,grande,1
combustible,red,1
combustible,comenzar,1
comenzar,ruffo,1
exgobernador,operacion,1
baja,titular,1
california,operacion,1
california,titular,1
orden,titular,1
orden,red,1
huachicol,orden,1
aprehension,red,1
aprehension,huachicol,1
aprehension,fiscal,1
huachicol,red,1
fiscal,red,1
huachicol,operacion,1
fiscal,supuesto,1
fiscal,operacion,1
comenzar,fiscal,1
operacion,supuesto,1
comenzar,supuesto,1
empresa,supuesto,1
ensenada,operacion,1
baja,relacionado,1
california,red,1
exgobernador,huachicol,1
alto,identificar,1
california,supuesto,1
grande,supuesto,1
industria,titular,1
fiscal,grande,1
