source,target,weight
historia,vivir,9
experiencia,vivir,9
experiencia,historia,8
agosto,tampicotecuida,6
agosto,experiencia,6
jaiba,unico,6
contar,historia,5
contar,vivir,5
cultura,experiencia,5
arte,tampicovacontodo,5
tampicotecuida,tampicovacontodo,5
agosto,tampicovacontodo,5
contar,social,5
privado,social,5
experiencia,tampicotecuida,5
arte,cultura,4
social,vivir,4
historia,social,4
experiencia,unico,4
experiencia,jaiba,4
historia,jaiba,4
domingo,jaiba,4
contar,experiencia,3
arte,experiencia,3
arte,vivir,3
cultura,vivir,3
arte,tampicotecuida,3
historia,unico,3
domingo,experiencia,3
domingo,unico,3
agosto,domingo,3
unico,vivir,3
cultura,tampicotecuida,2
contar,tampicotecuida,2
afirmar,privado,2
tampicotecuida,vivir,2
contar,privado,2
social,unico,2
arte,unico,2
cultura,unico,2
cultura,jaiba,2
domingo,historia,2
agosto,unico,2
tampicotecuida,unico,2
privado,unico,2
privado,vivir,2
arte,historia,1
tampicovacontodo,vivir,1
cultura,tampicovacontodo,1
agosto,arte,1
contar,tampicovacontodo,1
social,tampicovacontodo,1
social,tampicotecuida,1
afirmar,social,1
jaiba,vivir,1
agosto,vivir,1
experiencia,privado,1
afirmar,experiencia,1
domingo,tampicotecuida,1
domingo,tampicovacontodo,1
arte,domingo,1
tampicovacontodo,unico,1
agosto,contar,1
domingo,vivir,1
