source,target,weight
autoridad,persona,12
autoridad,investigacion,12
lograr,unidad,11
atender,persona,10
autoridad,padre,10
persona,resultado,9
investigacion,resultado,9
investigacion,personal,8
asegurar,perder,7
asegurar,atender,7
inmediato,investigacion,7
persona,unidad,6
autoridad,lograr,6
atender,autoridad,6
padre,persona,6
investigacion,persona,6
labor,lograr,5
atender,unidad,5
elemento,persona,5
autoridad,unidad,5
autoridad,correspondiente,5
autoridad,personal,5
diverso,investigacion,5
diverso,personal,5
criminal,investigacion,5
autoridad,resultado,5
correspondiente,investigacion,5
alcaldesa,colonia,4
lograr,persona,4
autoridad,elemento,4
asegurar,elemento,4
asegurar,autoridad,4
asegurar,persona,4
asegurar,operativo,4
accion,unidad,4
autoridad,publico,4
atender,lograr,4
investigacion,padre,4
persona,publico,3
lograr,resultado,3
atender,gestion,3
entidad,personal,3
persona,personal,3
autoridad,diverso,3
autoridad,perder,3
elemento,unidad,3
excelente,persona,3
unidad,vehiculo,3
elemento,lograr,3
operativo,perder,3
diverso,lograr,3
asegurar,diverso,3
atender,perder,3
perder,persona,3
correspondiente,unidad,3
operativo,persona,3
accion,lograr,3
criminal,diverso,3
asegurar,investigacion,3
alcaldesa,lograr,3
autoridad,criminal,3
asegurar,inmediato,3
correspondiente,resultado,3
autoridad,inmediato,3
elemento,vehiculo,3
colonia,vehiculo,3
operativo,personal,3
labor,resultado,2
atender,padre,2
atender,colonia,2
alcaldesa,atender,2
entidad,resultado,2
personal,resultado,2
entidad,persona,2
legal,personal,2
elemento,inmediato,2
atender,elemento,2
atender,resultado,2
elemento,resultado,2
labor,vehiculo,2
atender,diverso,2
accion,persona,2
personal,publico,2
atender,investigacion,2
investigacion,lograr,2
asegurar,colonia,2
colonia,persona,2
colonia,unidad,2
lograr,perder,2
correspondiente,persona,2
accion,entidad,2
operativo,publico,2
accion,operativo,2
accion,publico,2
elemento,operativo,2
accion,elemento,2
operativo,unidad,2
autoridad,legal,2
lograr,personal,2
asegurar,personal,2
asegurar,criminal,2
diverso,entidad,2
accion,labor,2
inmediato,perder,2
padre,resultado,2
criminal,perder,2
inmediato,resultado,2
correspondiente,gestion,2
inmediato,padre,2
colonia,personal,2
colonia,investigacion,2
asegurar,vehiculo,2
investigacion,unidad,2
diverso,persona,2
autoridad,gestion,1
excelente,labor,1
lograr,publico,1
publico,resultado,1
labor,publico,1
asegurar,entidad,1
colonia,padre,1
gestion,padre,1
colonia,gestion,1
atender,excelente,1
alcaldesa,gestion,1
excelente,gestion,1
alcaldesa,excelente,1
entidad,publico,1
legal,persona,1
diverso,perder,1
accion,colonia,1
atender,inmediato,1
atender,publico,1
inmediato,publico,1
inmediato,unidad,1
publico,unidad,1
elemento,publico,1
labor,unidad,1
lograr,vehiculo,1
autoridad,labor,1
elemento,labor,1
correspondiente,lograr,1
correspondiente,elemento,1
diverso,unidad,1
accion,atender,1
excelente,unidad,1
colonia,diverso,1
colonia,lograr,1
correspondiente,vehiculo,1
persona,vehiculo,1
accion,asegurar,1
asegurar,unidad,1
legal,operativo,1
accion,legal,1
legal,unidad,1
asegurar,legal,1
asegurar,lograr,1
criminal,personal,1
criminal,entidad,1
autoridad,entidad,1
colonia,excelente,1
asegurar,gestion,1
elemento,gestion,1
perder,publico,1
gestion,lograr,1
alcaldesa,asegurar,1
investigacion,perder,1
criminal,persona,1
inmediato,persona,1
criminal,inmediato,1
diverso,inmediato,1
diverso,resultado,1
gestion,resultado,1
asegurar,padre,1
correspondiente,padre,1
correspondiente,inmediato,1
autoridad,colonia,1
accion,excelente,1
atender,correspondiente,1
accion,resultado,1
resultado,unidad,1
accion,investigacion,1
entidad,unidad,1
entidad,lograr,1
labor,persona,1
entidad,labor,1
entidad,investigacion,1
diverso,labor,1
diverso,vehiculo,1
investigacion,labor,1
colonia,labor,1
investigacion,vehiculo,1
personal,vehiculo,1
colonia,operativo,1
personal,unidad,1
elemento,personal,1
inmediato,personal,1
inmediato,operativo,1
operativo,resultado,1
inmediato,lograr,1
perder,personal,1
diverso,operativo,1
asegurar,publico,1
diverso,publico,1
investigacion,publico,1
correspondiente,publico,1
investigacion,legal,1
correspondiente,legal,1
correspondiente,criminal,1
criminal,legal,1
