source,target,weight
millon,proyecto,13
centro,comunidad,8
construir,proyecto,7
centro,general,7
construir,millon,6
infraestructura,proyecto,5
federal,millon,5
esperar,laredo,5
centro,region,5
confirmar,laredo,5
esperar,terminar,5
centro,construir,4
comunidad,region,4
millon,sumar,4
generar,region,4
generar,proyecto,4
federal,proyecto,4
medio,terminar,4
millon,terminar,4
indicar,terminar,4
laredo,sumar,4
coahuila,millon,4
frontera,millon,4
centro,frontera,4
general,indicar,4
federal,general,4
general,millon,4
comunidad,esperar,3
esperar,region,3
federal,medio,3
generar,medio,3
grupo,infraestructura,3
encargado,federal,3
coahuila,federal,3
coahuila,frontera,3
centro,indicar,3
construir,grupo,3
general,victoria,3
comunidad,confirmar,3
general,unidos,3
federal,unidos,3
encargado,terminar,3
esperar,frontera,3
frontera,laredo,3
centro,victoria,3
comunidad,construir,2
centro,proyecto,2
medio,proyecto,2
generar,terminar,2
proyecto,sumar,2
general,terminar,2
proyecto,terminar,2
laredo,proyecto,2
encargado,grupo,2
grupo,proyecto,2
federal,infraestructura,2
infraestructura,millon,2
coahuila,infraestructura,2
federal,terminar,2
millon,unidos,2
centro,unidos,2
general,laredo,2
generar,infraestructura,2
confirmar,infraestructura,2
centro,infraestructura,2
federal,indicar,2
indicar,millon,2
coahuila,indicar,2
comunidad,victoria,2
medio,millon,2
frontera,region,2
general,generar,2
encargado,victoria,2
federal,victoria,2
encargado,esperar,2
general,region,2
region,sumar,2
esperar,indicar,2
centro,esperar,2
indicar,region,2
laredo,region,2
centro,laredo,2
comunidad,proyecto,1
coahuila,grupo,1
comunidad,federal,1
indicar,proyecto,1
comunidad,terminar,1
region,terminar,1
grupo,laredo,1
encargado,laredo,1
grupo,sumar,1
encargado,sumar,1
encargado,proyecto,1
encargado,infraestructura,1
coahuila,terminar,1
coahuila,unidos,1
frontera,terminar,1
terminar,unidos,1
frontera,unidos,1
grupo,unidos,1
centro,millon,1
grupo,millon,1
centro,grupo,1
grupo,indicar,1
general,grupo,1
construir,indicar,1
construir,general,1
construir,victoria,1
indicar,victoria,1
indicar,laredo,1
esperar,general,1
laredo,victoria,1
esperar,victoria,1
generar,victoria,1
generar,laredo,1
laredo,medio,1
esperar,generar,1
esperar,medio,1
esperar,infraestructura,1
infraestructura,medio,1
grupo,medio,1
confirmar,proyecto,1
confirmar,grupo,1
confirmar,construir,1
construir,infraestructura,1
comunidad,infraestructura,1
construir,region,1
federal,frontera,1
comunidad,general,1
confirmar,general,1
confirmar,victoria,1
frontera,infraestructura,1
medio,unidos,1
centro,generar,1
frontera,generar,1
esperar,federal,1
encargado,indicar,1
general,infraestructura,1
indicar,medio,1
confirmar,sumar,1
general,sumar,1
generar,sumar,1
generar,unidos,1
frontera,general,1
region,victoria,1
