source,target,weight
nivel,vida,14
accidente,vida,7
guardia,registrar,5
ingresar,ubicado,5
encontrar,llamado,5
accidente,registrar,4
ingresar,llamado,4
llamado,similar,4
accidente,similar,4
unicamente,vida,3
nivel,unicamente,3
accidente,unicamente,3
accidente,nivel,3
accidente,encontrar,3
francisco,registrar,3
accidente,hospital,3
accidente,guardia,3
accidente,llamado,3
area,ingresar,3
ingresar,similar,3
encontrar,similar,3
encontrar,ubicado,3
encontrar,hospital,3
encontrar,ingresar,3
accidente,ingresar,3
area,vida,2
encontrar,vida,2
similar,ubicado,2
presencia,registrar,2
presencia,similar,2
francisco,guardia,2
guardia,hospital,2
llamado,registrar,2
presencia,vida,2
area,presencia,2
area,ubicado,2
hospital,ingresar,2
hospital,ubicado,2
llamado,vida,2
llamado,ubicado,2
hospital,llamado,2
llamado,unicamente,2
llamado,nivel,2
encontrar,nivel,1
guardia,presencia,1
francisco,presencia,1
guardia,similar,1
francisco,similar,1
registrar,similar,1
hospital,registrar,1
accidente,francisco,1
guardia,llamado,1
registrar,vida,1
area,registrar,1
ingresar,registrar,1
ingresar,presencia,1
area,similar,1
hospital,similar,1
presencia,unicamente,1
area,nivel,1
area,encontrar,1
area,llamado,1
accidente,area,1
registrar,unicamente,1
guardia,nivel,1
hospital,nivel,1
accidente,ubicado,1
ingresar,vida,1
hospital,unicamente,1
encontrar,unicamente,1
nivel,similar,1
llamado,presencia,1
guardia,ingresar,1
hospital,vida,1
