source,target,weight
dejar,marina,16
continuar,dejar,6
dejar,sentir,5
continuar,hora,5
continuar,marina,4
mundo,recorrer,4
cuerpo,sitio,4
cuerpo,marina,4
cuerpo,humano,4
hora,humano,4
marina,operar,4
continuar,puerto,3
humano,mundo,3
conocimiento,humano,3
invitar,mundo,3
hora,sitio,3
marina,sitio,3
conocimiento,cuerpo,3
dejar,participacion,3
dejar,hora,3
cuerpo,sistema,3
operar,puerto,3
marina,sentir,3
marina,sistema,3
cuerpo,dejar,3
calle,mundo,3
mundo,necesitar,3
necesitar,sentir,3
dejar,mundo,3
continuar,sitio,2
dejar,sitio,2
invitar,reflejar,2
necesitar,reflejar,2
humano,recorrer,2
conocimiento,mundo,2
conocimiento,recorrer,2
invitar,recorrer,2
conocimiento,invitar,2
cuerpo,hora,2
hora,marina,2
conocimiento,sitio,2
hora,participacion,2
recurso,sistema,2
necesitar,participacion,2
calle,continuar,2
cuerpo,mundo,2
dejar,recurso,2
calle,recurso,2
operar,sistema,2
clase,marina,2
clase,operar,2
clase,cuerpo,2
dejar,operar,2
conocimiento,dejar,2
continuar,cuerpo,2
marina,mundo,2
mundo,sitio,2
sitio,viajar,2
mundo,reflejar,2
cuerpo,sentir,2
puerto,sentir,2
hora,sentir,2
hora,necesitar,2
dejar,humano,2
dejar,necesitar,2
hora,operar,2
puerto,sitio,1
dejar,puerto,1
dejar,reflejar,1
puerto,reflejar,1
invitar,puerto,1
continuar,reflejar,1
continuar,invitar,1
marina,reflejar,1
invitar,marina,1
dejar,viajar,1
conocimiento,marina,1
dejar,sistema,1
generacion,hora,1
clase,humano,1
sistema,sitio,1
marina,participacion,1
continuar,recurso,1
continuar,generacion,1
humano,sistema,1
conocimiento,hora,1
hora,sistema,1
conocimiento,sistema,1
generacion,recurso,1
calle,marina,1
calle,sentir,1
calle,dejar,1
clase,sistema,1
conocimiento,operar,1
conocimiento,continuar,1
continuar,mundo,1
mundo,viajar,1
calle,viajar,1
recorrer,viajar,1
calle,sitio,1
recorrer,sitio,1
calle,recorrer,1
recorrer,reflejar,1
reflejar,sentir,1
invitar,necesitar,1
necesitar,operar,1
invitar,sentir,1
invitar,operar,1
cuerpo,invitar,1
operar,sentir,1
cuerpo,operar,1
cuerpo,puerto,1
clase,puerto,1
clase,sentir,1
cuerpo,viajar,1
calle,cuerpo,1
clase,conocimiento,1
humano,necesitar,1
humano,sentir,1
humano,marina,1
humano,recurso,1
operar,recurso,1
hora,recurso,1
humano,operar,1
marina,viajar,1
