source,target,weight
nina,nino,25
hijo,nino,12
hijo,nina,9
hijo,investigar,9
muerto,nina,7
cosa,investigar,7
cosa,hijo,7
investigar,nino,6
cosa,nino,6
empezar,nino,6
investigar,nina,5
muerto,nino,5
investigar,muerto,5
investigar,pais,4
derecho,pais,4
cosa,pais,4
hijo,muerto,4
cualquiera,muerto,4
cualquiera,nino,4
camara,hijo,4
hijo,pais,4
mujer,nina,4
empezar,muerto,4
camara,pais,3
cabo,muerto,3
empezar,pais,3
cosa,nina,3
cosa,muerto,3
muerto,pais,3
control,pais,3
cualquiera,investigar,3
camara,mujer,3
mujer,nino,3
cabo,nino,3
cosa,empezar,3
cumplir,derecho,3
camara,delegacion,2
control,investigar,2
control,nina,2
control,nino,2
control,cosa,2
cabo,cosa,2
cosa,cualquiera,2
cumplir,muerto,2
cabo,mujer,2
camara,investigar,2
camara,muerto,2
hijo,mujer,2
empezar,mujer,2
derecho,nina,2
cualquiera,nina,2
delegacion,nino,2
cualquiera,delegacion,2
camara,cumplir,2
camara,derecho,2
condicion,cumplir,2
condicion,derecho,2
cualquiera,pais,1
camara,cualquiera,1
mujer,pais,1
cualquiera,mujer,1
cumplir,delegacion,1
cualquiera,derecho,1
control,muerto,1
cabo,pais,1
cabo,investigar,1
cumplir,investigar,1
cualquiera,cumplir,1
cabo,cualquiera,1
cabo,cumplir,1
cumplir,mujer,1
muerto,mujer,1
cabo,empezar,1
derecho,hijo,1
nina,pais,1
derecho,muerto,1
investigar,mujer,1
cualquiera,empezar,1
nino,pais,1
control,empezar,1
camara,control,1
camara,cosa,1
delegacion,nina,1
empezar,hijo,1
camara,condicion,1
condicion,muerto,1
